season,week,celebrity_name,s_mean,s_std,s_p10,s_p90
2,8,Stacy Keibler,0.43605796,0.05736602,0.3648736,0.5060572
2,1,Jerry Rice,0.3838605,0.103107296,0.27378598,0.51601756
2,2,Jerry Rice,0.3293626,0.105349414,0.23267654,0.47700202
2,3,Jerry Rice,0.13700545,0.025237646,0.116682276,0.15772244
2,4,Jerry Rice,0.20415391,0.021905284,0.17951217,0.2327484
2,5,Jerry Rice,0.36027133,0.069704056,0.28543097,0.45333147
2,6,Jerry Rice,0.23051666,0.047625493,0.17283839,0.27774397
2,7,Jerry Rice,0.4870925,0.07481214,0.4058764,0.6032927
2,8,Jerry Rice,0.21630014,0.08873429,0.110956445,0.32019013
2,1,Giselle Fernandez,0.018294195,0.005728523,0.009607303,0.02342211
2,2,Giselle Fernandez,0.0151494555,0.0035757667,0.010017982,0.01828515
2,3,Giselle Fernandez,0.024193963,0.0070511177,0.015873108,0.034367524
2,1,Master P,0.17794584,0.04592245,0.11720807,0.24144602
2,2,Master P,0.22169445,0.04438257,0.17731228,0.2672613
2,3,Master P,0.3010373,0.03208605,0.26765594,0.34757704
2,4,Master P,0.038055714,0.010097508,0.025773244,0.053099524
2,1,Drew Lachey,0.08057548,0.020528335,0.057861865,0.11310945
2,2,Drew Lachey,0.09448285,0.028654465,0.05700368,0.1301243
2,3,Drew Lachey,0.070190676,0.022694761,0.0446062,0.10421257
2,4,Drew Lachey,0.19983439,0.036679983,0.16336901,0.23561537
2,5,Drew Lachey,0.09155062,0.01978077,0.06705242,0.120433815
2,6,Drew Lachey,0.07988777,0.041003987,0.044734824,0.14137353
2,7,Drew Lachey,0.07797538,0.021763463,0.044940837,0.099338084
2,8,Drew Lachey,0.34764192,0.120947875,0.21809332,0.50715446
2,1,Kenny Mayne,0.020879904,0.004481648,0.016238628,0.027447574
3,1,Harry Hamlin,0.0865326,0.022967521,0.06856631,0.10145571
3,2,Harry Hamlin,0.046687093,0.011283849,0.034789085,0.05767546
3,3,Harry Hamlin,0.008971508,0.0026302102,0.0047759907,0.011415925
3,1,Vivica A. Fox,0.028243028,0.0075815655,0.019490944,0.03414492
3,2,Vivica A. Fox,0.042749163,0.010187963,0.034199573,0.052718244
3,3,Vivica A. Fox,0.022584697,0.008654775,0.016152592,0.029986715
3,4,Vivica A. Fox,0.0042607044,0.0014035029,0.0029040214,0.0064876517
3,1,Monique Coleman,0.11033294,0.03789434,0.07313064,0.16507533
3,2,Monique Coleman,0.080113925,0.014138282,0.062005807,0.103821486
3,3,Monique Coleman,0.10450876,0.025502704,0.07065301,0.13269183
3,4,Monique Coleman,0.13496043,0.03901649,0.09437694,0.18726325
3,5,Monique Coleman,0.16051932,0.059551407,0.10110933,0.24946369
3,6,Monique Coleman,0.17659004,0.03959521,0.123027824,0.23593603
3,7,Monique Coleman,0.15609474,0.027546396,0.13336244,0.19477561
3,8,Monique Coleman,0.11690553,0.03498822,0.0773154,0.16604681
3,1,Joey Lawrence,0.24686761,0.081079654,0.18107699,0.3701326
3,2,Joey Lawrence,0.37164536,0.09078679,0.2390214,0.47748908
3,3,Joey Lawrence,0.5744687,0.114405185,0.4578812,0.7563354
3,4,Joey Lawrence,0.45461765,0.06760647,0.34369802,0.5167436
3,5,Joey Lawrence,0.4962497,0.121618204,0.30617896,0.62035114
3,6,Joey Lawrence,0.61599445,0.07958654,0.49438626,0.70943177
3,7,Joey Lawrence,0.4008613,0.13059032,0.25099248,0.59215724
3,8,Joey Lawrence,0.43095633,0.07172328,0.32379532,0.5055192
3,9,Joey Lawrence,0.24750997,0.08632779,0.16655625,0.39835155
3,1,Mario Lopez,0.17852908,0.04712857,0.13131009,0.23610029
3,2,Mario Lopez,0.07888195,0.023466265,0.051797148,0.111444235
3,3,Mario Lopez,0.046717416,0.030737488,0.015937045,0.078634955
3,4,Mario Lopez,0.102858685,0.016379878,0.083956085,0.12979333
3,5,Mario Lopez,0.122233905,0.02225103,0.104301564,0.15025358
3,6,Mario Lopez,0.082228854,0.024938166,0.05180843,0.11037179
3,7,Mario Lopez,0.21100582,0.045715023,0.15039499,0.25527596
3,8,Mario Lopez,0.21978004,0.034876887,0.17936288,0.27365792
3,9,Mario Lopez,0.2031529,0.03677813,0.16108528,0.25067672
3,10,Mario Lopez,0.7178033,0.04797908,0.6726654,0.79587054
3,1,Emmitt Smith,0.20904201,0.044892937,0.15693553,0.26640302
3,2,Emmitt Smith,0.18568571,0.048909612,0.1345151,0.25208902
3,3,Emmitt Smith,0.06032707,0.032412253,0.013047091,0.090079024
3,4,Emmitt Smith,0.059687052,0.01254851,0.04457124,0.0760328
3,5,Emmitt Smith,0.057815775,0.011602315,0.04968244,0.06441497
3,6,Emmitt Smith,0.06754046,0.026379617,0.0404086,0.10580457
3,7,Emmitt Smith,0.20803982,0.080137916,0.118518665,0.30688253
3,8,Emmitt Smith,0.23235808,0.04873327,0.16417502,0.2944993
3,9,Emmitt Smith,0.5493371,0.07066774,0.43265238,0.63831526
3,10,Emmitt Smith,0.2821966,0.047979094,0.20412944,0.32733455
3,1,Shanna Moakler,0.01209816,0.00302762,0.0069511193,0.014569342
3,2,Shanna Moakler,0.0088344375,0.0017285742,0.0065611512,0.010979115
3,1,Willa Ford,0.021123886,0.013423918,0.01127753,0.039795686
3,2,Willa Ford,0.08513036,0.024702484,0.052803077,0.11898988
3,3,Willa Ford,0.062615626,0.015133564,0.041844364,0.079042755
3,4,Willa Ford,0.04629971,0.011185509,0.035588074,0.0576892
3,5,Willa Ford,0.006302998,0.003200538,0.00336187,0.01216595
3,1,Sara Evans,0.03584699,0.0109830825,0.023044474,0.042947978
3,2,Sara Evans,0.033609938,0.0076789674,0.026833639,0.042939916
3,3,Sara Evans,0.025078073,0.012554915,0.011069504,0.037653595
3,4,Sara Evans,0.04937719,0.008849946,0.038009774,0.061114725
3,5,Sara Evans,0.02136117,0.004433475,0.015455879,0.026336884
3,1,Jerry Springer,0.06399772,0.012407181,0.05211105,0.0817769
3,2,Jerry Springer,0.066662036,0.013697851,0.05285047,0.08981703
3,3,Jerry Springer,0.094728135,0.03299438,0.057545613,0.122627474
3,4,Jerry Springer,0.14793855,0.03567658,0.11340875,0.20482211
3,5,Jerry Springer,0.13551708,0.049709864,0.075017646,0.20410536
3,6,Jerry Springer,0.05764613,0.012009616,0.046092402,0.07383356
3,7,Jerry Springer,0.023998328,0.0057659713,0.017306129,0.031925585
3,1,Tucker Carlson,0.00738595,0.0018487932,0.0042656343,0.009785575
4,1,John Ratzenberger,0.010826313,0.0054464526,0.0053504556,0.018679285
4,2,John Ratzenberger,0.043056995,0.009370082,0.036283404,0.04836241
4,3,John Ratzenberger,0.03689686,0.014324533,0.026137559,0.03871994
4,4,John Ratzenberger,0.035300743,0.014606111,0.016345553,0.045625404
4,5,John Ratzenberger,0.09751099,0.024310071,0.068331376,0.11884956
4,6,John Ratzenberger,0.04439348,0.011830674,0.030322514,0.062566444
4,7,John Ratzenberger,0.015166313,0.005710741,0.010373635,0.024102557
4,1,Ian Ziering,0.30801952,0.08438887,0.2212494,0.386306
4,2,Ian Ziering,0.08922389,0.034922153,0.048264645,0.12608525
4,3,Ian Ziering,0.29643112,0.080923066,0.18256819,0.36858073
4,4,Ian Ziering,0.07955085,0.037598982,0.04127021,0.12880477
4,5,Ian Ziering,0.20447594,0.03881494,0.15893306,0.24920635
4,6,Ian Ziering,0.13535553,0.04269568,0.08649029,0.18709646
4,7,Ian Ziering,0.2979696,0.06621222,0.20808963,0.3757247
4,8,Ian Ziering,0.16720955,0.033741467,0.14158784,0.20079409
4,9,Ian Ziering,0.103022814,0.02170175,0.07634102,0.13362259
4,1,Clyde Drexler,0.016406627,0.008320428,0.0070462283,0.024453482
4,2,Clyde Drexler,0.046284106,0.00825598,0.040661838,0.057077482
4,3,Clyde Drexler,0.040605042,0.025896417,0.018554734,0.08154441
4,4,Clyde Drexler,0.048859965,0.010843,0.0313839,0.058004905
4,5,Clyde Drexler,0.017657751,0.008891648,0.009679949,0.025995456
4,1,Laila Ali,0.3625627,0.0354502,0.32957712,0.39052308
4,2,Laila Ali,0.13030712,0.019477936,0.11471101,0.14580354
4,3,Laila Ali,0.16030447,0.038167585,0.11689829,0.21001409
4,4,Laila Ali,0.43240014,0.09125534,0.30779406,0.54060036
4,5,Laila Ali,0.40276358,0.05740208,0.34324667,0.4822592
4,6,Laila Ali,0.55338454,0.03802812,0.5032042,0.58769786
4,7,Laila Ali,0.35180828,0.049383007,0.30115488,0.41020894
4,8,Laila Ali,0.42631957,0.05433276,0.3565872,0.50093025
4,9,Laila Ali,0.3760124,0.046455387,0.32915974,0.44416168
4,10,Laila Ali,0.4104348,0.113466606,0.2638886,0.52840316
4,1,Apolo Anton Ohno,0.090251215,0.058185946,0.030378832,0.17516387
4,2,Apolo Anton Ohno,0.2737553,0.027793508,0.24918522,0.29209203
4,3,Apolo Anton Ohno,0.1592657,0.025815165,0.13771825,0.20050524
4,4,Apolo Anton Ohno,0.19741726,0.03568531,0.14753352,0.23564707
4,5,Apolo Anton Ohno,0.11937898,0.022129022,0.09059667,0.14734618
4,6,Apolo Anton Ohno,0.07906728,0.01467327,0.064607166,0.09887741
4,7,Apolo Anton Ohno,0.08651332,0.03316332,0.058556516,0.13679236
4,8,Apolo Anton Ohno,0.20891707,0.044719826,0.16800238,0.27270946
4,9,Apolo Anton Ohno,0.31489953,0.041484866,0.26183376,0.36999112
4,10,Apolo Anton Ohno,0.42220664,0.12977466,0.28312522,0.6121549
4,1,Shandi Finnessey,0.03923962,0.012509988,0.023961127,0.053594567
4,2,Shandi Finnessey,0.067400806,0.017399242,0.050963137,0.09297847
4,3,Shandi Finnessey,0.002836814,0.00090841326,0.0017340078,0.003260621
4,1,Paulina Porizkova,0.009286075,0.004463764,0.006023464,0.015941864
4,2,Paulina Porizkova,0.003690542,0.0009103217,0.002562522,0.0047594616
4,1,Heather Mills,0.012183282,0.0027349838,0.0088691935,0.015861379
4,2,Heather Mills,0.032630317,0.009049615,0.022450266,0.043258723
4,3,Heather Mills,0.08483142,0.012915191,0.06682274,0.09877912
4,4,Heather Mills,0.02880563,0.008147798,0.020649318,0.039526477
4,5,Heather Mills,0.0062733325,0.0030147515,0.0037043365,0.00967186
4,6,Heather Mills,0.010287471,0.0018870279,0.0083940355,0.012918819
4,1,Billy Ray Cyrus,0.006930668,0.0023379077,0.0037262987,0.009051073
4,2,Billy Ray Cyrus,0.0139641315,0.0026967728,0.011003409,0.017817063
4,3,Billy Ray Cyrus,0.09446094,0.033445846,0.05980829,0.13910416
4,4,Billy Ray Cyrus,0.031701636,0.012752026,0.016635973,0.0521969
4,5,Billy Ray Cyrus,0.04295079,0.011533313,0.0327597,0.058439866
4,6,Billy Ray Cyrus,0.08695662,0.014434956,0.074240975,0.101249404
4,7,Billy Ray Cyrus,0.07522894,0.012724744,0.061737586,0.092856325
4,8,Billy Ray Cyrus,0.063251406,0.01844848,0.041417826,0.09027509
4,1,Joey Fatone,0.0773879,0.023135647,0.043451566,0.10585603
4,2,Joey Fatone,0.16175868,0.03948653,0.10822869,0.21544963
4,3,Joey Fatone,0.08854849,0.02274774,0.071424335,0.12673806
4,4,Joey Fatone,0.13469224,0.036940176,0.085645236,0.1971223
4,5,Joey Fatone,0.10898859,0.026295742,0.08070662,0.13246264
4,6,Joey Fatone,0.090555124,0.01614654,0.066943355,0.11000063
4,7,Joey Fatone,0.1733135,0.03933478,0.10597998,0.20362024
4,8,Joey Fatone,0.13430242,0.04857504,0.07980781,0.1936689
4,9,Joey Fatone,0.20606525,0.03067175,0.1514211,0.23365925
4,10,Joey Fatone,0.16735864,0.037281502,0.120405525,0.21595913
4,1,Leeza Gibbons,0.06690603,0.010667239,0.054905724,0.076337494
4,2,Leeza Gibbons,0.13792811,0.05217224,0.09188762,0.19840944
4,3,Leeza Gibbons,0.035819117,0.010035625,0.027424911,0.052926444
4,4,Leeza Gibbons,0.011271534,0.00588634,0.0060608424,0.018876046
5,1,Cameron Mathison,0.0499735,0.0077260425,0.04181309,0.057990476
5,2,Cameron Mathison,0.02908399,0.005462435,0.024789844,0.03622137
5,3,Cameron Mathison,0.038012344,0.006602966,0.03175572,0.048755705
5,4,Cameron Mathison,0.09538785,0.015413917,0.07576344,0.10958903
5,5,Cameron Mathison,0.01550335,0.013409548,0.0029175915,0.037795853
5,6,Cameron Mathison,0.029148808,0.0068084854,0.019144116,0.03656499
5,7,Cameron Mathison,0.032154307,0.0107405335,0.021416942,0.050243385
5,8,Cameron Mathison,0.050849885,0.024011103,0.029801076,0.08473757
5,1,Jane Seymour,0.061804276,0.012569291,0.047990702,0.07533655
5,2,Jane Seymour,0.16105957,0.06938246,0.071752235,0.23523688
5,3,Jane Seymour,0.057910204,0.016939988,0.043537848,0.08114741
5,4,Jane Seymour,0.143501,0.0717192,0.06982495,0.23723853
5,5,Jane Seymour,0.045248266,0.017544165,0.022474427,0.06868803
5,6,Jane Seymour,0.12605484,0.04097124,0.07777325,0.17062137
5,7,Jane Seymour,0.0141625265,0.0035158808,0.010741547,0.018513974
5,1,Sabrina Bryan,0.04423645,0.007006297,0.035806198,0.054182477
5,2,Sabrina Bryan,0.02220381,0.006219393,0.015946023,0.02993857
5,3,Sabrina Bryan,0.03482643,0.0093078315,0.025717184,0.044726104
5,4,Sabrina Bryan,0.012155243,0.004427789,0.0064552356,0.018173665
5,5,Sabrina Bryan,0.08113199,0.017729538,0.059430204,0.098612435
5,6,Sabrina Bryan,0.031164711,0.0102704605,0.019149834,0.045189884
5,1,Jennie Garth,0.060591724,0.02773519,0.03812053,0.11105202
5,2,Jennie Garth,0.072993726,0.035294153,0.032685935,0.1146059
5,3,Jennie Garth,0.12070934,0.033529058,0.0833251,0.16401082
5,4,Jennie Garth,0.11363375,0.030494934,0.0784671,0.15770966
5,5,Jennie Garth,0.09647772,0.024544599,0.06767688,0.12647444
5,6,Jennie Garth,0.106354855,0.021634554,0.082103096,0.13100678
5,7,Jennie Garth,0.23890954,0.033162046,0.20030361,0.27908617
5,8,Jennie Garth,0.3959575,0.073638916,0.31741408,0.5111332
5,9,Jennie Garth,0.07432821,0.011422428,0.05768173,0.08498185
5,1,Floyd Mayweather Jr. ,0.023724841,0.014660508,0.009410323,0.039119694
5,2,Floyd Mayweather Jr. ,0.033438146,0.014203737,0.014371791,0.049430396
5,3,Floyd Mayweather Jr. ,0.06754476,0.023857858,0.044563107,0.10363902
5,4,Floyd Mayweather Jr. ,0.007895009,0.0023593802,0.0050853733,0.010604009
5,1,Josie Maran,0.0027259265,0.0004844612,0.002204688,0.0032268278
5,1,Albert Reed,0.016830951,0.0066766255,0.008520374,0.0265679
5,2,Albert Reed,0.008746867,0.0015503047,0.0062485924,0.010488269
5,1,Helio Castroneves,0.504998,0.068304285,0.41850156,0.5938717
5,2,Helio Castroneves,0.21341461,0.041663315,0.15743594,0.2564013
5,3,Helio Castroneves,0.4532435,0.07025293,0.36339587,0.51578295
5,4,Helio Castroneves,0.13828744,0.036409978,0.103087805,0.17748901
5,5,Helio Castroneves,0.29075855,0.08297914,0.20988432,0.39424437
5,6,Helio Castroneves,0.33235964,0.040154558,0.2705096,0.38553447
5,7,Helio Castroneves,0.15577807,0.035144873,0.12380762,0.19720554
5,8,Helio Castroneves,0.10664633,0.019524414,0.07693305,0.12846369
5,9,Helio Castroneves,0.43842468,0.06858391,0.3526572,0.5082579
5,10,Helio Castroneves,0.37978587,0.049349744,0.3211857,0.4406747
5,1,Mel B,0.09817088,0.07125418,0.027467642,0.21708179
5,2,Mel B,0.17815273,0.020527268,0.15956086,0.2037444
5,3,Mel B,0.11510921,0.06691178,0.0543007,0.19974609
5,4,Mel B,0.15607439,0.05151932,0.09077687,0.21703887
5,5,Mel B,0.36491433,0.11120926,0.24923883,0.5209429
5,6,Mel B,0.20268881,0.044266146,0.16117252,0.26482582
5,7,Mel B,0.39755073,0.051755518,0.33751667,0.47274783
5,8,Mel B,0.16971253,0.045360662,0.12048142,0.23307638
5,9,Mel B,0.33873722,0.08882057,0.25076362,0.45105842
5,10,Mel B,0.36451495,0.041579165,0.32752514,0.3972806
5,1,Wayne Newton,0.020810232,0.0055904286,0.013021382,0.026734995
5,2,Wayne Newton,0.07288126,0.01615884,0.052296236,0.09532285
5,3,Wayne Newton,0.0052223853,0.00088740885,0.0044139307,0.0062447926
5,1,Marie Osmond,0.07095071,0.020298503,0.05583662,0.10119927
5,2,Marie Osmond,0.13455243,0.038841516,0.093031295,0.18392101
5,3,Marie Osmond,0.056662317,0.0213555,0.033229932,0.085753165
5,4,Marie Osmond,0.27265534,0.043736156,0.22419412,0.3400203
5,5,Marie Osmond,0.09843408,0.020799058,0.072704665,0.11824963
5,6,Marie Osmond,0.17222835,0.047528405,0.12102888,0.2344558
5,7,Marie Osmond,0.16144481,0.048292115,0.10811486,0.22608382
5,8,Marie Osmond,0.2768337,0.07198219,0.20243181,0.383572
5,9,Marie Osmond,0.14850996,0.029523406,0.10606843,0.1743332
5,10,Marie Osmond,0.25569922,0.047286395,0.21855423,0.30703062
5,1,Mark Cuban,0.045182433,0.009732608,0.034867678,0.05758796
5,2,Mark Cuban,0.073472865,0.018238718,0.04933798,0.09507897
5,3,Mark Cuban,0.050759505,0.0152213955,0.038416825,0.06054678
5,4,Mark Cuban,0.06040996,0.015487763,0.0461304,0.079270065
5,5,Mark Cuban,0.0075317523,0.0016446229,0.0061860005,0.00919565
6,1,Cristian de la Fuente,0.6079107,0.07565724,0.5313574,0.73190457
6,2,Cristian de la Fuente,0.2133441,0.036347944,0.1728319,0.258484
6,3,Cristian de la Fuente,0.50907785,0.037161093,0.46800306,0.5491357
6,4,Cristian de la Fuente,0.27366048,0.05132418,0.2165772,0.33874422
6,5,Cristian de la Fuente,0.46500573,0.049299397,0.40645447,0.518719
6,6,Cristian de la Fuente,0.41093564,0.06527432,0.3325496,0.5133868
6,7,Cristian de la Fuente,0.14915515,0.066190645,0.08441676,0.24325106
6,8,Cristian de la Fuente,0.5055921,0.077716514,0.45612097,0.61213624
6,9,Cristian de la Fuente,0.23740838,0.0698535,0.18076521,0.35786936
6,10,Cristian de la Fuente,0.6026971,0.12849993,0.4230322,0.73499155
6,1,Steve Guttenberg,0.027518371,0.008362267,0.016758861,0.036954083
6,2,Steve Guttenberg,0.032902386,0.0054714642,0.028248463,0.04040743
6,3,Steve Guttenberg,0.0046172654,0.0017065527,0.002221772,0.0066377553
6,1,Priscilla Presley,0.013616919,0.006378399,0.00898248,0.02490675
6,2,Priscilla Presley,0.13308747,0.031459935,0.08728674,0.16259801
6,3,Priscilla Presley,0.05246311,0.020902509,0.02213782,0.07907823
6,4,Priscilla Presley,0.059758812,0.013326935,0.04199661,0.07448631
6,5,Priscilla Presley,0.015526456,0.002662783,0.012193409,0.017912239
6,1,Marlee Matlin,0.054770533,0.016594559,0.034058824,0.07813194
6,2,Marlee Matlin,0.070319965,0.014207278,0.05267822,0.08742946
6,3,Marlee Matlin,0.03174275,0.012565083,0.015408713,0.047016796
6,4,Marlee Matlin,0.036497284,0.015806084,0.02289213,0.057631362
6,5,Marlee Matlin,0.051416993,0.017719919,0.030109664,0.06689945
6,6,Marlee Matlin,0.0142547665,0.0034281928,0.011483877,0.017619593
6,1,Shannon Elizabeth,0.023401195,0.008968413,0.011095952,0.036635946
6,2,Shannon Elizabeth,0.08972937,0.03297326,0.05133132,0.13651733
6,3,Shannon Elizabeth,0.049827393,0.0062895427,0.041423596,0.057039537
6,4,Shannon Elizabeth,0.122436754,0.04839939,0.065423004,0.18996605
6,5,Shannon Elizabeth,0.03116023,0.007105323,0.022163508,0.037093192
6,6,Shannon Elizabeth,0.05853735,0.021859802,0.034097448,0.08918809
6,7,Shannon Elizabeth,0.011248787,0.002217311,0.009188811,0.014613321
6,1,Marissa Jaret Winokur,0.07369851,0.023432922,0.04579112,0.1109314
6,2,Marissa Jaret Winokur,0.061516944,0.016645145,0.038191553,0.08640634
6,3,Marissa Jaret Winokur,0.031066945,0.015976742,0.019089064,0.042401254
6,4,Marissa Jaret Winokur,0.074664,0.044148296,0.03101536,0.117558256
6,5,Marissa Jaret Winokur,0.22288145,0.08720204,0.12131813,0.33021846
6,6,Marissa Jaret Winokur,0.06166259,0.017737247,0.044566818,0.0899127
6,7,Marissa Jaret Winokur,0.06963008,0.013407606,0.057090383,0.07625288
6,8,Marissa Jaret Winokur,0.12675042,0.016111443,0.109409735,0.14600195
6,9,Marissa Jaret Winokur,0.118259616,0.026521813,0.090782166,0.15035278
6,1,Jason Taylor,0.06118645,0.010178665,0.05089649,0.07418003
6,2,Jason Taylor,0.11559833,0.032611933,0.07113136,0.15576449
6,3,Jason Taylor,0.17621766,0.027240649,0.14225022,0.21699795
6,4,Jason Taylor,0.27783975,0.08345667,0.19308564,0.38614362
6,5,Jason Taylor,0.12882055,0.068209745,0.05404799,0.22125064
6,6,Jason Taylor,0.3238189,0.049099028,0.25231102,0.38573596
6,7,Jason Taylor,0.6210012,0.0930061,0.4898922,0.7236864
6,8,Jason Taylor,0.2624023,0.06956377,0.17033434,0.33035466
6,9,Jason Taylor,0.27000663,0.08028231,0.1823203,0.36393422
6,10,Jason Taylor,0.09629693,0.027286863,0.070171304,0.13155831
6,1,Kristi Yamaguchi,0.071158774,0.048362,0.026378946,0.12747289
6,2,Kristi Yamaguchi,0.17193425,0.024993068,0.14404571,0.19985995
6,3,Kristi Yamaguchi,0.03836282,0.010980824,0.025512785,0.052843716
6,4,Kristi Yamaguchi,0.10464772,0.03011689,0.06929828,0.13925982
6,5,Kristi Yamaguchi,0.05657612,0.016743664,0.03928114,0.08674848
6,6,Kristi Yamaguchi,0.111853935,0.040005647,0.07164558,0.15737784
6,7,Kristi Yamaguchi,0.07469601,0.021990573,0.04801425,0.10233211
6,8,Kristi Yamaguchi,0.06324212,0.016149135,0.05192203,0.09347322
6,9,Kristi Yamaguchi,0.37432542,0.083343074,0.2614021,0.45852792
6,10,Kristi Yamaguchi,0.30100605,0.10464613,0.19179438,0.45823172
6,1,Monica Seles,0.010694489,0.0028489109,0.007721786,0.013920776
6,2,Monica Seles,0.009782299,0.0013842852,0.0082300175,0.011460403
6,1,Penn Jillette,0.0072312006,0.0012713983,0.006129309,0.008856377
6,2,Penn Jillette,0.0019967349,0.00093865156,0.0008821403,0.0032558665
6,1,Adam Carolla,0.024500059,0.0068020127,0.0143188955,0.032223552
6,2,Adam Carolla,0.06319324,0.019469429,0.0402598,0.09021876
6,3,Adam Carolla,0.07293749,0.023248643,0.04949652,0.099546865
6,4,Adam Carolla,0.006700553,0.0015621881,0.004863275,0.008258153
6,1,Mario,0.024312807,0.005136014,0.017585304,0.03187327
6,2,Mario,0.03659484,0.007936067,0.02868642,0.044848356
6,3,Mario,0.03368673,0.0072383513,0.027191857,0.0442282
6,4,Mario,0.043794677,0.019761581,0.022393024,0.06809081
6,5,Mario,0.028612413,0.011409029,0.013328204,0.041151065
6,6,Mario,0.018936811,0.0061248094,0.012848802,0.027344707
6,7,Mario,0.074268796,0.008767394,0.06607385,0.081914596
6,8,Mario,0.04201295,0.0107396385,0.03004727,0.05826045
7,1,Ted McGinley,0.0021646053,0.0010010957,0.0011199071,0.0033521939
7,1,Cloris Leachman,0.025615,0.0097597735,0.012653712,0.03497981
7,2,Cloris Leachman,0.12018603,0.035401765,0.067591935,0.15818243
7,3,Cloris Leachman,0.032383002,0.0073368573,0.022611238,0.042495932
7,4,Cloris Leachman,0.076772414,0.008742967,0.06605431,0.08670402
7,5,Cloris Leachman,0.05802994,0.017293878,0.039280977,0.079325885
7,6,Cloris Leachman,0.020015353,0.0051775267,0.01256803,0.025839712
7,1,Susan Lucci,0.08299402,0.021655425,0.056502048,0.10507651
7,2,Susan Lucci,0.024480516,0.0075038886,0.013790087,0.032788653
