season,week,celebrity_name,s_map
4,5,Apolo Anton Ohno,0.1112063247828935
4,5,Heather Mills,0.033988728262717725
4,5,Billy Ray Cyrus,0.27787642458537704
4,5,Joey Fatone,0.11641274627352917
4,6,John Ratzenberger,0.10913465281498594
4,6,Ian Ziering,0.12307977227975447
4,6,Laila Ali,0.18208104221597923
4,6,Apolo Anton Ohno,0.12987637827607645
4,6,Heather Mills,0.032399520551075096
4,6,Billy Ray Cyrus,0.28603799740588776
4,6,Joey Fatone,0.13739063645624108
4,7,John Ratzenberger,0.07298422567422812
4,7,Ian Ziering,0.11590968980205366
4,7,Laila Ali,0.2307029880246629
4,7,Apolo Anton Ohno,0.1359323154863266
4,7,Billy Ray Cyrus,0.29580900031063984
4,7,Joey Fatone,0.14866178070208888
4,8,Ian Ziering,0.1455795524515929
4,8,Laila Ali,0.3240304359630883
4,8,Apolo Anton Ohno,0.16445592750042526
4,8,Billy Ray Cyrus,0.18143512615677218
4,8,Joey Fatone,0.18449895792812138
4,9,Ian Ziering,0.1476610909260026
4,9,Laila Ali,0.40996852904071995
4,9,Apolo Anton Ohno,0.20941175166298648
4,9,Joey Fatone,0.23295862837029102
4,10,Laila Ali,0.2804629657788503
4,10,Apolo Anton Ohno,0.3538817979337487
4,10,Joey Fatone,0.365655236287401
5,1,Cameron Mathison,0.09419982680368191
5,1,Jane Seymour,0.05661965032929925
5,1,Sabrina Bryan,0.0168614281810343
5,1,Jennie Garth,0.10596037638529665
5,1,Floyd Mayweather Jr. ,0.0499539683033195
5,1,Josie Maran,0.04671757288392784
5,1,Albert Reed,0.0272633199656399
5,1,Helio Castroneves,0.1070312134120203
5,1,Mel B,0.08881855501380286
5,1,Wayne Newton,0.09118369754046479
5,1,Marie Osmond,0.22991504345566244
5,1,Mark Cuban,0.08547534772585015
5,2,Cameron Mathison,0.09912704994455136
5,2,Jane Seymour,0.06027215987199343
5,2,Sabrina Bryan,0.02163518627770573
5,2,Jennie Garth,0.1125553997640882
5,2,Floyd Mayweather Jr. ,0.05315190700557763
5,2,Albert Reed,0.025653303523451892
5,2,Helio Castroneves,0.11559782256288424
5,2,Mel B,0.09680268885436527
5,2,Wayne Newton,0.08715283830152531
5,2,Marie Osmond,0.24093735616423392
5,2,Mark Cuban,0.08711428772962307
5,3,Cameron Mathison,0.10111109753738848
5,3,Jane Seymour,0.05982559907599584
5,3,Sabrina Bryan,0.02741518240242197
5,3,Jennie Garth,0.11879776467975782
5,3,Floyd Mayweather Jr. ,0.05251978491288223
5,3,Helio Castroneves,0.12715955842490048
5,3,Mel B,0.10709787646453862
5,3,Wayne Newton,0.06507108616811234
5,3,Marie Osmond,0.26011605205870597
5,3,Mark Cuban,0.08088599827529623
5,4,Cameron Mathison,0.10625635126694846
5,4,Jane Seymour,0.0636623772171662
5,4,Sabrina Bryan,0.026782838015758516
5,4,Jennie Garth,0.12822600512743138
5,4,Floyd Mayweather Jr. ,0.05225827076325092
5,4,Helio Castroneves,0.14390906740317777
5,4,Mel B,0.12357063161722992
5,4,Marie Osmond,0.27607067744388686
5,4,Mark Cuban,0.07926378114515
5,5,Cameron Mathison,0.10441916118227398
5,5,Jane Seymour,0.0626163344646718
5,5,Sabrina Bryan,0.03167193000945626
5,5,Jennie Garth,0.134140505429373
5,5,Helio Castroneves,0.16599271367933505
5,5,Mel B,0.14679686983263632
5,5,Marie Osmond,0.28751567599581224
5,5,Mark Cuban,0.0668468094064412
5,6,Cameron Mathison,0.09668124342551145
5,6,Jane Seymour,0.058068092904946765
5,6,Sabrina Bryan,0.03478506663114996
5,6,Jennie Garth,0.13534671504860982
5,6,Helio Castroneves,0.19273408652631752
5,6,Mel B,0.17576380661746907
5,6,Marie Osmond,0.3066209888459954
5,7,Cameron Mathison,0.08786228013803844
5,7,Jane Seymour,0.0490029388419777
5,7,Jennie Garth,0.12357274429145676
5,7,Helio Castroneves,0.18843097397712372
5,7,Mel B,0.16097033849244385
5,7,Marie Osmond,0.39016072425895953
5,8,Cameron Mathison,0.0707855290720211
5,8,Jennie Garth,0.1047350636573166
5,8,Helio Castroneves,0.22117354263800448
5,8,Mel B,0.19135626404244246
5,8,Marie Osmond,0.4119496005902154
5,9,Jennie Garth,0.08304327537452257
5,9,Helio Castroneves,0.29155353217051777
5,9,Mel B,0.26886977971358783
5,9,Marie Osmond,0.3565334127413718
5,10,Helio Castroneves,0.3841830522622677
5,10,Mel B,0.37284117603380273
5,10,Marie Osmond,0.2429757717039296
6,1,Cristian de la Fuente,0.2135630312000272
6,1,Steve Guttenberg,0.04829193816108657
6,1,Priscilla Presley,0.027414605847432688
6,1,Marlee Matlin,0.047019098955425
6,1,Shannon Elizabeth,0.03737473454742182
6,1,Marissa Jaret Winokur,0.22561594009041105
6,1,Jason Taylor,0.11096891668495652
6,1,Kristi Yamaguchi,0.042079091013582634
6,1,Monica Seles,0.08051995988131475
6,1,Penn Jillette,0.047760114816124286
6,1,Adam Carolla,0.07423242360004739
6,1,Mario,0.04516014520217008
6,2,Cristian de la Fuente,0.21672047698942587
6,2,Steve Guttenberg,0.05500256281018075
6,2,Priscilla Presley,0.03554730989189281
6,2,Marlee Matlin,0.04761286377615165
6,2,Shannon Elizabeth,0.03747051570170841
6,2,Marissa Jaret Winokur,0.22910325567037304
6,2,Jason Taylor,0.11262766341133426
6,2,Kristi Yamaguchi,0.04225735913953716
6,2,Monica Seles,0.05889261339383833
6,2,Penn Jillette,0.04487760864828747
6,2,Adam Carolla,0.07401775699701316
6,2,Mario,0.04587001357025719
6,3,Cristian de la Fuente,0.2348403328611323
6,3,Steve Guttenberg,0.05664613717802899
6,3,Priscilla Presley,0.039494237652809606
6,3,Marlee Matlin,0.058041676741842047
6,3,Shannon Elizabeth,0.046405377668078625
6,3,Marissa Jaret Winokur,0.24821272091376947
6,3,Jason Taylor,0.12625142209397797
6,3,Kristi Yamaguchi,0.05143968202091121
6,3,Adam Carolla,0.08202127569142086
6,3,Mario,0.05664713717802899
6,4,Cristian de la Fuente,0.2506327992105749
6,4,Priscilla Presley,0.05245604988285208
6,4,Marlee Matlin,0.06230607816306056
6,4,Shannon Elizabeth,0.05073526214569131
6,4,Marissa Jaret Winokur,0.2571966856989294
6,4,Jason Taylor,0.1398869199282391
6,4,Kristi Yamaguchi,0.06033447042611027
6,4,Adam Carolla,0.06578838321618541
6,4,Mario,0.060663351328356846
6,5,Cristian de la Fuente,0.2711270288382404
6,5,Priscilla Presley,0.04536204417991117
6,5,Marlee Matlin,0.06703125602879988
6,5,Shannon Elizabeth,0.05508121516102626
6,5,Marissa Jaret Winokur,0.2657457578151679
6,5,Jason Taylor,0.15735260391733621
6,5,Kristi Yamaguchi,0.07268982159877171
6,5,Mario,0.06561027246074644
6,6,Cristian de la Fuente,0.2962990146631504
6,6,Marlee Matlin,0.05990968244021501
6,6,Shannon Elizabeth,0.05104307009934594
6,6,Marissa Jaret Winokur,0.252359219006096
6,6,Jason Taylor,0.18295250597168786
6,6,Kristi Yamaguchi,0.09312643122353778
6,6,Mario,0.06431007659596714
6,7,Cristian de la Fuente,0.32379555238086455
6,7,Shannon Elizabeth,0.048444869849623554
6,7,Marissa Jaret Winokur,0.21828358128514974
6,7,Jason Taylor,0.21891523667146026
6,7,Kristi Yamaguchi,0.12810673905036693
6,7,Mario,0.06245402076253501
6,8,Cristian de la Fuente,0.36167451376228665
6,8,Marissa Jaret Winokur,0.17232166312790237
6,8,Jason Taylor,0.25343037232228366
6,8,Kristi Yamaguchi,0.15935520156752064
6,8,Mario,0.053218249220006654
6,9,Cristian de la Fuente,0.4172200299125993
6,9,Marissa Jaret Winokur,0.12132616609717908
6,9,Jason Taylor,0.2823549877762799
6,9,Kristi Yamaguchi,0.17909881621394166
6,10,Cristian de la Fuente,0.3954977093058295
6,10,Jason Taylor,0.3280651882376698
6,10,Kristi Yamaguchi,0.2764371024565007
7,1,Ted McGinley,0.014404558578510512
7,1,Cloris Leachman,0.1700312198159402
7,1,Susan Lucci,0.07041402145827674
7,1,Cody Linley,0.12266784189779878
7,1,Misty May-Treanor,0.030787319522372278
7,1,Maurice Greene,0.09108032817224848
7,1,Warren Sapp,0.1229114844523934
7,1,Jeffrey Ross,0.06650060523665799
7,1,Toni Braxton,0.028138084798315043
7,1,Lance Bass,0.1193122415573309
7,1,Kim Kardashian,0.04070795444300719
7,1,Rocco DiSpirito,0.06812094567867406
7,1,Brooke Burke,0.05492339438847451
7,2,Cloris Leachman,0.1885809770134033
7,2,Susan Lucci,0.0755330476549204
7,2,Cody Linley,0.13643688336874588
7,2,Misty May-Treanor,0.02405401606762989
7,2,Maurice Greene,0.09896413814739081
7,2,Warren Sapp,0.13823791205565314
7,2,Toni Braxton,0.03056414208196041
7,2,Lance Bass,0.13394631165183035
7,2,Kim Kardashian,0.04209799384276
7,2,Rocco DiSpirito,0.07210963047313734
7,2,Brooke Burke,0.05947494764256849
7,3,Cloris Leachman,0.18788120725814336
7,3,Susan Lucci,0.07441986603645069
7,3,Cody Linley,0.1543850147997567
7,3,Maurice Greene,0.10357772315977533
7,3,Warren Sapp,0.165196777767812
7,3,Toni Braxton,0.02845469874907419
7,3,Lance Bass,0.15960408119186648
7,3,Rocco DiSpirito,0.06028403954845397
7,3,Brooke Burke,0.0661965914886673
7,4,Cloris Leachman,0.17507018716375672
7,4,Susan Lucci,0.06988406490441683
7,4,Cody Linley,0.1599187454998912
7,4,Maurice Greene,0.10051009255520534
7,4,Warren Sapp,0.17978837481855486
7,4,Toni Braxton,0.02765086586735945
7,4,Lance Bass,0.17324630887134032
7,4,Rocco DiSpirito,0.0473542993648964
7,4,Brooke Burke,0.06657706095457894
7,5,Cloris Leachman,0.14994870877755517
7,5,Susan Lucci,0.0700016552684834
7,5,Cody Linley,0.17118361831098244
7,5,Maurice Greene,0.09930542787080925
7,5,Warren Sapp,0.20921611240032306
7,5,Toni Braxton,0.025608805212508988
7,5,Lance Bass,0.20112703451142425
7,5,Brooke Burke,0.07360863764791342
7,6,Cloris Leachman,0.11512812305994492
7,6,Susan Lucci,0.06512912305994494
7,6,Cody Linley,0.18066190759415052
7,6,Maurice Greene,0.08564415375277107
7,6,Warren Sapp,0.2499928326287418
7,6,Lance Bass,0.23808705824321932
7,6,Brooke Burke,0.0653568016612275
7,7,Susan Lucci,0.06212703350110801
7,7,Cody Linley,0.1945933000659821
7,7,Maurice Greene,0.09084076360062288
7,7,Warren Sapp,0.2954548997297788
7,7,Lance Bass,0.28144659731247285
7,7,Brooke Burke,0.07553740579003544
7,8,Cody Linley,0.16535809836077356
7,8,Maurice Greene,0.07408800228212557
7,8,Warren Sapp,0.3427995954439791
7,8,Lance Bass,0.32817672700535133
7,8,Brooke Burke,0.08957757690777039
7,9,Cody Linley,0.11848010734787842
7,9,Warren Sapp,0.3928250937111018
7,9,Lance Bass,0.37993865971096535
7,9,Brooke Burke,0.10875613923005445
7,10,Warren Sapp,0.4407249716947857
7,10,Lance Bass,0.43428175469471747
7,10,Brooke Burke,0.1249932736104969
8,1,Gilles Marini,0.06380000437715015
8,1,Denise Richards,0.02105826194355947
8,1,David Alan Grier,0.027822917210717394
8,1,Lawrence Taylor,0.08526836333416961
8,1,Ty Murray,0.19039397718040968
8,1,Shawn Johnson,0.08819261810751712
8,1,Steve Wozniak,0.12770223102836065
8,1,Belinda Carlisle,0.017257992680262915
8,1,Chuck Wicks,0.05747145609187045
8,1,Lil' Kim,0.0451545315997241
8,1,Steve-O,0.1502436083715214
8,1,Holly Madison,0.04257640447381767
8,1,Melissa Rycroft,0.08305763360091939
8,2,Gilles Marini,0.06519448914997127
8,2,Denise Richards,0.02014675077816712
8,2,David Alan Grier,0.028058620163917088
8,2,Lawrence Taylor,0.08417827964530386
8,2,Ty Murray,0.19675111882640722
8,2,Shawn Johnson,0.0908235039115922
8,2,Steve Wozniak,0.12217387650284298
8,2,Belinda Carlisle,0.01682654286325633
8,2,Chuck Wicks,0.0569300124155401
8,2,Lil' Kim,0.044776105557608976
8,2,Steve-O,0.14824382570707914
8,2,Holly Madison,0.040486287938614016
8,2,Melissa Rycroft,0.08541058653969955
8,3,Gilles Marini,0.07067229291945437
8,3,Denise Richards,0.018706566733009827
8,3,David Alan Grier,0.03006007847453593
8,3,Lawrence Taylor,0.08220237802972638
8,3,Ty Murray,0.21711689321541966
8,3,Shawn Johnson,0.10001051077483723
8,3,Steve Wozniak,0.10688316237730972
8,3,Chuck Wicks,0.056600030837568774
8,3,Lil' Kim,0.04493517688228336
8,3,Steve-O,0.14353882716477212
8,3,Holly Madison,0.03551028778402281
8,3,Melissa Rycroft,0.09376379480705978
8,4,Gilles Marini,0.07722634512035768
8,4,David Alan Grier,0.03847589379223588
8,4,Lawrence Taylor,0.07814705662208503
8,4,Ty Murray,0.24673452834667936
8,4,Shawn Johnson,0.11237275438728823
8,4,Steve Wozniak,0.07979720784182265
8,4,Chuck Wicks,0.0551975047043463
8,4,Lil' Kim,0.04358962959940114
8,4,Steve-O,0.13541147189398708
8,4,Holly Madison,0.028257825501985637
8,4,Melissa Rycroft,0.10478978218981111
8,5,Gilles Marini,0.09334429706729268
8,5,David Alan Grier,0.03343972141578037
8,5,Lawrence Taylor,0.08078715230532156
8,5,Ty Murray,0.2879862509980418
8,5,Shawn Johnson,0.13616472904198845
8,5,Chuck Wicks,0.0625583878198684
8,5,Lil' Kim,0.049196972766742314
8,5,Steve-O,0.12974951737762092
8,5,Melissa Rycroft,0.12677297120734332
8,6,Gilles Marini,0.10049584677785986
8,6,Lawrence Taylor,0.06844578885136314
8,6,Ty Murray,0.3314414741967708
8,6,Shawn Johnson,0.15478984485151615
8,6,Chuck Wicks,0.06131379138204699
8,6,Lil' Kim,0.04208484982562617
8,6,Steve-O,0.09894719998419751
8,6,Melissa Rycroft,0.1424812041306195
8,7,Gilles Marini,0.11951694620997844
8,7,Lawrence Taylor,0.07354412405556823
8,7,Ty Murray,0.34997134058278756
8,7,Shawn Johnson,0.18347284860126872
8,7,Chuck Wicks,0.05779804086990556
8,7,Lil' Kim,0.047345835420963926
8,7,Melissa Rycroft,0.1683508642595276
8,8,Gilles Marini,0.14786932966782654
8,8,Ty Murray,0.3139374641782555
8,8,Shawn Johnson,0.22559621812474037
8,8,Chuck Wicks,0.05608795897820635
8,8,Lil' Kim,0.0507861010210805
8,8,Melissa Rycroft,0.2057229280298908
8,9,Gilles Marini,0.17341450973830813
8,9,Ty Murray,0.2458345922224543
8,9,Shawn Johnson,0.2826491505452567
8,9,Lil' Kim,0.04724630268102797
8,9,Melissa Rycroft,0.2508554448129529
8,10,Gilles Marini,0.16366582632045396
8,10,Ty Murray,0.18450878653141736
8,10,Shawn Johnson,0.35800283052611576
8,10,Melissa Rycroft,0.29382255662201295
8,11,Gilles Marini,0.27925104424879654
8,11,Shawn Johnson,0.37641954635162744
8,11,Melissa Rycroft,0.344329409399576
9,1,Ashley Hamiliton,0.016300730699295503
9,1,Debi Mazar,0.027323817175339098
9,1,Melissa Joan Hart,0.04292722147420934
9,1,Mark Dacascos,0.04307559553536078
9,1,Chuck Liddell,0.06825136551634423
9,1,Natalie Coughlin,0.017553265495862586
9,1,Louie Vito,0.07222752897447854
9,1,Michael Irvin,0.22799843865873748
9,1,Joanna Krupa,0.04282452591343436
9,1,Kathy Ireland,0.02513082788628731
9,1,Tom DeLay,0.06262458639679955
9,1,Macy Gray,0.016300730699295503
9,1,Aaron Carter,0.04042514363538697
9,1,Mya,0.04380082637035831
9,1,Donny Osmond,0.08546486484275972
9,1,Kelly Osbourne,0.16777053072605064
9,2,Debi Mazar,0.025158422222258774
9,2,Melissa Joan Hart,0.043086908838898125
9,2,Mark Dacascos,0.044875817919286076
9,2,Chuck Liddell,0.0628017278572609
9,2,Natalie Coughlin,0.01794787820354269
9,2,Louie Vito,0.07120344094713013
9,2,Michael Irvin,0.22549709475949634
9,2,Joanna Krupa,0.048307365894470905
9,2,Kathy Ireland,0.023713210642831755
9,2,Tom DeLay,0.05660439401324443
9,2,Aaron Carter,0.04404958993189402
9,2,Mya,0.051529601458058655
9,2,Donny Osmond,0.09770724732100138
9,2,Kelly Osbourne,0.18751729999062589
9,3,Debi Mazar,0.022045416182544315
9,3,Melissa Joan Hart,0.04188502804938855
9,3,Mark Dacascos,0.04560601165384851
9,3,Chuck Liddell,0.055553644379825476
9,3,Natalie Coughlin,0.017711430153000196
9,3,Louie Vito,0.0680894151320226
9,3,Michael Irvin,0.21476342569638132
9,3,Joanna Krupa,0.05428195432214651
9,3,Tom DeLay,0.05060755563796162
9,3,Aaron Carter,0.04753963541716422
9,3,Mya,0.0613076669442118
9,3,Donny Osmond,0.11221414221480955
9,3,Kelly Osbourne,0.20839467421669547
9,4,Melissa Joan Hart,0.04303669888341379
9,4,Mark Dacascos,0.04909881341234775
9,4,Chuck Liddell,0.05027173231701678
9,4,Natalie Coughlin,0.021347112482306037
9,4,Louie Vito,0.06640450991368069
9,4,Michael Irvin,0.1973465163618487
9,4,Joanna Krupa,0.06566482982353619
9,4,Aaron Carter,0.05557433038295519
9,4,Mya,0.07943481856109431
9,4,Donny Osmond,0.13535822655201243
9,4,Kelly Osbourne,0.23646241130978818
9,5,Melissa Joan Hart,0.04155174684613313
9,5,Mark Dacascos,0.048939844873763405
9,5,Natalie Coughlin,0.02204415562116769
9,5,Louie Vito,0.06246475129869466
9,5,Michael Irvin,0.17563131695969803
9,5,Joanna Krupa,0.07369502414182945
9,5,Aaron Carter,0.06171158402441009
9,5,Mya,0.09704635991058409
9,5,Donny Osmond,0.15613234228731637
9,5,Kelly Osbourne,0.26078287403640305
9,6,Melissa Joan Hart,0.03400774133194964
9,6,Mark Dacascos,0.040494733599819754
9,6,Louie Vito,0.053804454570532886
9,6,Michael Irvin,0.15071958565501709
9,6,Joanna Krupa,0.07385393071589191
9,6,Aaron Carter,0.06403602081544948
9,6,Mya,0.11315971599082032
9,6,Donny Osmond,0.17623334259390366
9,6,Kelly Osbourne,0.2936904747266152
9,7,Mark Dacascos,0.03599335828428315
9,7,Michael Irvin,0.10135717162082884
9,7,Joanna Krupa,0.08290619808087228
9,7,Aaron Carter,0.08426415452681175
9,7,Mya,0.15579873513274203
9,7,Donny Osmond,0.21255168673623273
9,7,Kelly Osbourne,0.32712869561822916
9,8,Joanna Krupa,0.09486485417591634
9,8,Aaron Carter,0.07342401529990347
9,8,Mya,0.2291010631316602
9,8,Donny Osmond,0.25498602364930284
9,8,Kelly Osbourne,0.3476240437432172
9,9,Joanna Krupa,0.07833463692441475
9,9,Mya,0.27545812223940314
9,9,Donny Osmond,0.2615991548359703
9,9,Kelly Osbourne,0.38460808600021196
9,10,Mya,0.22873164084325856
9,10,Donny Osmond,0.22180215714154214
9,10,Kelly Osbourne,0.5494662020151992
10,1,Aiden Turner,0.04830726835098903
10,1,Shannen Doherty,0.0133726506453902
10,1,Niecy Nash,0.14317651076934035
10,1,Buzz Aldrin,0.09702505854980865
10,1,Chad Ochocinco,0.17456002464678586
10,1,Evan Lysacek,0.09507143263785142
10,1,Pamela Anderson,0.04505048102165435
10,1,Nicole Scherzinger,0.05837200152264811
10,1,Erin Andrews,0.1371630116220358
10,1,Kate Gosselin,0.14040720911958524
10,1,Jake Pavelka,0.04749435111391088
10,2,Aiden Turner,0.04621140800444362
10,2,Shannen Doherty,0.01297933739111403
10,2,Niecy Nash,0.1455724587741697
10,2,Buzz Aldrin,0.09137019030873075
10,2,Chad Ochocinco,0.18156900707966908
10,2,Evan Lysacek,0.09659397782390954
10,2,Pamela Anderson,0.042994921664985745
10,2,Nicole Scherzinger,0.057577049188774834
10,2,Erin Andrews,0.14251574493708732
10,2,Kate Gosselin,0.13783191994900346
10,2,Jake Pavelka,0.044783984878111985
10,3,Aiden Turner,0.041103766727635896
10,3,Niecy Nash,0.1539402425514862
10,3,Buzz Aldrin,0.07558552534832555
10,3,Chad Ochocinco,0.20377589414114722
10,3,Evan Lysacek,0.10234155314491238
10,3,Pamela Anderson,0.03800818335780843
10,3,Nicole Scherzinger,0.05637213194998351
