season,week,norm_week,tau_distance,pearson_correlation
12,8,0.7777777777777778,0.5,-0.026375871795540927
12,9,0.8888888888888888,0.5,-0.40134229074727373
12,10,1.0,0.3333333333333333,-0.022120960804032364
13,1,0.0,0.4090909090909091,0.2950074708831204
13,2,0.1111111111111111,0.2727272727272727,0.4366185950309586
13,3,0.2222222222222222,0.37777777777777777,0.2058994818065898
13,4,0.3333333333333333,0.25,0.4190963792989262
13,5,0.4444444444444444,0.21428571428571427,0.7260108770081363
13,6,0.5555555555555556,0.38095238095238093,0.46429366548609596
13,7,0.6666666666666666,0.4,0.1560709005457971
13,8,0.7777777777777778,0.2,0.9222213869858885
13,9,0.8888888888888888,0.6666666666666666,-0.22616566578693587
13,10,1.0,0.3333333333333333,0.1741076043132412
14,1,0.0,0.5606060606060606,-0.26084518440990456
14,2,0.1111111111111111,0.4393939393939394,0.1406821175877132
14,3,0.2222222222222222,0.509090909090909,-0.3414419363292742
14,4,0.3333333333333333,0.4,0.06395656022545657
14,5,0.4444444444444444,0.5833333333333334,-0.11142344373894175
14,6,0.5555555555555556,0.4642857142857143,0.335235248999158
14,7,0.6666666666666666,0.5714285714285714,-0.16741916589472544
14,8,0.7777777777777778,0.4,0.21406793149481754
14,9,0.8888888888888888,0.6666666666666666,-0.5863026591342615
14,10,1.0,0.3333333333333333,-0.06632304518121179
15,1,0.0,0.48717948717948717,0.06316143209588367
15,2,0.1111111111111111,0.4393939393939394,0.10486555855497724
15,3,0.2222222222222222,0.32727272727272727,0.36354974426910275
15,4,0.3333333333333333,0.3611111111111111,0.39138296388107574
15,5,0.4444444444444444,0.32142857142857145,0.13816621200152404
15,6,0.5555555555555556,0.32142857142857145,0.44440425941158335
15,7,0.6666666666666666,0.3333333333333333,0.5450208672469742
15,8,0.7777777777777778,0.09523809523809523,0.7413349387921448
15,9,0.8888888888888888,0.5,0.31597262796535436
15,10,1.0,0.3333333333333333,0.8645863740040189
16,1,0.0,0.3939393939393939,0.3736481650533183
16,2,0.1111111111111111,0.3333333333333333,0.2961652526981303
16,3,0.2222222222222222,0.36363636363636365,0.459007281621362
16,4,0.3333333333333333,0.6222222222222222,-0.36090071496191456
16,5,0.4444444444444444,0.5,0.013406344183497676
16,6,0.5555555555555556,0.6071428571428571,-0.4638061407474735
16,7,0.6666666666666666,0.8571428571428571,-0.7567903012877557
16,8,0.7777777777777778,0.7333333333333333,-0.6385925444001628
16,9,0.8888888888888888,0.7,-0.5046631487952663
16,10,1.0,0.16666666666666666,0.3932868002506139
17,1,0.0,0.3181818181818182,0.5281914013673229
17,2,0.1,0.3484848484848485,0.6085700311626692
17,3,0.2,0.2,0.8550266957935313
17,4,0.3,0.28888888888888886,0.5099922068062174
17,5,0.4,0.2777777777777778,0.6902998554586227
17,6,0.5,0.25,0.6503592471892425
17,7,0.6,0.14285714285714285,0.7641336842354256
17,8,0.7,0.3333333333333333,0.3220788572477838
17,9,0.8,0.4666666666666667,0.3228813028048778
17,10,0.9,0.2,0.9459868057694357
17,11,1.0,0.0,0.9665705098755608
18,1,0.0,0.42424242424242425,0.06094165010545256
18,2,0.1111111111111111,0.509090909090909,-0.08642836068110679
18,3,0.2222222222222222,0.4166666666666667,-0.08040887965507951
18,4,0.3333333333333333,0.5,0.008300896175171796
18,5,0.4444444444444444,0.6944444444444444,-0.36610827126474166
18,6,0.5555555555555556,0.4642857142857143,-0.08188160056765678
18,7,0.6666666666666666,0.2857142857142857,0.3566416350260814
18,8,0.7777777777777778,0.4666666666666667,-0.3022263041845038
18,9,0.8888888888888888,0.4,-0.04299463466984209
18,10,1.0,0.5,-0.3790931753201173
19,1,0.0,0.1794871794871795,0.7932893876748788
19,2,0.1,0.30303030303030304,0.46214429043464755
19,3,0.2,0.3090909090909091,0.2509226263216836
19,4,0.3,0.2222222222222222,0.7529196863678878
19,5,0.4,0.1111111111111111,0.8232195022694729
19,6,0.5,0.19444444444444445,0.7849657671857636
19,7,0.6,0.25,0.49592937169931495
19,8,0.7,0.2857142857142857,0.712837275359267
19,9,0.8,0.26666666666666666,0.6784461440168961
19,10,0.9,0.4,0.5818437548594976
19,11,1.0,0.0,0.8431151945477129
20,1,0.0,0.45454545454545453,-0.15787448239692384
20,2,0.1111111111111111,0.5,-0.013265397343960678
20,3,0.2222222222222222,0.509090909090909,0.04718406985817369
20,4,0.3333333333333333,0.4888888888888889,-0.06546181433413073
20,5,0.4444444444444444,0.5277777777777778,-0.11464807227186538
20,6,0.5555555555555556,0.7142857142857143,-0.608948171921377
20,7,0.6666666666666666,0.5714285714285714,-0.3399589532095202
20,8,0.7777777777777778,0.6666666666666666,-0.5061714193564882
20,9,0.8888888888888888,0.8333333333333334,-0.9683740428760796
20,10,1.0,0.6666666666666666,-0.7212199032981218
21,1,0.0,0.46153846153846156,-0.00349653225353444
21,2,0.1,0.44871794871794873,0.03021655826282009
21,3,0.2,0.5777777777777777,-0.186918147878378
21,4,0.3,0.6222222222222222,-0.4224235591135793
21,5,0.4,0.3333333333333333,0.28769936959927517
21,6,0.5,0.5277777777777778,-0.3289959248983041
21,7,0.6,0.25,0.5572368134612302
21,8,0.7,0.5238095238095238,-0.01929861301061972
21,9,0.8,0.06666666666666667,0.9526565695016856
21,10,0.9,0.5,0.17343805336505674
21,11,1.0,0.3333333333333333,-0.0026122707016589253
22,1,0.0,0.24242424242424243,0.4880598368889043
22,2,0.1111111111111111,0.24242424242424243,0.4657053327872966
22,3,0.2222222222222222,0.34545454545454546,0.33083927814651454
22,4,0.3333333333333333,0.37777777777777777,0.3061470651002759
22,5,0.4444444444444444,0.2777777777777778,0.6082859075326523
22,6,0.5555555555555556,0.2222222222222222,0.7014016721113492
22,7,0.6666666666666666,0.17857142857142858,0.6228033330270186
22,8,0.7777777777777778,0.4666666666666667,-0.405303469304244
22,9,0.8888888888888888,0.2,0.6010487389327107
22,10,1.0,0.6666666666666666,-0.6824505527002428
23,1,0.0,0.47435897435897434,0.44167258727939235
23,2,0.1,0.41025641025641024,0.40408449133479923
23,3,0.2,0.42424242424242425,0.3485573230579519
23,4,0.3,0.2909090909090909,0.7552108716314644
23,5,0.4,0.3055555555555556,0.1483379180990281
23,6,0.5,0.25,0.5617254626065554
23,7,0.6,0.14285714285714285,0.4010039839062083
23,8,0.7,0.09523809523809523,0.7814876990179205
23,9,0.8,0.26666666666666666,0.46962724486732377
23,10,0.9,0.3,0.420959138727731
23,11,1.0,0.16666666666666666,0.6544094001964678
24,1,0.0,0.4696969696969697,-0.0018711041750543306
24,2,0.1111111111111111,0.6212121212121212,-0.36701654084322255
24,3,0.2222222222222222,0.5636363636363636,-0.1356624234879944
24,4,0.3333333333333333,0.6444444444444445,-0.1811047031924251
24,5,0.4444444444444444,0.5833333333333334,-0.2322593777317328
24,6,0.5555555555555556,0.6428571428571429,-0.268555168319613
24,7,0.6666666666666666,0.5714285714285714,-0.11117475982570207
24,8,0.7777777777777778,0.5,0.14372235179695045
24,9,0.8888888888888888,0.5,-0.20783571234684653
24,10,1.0,0.3333333333333333,-0.15019931587190488
25,1,0.0,0.24358974358974358,0.567202159393148
25,2,0.1111111111111111,0.1794871794871795,0.7825051011891113
25,3,0.2222222222222222,0.10909090909090909,0.7186473909659352
25,4,0.3333333333333333,0.05454545454545454,0.8108300887712381
25,5,0.4444444444444444,0.13333333333333333,0.8559295395175297
25,6,0.5555555555555556,0.2777777777777778,0.7235295003242994
25,7,0.6666666666666666,0.35714285714285715,0.22881775548263683
25,8,0.7777777777777778,0.13333333333333333,0.8651198182129111
25,9,0.8888888888888888,0.1,0.7885413284374377
25,10,1.0,0.0,0.9714373256451827
26,1,0.0,0.1111111111111111,0.8844689971456505
26,2,0.3333333333333333,0.21428571428571427,0.6506959131861293
26,3,0.6666666666666666,0.2,0.6253517450793742
26,4,1.0,0.3333333333333333,0.8216381805882678
27,1,0.0,0.44871794871794873,-0.12316678513349284
27,2,0.125,0.6060606060606061,-0.5005471845360557
27,3,0.25,0.4727272727272727,-0.05391538059736141
27,4,0.375,0.5777777777777777,-0.17919767703391448
27,5,0.5,0.3888888888888889,-0.07631273329960403
27,6,0.625,0.3611111111111111,0.0569196022352135
27,7,0.75,0.42857142857142855,0.19993938491180258
27,8,0.875,0.4666666666666667,-0.23566003104498046
27,9,1.0,0.5,-0.623817846593974
28,1,0.0,0.25757575757575757,0.5465192917845418
28,2,0.1,0.18181818181818182,0.7848513849775645
28,3,0.2,0.3111111111111111,0.4093594593633185
28,4,0.3,0.044444444444444446,0.7753044458950158
28,5,0.4,0.3333333333333333,0.4300749362001462
28,6,0.5,0.4722222222222222,0.1153221461077853
28,7,0.6,0.2857142857142857,0.5839271695962024
28,8,0.7,0.42857142857142855,0.4376428944406414
28,9,0.8,0.4666666666666667,0.5538896409160026
28,10,0.9,0.5,0.1770042774094454
28,11,1.0,0.8333333333333334,-0.588312801297399
29,1,0.0,0.3904761904761905,0.2287193128944827
29,2,0.1,0.2857142857142857,0.30683001027243534
29,3,0.2,0.37362637362637363,0.3413724142285336
29,4,0.3,0.4358974358974359,-0.02918130624781709
29,5,0.4,0.3939393939393939,-0.060873124755906616
29,6,0.5,0.45454545454545453,-0.0030013136776762678
29,7,0.6,0.4444444444444444,-0.0027636012392254217
29,8,0.7,0.7142857142857143,-0.7471472220596891
29,9,0.8,0.5714285714285714,-0.1605212323557353
29,10,0.9,0.4666666666666667,-0.0708054828462285
29,11,1.0,0.3333333333333333,-0.548407527843743
30,1,0.0,0.49523809523809526,-0.27324439193433225
30,2,0.1111111111111111,0.42857142857142855,-0.032394034192606565
30,3,0.2222222222222222,0.43956043956043955,-0.2733576987166047
30,4,0.3333333333333333,0.47435897435897434,-0.01505920797858043
30,5,0.4444444444444444,0.509090909090909,-0.6269434476674229
30,6,0.5555555555555556,0.3333333333333333,0.464830421753088
30,7,0.6666666666666666,0.5277777777777778,-0.2325573649590783
30,8,0.7777777777777778,0.5714285714285714,-0.20033934053756416
30,9,0.8888888888888888,0.4666666666666667,-0.015206799623442985
30,10,1.0,0.3333333333333333,0.4719362291978825
31,1,0.0,0.26666666666666666,0.5916402268884389
31,2,0.1111111111111111,0.2571428571428571,0.5149395687006924
31,3,0.2222222222222222,0.1978021978021978,0.660259896494088
31,4,0.3333333333333333,0.2692307692307692,0.47464282574037336
31,5,0.4444444444444444,0.3181818181818182,0.4536650204596284
31,6,0.5555555555555556,0.15555555555555556,0.7678340375079048
31,7,0.6666666666666666,0.25,0.5691710425129204
31,8,0.7777777777777778,0.2857142857142857,0.6146699007527314
31,9,0.8888888888888888,0.26666666666666666,0.61216456933895
31,10,1.0,0.0,0.7256075089048166
32,1,0.0,0.24175824175824176,0.6958022502057266
32,2,0.1,0.28205128205128205,0.5075705487533478
32,3,0.2,0.12121212121212122,0.8899530335180419
32,4,0.3,0.14545454545454545,0.8138875948931781
32,5,0.4,0.17777777777777778,0.7591840289526149
32,6,0.5,0.05555555555555555,0.9612535466137302
32,7,0.6,0.10714285714285714,0.8197669329550916
32,8,0.7,0.19047619047619047,0.7603473023458497
32,9,0.8,0.2,0.8865307567589102
32,10,0.9,0.2,0.9150132725992899
32,11,1.0,0.1,0.9653111787248295
33,1,0.0,0.32051282051282054,0.36384046141856813
33,2,0.125,0.2692307692307692,0.4913076074047332
33,3,0.25,0.32727272727272727,0.40806440828907187
33,4,0.375,0.3333333333333333,-0.10063951126225146
33,5,0.5,0.35714285714285715,0.024224109437351482
33,6,0.625,0.47619047619047616,-0.09591418747355998
33,7,0.75,0.4,-0.06134825057317479
33,8,0.875,0.3,0.3853506772768637
33,9,1.0,0.4,0.43242986386630156
34,1,0.0,0.38461538461538464,0.1984929945363037
34,2,0.1,0.37362637362637363,0.22867770601744075
34,3,0.2,0.3333333333333333,0.2710453185321508
34,4,0.3,0.509090909090909,-0.20785797450818144
34,5,0.4,0.24444444444444444,0.5044814013555532
34,6,0.5,0.4,0.24875198717769742
34,7,0.6,0.3055555555555556,0.5814438673463133
34,8,0.7,0.39285714285714285,0.19605040218865905
34,9,0.8,0.14285714285714285,0.5647202388912973
34,10,0.9,0.3333333333333333,0.335795642675094
34,11,1.0,0.3,0.5493901874375601
