season,week,norm_week,rank_align_j,rank_align_f,pct_align_j,pct_align_f,rank_bias,pct_bias
3,5,0.4444444444444444,0.6998542122237652,0.7142857142857143,0.5832118435198044,0.8095238095238096,0.014431502061949097,0.22631196600400527
3,6,0.5555555555555556,0.9486832980505138,0.9486832980505138,0.9999999999999999,0.7999999999999999,0.0,0.19999999999999996
3,7,0.6666666666666666,0.9486832980505137,0.7999999999999999,0.9486832980505137,0.7999999999999999,0.14868329805051372,0.14868329805051372
3,8,0.7777777777777778,0.9128709291752769,0.6666666666666669,0.5477225575051662,1.0,0.24620426250861005,0.4522774424948338
3,9,0.8888888888888888,,1.0,,1.0,,
4,1,0.0,0.7476962054560591,0.7339758434175737,0.759389481241052,0.7090909090909091,0.013720362038485368,0.050298572150142884
4,2,0.1111111111111111,0.8952737857857515,0.9272727272727274,0.8952737857857515,0.9272727272727274,0.03199894148697591,0.03199894148697591
4,3,0.2222222222222222,0.7950463919999252,0.7777777777777777,0.5962847939999439,0.9555555555555554,0.017268614222147538,0.35927076155561144
4,4,0.3333333333333333,0.9566222088265398,0.9296696802013682,0.9146591207600471,0.9444444444444445,0.026952528625171612,0.029785323684397458
4,5,0.4444444444444444,0.9092412093166348,0.9092412093166348,0.8571428571428571,0.9285714285714285,0.0,0.0714285714285714
4,6,0.5555555555555556,0.9759000729485332,0.9047619047619049,0.8783100656536799,1.0,0.07113816818662833,0.12168993434632014
4,7,0.6666666666666666,0.8461538461538463,0.7877263614433762,0.6445033866354897,0.8666666666666666,0.0584274847104701,0.2221632800311769
4,8,0.7777777777777778,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,0.0
4,9,0.8888888888888888,0.5477225575051662,0.6666666666666669,0.18257418583505539,1.0,0.11894410916150067,0.8174258141649446
4,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0
5,1,0.0,0.6455531091543256,0.604814736759006,0.5145272509897014,0.6969696969696969,0.04073837239531963,0.18244244597999548
5,2,0.1111111111111111,0.3721042037676254,0.44877455520405946,0.42211588240886905,0.38181818181818183,0.07667035143643408,0.04029770059068721
5,3,0.2222222222222222,0.4708816093480111,0.35957325998039574,0.44233918732073285,0.37777777777777777,0.11130834936761536,0.06456140954295508
5,4,0.3333333333333333,0.5863527298559492,0.4225771273642583,0.3042903097250923,0.6666666666666666,0.16377560249169093,0.36237635694157433
5,5,0.4444444444444444,0.5929994533288809,0.4999999999999999,0.5188745216627708,0.5714285714285714,0.09299945332888104,0.05255404976580058
5,6,0.5555555555555556,0.5855400437691199,0.7142857142857143,0.5855400437691199,0.7142857142857143,0.12874567051659436,0.12874567051659436
5,7,0.6666666666666666,0.5520524474738833,0.6,0.27602622373694163,0.8666666666666666,0.04794755252611671,0.590640442929725
5,8,0.7777777777777778,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.0,0.0
5,9,0.8888888888888888,0.9128709291752769,1.0,0.9128709291752769,1.0,0.0871290708247231,0.0871290708247231
5,10,1.0,0.816496580927726,0.816496580927726,0.33333333333333337,1.0,0.0,0.6666666666666666
6,1,0.0,0.7742942695933236,0.7598954384920844,0.7407317712102527,0.7575757575757575,0.014398831101239185,0.01684398636550477
6,2,0.1111111111111111,0.812599200293392,0.7786486411043857,0.7909115788387002,0.7878787878787877,0.03395055918900636,0.0030327909599124903
6,3,0.2222222222222222,0.8832083446486338,0.8666666666666666,0.8832083446486338,0.8666666666666666,0.016541677981967262,0.016541677981967262
6,4,0.3333333333333333,0.7660323462854264,0.7777777777777778,0.6481812160876685,0.8888888888888888,0.01174543149235141,0.2407076728012203
6,5,0.4444444444444444,0.5929994533288809,0.5714285714285714,0.5929994533288809,0.5714285714285714,0.021570881900309535,0.021570881900309535
6,6,0.5555555555555556,0.6831300510639733,0.6190476190476191,0.7807200583588265,0.5238095238095238,0.06408243201635422,0.2569105345493027
6,7,0.6666666666666666,0.5520524474738833,0.7333333333333333,0.41403933560541256,0.8666666666666666,0.18128088585945,0.452627331061254
6,8,0.7777777777777778,0.7378647873726218,0.5270462766947299,0.6,0.6,0.21081851067789192,0.0
6,9,0.8888888888888888,0.912870929175277,0.912870929175277,0.6666666666666669,1.0,0.0,0.33333333333333315
6,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0
7,1,0.0,0.579147939141922,0.6153846153846153,0.39487359486949225,0.7948717948717947,0.03623667624269333,0.39999820000230246
7,2,0.1111111111111111,0.6990620736425557,0.41137667560372115,0.4720343200308506,0.6000000000000001,0.28768539803883453,0.12796567996914948
7,3,0.2222222222222222,0.6288281455225323,0.611111111111111,0.5144957554275265,0.7222222222222222,0.01771703441142125,0.20772646679469575
7,4,0.3333333333333333,0.6274950199005567,0.6479515952918627,0.5303300858899106,0.7222222222222222,0.020456575391306075,0.1918921363323116
7,5,0.4444444444444444,0.7171087882915774,0.836501912571304,0.5929994533288809,0.9285714285714285,0.11939312427972659,0.33557197524254756
7,6,0.5555555555555556,0.44999999999999996,0.6831300510639733,0.4879500364742666,0.6190476190476191,0.23313005106397333,0.13109758257335247
7,7,0.6666666666666666,0.5520524474738833,0.6,0.41403933560541256,0.7333333333333333,0.04794755252611671,0.3192939977279207
7,8,0.7777777777777778,0.7378647873726218,0.6,0.5270462766947298,0.7999999999999999,0.13786478737262187,0.2729537233052701
7,9,0.8888888888888888,0.5477225575051662,0.0,0.18257418583505539,0.3333333333333334,0.5477225575051662,0.15075914749827804
7,10,1.0,0.816496580927726,1.0,0.816496580927726,1.0,0.18350341907227397,0.18350341907227397
8,1,0.0,0.516567619255367,0.519524333466131,0.45760431532242934,0.564102564102564,0.0029567142107640443,0.10649824878013464
8,2,0.1,0.4001422981190513,0.5032362797401964,0.4373259099663821,0.46153846153846145,0.10309398162114508,0.024212551572079355
8,3,0.2,0.5600179208602059,0.6358308771056217,0.6878359394287946,0.4848484848484848,0.07581295624541584,0.2029874545803098
8,4,0.3,0.6355417746376502,0.4770842982214229,0.6482593132545565,0.45454545454545453,0.15845747641622726,0.19371385870910202
8,5,0.4,0.6667366910003156,0.6288281455225324,0.7042952122737639,0.5555555555555556,0.03790854547778322,0.14873965671820832
8,6,0.5,0.7407407407407407,0.7637626158259734,0.7637626158259733,0.7142857142857142,0.02302187508523268,0.04947690154025908
8,7,0.6,0.6831300510639733,0.4285714285714286,0.4879500364742666,0.6190476190476191,0.2545586224925447,0.13109758257335247
8,8,0.7,0.6900655593423543,0.7333333333333333,0.8280786712108251,0.6,0.04326777399097903,0.22807867121082515
8,9,0.8,0.7378647873726218,0.39999999999999997,0.10540925533894598,0.9999999999999999,0.3378647873726219,0.8945907446610539
8,10,0.9,0.912870929175277,0.912870929175277,0.6666666666666669,1.0,0.0,0.33333333333333315
8,11,1.0,1.0,1.0,1.0,1.0,0.0,0.0
9,1,0.0,0.6609502933682427,0.6835990727814749,0.5763539780776888,0.75,0.02264877941323218,0.17364602192231116
9,2,0.1111111111111111,0.7902064329684286,0.6923076923076924,0.5543239156644202,0.9120879120879122,0.09789874066073623,0.357763996423492
9,3,0.2222222222222222,0.8158601017501134,0.7354991780818254,0.7452413135250991,0.7948717948717947,0.08036092366828795,0.049630481346695565
9,4,0.3333333333333333,0.5983660736054126,0.6000000000000001,0.6357639532057509,0.5636363636363636,0.0016339263945874816,0.07212758956938725
9,5,0.4444444444444444,0.500141783641018,0.7501937734175208,0.48890120703870477,0.7333333333333333,0.2500519897765028,0.24443212629462852
9,6,0.5555555555555556,0.6859943405700353,0.6288281455225324,0.611111111111111,0.6666666666666666,0.057166195047502866,0.05555555555555558
9,7,0.6666666666666666,0.5499999999999999,0.6831300510639733,0.39036002917941326,0.8095238095238096,0.13313005106397335,0.4191637803443964
9,8,0.7777777777777778,0.31622776601683794,0.6,0.31622776601683794,0.6,0.28377223398316204,0.28377223398316204
9,9,0.8888888888888888,0.5477225575051662,0.5477225575051662,0.3333333333333334,0.6666666666666669,0.0,0.3333333333333334
9,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0
10,1,0.0,0.8118990304530631,0.8181818181818182,0.8118990304530631,0.8181818181818182,0.006282787728755124,0.006282787728755124
10,2,0.1111111111111111,0.8333333333333333,0.8073734277593311,0.8807710121010884,0.7454545454545454,0.025959905574002184,0.13531646664654307
10,3,0.2222222222222222,0.8956685895029601,0.8222222222222221,0.8956685895029601,0.8222222222222221,0.07344636728073806,0.07344636728073806
10,4,0.3333333333333333,0.7431605356175383,0.8574929257125441,0.6666666666666666,0.8888888888888888,0.11433239009500584,0.2222222222222222
10,5,0.4444444444444444,0.8148148148148148,0.9092412093166348,0.836501912571304,0.8571428571428571,0.09442639450182,0.020640944571553077
10,6,0.5555555555555556,0.7142857142857143,0.7142857142857143,0.5238095238095238,0.9047619047619049,0.0,0.38095238095238104
10,7,0.6666666666666666,0.6445033866354897,0.8666666666666666,0.501280411827603,0.9999999999999999,0.2221632800311769,0.4987195881723969
10,8,0.7777777777777778,0.8888888888888888,0.9486832980505138,0.7378647873726218,0.9999999999999999,0.05979440916162493,0.26213521262737804
10,9,0.8888888888888888,0.9128709291752769,1.0,0.9128709291752769,1.0,0.0871290708247231,0.0871290708247231
10,10,1.0,0.816496580927726,0.816496580927726,0.33333333333333337,1.0,0.0,0.6666666666666666
11,1,0.0,0.7945521577046601,0.7575757575757575,0.7309879850882874,0.8181818181818181,0.03697640012890269,0.08719383309353068
11,2,0.1111111111111111,0.7627700713964738,0.8545454545454545,0.7627700713964738,0.8545454545454545,0.0917753831489807,0.0917753831489807
11,3,0.2222222222222222,0.7389335066653341,0.6741998624632421,0.5185449728701348,0.8666666666666666,0.06473364420209193,0.3481216937965318
11,4,0.3333333333333333,0.8888888888888888,0.8333333333333334,0.8888888888888888,0.8333333333333334,0.05555555555555547,0.05555555555555547
11,5,0.4444444444444444,0.6910233190806424,0.7857142857142856,0.6182840223353118,0.8571428571428571,0.09469096663364318,0.23885883480754533
11,6,0.5555555555555556,0.7200822998230957,0.7200822998230957,0.5238095238095238,0.8095238095238096,0.0,0.2857142857142858
11,7,0.6666666666666666,0.8486684247915055,0.8944271909999159,0.6900655593423543,0.8666666666666666,0.04575876620841035,0.17660110732431233
11,8,0.7777777777777778,0.9486832980505137,0.9999999999999999,0.9486832980505137,0.9999999999999999,0.05131670194948623,0.05131670194948623
11,9,0.8888888888888888,0.912870929175277,0.912870929175277,0.6666666666666669,1.0,0.0,0.33333333333333315
11,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0
12,1,0.0,0.547267233169888,0.6238794669049377,0.4113766756037212,0.7454545454545454,0.07661223373504966,0.33407786985082416
12,2,0.1111111111111111,0.6481812160876685,0.6605782590758164,0.5060243137049899,0.7818181818181819,0.01239704298814781,0.27579386811319195
12,3,0.2222222222222222,0.7877263614433762,0.6888888888888888,0.6445033866354896,0.8222222222222221,0.09883747255448738,0.17771883558673252
12,4,0.3333333333333333,0.5677335894338369,0.4225771273642583,0.35355339059327373,0.611111111111111,0.1451564620695786,0.2575577205178373
12,5,0.4444444444444444,0.5017452060042544,0.5929994533288809,0.16116459280507603,0.8571428571428571,0.0912542473246265,0.6959782643377811
12,6,0.5555555555555556,0.5499999999999999,0.39036002917941326,0.09759000729485331,0.8095238095238096,0.15963997082058667,0.7119338022289563
12,7,0.6666666666666666,0.501280411827603,0.7333333333333333,0.501280411827603,0.7333333333333333,0.23205292150573031,0.23205292150573031
12,8,0.7777777777777778,0.5270462766947299,0.5270462766947299,0.19999999999999998,0.7999999999999999,0.0,0.6
12,9,0.8888888888888888,0.5477225575051662,0.5477225575051662,0.6666666666666669,0.3333333333333334,0.0,0.3333333333333334
12,10,1.0,0.816496580927726,0.33333333333333337,0.0,1.0,0.48316324759439266,1.0
13,1,0.0,0.5625686771261945,0.5954371961386479,0.44973403502592757,0.6969696969696969,0.03286851901245336,0.24723566194376934
13,2,0.1111111111111111,0.6490582375601445,0.7090909090909091,0.6097213746777115,0.7454545454545454,0.060032671530764636,0.1357331707768339
13,3,0.2222222222222222,0.4646601886422926,0.6741998624632421,0.43528575006600706,0.6888888888888888,0.20953967382094957,0.2536031388228817
13,4,0.3333333333333333,0.6274950199005567,0.816982446237566,0.7071067811865475,0.7222222222222222,0.18948742633700932,0.015115441035674748
13,5,0.4444444444444444,0.7925939239012171,0.7637626158259734,0.7412493166611012,0.7857142857142856,0.0288313080752437,0.04446496905318442
13,6,0.5555555555555556,0.6499999999999999,0.5855400437691199,0.6831300510639733,0.5238095238095238,0.06445995623087997,0.15932052725444945
13,7,0.6666666666666666,0.6445033866354897,0.6445033866354897,0.3333333333333333,0.8666666666666666,0.0,0.5333333333333332
13,8,0.7777777777777778,0.7378647873726218,0.7999999999999999,0.7378647873726218,0.7999999999999999,0.06213521262737809,0.06213521262737809
13,9,0.8888888888888888,0.18257418583505539,0.5477225575051662,0.0,0.6666666666666669,0.3651483716701108,0.6666666666666669
13,10,1.0,0.816496580927726,0.816496580927726,0.33333333333333337,1.0,0.0,0.6666666666666666
14,1,0.0,0.32024493467004,0.43082021842766455,0.18257418583505536,0.5454545454545454,0.11057528375762454,0.36288035961949006
14,2,0.1111111111111111,0.5427824560657746,0.5454545454545454,0.5117663157191589,0.5757575757575757,0.0026720893887708375,0.06399126003841682
14,3,0.2222222222222222,0.41415768328129116,0.42599897728156577,0.040655781409087086,0.7454545454545454,0.011841294000274616,0.7047987640454583
14,4,0.3333333333333333,0.6285872661926204,0.5111111111111111,0.44233918732073285,0.6888888888888888,0.11747615508150933,0.24654970156815592
14,5,0.4444444444444444,0.41176470588235287,0.40016336533252056,0.5144957554275265,0.2777777777777778,0.011601340549832306,0.23671797764974867
14,6,0.5555555555555556,0.6182840223353117,0.47280542884465016,0.7142857142857142,0.3571428571428571,0.1454785934906615,0.3571428571428571
14,7,0.6666666666666666,0.5499999999999999,0.29277002188455997,0.39036002917941326,0.4285714285714286,0.25722997811543996,0.038211399392015344
14,8,0.7777777777777778,0.5,0.6900655593423541,0.5520524474738833,0.6,0.19006555934235414,0.04794755252611671
14,9,0.8888888888888888,0.4082482904638631,0.4082482904638631,0.0,0.6666666666666669,0.0,0.6666666666666669
14,10,1.0,0.816496580927726,0.33333333333333337,0.0,1.0,0.48316324759439266,1.0
15,1,0.0,0.5067117097095317,0.49354811679282445,0.15794943794779692,0.8205128205128204,0.013163592916707267,0.6625633825650235
15,2,0.1111111111111111,0.551198189805123,0.5539117094069973,0.35668561398608045,0.7272727272727272,0.00271351960187427,0.37058711328664673
15,3,0.2222222222222222,0.6748901787321355,0.587180674734059,0.3737001973831135,0.8545454545454545,0.08770950399807653,0.480845257162341
15,4,0.3333333333333333,0.6087595874350707,0.6859943405700353,0.5352643613280604,0.7222222222222222,0.07723475313496453,0.18695786089416178
15,5,0.4444444444444444,0.48349377841522817,0.7142857142857142,0.32232918561015206,0.8571428571428571,0.23079193587048602,0.534813671532705
15,6,0.5555555555555556,0.7171087882915774,0.6182840223353117,0.5929994533288809,0.7142857142857142,0.09882476595626577,0.12128626095683326
15,7,0.6666666666666666,0.6831300510639733,0.6831300510639733,0.7142857142857143,0.6190476190476191,0.0,0.09523809523809523
15,8,0.7777777777777778,0.95,0.8783100656536799,0.7807200583588265,1.0,0.0716899343463201,0.21927994164117348
15,9,0.8888888888888888,0.6,0.39999999999999997,0.6,0.39999999999999997,0.2,0.2
15,10,1.0,0.816496580927726,0.816496580927726,0.33333333333333337,1.0,0.0,0.6666666666666666
16,1,0.0,0.645917880798583,0.5038314736557788,0.3685783847169204,0.7575757575757575,0.14208640714280418,0.38899737285883706
16,2,0.1111111111111111,0.6778943373718262,0.6253053994807224,0.5929304449793936,0.6666666666666666,0.05258893789110386,0.07373622168727301
16,3,0.2222222222222222,0.5339390499775317,0.6727272727272727,0.5720775535473553,0.6363636363636364,0.138788222749741,0.06428608281628101
16,4,0.3333333333333333,0.4235587248015105,0.29553088043720516,0.23002185311411807,0.4666666666666666,0.12802784436430537,0.23664481355254854
16,5,0.4444444444444444,0.4928053803045811,0.4789207443461594,0.5716619504750294,0.3888888888888889,0.01388463595842171,0.18277306158614054
16,6,0.5555555555555556,0.37037037037037035,0.40006613209931935,0.25458753860865774,0.4999999999999999,0.029695761728949,0.24541246139134215
16,7,0.6666666666666666,0.10286889997472795,0.2057377999494559,0.33333333333333337,-0.04761904761904762,0.10286889997472795,0.380952380952381
16,8,0.7777777777777778,0.21483446221182986,0.3580574370197165,0.3333333333333333,0.2,0.14322297480788662,0.1333333333333333
16,9,0.8888888888888888,0.4444444444444444,0.10540925533894596,0.10540925533894598,0.39999999999999997,0.33903518910549846,0.294590744661054
16,10,1.0,0.7999999999999999,0.912870929175277,0.5477225575051662,1.0,0.11287092917527708,0.4522774424948338
17,1,0.0,0.5920189449093605,0.7598954384920844,0.531509589558614,0.7878787878787877,0.16787649358272394,0.2563691983201737
17,2,0.1,0.6143446547653115,0.6565076777938937,0.531509589558614,0.7272727272727272,0.042163023028582214,0.19576313771411313
17,3,0.2,0.7652945705712675,0.7964328705698839,0.7512512753161841,0.7818181818181819,0.031138299998616392,0.03056690650199778
17,4,0.3,0.7644707871564383,0.5393598899705937,0.579545525280815,0.6888888888888888,0.22511089718584465,0.10934336360807373
17,5,0.4,0.6286185570937122,0.7222222222222222,0.5687501230847872,0.7777777777777778,0.09360366512851004,0.20902765469299056
17,6,0.5,0.6910233190806425,0.836501912571304,0.7142857142857142,0.7857142857142856,0.1454785934906615,0.0714285714285714
17,7,0.6,0.8236877675803729,0.8894991799933214,0.7937253933193771,0.8571428571428571,0.06581141241294852,0.06341746382348001
17,8,0.7,0.7181848464596078,0.5855400437691199,0.3504383220252312,0.9047619047619049,0.13264480269048784,0.5543235827366737
17,9,0.8,0.6428571428571429,0.41403933560541256,0.27602622373694163,0.7333333333333333,0.22881780725173034,0.45730710959639165
17,10,0.9,0.8944271909999157,0.8944271909999157,0.9999999999999999,0.6,0.0,0.3999999999999999
17,11,1.0,1.0,1.0,1.0,1.0,0.0,0.0
18,1,0.0,0.6018050449849287,0.5117663157191589,0.3813850356982369,0.6969696969696969,0.09003872926576983,0.31558466127146
18,2,0.1111111111111111,0.48686449556014766,0.36698792170878686,0.18090680674665816,0.6363636363636364,0.1198765738513608,0.4554568296169782
18,3,0.2222222222222222,0.5477225575051661,0.5,0.1217161238900369,0.8888888888888888,0.047722557505166074,0.7671727649988519
18,4,0.3333333333333333,0.43482827673933633,0.5352643613280604,0.22866478019001177,0.7222222222222222,0.1004360845887241,0.4935574420322104
18,5,0.4444444444444444,0.1764705882352941,0.40016336533252056,-0.17149858514250882,0.7222222222222222,0.22369277709722646,0.893720807364731
18,6,0.5555555555555556,0.3706246583305506,0.6428571428571428,0.22237479499833038,0.7857142857142856,0.2722324845265922,0.5633394907159552
18,7,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.5238095238095238,0.9047619047619049,0.0,0.38095238095238104
18,8,0.7777777777777778,0.4834937784152282,0.41403933560541256,0.0778498944161523,0.7333333333333333,0.06945444280981566,0.655483438917181
18,9,0.8888888888888888,0.5270462766947298,0.6,0.31622776601683794,0.7999999999999999,0.07295372330527017,0.483772233983162
18,10,1.0,0.5477225575051662,0.5477225575051662,0.6666666666666669,0.3333333333333334,0.0,0.3333333333333334
19,1,0.0,0.8158601017501134,0.8129201441957019,0.7452413135250991,0.8717948717948716,0.0029399575544114542,0.12655355826977244
19,2,0.1,0.7323126242671343,0.6154574548966636,0.46472926768655176,0.8484848484848484,0.11685516937047069,0.38375558079829664
19,3,0.2,0.6216229519086491,0.7223460919122202,0.49580054640770793,0.8181818181818182,0.10072314000357108,0.3223812717741103
19,4,0.3,0.7954545454545455,0.7640931774583409,0.6741998624632421,0.8666666666666666,0.03136136799620459,0.19246680420342444
19,5,0.4,0.8571428571428572,0.9296696802013682,0.816982446237566,0.9444444444444445,0.07252682305851099,0.12746199820687854
19,6,0.5,0.8574929257125441,0.7222222222222222,0.6859943405700353,0.8888888888888888,0.1352707034903219,0.20289454831885356
19,7,0.6,0.8693182879212226,0.7181324987175317,0.5714285714285714,0.9285714285714285,0.15118578920369086,0.3571428571428571
19,8,0.7,0.7807200583588265,0.6831300510639733,0.7142857142857143,0.7142857142857143,0.09759000729485323,0.0
19,9,0.8,0.7857142857142858,0.6900655593423541,0.5520524474738833,0.8666666666666666,0.09564872637193167,0.3146142191927833
19,10,0.9,0.6708203932499368,0.6708203932499368,0.19999999999999998,0.9999999999999999,0.0,0.7999999999999999
19,11,1.0,1.0,1.0,1.0,1.0,0.0,0.0
20,1,0.0,0.45214251655900817,0.5649019553110248,0.43267897336334127,0.5757575757575757,0.11275943875201666,0.14307860239423442
20,2,0.1111111111111111,0.47281212177636783,0.4242424242424242,0.4075966567037653,0.4848484848484848,0.048569697533943634,0.07725182814471948
20,3,0.2222222222222222,0.5000857559392293,0.45454545454545453,0.5371291452680611,0.41818181818181815,0.045540301393774796,0.11894732708624295
20,4,0.3333333333333333,0.4883720930232559,0.522862326927363,0.5683286162253945,0.4222222222222222,0.034490233904107104,0.14610639400317232
20,5,0.4444444444444444,0.41194292043554975,0.4789207443461594,0.7253235664820744,0.16666666666666666,0.06697782391060964,0.5586568998154078
20,6,0.5555555555555556,0.1887128390240993,0.32732683535398854,-0.07412493166611012,0.5714285714285714,0.13861399632988924,0.6455535030946815
20,7,0.6666666666666666,0.512989176042577,0.29277002188455997,0.45056355688958294,0.33333333333333337,0.22021915415801702,0.11723022355624957
20,8,0.7777777777777778,0.3580574370197165,0.3580574370197165,0.9999999999999999,-0.3333333333333333,0.0,1.3333333333333333
20,9,0.8888888888888888,0.0,0.18257418583505539,-0.9128709291752769,1.0,0.18257418583505539,1.912870929175277
20,10,1.0,0.0,0.33333333333333337,0.816496580927726,-0.33333333333333337,0.33333333333333337,1.1498299142610593
21,1,0.0,0.5139360232180867,0.5032362797401964,0.47031796564092954,0.5384615384615383,0.010699743477890378,0.06814357282060879
21,2,0.1,0.5487696486095817,0.47742929103557086,0.231727232364367,0.769230769230769,0.0713403575740108,0.5375035368664021
21,3,0.2,0.4048766819951098,0.44233918732073285,0.29553088043720516,0.5111111111111111,0.03746250532562306,0.21558023067390591
21,4,0.3,0.2753443958769674,0.4836508334066744,0.3220305943597652,0.37777777777777777,0.208306437529707,0.05574718341801255
21,5,0.4,0.6857142857142857,0.6479515952918627,0.5916079783099616,0.7222222222222222,0.03776269042242297,0.13061424391226062
21,6,0.5,0.35355339059327373,0.5,0.4124789556921527,0.4444444444444444,0.14644660940672627,0.031965488752291715
21,7,0.6,0.6943650748294137,0.7142857142857142,0.46291004988627577,0.9285714285714285,0.019920639456300515,0.4656613786851527
21,8,0.7,0.39036002917941326,0.5238095238095238,0.4879500364742666,0.4285714285714286,0.13344949463011058,0.059378607902838
21,9,0.8,0.9285714285714286,0.9660917830792959,0.9660917830792959,0.8666666666666666,0.03752035450786728,0.0994251164126293
21,10,0.9,0.7999999999999999,0.18257418583505539,0.5477225575051662,0.3333333333333334,0.6174258141649446,0.21438922417183276
21,11,1.0,0.5163977794943223,0.5477225575051662,0.2357022603955159,0.6666666666666669,0.03132477801084388,0.43096440627115096
22,1,0.0,0.6908492797077573,0.7272727272727272,0.7566444492037343,0.6666666666666666,0.036423447564969846,0.08997778253706767
22,2,0.1111111111111111,0.7557248890715546,0.6870429186215167,0.6684585169941752,0.7575757575757575,0.06868197045003788,0.08911724058158221
22,3,0.2222222222222222,0.6350852961085882,0.6238794669049377,0.5720775535473553,0.6727272727272727,0.011205829203650541,0.10064971917991739
22,4,0.3333333333333333,0.6746010525388914,0.5393598899705937,0.5520524474738834,0.6444444444444444,0.13524116256829766,0.092391996970561
22,5,0.4444444444444444,0.7470178808339959,0.7660323462854265,0.7042952122737639,0.7222222222222222,0.019014465451430596,0.017927009948458306
22,6,0.5555555555555556,0.7660323462854264,0.7222222222222222,0.8838834764831843,0.611111111111111,0.04381012406320417,0.2727723653720733
22,7,0.6666666666666666,0.6975184488828855,0.836501912571304,0.5640760748177661,0.9285714285714285,0.13898346368841852,0.3644953537536624
22,8,0.7777777777777778,0.5520524474738833,0.4666666666666666,0.5520524474738833,0.4666666666666666,0.08538578080721665,0.08538578080721665
22,9,0.8888888888888888,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.0,0.0
22,10,1.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.0
23,1,0.0,0.49319696191607193,0.5264981264926564,0.3469443332443555,0.6410256410256409,0.03330116457658444,0.2940813077812854
23,2,0.1,0.6228581141945442,0.5128205128205127,0.596353513590521,0.5384615384615383,0.11003760137403151,0.0578919751289827
23,3,0.2,0.583129266697433,0.5151515151515151,0.48856776398974117,0.606060606060606,0.0679777515459179,0.1174928420708648
23,4,0.3,0.6478835438717,0.7339758434175737,0.6986107936456589,0.6727272727272727,0.08609229954587372,0.025883520918386194
23,5,0.4,0.6277648205743445,0.6479515952918627,0.526136791501647,0.7222222222222222,0.020186774717518285,0.19608543072057516
23,6,0.5,0.7826908981308053,0.7042952122737639,0.6859943405700353,0.7777777777777778,0.07839568585704138,0.09178343720774251
23,7,0.6,0.8275159265510557,0.7857142857142856,0.6698938453032356,0.9285714285714285,0.04180164083677007,0.2586775832681929
23,8,0.7,0.9233805168766385,0.9511897312113418,0.8783100656536799,0.9047619047619049,0.02780921433470329,0.026451839108225017
23,9,0.8,0.592999453328881,0.8280786712108251,0.35805743701971643,0.9999999999999999,0.23507921788194408,0.6419425629802835
23,10,0.9,0.7378647873726218,0.6,0.31622776601683794,0.9999999999999999,0.13786478737262187,0.683772233983162
