season,week,norm_week,rank_align_j,rank_align_f,pct_align_j,pct_align_f,rank_fan_adv,pct_fan_adv
5,9,0.8888888888888888,0.9128709291752769,1.0,0.9663438192300247,0.9956481371227992,0.0871290708247231,0.029304317892774545
5,10,1.0,0.816496580927726,0.816496580927726,0.9880067654839093,0.9818825737026419,0.0,-0.006124191781267441
6,1,0.0,0.7377049180327869,0.8037727730153806,0.9225593669457514,0.9021218076313977,0.06606785498259371,-0.020437559314353648
6,2,0.1111111111111111,0.8160261132534428,0.8128970193249391,0.9091356197737165,0.93660099938453,-0.00312909392850369,0.027465379610813523
6,3,0.2222222222222222,0.8790953229099079,0.841126352013584,0.9554629000708431,0.9887542022743152,-0.037968970896323895,0.033291302203472095
6,4,0.3333333333333333,0.7660323462854264,0.7222222222222222,0.870997418793988,0.957453270741,-0.04381012406320417,0.086455851947012
6,5,0.4444444444444444,0.5929994533288809,0.5714285714285714,0.7951272834425047,0.9419370752155123,-0.021570881900309535,0.14680979177300757
6,6,0.5555555555555556,0.6831300510639733,0.6190476190476191,0.8418918045042911,0.9620829184105358,-0.06408243201635422,0.1201911139062447
6,7,0.6666666666666666,0.6428571428571429,0.6900655593423541,0.6216195437121496,0.9738843394597948,0.047208416485211235,0.35226479574764524
6,8,0.7777777777777778,0.7378647873726218,0.5270462766947299,0.6309141843856954,0.9826212659084601,-0.21081851067789192,0.35170708152276475
6,9,0.8888888888888888,0.912870929175277,0.912870929175277,0.8766889982831908,0.9959368522316633,0.0,0.11924785394847248
6,10,1.0,1.0,1.0,0.9348658248009005,0.9884894086746747,0.0,0.053623583873774194
7,1,0.0,0.5810810810810811,0.6317977517911877,0.7513924395486212,0.9000867039010327,0.05071667071010655,0.1486942643524115
7,2,0.1111111111111111,0.7129062309432054,0.41952353926806063,0.6661951974414622,0.8348039095443125,-0.29338269167514475,0.16860871210285033
7,3,0.2222222222222222,0.7058823529411764,0.5716619504750294,0.7679578224456806,0.8518561037980884,-0.13422040246614697,0.08389828135240784
7,4,0.3333333333333333,0.5976143046671968,0.6479515952918627,0.6628237936639951,0.8994095498192988,0.050337290624665965,0.23658575615530364
7,5,0.4444444444444444,0.7171087882915774,0.836501912571304,0.9324578733296722,0.9697283308235335,0.11939312427972659,0.037270457493861264
7,6,0.5555555555555556,0.6507913734559685,0.5821817364274594,0.7940956469064623,0.7779819299787534,-0.06860963702850909,-0.01611371692770891
7,7,0.6666666666666666,0.5520524474738833,0.6,0.7801773265103689,0.8742834772853348,0.04794755252611671,0.09410615077496598
7,8,0.7777777777777778,0.7378647873726218,0.6,0.7684025605124487,0.9447664574272288,-0.13786478737262187,0.17636389691478005
7,9,0.8888888888888888,0.39999999999999997,0.18257418583505539,0.26331509642596923,0.48861212153708006,-0.21742581416494458,0.22529702511111083
7,10,1.0,0.816496580927726,1.0,0.9764929056205329,0.9938927735673466,0.18350341907227397,0.017399867946813696
8,1,0.0,0.5503479652754999,0.5001732201680235,0.6100392321299666,0.7728378495616091,-0.05017474510747644,0.16279861743164248
8,2,0.1,0.4054424270396916,0.5099019513592784,0.6177555901324212,0.7558032920772065,0.10445952431958683,0.13804770194478533
8,3,0.2,0.5397505397508097,0.6462303276414968,0.8122224493718972,0.6844443158810412,0.10647978789068713,-0.1277781334908561
8,4,0.3,0.6355417746376502,0.4770842982214229,0.8364782852497041,0.6037258391778786,-0.15845747641622726,-0.23275244607182555
8,5,0.4,0.6667366910003156,0.6288281455225324,0.8687766037014452,0.8495266267072057,-0.03790854547778322,-0.01924997699423947
8,6,0.5,0.7407407407407407,0.7637626158259734,0.9164184504900208,0.8555371421674994,0.02302187508523268,-0.060881308322521366
8,7,0.6,0.6155870112510923,0.5506887917539347,0.72291966870487,0.8522111243650026,-0.06489821949715757,0.12929145566013256
8,8,0.7,0.7857142857142858,0.6900655593423541,0.7822597302067953,0.9474037007288846,-0.09564872637193167,0.1651439705220893
8,9,0.8,0.6666666666666666,0.5270462766947299,0.7782146656250668,0.8611715078487248,-0.1396203899719367,0.08295684222365796
8,10,0.9,0.912870929175277,0.912870929175277,0.8912691062748931,0.8891729006542708,0.0,-0.0020962056206222934
8,11,1.0,1.0,1.0,0.9981567880503169,0.9997332106721122,0.0,0.0015764226217952482
9,1,0.0,0.6609502933682427,0.6835990727814749,0.8126634422706052,0.8815878478387049,0.02264877941323218,0.06892440556809976
9,2,0.1111111111111111,0.7590059380958081,0.7292928985449755,0.759804254425623,0.9250839199236525,-0.0297130395508326,0.16527966549802942
9,3,0.2222222222222222,0.8079647378096765,0.75331028352589,0.8700426072357058,0.911027859996544,-0.05465445428378646,0.0409852527608382
9,4,0.3333333333333333,0.6095514542075675,0.6112159239257248,0.7827290892986546,0.7492211818528747,0.0016644697181572576,-0.033507907445779916
9,5,0.4444444444444444,0.6097560975609757,0.6751492859105923,0.7518152020254816,0.9364431879532797,0.0653931883496166,0.18462798592779817
9,6,0.5555555555555556,0.6859943405700353,0.6288281455225324,0.829249913182753,0.8538194409805651,-0.057166195047502866,0.024569527797812074
9,7,0.6666666666666666,0.5499999999999999,0.6831300510639733,0.6039343969334587,0.9122919582084873,0.13313005106397335,0.30835756127502856
9,8,0.7777777777777778,0.4444444444444444,0.5270462766947299,0.7085930935107568,0.8723506809820012,0.0826018322502855,0.16375758747124436
9,9,0.8888888888888888,0.5477225575051662,0.5477225575051662,0.6213036679598261,0.8374431516786733,0.0,0.21613948371884728
9,10,1.0,1.0,1.0,0.9994131963512072,0.9996552672219043,0.0,0.00024207087069716415
10,1,0.0,0.8118990304530631,0.7818181818181819,0.9172808703961493,0.9577582184800153,-0.030080848634881252,0.04047734808386605
10,2,0.1111111111111111,0.8333333333333333,0.8073734277593311,0.9321849388534653,0.973224521224455,-0.025959905574002184,0.0410395823709897
10,3,0.2222222222222222,0.8539125638299665,0.9200874124564722,0.8656671546972081,0.9672957396696426,0.06617484862650569,0.10162858497243443
10,4,0.3333333333333333,0.7431605356175383,0.8574929257125441,0.8921963800379007,0.9775470856117974,0.11433239009500584,0.08535070557389668
10,5,0.4444444444444444,0.8148148148148148,0.9092412093166348,0.9627194601943679,0.9887405789514458,0.09442639450182,0.02602111875707791
10,6,0.5555555555555556,0.7142857142857143,0.7142857142857143,0.7137145562266048,0.965933089054545,0.0,0.25221853282794016
10,7,0.6666666666666666,0.6923076923076924,0.7877263614433762,0.764997387046391,0.9976887985221206,0.09541866913568375,0.23269141147572958
10,8,0.7777777777777778,0.8888888888888888,0.9486832980505138,0.9448891281558536,0.9934156097330948,0.05979440916162493,0.048526481577241265
10,9,0.8888888888888888,1.0,0.912870929175277,0.9314220762568075,0.998051887072527,-0.08712907082472299,0.0666298108157195
10,10,1.0,0.816496580927726,0.816496580927726,0.9168626945242311,0.9977126998876883,0.0,0.08085000536345721
11,1,0.0,0.7807200583588264,0.7909115788387002,0.8947300496083641,0.9289594873215321,0.010191520479873817,0.034229437713168
11,2,0.1111111111111111,0.7505553499465134,0.8440722199302099,0.8747046375662254,0.9496506151002704,0.09351686998369646,0.07494597753404497
11,3,0.2222222222222222,0.7319250547113999,0.6900655593423543,0.907843329806445,0.984516428686659,-0.04185949536904565,0.07667309888021401
11,4,0.3333333333333333,0.8888888888888888,0.8333333333333334,0.9531125141602191,0.9815983645174953,-0.05555555555555547,0.028485850357276132
11,5,0.4444444444444444,0.7037037037037037,0.7637626158259734,0.7994551564376622,0.9717964165382553,0.06005891212226966,0.17234126010059314
11,6,0.5555555555555556,0.7200822998230957,0.7200822998230957,0.751465449996942,0.946148021997863,0.0,0.19468257200092098
11,7,0.6666666666666666,0.8486684247915055,0.8944271909999159,0.8846630601030275,0.9973230479916327,0.04575876620841035,0.1126599878886052
11,8,0.7777777777777778,0.9486832980505137,0.9999999999999999,0.9590520032100698,0.9963373526603051,0.05131670194948623,0.03728534945023532
11,9,0.8888888888888888,0.912870929175277,0.912870929175277,0.9583159632998924,0.9988426346162892,0.0,0.040526671316396756
11,10,1.0,1.0,1.0,0.9877429353146343,0.9992624968491997,0.0,0.011519561534565348
12,1,0.0,0.5714544883195946,0.6112159239257248,0.8196741272931054,0.8839513271536991,0.03976143560613021,0.06427719986059366
12,2,0.1111111111111111,0.673609679265374,0.6864930642568264,0.7118459023449546,0.9254920766962487,0.012883384991452473,0.21364617435129407
12,3,0.2222222222222222,0.6922443782381184,0.7777777777777777,0.8362994350852093,0.9445941472846515,0.08553339953965933,0.1082947121994422
12,4,0.3333333333333333,0.5303300858899106,0.4444444444444444,0.4834365028342835,0.8755081429211421,-0.08588564144546618,0.3920716400868586
12,5,0.4444444444444444,0.42640143271122083,0.5669467095138409,0.3650407442101986,0.8911489093292105,0.14054527680262002,0.5261081651190119
12,6,0.5555555555555556,0.5642880936468346,0.3504383220252312,0.3187165583845151,0.8857998721381557,-0.21384977162160346,0.5670833137536406
12,7,0.6666666666666666,0.501280411827603,0.7333333333333333,0.6150618401365533,0.9772882497000175,0.23205292150573031,0.3622264095634642
12,8,0.7777777777777778,0.5270462766947299,0.5270462766947299,0.3709109013276155,0.9185622714449713,0.0,0.5476513701173558
12,9,0.8888888888888888,0.5477225575051662,0.5477225575051662,0.7584508652736183,0.2925396470767494,0.0,-0.46591121819686887
12,10,1.0,0.816496580927726,0.33333333333333337,0.2565180489715013,0.960628504409845,-0.48316324759439266,0.7041104554383437
13,1,0.0,0.551198189805123,0.6154574548966636,0.7274181707885601,0.8702491110782211,0.06425926509154056,0.14283094028966103
13,2,0.1111111111111111,0.6812273147457318,0.6853027025833883,0.7140552453306079,0.941602883838266,0.004075387837656486,0.22754763850765802
13,3,0.2222222222222222,0.5757201004700228,0.5520524474738833,0.6302409581916815,0.8895300836672759,-0.023667652996139488,0.25928912547559446
13,4,0.3333333333333333,0.6669729688499156,0.7431605356175383,0.7786016638578384,0.8960593708800295,0.07618756676762262,0.11745770702219116
13,5,0.4444444444444444,0.7925939239012171,0.7637626158259734,0.894651734060684,0.9567591509366908,-0.0288313080752437,0.06210741687600685
13,6,0.5555555555555556,0.6499999999999999,0.5855400437691199,0.854777545674804,0.8565315793330774,-0.06445995623087997,0.001754033658273424
13,7,0.6666666666666666,0.6445033866354897,0.6445033866354897,0.49676844719163477,0.9347790532306418,0.0,0.43801060603900704
13,8,0.7777777777777778,0.8819171036881968,0.8366600265340755,0.9753122335299118,0.9848405690273614,-0.045257077154121306,0.00952833549744958
13,9,0.8888888888888888,0.18257418583505539,0.5477225575051662,0.7361857607472994,0.4927434480057574,0.3651483716701108,-0.24344231274154193
13,10,1.0,0.816496580927726,0.816496580927726,0.23316391793068333,0.9981806638562917,0.0,0.7650167459256083
14,1,0.0,0.37374127372092536,0.3566856139860805,0.18650813588279447,0.899791763651445,-0.017055659734844852,0.7132836277686505
14,2,0.1111111111111111,0.5469417694282447,0.5343667144834019,0.5958620781912124,0.8789270790767124,-0.01257505494484279,0.2830650008855
14,3,0.2222222222222222,0.464420364012824,0.39650882882591454,0.004313483338835494,0.9384213213856752,-0.06791153518690946,0.9341078380468397
14,4,0.3333333333333333,0.6024533658898498,0.5520524474738833,0.5097355017951707,0.8911707268353776,-0.0504009184159665,0.3814352250402069
14,5,0.4444444444444444,0.38810293211724584,0.43519413988924455,0.762029890941738,0.5586016237845817,0.04709120777199871,-0.20342826715715634
14,6,0.5555555555555556,0.6182840223353117,0.47280542884465016,0.8943951831690731,0.7212284341402365,-0.1454785934906615,-0.17316674902883655
14,7,0.6666666666666666,0.512989176042577,0.3504383220252312,0.6152557062095371,0.6741954012525488,-0.1625508540173458,0.058939695043011775
14,8,0.7777777777777778,0.5929994533288809,0.6445033866354897,0.673939151914853,0.8659296330468084,0.05150393330660874,0.19199048113195538
14,9,0.8888888888888888,0.4082482904638631,0.4082482904638631,-0.03246223717879548,0.8286978357536436,0.0,0.8611600729324391
14,10,1.0,0.816496580927726,0.33333333333333337,0.12466550691918588,0.9817460099755698,-0.48316324759439266,0.857080503056384
15,1,0.0,0.472972972972973,0.5264981264926564,0.44975699925804746,0.9197749249217568,0.053525153519683344,0.47001792566370937
15,2,0.1111111111111111,0.5313148617302949,0.5649019553110248,0.48530426079391953,0.920416258933936,0.033587093580729976,0.43511199814001644
15,3,0.2222222222222222,0.6351907564537745,0.6238794669049377,0.5506580825884348,0.9778058656969122,-0.011311289548836867,0.42714778310847734
15,4,0.3333333333333333,0.6087595874350707,0.6859943405700353,0.6945286432861434,0.9338984896717394,0.07723475313496453,0.239369846385596
15,5,0.4444444444444444,0.5853694070049636,0.5929994533288809,0.36993867365842753,0.9712586750630479,0.007630046323917283,0.6013200014046203
15,6,0.5555555555555556,0.6416236526819377,0.6910233190806425,0.6139571556439111,0.9799561669223639,0.049399666398704856,0.3659990112784528
15,7,0.6666666666666666,0.6831300510639733,0.6831300510639733,0.7827392164527069,0.9484012996877758,0.0,0.1656620832350688
15,8,0.7777777777777778,0.9233805168766385,0.9511897312113418,0.8067807032521679,0.9946356459724671,0.02780921433470329,0.18785494272029923
15,9,0.8888888888888888,0.6,0.39999999999999997,0.44798053916095654,0.9897895429891082,-0.2,0.5418090038281516
15,10,1.0,0.816496580927726,0.816496580927726,0.872196313938745,0.9998822235106744,0.0,0.12768590957192938
16,1,0.0,0.644826320914664,0.531509589558614,0.7325442983777309,0.9051290386116346,-0.11331673135604992,0.1725847402339037
16,2,0.1111111111111111,0.655485329316494,0.6674238124719146,0.7432210501441503,0.8591465915709822,0.011938483155420676,0.11592554142683187
16,3,0.2222222222222222,0.5773502691896257,0.6238794669049377,0.8176705945345331,0.8867752422039028,0.04652919771531194,0.06910464766936975
16,4,0.3333333333333333,0.45238095238095233,0.27602622373694163,0.44753394370048866,0.6724818271370103,-0.1763547286440107,0.22494788343652167
16,5,0.4444444444444444,0.537373290623879,0.43519413988924455,0.7141405251954689,0.7095134695914815,-0.1021791507346344,-0.004627055603987351
16,6,0.5555555555555556,0.3849001794597505,0.41576092031014994,0.29365480429213464,0.7106782209351992,0.030860740850399415,0.4170234166430645
16,7,0.6666666666666666,0.10286889997472795,0.2057377999494559,0.7069722347371601,-0.07273598004405041,0.10286889997472795,-0.7797082147812104
16,8,0.7777777777777778,0.21483446221182986,0.3580574370197165,0.42582751559477966,0.42435742577621827,0.14322297480788662,-0.001470089818561393
16,9,0.8888888888888888,0.4714045207910316,0.0,0.23322886409814814,0.7218056803192177,-0.4714045207910316,0.4885768162210695
16,10,1.0,0.8944271909999159,0.8164965809277261,0.6781753097404164,0.9423962504183121,-0.07793061007218971,0.2642209406778957
17,1,0.0,0.6032506032509048,0.7385489458759964,0.8517171391909683,0.894812899069825,0.13529834262509155,0.04309575987885672
17,2,0.1,0.6458495088558402,0.6259724369662708,0.8449522788533117,0.9386096154446607,-0.019877071889569442,0.093657336591349
17,3,0.2,0.7401480444148051,0.8118990304530631,0.9518563475756934,0.9728316249098745,0.07175098603825802,0.02097527733418114
17,4,0.3,0.7135060680126757,0.5843065474681431,0.8129972920195669,0.915476543120339,-0.12919952054453254,0.10247925110077205
17,5,0.4,0.7302507302510954,0.7071067811865475,0.8811954709767056,0.9503363080493894,-0.023143949064547975,0.06914083707268381
17,6,0.5,0.6910233190806425,0.836501912571304,0.8988153671448847,0.9175181410396995,0.1454785934906615,0.018702773894814784
17,7,0.6,0.8467803948114512,0.836501912571304,0.8766609272984738,0.9802291437339039,-0.010278482240147158,0.10356821643543013
17,8,0.7,0.8111071056538126,0.5143444998736397,0.704915045641328,0.8985338370292186,-0.2967626057801729,0.19361879138789062
17,9,0.8,0.6943650748294137,0.4472135954999579,0.7956900892850425,0.8301755814159109,-0.24715147932945575,0.03448549213086838
17,10,0.9,0.8944271909999157,0.8944271909999157,0.9850022910468148,0.9877379320273585,0.0,0.0027356409805436854
17,11,1.0,1.0,1.0,0.9903794127854032,0.9927519222326874,0.0,0.002372509447284177
18,1,0.0,0.6668650498481643,0.4497340350259275,0.533125314021063,0.8769533217212897,-0.2171310148222368,0.3438280077002267
18,2,0.1111111111111111,0.532389101256091,0.31486880929507033,0.4133362577604949,0.8714471657375087,-0.21752029196102063,0.4581109079770138
18,3,0.2222222222222222,0.594913076530892,0.45732956038002354,0.29112830669343553,0.9301769386922156,-0.13758351615086845,0.63904863199878
18,4,0.3333333333333333,0.447811075519899,0.5512459105263765,0.3941888834265248,0.9222699044966507,0.10343483500647749,0.5280810210701259
18,5,0.4444444444444444,0.14927035850663303,0.43519413988924455,0.07173687146272642,0.9019112653146534,0.28592378138261154,0.8301743938519269
18,6,0.5555555555555556,0.4615384615384616,0.5929994533288809,0.30567003338811677,0.9239115376815378,0.1314609917904193,0.6182415042934211
18,7,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.5667450275048864,0.9718399389432077,0.0,0.4050949114383213
18,8,0.7777777777777778,0.6446583712203042,0.2760262237369417,0.011907450567769373,0.9495698786277179,-0.36863214748336254,0.9376624280599486
18,9,0.8888888888888888,0.5555555555555556,0.5270462766947299,0.2163889309279318,0.966100890641893,-0.02850927886082566,0.7497119597139612
18,10,1.0,0.5477225575051662,0.5477225575051662,0.2123386487246474,0.8237606285394907,0.0,0.6114219798148434
19,1,0.0,0.8079647378096765,0.8312389335458096,0.9030863781452776,0.9778826760077401,0.023274195736133096,0.07479629786246256
19,2,0.1,0.7323126242671343,0.5846845821518305,0.6585194557903546,0.971708068543085,-0.14762804211530378,0.31318861275273036
19,3,0.2,0.7219948723811553,0.6883951004425775,0.5735714723065386,0.9368704577613052,-0.03359977193857788,0.3632989854547666
19,4,0.3,0.7816608327818949,0.7956600627155523,0.8855332746581556,0.9724786384601642,0.013999229933657431,0.08694536380200868
19,5,0.4,0.8696565534786725,0.9146591207600471,0.9234375717577739,0.9780548545468932,0.04500256728137453,0.05461728278911937
19,6,0.5,0.895622151039798,0.7253235664820744,0.8585853177896878,0.991579649859075,-0.17029858455772362,0.13299433206938716
19,7,0.6,0.8693182879212226,0.7181324987175317,0.6401056274602829,0.9845990062839065,-0.15118578920369086,0.34449337882362363
19,8,0.7,0.7807200583588265,0.6831300510639733,0.8597993032069409,0.9710183417344851,-0.09759000729485323,0.11121903852754422
19,9,0.8,0.7857142857142858,0.6900655593423541,0.8112136165820124,0.9799513609010576,-0.09564872637193167,0.1687377443190452
19,10,0.9,0.6708203932499368,0.6708203932499368,0.7285925768047673,0.9809951134668775,0.0,0.2524025366621102
19,11,1.0,1.0,1.0,0.8698978336467604,0.9986511739466024,0.0,0.12875334029984198
20,1,0.0,0.49602024685743384,0.5002443195845779,0.3994320821430356,0.842205706167926,0.00422407272714409,0.4427736240248904
20,2,0.1111111111111111,0.4918080720694408,0.42552676218461327,0.5085339401126617,0.8542202781916015,-0.06628130988482756,0.3456863380789398
20,3,0.2222222222222222,0.5143090394876351,0.44877455520405946,0.7819498005451513,0.6595427103291918,-0.06553448428357561,-0.12240709021595952
20,4,0.3333333333333333,0.5195092307950582,0.5320159167473419,0.6443673248294413,0.7208944114005995,0.01250668595228377,0.07652708657115825
20,5,0.4444444444444444,0.5495319562599505,0.4023398993836124,0.8157464838689381,0.4810719113166271,-0.14719205687633813,-0.33467457255231103
20,6,0.5555555555555556,0.11766968108291043,0.41576092031014994,-0.15548608789480745,0.8782460264326079,0.2980912392272395,1.0337321143274152
20,7,0.6666666666666666,0.512989176042577,0.29277002188455997,0.6874629073231187,0.44925688846892997,-0.22021915415801702,-0.23820601885418868
20,8,0.7777777777777778,0.3580574370197165,0.3580574370197165,0.7462962755682159,0.19629347943108058,0.0,-0.5500027961371353
20,9,0.8888888888888888,,,-0.9148636306761337,0.9866702379807498,,1.9015338686568835
20,10,1.0,,,0.5644936789640891,0.16466150494127785,,-0.39983217402281124
21,1,0.0,0.5242501487841374,0.5001732201680235,0.6327837327784915,0.772111296416972,-0.02407692861611399,0.13932756363848042
21,2,0.1,0.5857740616276642,0.4434426533185907,0.47965650782649766,0.8915492441533563,-0.14233140830907354,0.4118927363268587
21,3,0.2,0.3463394871967055,0.5320159167473419,0.5522094207305396,0.7157938261293844,0.18567642955063646,0.16358440539884478
21,4,0.3,0.4173124247658408,0.3779644730092272,0.44072290991831137,0.6274507584072235,-0.0393479517566136,0.18672784848891216
21,5,0.4,0.6857142857142857,0.6479515952918627,0.7643558613950293,0.8374379105097182,-0.03776269042242297,0.07308204911468885
21,6,0.5,0.39412039068404103,0.45732956038002354,0.5294900922759302,0.6268914179906933,0.0632091696959825,0.09740132571476301
21,7,0.6,0.760608730574164,0.6671243849949912,0.6707315192483838,0.9896297640026228,-0.09348434557917285,0.318898244754239
21,8,0.7,0.512989176042577,0.45056355688958294,0.6041814062149279,0.7850385392167878,-0.06242561915299405,0.1808571330018599
21,9,0.8,0.9636241116594316,0.9309493362512627,0.9833457820522197,0.992049961138963,-0.03267477540816888,0.008704179086743369
21,10,0.9,0.7999999999999999,0.18257418583505539,0.7736059030090694,0.7582363704418017,-0.6174258141649446,-0.015369532567267696
21,11,1.0,0.7745966692414834,0.18257418583505539,0.46071192281794177,0.8863431979711751,-0.592022483406428,0.42563127515323335
22,1,0.0,0.7850798981177466,0.6154574548966636,0.843823628781877,0.8802043529193179,-0.169622443221083,0.03638072413744087
22,2,0.1111111111111111,0.8112760687023394,0.6462303276414968,0.8183336694942237,0.8897157163898272,-0.16504574106084258,0.07138204689560346
22,3,0.2222222222222222,0.6931032800836718,0.5853225568382547,0.6952439929251146,0.9083116044754497,-0.1077807232454171,0.21306761155033505
22,4,0.3333333333333333,0.7142857142857143,0.5060480768510597,0.760310483551571,0.8511375347895371,-0.20823763743465462,0.09082705123796608
22,5,0.4444444444444444,0.7470178808339959,0.7660323462854265,0.8612615733241261,0.9272305107060468,0.019014465451430596,0.06596893738192067
22,6,0.5555555555555556,0.8067793113007156,0.7042952122737639,0.8658719717613703,0.9638965143408089,-0.10248409902695166,0.0980245425794386
22,7,0.6666666666666666,0.6822422923379534,0.7937253933193772,0.7369239042034303,0.9878274780755937,0.11148310098142378,0.25090357387216333
22,8,0.7777777777777778,0.6172133998483678,0.4472135954999579,0.7121092618695077,0.35319831620118514,-0.16999980434840983,-0.3589109456683226
22,9,0.8888888888888888,0.7999999999999999,0.7999999999999999,0.8563302650263578,0.9274323348006159,0.0,0.07110206977425815
22,10,1.0,0.33333333333333337,0.33333333333333337,0.6917210002694346,0.05578784203931081,0.0,-0.6359331582301238
23,1,0.0,0.5327188624418387,0.5394856588635168,0.7260925171253808,0.9375909121928432,0.006766796421678101,0.21149839506746237
23,2,0.1,0.6135515237825453,0.5290432684448219,0.6639368813687458,0.9523050466961999,-0.08450825533772344,0.288368165327454
