season,week,celebrity_name,s_map
3,5,Willa Ford,0.060915485
3,5,Sara Evans,0.09124637
3,5,Jerry Springer,0.15127587
3,6,Monique Coleman,0.1662999
3,6,Joey Lawrence,0.16918169
3,6,Mario Lopez,0.1906888
3,6,Emmitt Smith,0.3147752
3,6,Jerry Springer,0.15905438
3,7,Monique Coleman,0.16121352
3,7,Joey Lawrence,0.19519894
3,7,Mario Lopez,0.18328406
3,7,Emmitt Smith,0.34313294
3,7,Jerry Springer,0.1171706
3,8,Monique Coleman,0.1398637
3,8,Joey Lawrence,0.21924978
3,8,Mario Lopez,0.25904727
3,8,Emmitt Smith,0.38183925
3,9,Joey Lawrence,0.2696286
3,9,Mario Lopez,0.26509038
3,9,Emmitt Smith,0.46528095
3,10,Mario Lopez,0.35413656
3,10,Emmitt Smith,0.6458635
4,1,John Ratzenberger,0.099817626
4,1,Ian Ziering,0.11143281
4,1,Clyde Drexler,0.039295267
4,1,Laila Ali,0.11378728
4,1,Apolo Anton Ohno,0.28073722
4,1,Shandi Finnessey,0.007866388
4,1,Paulina Porizkova,0.0039520767
4,1,Heather Mills,0.033607937
4,1,Billy Ray Cyrus,0.11328032
4,1,Joey Fatone,0.1881424
4,1,Leeza Gibbons,0.008080673
4,2,John Ratzenberger,0.093299486
4,2,Ian Ziering,0.10032442
4,2,Clyde Drexler,0.037402857
4,2,Laila Ali,0.11740912
4,2,Apolo Anton Ohno,0.2956806
4,2,Shandi Finnessey,0.009387683
4,2,Paulina Porizkova,0.0050351387
4,2,Heather Mills,0.036555633
4,2,Billy Ray Cyrus,0.12321603
4,2,Joey Fatone,0.17231394
4,2,Leeza Gibbons,0.009375051
4,3,John Ratzenberger,0.090716965
4,3,Ian Ziering,0.1179551
4,3,Clyde Drexler,0.036735248
4,3,Laila Ali,0.09656136
4,3,Apolo Anton Ohno,0.27704757
4,3,Shandi Finnessey,0.011277563
4,3,Heather Mills,0.040730044
4,3,Billy Ray Cyrus,0.13653842
4,3,Joey Fatone,0.18177246
4,3,Leeza Gibbons,0.010665327
4,4,John Ratzenberger,0.08828101
4,4,Ian Ziering,0.11833726
4,4,Clyde Drexler,0.037112243
4,4,Laila Ali,0.102115646
4,4,Apolo Anton Ohno,0.2762704
4,4,Heather Mills,0.03951564
4,4,Billy Ray Cyrus,0.13744076
4,4,Joey Fatone,0.19069014
4,4,Leeza Gibbons,0.010236862
4,5,John Ratzenberger,0.087858774
4,5,Ian Ziering,0.11878661
4,5,Clyde Drexler,0.03290133
4,5,Laila Ali,0.120198935
4,5,Apolo Anton Ohno,0.29698852
4,5,Heather Mills,0.03600992
4,5,Billy Ray Cyrus,0.12324447
4,5,Joey Fatone,0.18401143
4,6,John Ratzenberger,0.07067875
4,6,Ian Ziering,0.1227961
4,6,Laila Ali,0.13685858
4,6,Apolo Anton Ohno,0.32145575
4,6,Heather Mills,0.031222159
4,6,Billy Ray Cyrus,0.111632496
4,6,Joey Fatone,0.20535621
4,7,John Ratzenberger,0.062449727
4,7,Ian Ziering,0.13270766
4,7,Laila Ali,0.14726898
4,7,Apolo Anton Ohno,0.3317686
4,7,Billy Ray Cyrus,0.09660951
4,7,Joey Fatone,0.22919549
4,8,Ian Ziering,0.1245696
4,8,Laila Ali,0.15006143
4,8,Apolo Anton Ohno,0.38606164
4,8,Billy Ray Cyrus,0.09457205
4,8,Joey Fatone,0.24473535
4,9,Ian Ziering,0.108218886
4,9,Laila Ali,0.18056431
4,9,Apolo Anton Ohno,0.41787565
4,9,Joey Fatone,0.29334113
4,10,Laila Ali,0.16566233
4,10,Apolo Anton Ohno,0.54195786
4,10,Joey Fatone,0.2923798
5,1,Cameron Mathison,0.09168948
5,1,Jane Seymour,0.08424056
5,1,Sabrina Bryan,0.039520286
5,1,Jennie Garth,0.09598698
5,1,Floyd Mayweather Jr. ,0.014836717
5,1,Josie Maran,0.0016517461
5,1,Albert Reed,0.0064042252
5,1,Helio Castroneves,0.31245923
5,1,Mel B,0.15076435
5,1,Wayne Newton,0.021050079
5,1,Marie Osmond,0.13572583
5,1,Mark Cuban,0.04567055
5,2,Cameron Mathison,0.091230124
5,2,Jane Seymour,0.07522353
5,2,Sabrina Bryan,0.04027201
5,2,Jennie Garth,0.097307146
5,2,Floyd Mayweather Jr. ,0.018588271
5,2,Albert Reed,0.009041825
5,2,Helio Castroneves,0.29804516
5,2,Mel B,0.14162467
5,2,Wayne Newton,0.035046086
5,2,Marie Osmond,0.15042897
5,2,Mark Cuban,0.04319222
5,3,Cameron Mathison,0.09894778
5,3,Jane Seymour,0.09061773
5,3,Sabrina Bryan,0.041770276
5,3,Jennie Garth,0.11932152
5,3,Floyd Mayweather Jr. ,0.017509269
5,3,Helio Castroneves,0.2526282
5,3,Mel B,0.16057365
5,3,Wayne Newton,0.018493135
5,3,Marie Osmond,0.1596025
5,3,Mark Cuban,0.040535897
5,4,Cameron Mathison,0.115848646
5,4,Jane Seymour,0.086658224
5,4,Sabrina Bryan,0.048871648
5,4,Jennie Garth,0.1263689
5,4,Floyd Mayweather Jr. ,0.019146273
5,4,Helio Castroneves,0.25924683
5,4,Mel B,0.15663828
5,4,Marie Osmond,0.14759801
5,4,Mark Cuban,0.039623138
5,5,Cameron Mathison,0.12239094
5,5,Jane Seymour,0.09088584
5,5,Sabrina Bryan,0.04709138
5,5,Jennie Garth,0.12804322
5,5,Helio Castroneves,0.24402246
5,5,Mel B,0.2015983
5,5,Marie Osmond,0.12835065
5,5,Mark Cuban,0.03761726
5,6,Cameron Mathison,0.10677566
5,6,Jane Seymour,0.06768598
5,6,Sabrina Bryan,0.03685995
5,6,Jennie Garth,0.13712648
5,6,Helio Castroneves,0.29955092
5,6,Mel B,0.22398284
5,6,Marie Osmond,0.12801823
5,7,Cameron Mathison,0.095192276
5,7,Jane Seymour,0.057032723
5,7,Jennie Garth,0.1416647
5,7,Helio Castroneves,0.30777195
5,7,Mel B,0.23991828
5,7,Marie Osmond,0.15842009
5,8,Cameron Mathison,0.078616224
5,8,Jennie Garth,0.11167489
5,8,Helio Castroneves,0.40973172
5,8,Mel B,0.25251713
5,8,Marie Osmond,0.14746003
5,9,Jennie Garth,0.10605644
5,9,Helio Castroneves,0.46257076
5,9,Mel B,0.27914965
5,9,Marie Osmond,0.15222308
5,10,Helio Castroneves,0.5133054
5,10,Mel B,0.31164727
5,10,Marie Osmond,0.17504723
6,1,Cristian de la Fuente,0.117052004
6,1,Steve Guttenberg,0.0110920295
6,1,Priscilla Presley,0.027109377
6,1,Marlee Matlin,0.06614226
6,1,Shannon Elizabeth,0.07461518
6,1,Marissa Jaret Winokur,0.11779861
6,1,Jason Taylor,0.17752609
6,1,Kristi Yamaguchi,0.2830413
6,1,Monica Seles,0.009071108
6,1,Penn Jillette,0.0024245258
6,1,Adam Carolla,0.014635252
6,1,Mario,0.09949227
6,2,Cristian de la Fuente,0.10946876
6,2,Steve Guttenberg,0.012094519
6,2,Priscilla Presley,0.024056623
6,2,Marlee Matlin,0.06676966
6,2,Shannon Elizabeth,0.07784771
6,2,Marissa Jaret Winokur,0.120006524
6,2,Jason Taylor,0.19441734
6,2,Kristi Yamaguchi,0.26841107
6,2,Monica Seles,0.00786784
6,2,Penn Jillette,0.0028156827
6,2,Adam Carolla,0.01570977
6,2,Mario,0.10053457
6,3,Cristian de la Fuente,0.13217106
6,3,Steve Guttenberg,0.014668127
6,3,Priscilla Presley,0.029583674
6,3,Marlee Matlin,0.06162532
6,3,Shannon Elizabeth,0.08308223
6,3,Marissa Jaret Winokur,0.10665483
6,3,Jason Taylor,0.18217501
6,3,Kristi Yamaguchi,0.2850902
6,3,Adam Carolla,0.019005269
6,3,Mario,0.08594423
6,4,Cristian de la Fuente,0.12997389
6,4,Priscilla Presley,0.023965655
6,4,Marlee Matlin,0.062837824
6,4,Shannon Elizabeth,0.08835727
6,4,Marissa Jaret Winokur,0.12234182
6,4,Jason Taylor,0.20205943
6,4,Kristi Yamaguchi,0.2693086
6,4,Adam Carolla,0.014344271
6,4,Mario,0.08681124
6,5,Cristian de la Fuente,0.1205795
6,5,Priscilla Presley,0.020452665
6,5,Marlee Matlin,0.057428967
6,5,Shannon Elizabeth,0.07532893
6,5,Marissa Jaret Winokur,0.1316721
6,5,Jason Taylor,0.20598161
6,5,Kristi Yamaguchi,0.28653967
6,5,Mario,0.102016546
6,6,Cristian de la Fuente,0.1381265
6,6,Marlee Matlin,0.046319224
6,6,Shannon Elizabeth,0.07056651
6,6,Marissa Jaret Winokur,0.14459053
6,6,Jason Taylor,0.18666299
6,6,Kristi Yamaguchi,0.3075868
6,6,Mario,0.1061475
6,7,Cristian de la Fuente,0.11674458
6,7,Shannon Elizabeth,0.064132445
6,7,Marissa Jaret Winokur,0.1559137
6,7,Jason Taylor,0.24355872
6,7,Kristi Yamaguchi,0.32617733
6,7,Mario,0.093473114
6,8,Cristian de la Fuente,0.19010915
6,8,Marissa Jaret Winokur,0.13611045
6,8,Jason Taylor,0.2294278
6,8,Kristi Yamaguchi,0.36508825
6,8,Mario,0.07926434
6,9,Cristian de la Fuente,0.20231323
6,9,Marissa Jaret Winokur,0.114514254
6,9,Jason Taylor,0.26790985
6,9,Kristi Yamaguchi,0.4152626
6,10,Cristian de la Fuente,0.18296398
6,10,Jason Taylor,0.31806546
6,10,Kristi Yamaguchi,0.49897048
7,1,Ted McGinley,0.0109791765
7,1,Cloris Leachman,0.08549452
7,1,Susan Lucci,0.076753356
7,1,Cody Linley,0.10573441
7,1,Misty May-Treanor,0.019439695
7,1,Maurice Greene,0.08799963
7,1,Warren Sapp,0.17859416
7,1,Jeffrey Ross,0.0015870752
7,1,Toni Braxton,0.033715628
7,1,Lance Bass,0.095706075
7,1,Kim Kardashian,0.012785802
7,1,Rocco DiSpirito,0.037113506
7,1,Brooke Burke,0.254097
7,2,Cloris Leachman,0.08479355
7,2,Susan Lucci,0.0841519
7,2,Cody Linley,0.10718009
7,2,Misty May-Treanor,0.02470015
7,2,Maurice Greene,0.08781678
7,2,Warren Sapp,0.18154614
7,2,Toni Braxton,0.038964964
7,2,Lance Bass,0.09533466
7,2,Kim Kardashian,0.01564289
7,2,Rocco DiSpirito,0.053087093
7,2,Brooke Burke,0.22678176
7,3,Cloris Leachman,0.08071368
7,3,Susan Lucci,0.08306527
7,3,Cody Linley,0.106052995
7,3,Maurice Greene,0.10233356
7,3,Warren Sapp,0.19248289
7,3,Toni Braxton,0.037357587
7,3,Lance Bass,0.0983194
7,3,Rocco DiSpirito,0.037918996
7,3,Brooke Burke,0.2617556
7,4,Cloris Leachman,0.095724314
7,4,Susan Lucci,0.091712564
7,4,Cody Linley,0.115602285
7,4,Maurice Greene,0.09154474
7,4,Warren Sapp,0.17269808
7,4,Toni Braxton,0.036312066
7,4,Lance Bass,0.116547756
7,4,Rocco DiSpirito,0.02803373
7,4,Brooke Burke,0.25182456
7,5,Cloris Leachman,0.08906007
7,5,Susan Lucci,0.080097325
7,5,Cody Linley,0.13842739
7,5,Maurice Greene,0.11426794
7,5,Warren Sapp,0.18345518
7,5,Toni Braxton,0.033659954
7,5,Lance Bass,0.09513169
7,5,Brooke Burke,0.2659004
7,6,Cloris Leachman,0.068181954
7,6,Susan Lucci,0.08407843
7,6,Cody Linley,0.13421182
7,6,Maurice Greene,0.11016036
7,6,Warren Sapp,0.20249991
7,6,Lance Bass,0.12749663
7,6,Brooke Burke,0.27337083
7,7,Susan Lucci,0.06786403
7,7,Cody Linley,0.1281979
7,7,Maurice Greene,0.12699902
7,7,Warren Sapp,0.17996973
7,7,Lance Bass,0.14030562
7,7,Brooke Burke,0.35666376
7,8,Cody Linley,0.12820727
7,8,Maurice Greene,0.096650764
7,8,Warren Sapp,0.25971046
7,8,Lance Bass,0.142707
7,8,Brooke Burke,0.37272444
7,9,Cody Linley,0.12329689
7,9,Warren Sapp,0.29072198
7,9,Lance Bass,0.20766327
7,9,Brooke Burke,0.37831792
7,10,Warren Sapp,0.3016507
7,10,Lance Bass,0.19141376
7,10,Brooke Burke,0.50693554
8,1,Gilles Marini,0.15309708
8,1,Denise Richards,0.0044285175
8,1,David Alan Grier,0.024409227
8,1,Lawrence Taylor,0.07497438
8,1,Ty Murray,0.099999614
8,1,Shawn Johnson,0.25651154
8,1,Steve Wozniak,0.027161146
8,1,Belinda Carlisle,0.0040883534
8,1,Chuck Wicks,0.08044952
8,1,Lil' Kim,0.07858982
8,1,Steve-O,0.08413293
8,1,Holly Madison,0.006758765
8,1,Melissa Rycroft,0.1053991
8,2,Gilles Marini,0.15945241
8,2,Denise Richards,0.0049291747
8,2,David Alan Grier,0.021931008
8,2,Lawrence Taylor,0.079835504
8,2,Ty Murray,0.11777816
8,2,Shawn Johnson,0.24634144
8,2,Steve Wozniak,0.0310419
8,2,Belinda Carlisle,0.006216215
8,2,Chuck Wicks,0.07374031
8,2,Lil' Kim,0.07834974
8,2,Steve-O,0.06397737
8,2,Holly Madison,0.0068892012
8,2,Melissa Rycroft,0.10951752
8,3,Gilles Marini,0.14593472
8,3,Denise Richards,0.0066633616
8,3,David Alan Grier,0.026464736
8,3,Lawrence Taylor,0.08211407
8,3,Ty Murray,0.13287444
8,3,Shawn Johnson,0.23257406
8,3,Steve Wozniak,0.030362397
8,3,Chuck Wicks,0.079767644
8,3,Lil' Kim,0.08146843
8,3,Steve-O,0.068495445
8,3,Holly Madison,0.007193109
8,3,Melissa Rycroft,0.10608747
8,4,Gilles Marini,0.15374176
8,4,David Alan Grier,0.02779687
8,4,Lawrence Taylor,0.080901995
8,4,Ty Murray,0.13910362
8,4,Shawn Johnson,0.21449886
8,4,Steve Wozniak,0.026517307
8,4,Chuck Wicks,0.08086365
8,4,Lil' Kim,0.087962404
8,4,Steve-O,0.0701806
8,4,Holly Madison,0.007761754
8,4,Melissa Rycroft,0.11067123
8,5,Gilles Marini,0.17566733
8,5,David Alan Grier,0.028219584
8,5,Lawrence Taylor,0.07787248
8,5,Ty Murray,0.11934765
8,5,Shawn Johnson,0.23648924
8,5,Chuck Wicks,0.08687092
8,5,Lil' Kim,0.09672471
8,5,Steve-O,0.0674617
8,5,Melissa Rycroft,0.111346446
8,6,Gilles Marini,0.16573429
8,6,Lawrence Taylor,0.086660095
8,6,Ty Murray,0.120889165
8,6,Shawn Johnson,0.2509036
8,6,Chuck Wicks,0.0903844
8,6,Lil' Kim,0.105184294
8,6,Steve-O,0.058487058
8,6,Melissa Rycroft,0.121757165
8,7,Gilles Marini,0.17658268
8,7,Lawrence Taylor,0.06401706
8,7,Ty Murray,0.14254288
8,7,Shawn Johnson,0.2870988
8,7,Chuck Wicks,0.09693187
8,7,Lil' Kim,0.097110935
8,7,Melissa Rycroft,0.13571566
8,8,Gilles Marini,0.22273158
8,8,Ty Murray,0.17700088
8,8,Shawn Johnson,0.31340748
8,8,Chuck Wicks,0.075647235
8,8,Lil' Kim,0.10983798
8,8,Melissa Rycroft,0.101374865
8,9,Gilles Marini,0.247595
8,9,Ty Murray,0.1309231
8,9,Shawn Johnson,0.38317254
8,9,Lil' Kim,0.07582907
8,9,Melissa Rycroft,0.16248034
8,10,Gilles Marini,0.28519958
8,10,Ty Murray,0.123600416
8,10,Shawn Johnson,0.42276755
8,10,Melissa Rycroft,0.16843238
8,11,Gilles Marini,0.2709463
8,11,Shawn Johnson,0.5693173
8,11,Melissa Rycroft,0.15973637
9,1,Ashley Hamiliton,0.0014057845
9,1,Debi Mazar,0.0074300123
9,1,Melissa Joan Hart,0.020692091
9,1,Mark Dacascos,0.12021666
9,1,Chuck Liddell,0.014061982
9,1,Natalie Coughlin,0.010331379
9,1,Louie Vito,0.073619165
9,1,Michael Irvin,0.08134817
9,1,Joanna Krupa,0.1037537
9,1,Kathy Ireland,0.0014724869
9,1,Tom DeLay,0.0040239524
9,1,Macy Gray,0.0015143746
9,1,Aaron Carter,0.10856235
9,1,Mya,0.116460614
9,1,Donny Osmond,0.22796038
9,1,Kelly Osbourne,0.10714686
9,2,Debi Mazar,0.008652472
9,2,Melissa Joan Hart,0.020603554
9,2,Mark Dacascos,0.11171417
9,2,Chuck Liddell,0.0149592785
9,2,Natalie Coughlin,0.010640854
9,2,Louie Vito,0.06724827
9,2,Michael Irvin,0.087662734
9,2,Joanna Krupa,0.08616181
9,2,Kathy Ireland,0.0014921692
9,2,Tom DeLay,0.0043630577
9,2,Aaron Carter,0.12054091
9,2,Mya,0.13367435
9,2,Donny Osmond,0.23984098
9,2,Kelly Osbourne,0.09244548
9,3,Debi Mazar,0.010915572
9,3,Melissa Joan Hart,0.022808177
9,3,Mark Dacascos,0.10736783
9,3,Chuck Liddell,0.017981408
9,3,Natalie Coughlin,0.013312786
9,3,Louie Vito,0.07293864
9,3,Michael Irvin,0.08123015
9,3,Joanna Krupa,0.09720094
9,3,Tom DeLay,0.005355782
9,3,Aaron Carter,0.104973376
9,3,Mya,0.14182702
9,3,Donny Osmond,0.22381116
9,3,Kelly Osbourne,0.100277156
9,4,Melissa Joan Hart,0.029435799
9,4,Mark Dacascos,0.1147746
9,4,Chuck Liddell,0.020482723
9,4,Natalie Coughlin,0.013735479
9,4,Louie Vito,0.06563022
9,4,Michael Irvin,0.083024874
9,4,Joanna Krupa,0.103779696
9,4,Aaron Carter,0.09202633
9,4,Mya,0.14066643
9,4,Donny Osmond,0.22830209
9,4,Kelly Osbourne,0.10814177
9,5,Melissa Joan Hart,0.026671512
9,5,Mark Dacascos,0.12097067
9,5,Natalie Coughlin,0.013711059
9,5,Louie Vito,0.061952755
9,5,Michael Irvin,0.08140468
9,5,Joanna Krupa,0.09412477
9,5,Aaron Carter,0.09681326
9,5,Mya,0.13600643
9,5,Donny Osmond,0.26326707
9,5,Kelly Osbourne,0.10507778
9,6,Melissa Joan Hart,0.024382973
9,6,Mark Dacascos,0.11511718
9,6,Louie Vito,0.05257061
9,6,Michael Irvin,0.08136569
9,6,Joanna Krupa,0.11635756
9,6,Aaron Carter,0.11507191
9,6,Mya,0.13955374
9,6,Donny Osmond,0.25318545
9,6,Kelly Osbourne,0.10239482
9,7,Mark Dacascos,0.07357211
9,7,Michael Irvin,0.08246376
9,7,Joanna Krupa,0.13473135
9,7,Aaron Carter,0.12907766
9,7,Mya,0.14275825
9,7,Donny Osmond,0.29873577
9,7,Kelly Osbourne,0.13866106
9,8,Joanna Krupa,0.13499461
9,8,Aaron Carter,0.11595609
9,8,Mya,0.24256949
9,8,Donny Osmond,0.33372056
9,8,Kelly Osbourne,0.17275926
9,9,Joanna Krupa,0.121736616
9,9,Mya,0.31225455
9,9,Donny Osmond,0.36102757
9,9,Kelly Osbourne,0.20498122
9,10,Mya,0.30151328
9,10,Donny Osmond,0.50461334
9,10,Kelly Osbourne,0.19387335
10,1,Aiden Turner,0.008496011
10,1,Shannen Doherty,0.004358343
10,1,Niecy Nash,0.11223406
10,1,Buzz Aldrin,0.017390497
10,1,Chad Ochocinco,0.106962845
10,1,Evan Lysacek,0.18820737
10,1,Pamela Anderson,0.064996585
10,1,Nicole Scherzinger,0.30264568
10,1,Erin Andrews,0.118831106
10,1,Kate Gosselin,0.032383427
10,1,Jake Pavelka,0.043494023
10,2,Aiden Turner,0.012298521
10,2,Shannen Doherty,0.007337411
10,2,Niecy Nash,0.12336944
10,2,Buzz Aldrin,0.044768464
10,2,Chad Ochocinco,0.087712996
10,2,Evan Lysacek,0.17982802
10,2,Pamela Anderson,0.067295834
10,2,Nicole Scherzinger,0.27500132
10,2,Erin Andrews,0.123076126
10,2,Kate Gosselin,0.034851838
10,2,Jake Pavelka,0.044460014
10,3,Aiden Turner,0.010975608
10,3,Niecy Nash,0.12688279
10,3,Buzz Aldrin,0.015935197
10,3,Chad Ochocinco,0.1190012
10,3,Evan Lysacek,0.20862648
10,3,Pamela Anderson,0.06603135
10,3,Nicole Scherzinger,0.24827784
10,3,Erin Andrews,0.12791613
10,3,Kate Gosselin,0.030717213
10,3,Jake Pavelka,0.045636233
10,4,Aiden Turner,0.0101626925
10,4,Niecy Nash,0.111574
10,4,Chad Ochocinco,0.14162189
10,4,Evan Lysacek,0.21402548
10,4,Pamela Anderson,0.074065216
10,4,Nicole Scherzinger,0.25909072
10,4,Erin Andrews,0.11411016
10,4,Kate Gosselin,0.03138394
10,4,Jake Pavelka,0.043965966
10,5,Niecy Nash,0.1079541
10,5,Chad Ochocinco,0.1294792
10,5,Evan Lysacek,0.20947431
10,5,Pamela Anderson,0.06587091
10,5,Nicole Scherzinger,0.28773847
10,5,Erin Andrews,0.12300812
10,5,Kate Gosselin,0.02854176
10,5,Jake Pavelka,0.047933113
10,6,Niecy Nash,0.10460065
10,6,Chad Ochocinco,0.15820853
10,6,Evan Lysacek,0.17377008
10,6,Pamela Anderson,0.063232176
10,6,Nicole Scherzinger,0.31412166
10,6,Erin Andrews,0.14929456
10,6,Jake Pavelka,0.036772344
10,7,Niecy Nash,0.087145746
10,7,Chad Ochocinco,0.16714521
10,7,Evan Lysacek,0.23785433
10,7,Pamela Anderson,0.046722654
10,7,Nicole Scherzinger,0.33453405
10,7,Erin Andrews,0.12659799
10,8,Niecy Nash,0.08562666
10,8,Chad Ochocinco,0.13998398
10,8,Evan Lysacek,0.24181442
10,8,Nicole Scherzinger,0.37313828
10,8,Erin Andrews,0.1594367
10,9,Chad Ochocinco,0.11556519
10,9,Evan Lysacek,0.29013148
10,9,Nicole Scherzinger,0.4183308
10,9,Erin Andrews,0.17597263
10,10,Evan Lysacek,0.2674775
10,10,Nicole Scherzinger,0.5449267
10,10,Erin Andrews,0.18759575
11,1,David Hasselhoff,0.0048701274
11,1,Florence Henderson,0.03005503
11,1,Kyle Massey,0.21638331
11,1,Jennifer Grey,0.2945513
11,1,Rick Fox,0.06979885
11,1,Kurt Warner,0.098815836
11,1,Margaret Cho,0.0073948316
11,1,Michael Bolton,0.004222658
11,1,Brandy,0.0863516
11,1,The Situation,0.008754988
11,1,Audrina Patridge,0.03334564
11,1,Bristol Palin,0.14545585
11,2,Florence Henderson,0.032266043
11,2,Kyle Massey,0.2024376
11,2,Jennifer Grey,0.27881917
11,2,Rick Fox,0.070197314
11,2,Kurt Warner,0.108420596
11,2,Margaret Cho,0.0068829544
11,2,Michael Bolton,0.0033592293
11,2,Brandy,0.08380845
11,2,The Situation,0.009555592
11,2,Audrina Patridge,0.041299704
11,2,Bristol Palin,0.16295333
11,3,Florence Henderson,0.03331946
11,3,Kyle Massey,0.19928606
11,3,Jennifer Grey,0.27182215
11,3,Rick Fox,0.0782231
11,3,Kurt Warner,0.11657895
11,3,Margaret Cho,0.0063399845
11,3,Brandy,0.094802715
11,3,The Situation,0.010079255
11,3,Audrina Patridge,0.049672034
11,3,Bristol Palin,0.13987628
11,4,Florence Henderson,0.035317056
11,4,Kyle Massey,0.18612991
11,4,Jennifer Grey,0.3026868
11,4,Rick Fox,0.073026955
11,4,Kurt Warner,0.10570474
11,4,Brandy,0.10291388
11,4,The Situation,0.009293591
11,4,Audrina Patridge,0.04715213
11,4,Bristol Palin,0.13777496
11,5,Florence Henderson,0.038669
11,5,Kyle Massey,0.16902487
11,5,Jennifer Grey,0.28724483
11,5,Rick Fox,0.081031226
11,5,Kurt Warner,0.123608164
11,5,Brandy,0.12202021
11,5,Audrina Patridge,0.046657708
11,5,Bristol Palin,0.13174404
11,6,Kyle Massey,0.20377232
11,6,Jennifer Grey,0.25983745
11,6,Rick Fox,0.080541834
