season,week,celebrity_name,s_mean,s_p50,s_std,s_p10,s_p90
2,2,Tatum O'Neal,0.00978573,0.009804995,0.0045117424,0.005124385,0.01634508
2,2,Tia Carrere,0.23718055,0.1663427,0.14749682,0.115034245,0.4050278
2,2,George Hamilton,0.19046001,0.16333014,0.10399815,0.06086148,0.30387983
2,2,Lisa Rinna,0.032573547,0.024237756,0.025937544,0.016646573,0.056778185
2,2,Stacy Keibler,0.02293524,0.011643926,0.019318702,0.0072642416,0.056487236
2,2,Jerry Rice,0.083716385,0.08497882,0.04599418,0.025887653,0.13976866
2,2,Giselle Fernandez,0.0042367196,0.0014945945,0.006051962,0.00068018737,0.007235498
2,2,Master P,0.14884037,0.1272839,0.090388805,0.059082393,0.28561187
2,2,Drew Lachey,0.27027145,0.1601077,0.20681137,0.054484278,0.5726323
2,3,Tia Carrere,0.03691991,0.019171987,0.06149932,0.010312621,0.04119391
2,3,George Hamilton,0.10943053,0.10939881,0.031723846,0.07461542,0.15986846
2,3,Lisa Rinna,0.15331236,0.13907075,0.10220099,0.058582176,0.3258031
2,3,Stacy Keibler,0.07732286,0.04209787,0.0679469,0.024046427,0.16680457
2,3,Jerry Rice,0.2315448,0.22741976,0.09276464,0.122525856,0.35469297
2,3,Giselle Fernandez,0.003450088,0.0027995673,0.0029334933,0.00085973006,0.0057839737
2,3,Master P,0.29540616,0.24832721,0.1563556,0.12792946,0.48841766
2,3,Drew Lachey,0.09261326,0.08311839,0.062099073,0.024559725,0.1822047
2,4,Tia Carrere,0.030128919,0.010643305,0.037500985,0.0049607633,0.07609546
2,4,George Hamilton,0.045116942,0.042411596,0.018068612,0.024571562,0.069903634
2,4,Lisa Rinna,0.20530231,0.17782992,0.10014849,0.09803944,0.3362067
2,4,Stacy Keibler,0.04587109,0.042324353,0.020330278,0.028297529,0.06828213
2,4,Jerry Rice,0.19915533,0.19221395,0.10789512,0.08052044,0.2892457
2,4,Master P,0.013859995,0.008637559,0.011859837,0.005255631,0.027437933
2,4,Drew Lachey,0.46056533,0.48318172,0.21552862,0.15928236,0.7304195
2,5,Tia Carrere,0.032406982,0.019686844,0.029620666,0.008879663,0.07812161
2,5,George Hamilton,0.12248365,0.053531893,0.12057198,0.0076772375,0.24689335
2,5,Lisa Rinna,0.1503521,0.119342476,0.07226897,0.06497659,0.24573626
2,5,Stacy Keibler,0.19985424,0.18287274,0.15264097,0.04129321,0.43934447
2,5,Jerry Rice,0.35120654,0.34240988,0.23781645,0.063572705,0.6676052
2,5,Drew Lachey,0.1436965,0.13088155,0.08767088,0.0599785,0.23520435
2,6,George Hamilton,0.010565956,0.0107426755,0.0036698442,0.0059034727,0.015057315
2,6,Lisa Rinna,0.08962699,0.045456603,0.087317646,0.0061170976,0.19986524
2,6,Stacy Keibler,0.101970226,0.089217335,0.08043971,0.039774757,0.14619768
2,6,Jerry Rice,0.335048,0.29112884,0.15302318,0.20101982,0.5386891
2,6,Drew Lachey,0.4627888,0.43094146,0.13467437,0.30184168,0.67916894
2,7,Lisa Rinna,0.051584262,0.03437569,0.049629536,0.005985254,0.119584195
2,7,Stacy Keibler,0.086012654,0.062531315,0.0748162,0.019774627,0.1327713
2,7,Jerry Rice,0.5321965,0.5891011,0.19502759,0.26720777,0.7108361
2,7,Drew Lachey,0.3302066,0.20823942,0.23680809,0.1290648,0.57546365
2,8,Stacy Keibler,0.07849589,0.066065446,0.038724314,0.040198714,0.13345154
2,8,Jerry Rice,0.12737653,0.11955808,0.0798964,0.046071384,0.2269022
2,8,Drew Lachey,0.7941275,0.805353,0.10558523,0.67839575,0.90595835
3,1,Harry Hamlin,0.015853683,0.008782301,0.014133455,0.0019144966,0.032918822
3,1,Vivica A. Fox,0.0050361743,0.0030672122,0.0051283413,0.0008468797,0.008986925
3,1,Monique Coleman,0.017307907,0.013416387,0.013659127,0.004603582,0.033574574
3,1,Joey Lawrence,0.010790627,0.0046990844,0.011294989,0.001803852,0.026678788
3,1,Mario Lopez,0.4722211,0.50617176,0.16985898,0.252741,0.65909725
3,1,Emmitt Smith,0.27460477,0.2520311,0.115688846,0.1319651,0.42568344
3,1,Shanna Moakler,0.0025099802,0.0022789629,0.0012534796,0.0015768998,0.0031413648
3,1,Willa Ford,0.018103408,0.015122326,0.0146998055,0.0059369938,0.030383578
3,1,Sara Evans,0.11143801,0.077807225,0.08318559,0.027514724,0.20628752
3,1,Jerry Springer,0.0659009,0.057287667,0.030426338,0.033258144,0.11230494
3,1,Tucker Carlson,0.006233426,0.0045501026,0.005849589,0.00113116,0.012669675
3,2,Harry Hamlin,0.017989142,0.007435891,0.019217735,0.00406018,0.05215841
3,2,Vivica A. Fox,0.011127657,0.007736383,0.008929233,0.0018056774,0.024780553
3,2,Monique Coleman,0.026358457,0.012709754,0.026631506,0.004376051,0.063855916
3,2,Joey Lawrence,0.017903319,0.015136544,0.011537852,0.0059241015,0.035188984
3,2,Mario Lopez,0.08702765,0.051239062,0.06360687,0.026262315,0.17152534
3,2,Emmitt Smith,0.5203899,0.5554683,0.118389435,0.41683602,0.6431699
3,2,Shanna Moakler,0.0063006687,0.0050724614,0.005071387,0.0020924627,0.011133598
3,2,Willa Ford,0.009133246,0.006948992,0.008746671,0.0012590326,0.018454028
3,2,Sara Evans,0.13870083,0.118918,0.091866486,0.04163487,0.254622
3,2,Jerry Springer,0.16506915,0.1071157,0.14260302,0.040685564,0.30195257
3,3,Harry Hamlin,0.006757338,0.0057782833,0.0033833259,0.0037299406,0.0106326295
3,3,Vivica A. Fox,0.10279941,0.0780922,0.07030288,0.045615915,0.15961546
3,3,Monique Coleman,0.23031859,0.24808985,0.117516726,0.07269373,0.37881765
3,3,Joey Lawrence,0.12362391,0.08628252,0.07699466,0.054339204,0.24155003
3,3,Mario Lopez,0.07210066,0.033674072,0.07096641,0.01977963,0.14709194
3,3,Emmitt Smith,0.079254135,0.08139533,0.051115118,0.016720848,0.14797744
3,3,Willa Ford,0.11856327,0.0859636,0.10360366,0.014441552,0.26782218
3,3,Sara Evans,0.07565854,0.04766473,0.067950256,0.015583148,0.1755631
3,3,Jerry Springer,0.19092411,0.16657795,0.11946367,0.07800431,0.2729933
3,4,Vivica A. Fox,0.013867807,0.01179369,0.008340058,0.005768552,0.025514979
3,4,Monique Coleman,0.111579336,0.11875136,0.038365446,0.06729099,0.16407835
3,4,Joey Lawrence,0.14544491,0.14210619,0.07143469,0.059552576,0.2334928
3,4,Mario Lopez,0.22598262,0.0920369,0.24714409,0.021047667,0.5465411
3,4,Emmitt Smith,0.020499563,0.0131776985,0.016797367,0.004098571,0.042610824
3,4,Willa Ford,0.019732242,0.0112206135,0.019100828,0.0046526985,0.040213577
3,4,Sara Evans,0.17366616,0.14371088,0.14256716,0.033116095,0.30623987
3,4,Jerry Springer,0.28922734,0.28112513,0.112414494,0.13255374,0.39569482
3,5,Monique Coleman,0.07211452,0.04532253,0.048911203,0.02474678,0.1436837
3,5,Joey Lawrence,0.10700685,0.088292,0.07219013,0.052892484,0.135832
3,5,Mario Lopez,0.27161524,0.18752323,0.20681813,0.07720911,0.5520157
3,5,Emmitt Smith,0.26386034,0.2062812,0.21194267,0.044288095,0.5029862
3,5,Willa Ford,0.020909062,0.017592147,0.008886866,0.013418565,0.035876974
3,5,Sara Evans,0.028303163,0.026890207,0.019414145,0.0021836106,0.052133765
3,5,Jerry Springer,0.23619086,0.12794065,0.18030177,0.099809654,0.46284366
3,6,Monique Coleman,0.5164345,0.47487152,0.17158481,0.2983457,0.7378603
3,6,Joey Lawrence,0.1592135,0.112713926,0.13103136,0.044101194,0.388248
3,6,Mario Lopez,0.070438065,0.04878455,0.04356534,0.035103418,0.12441341
3,6,Emmitt Smith,0.19156641,0.112887725,0.16058327,0.07911603,0.36126706
3,6,Jerry Springer,0.062347487,0.050975267,0.041640304,0.01775714,0.13013537
3,7,Monique Coleman,0.2726735,0.2431351,0.17031936,0.06750091,0.4897923
3,7,Joey Lawrence,0.27017063,0.18618095,0.22259924,0.044037953,0.6131193
3,7,Mario Lopez,0.23186095,0.20982642,0.13273944,0.07252938,0.41130587
3,7,Emmitt Smith,0.19158019,0.1739223,0.09643977,0.09316498,0.29296046
3,7,Jerry Springer,0.033714775,0.023885297,0.031719264,0.007626916,0.048414588
3,8,Monique Coleman,0.03497423,0.03738477,0.023471264,0.00817038,0.055988364
3,8,Joey Lawrence,0.3346193,0.34280962,0.114222445,0.1869432,0.47842613
3,8,Mario Lopez,0.19807746,0.16874921,0.09808115,0.08909316,0.3642439
3,8,Emmitt Smith,0.43232897,0.44185352,0.18801823,0.23315912,0.6548246
3,9,Joey Lawrence,0.4220102,0.34856853,0.196578,0.226527,0.59749866
3,9,Mario Lopez,0.1098653,0.07566847,0.09349095,0.01189975,0.25930306
3,9,Emmitt Smith,0.46812442,0.49698287,0.1384133,0.36245695,0.621814
3,10,Mario Lopez,0.28297964,0.28360924,0.1253656,0.1592832,0.38376954
3,10,Emmitt Smith,0.71702033,0.7163908,0.12536561,0.6162305,0.8407168
4,1,John Ratzenberger,0.028947353,0.01964869,0.024363406,0.0072656306,0.062036596
4,1,Ian Ziering,0.10296703,0.077138685,0.07936128,0.017937507,0.20563872
4,1,Clyde Drexler,0.103601396,0.06545973,0.083130926,0.040312458,0.23629506
4,1,Laila Ali,0.08430883,0.075513884,0.03309615,0.042796977,0.11790118
4,1,Apolo Anton Ohno,0.07753629,0.062202886,0.040415652,0.05137624,0.1419202
4,1,Shandi Finnessey,0.0026686087,0.0018480159,0.0016362639,0.0011435809,0.005233975
4,1,Paulina Porizkova,0.003082283,0.0025474182,0.0025216038,0.0011045164,0.005094109
4,1,Heather Mills,0.08304475,0.05953025,0.06796011,0.0310835,0.1913616
4,1,Billy Ray Cyrus,0.044767678,0.034977145,0.0436401,0.005982,0.115389936
4,1,Joey Fatone,0.44946635,0.50873595,0.19505987,0.12970963,0.65705967
4,1,Leeza Gibbons,0.01960947,0.015768116,0.017880358,0.004670763,0.042022564
4,2,John Ratzenberger,0.05572695,0.056735694,0.028914113,0.023430934,0.08119209
4,2,Ian Ziering,0.12992717,0.13546671,0.064678475,0.06336654,0.210764
4,2,Clyde Drexler,0.062635295,0.03675898,0.048327852,0.018809121,0.13187665
4,2,Laila Ali,0.19259642,0.13683304,0.15773042,0.03838662,0.40385333
4,2,Apolo Anton Ohno,0.14412874,0.12378518,0.07568169,0.08348374,0.18655677
4,2,Shandi Finnessey,0.005598745,0.0050568506,0.003034226,0.0020400102,0.008975138
4,2,Paulina Porizkova,0.0013037206,0.000505324,0.0020752656,0.00025554578,0.0019744022
4,2,Heather Mills,0.10151305,0.076108664,0.08825846,0.013694381,0.23861659
4,2,Billy Ray Cyrus,0.01655621,0.009099075,0.017447077,0.0037881301,0.047090605
4,2,Joey Fatone,0.25686726,0.21882074,0.1807402,0.060291786,0.48137185
4,2,Leeza Gibbons,0.03314644,0.036121137,0.024139276,0.00483098,0.06541442
4,3,John Ratzenberger,0.07573783,0.06984949,0.053624857,0.017520288,0.13210638
4,3,Ian Ziering,0.36704564,0.3789851,0.12131789,0.2532771,0.5391301
4,3,Clyde Drexler,0.047356073,0.03381022,0.02959439,0.018930415,0.09579344
4,3,Laila Ali,0.20202927,0.19936192,0.07219822,0.13280793,0.3150273
4,3,Apolo Anton Ohno,0.024336189,0.018567288,0.019205667,0.004817468,0.0520598
4,3,Shandi Finnessey,0.0018572396,0.0017259449,0.0013446637,0.0004438022,0.004143285
4,3,Heather Mills,0.026893241,0.011637108,0.03862236,0.005642621,0.05035053
4,3,Billy Ray Cyrus,0.1888208,0.18180716,0.093792506,0.06330709,0.3044224
4,3,Joey Fatone,0.05989541,0.055151857,0.024211919,0.03167864,0.08585233
4,3,Leeza Gibbons,0.006028311,0.0035183837,0.006846561,0.0009270388,0.014084661
4,4,John Ratzenberger,0.034798365,0.024727188,0.022610154,0.012941561,0.060299933
4,4,Ian Ziering,0.046561092,0.042870604,0.021533292,0.018962286,0.07556669
4,4,Clyde Drexler,0.020939643,0.013726696,0.015479578,0.0030310361,0.04040081
4,4,Laila Ali,0.3084135,0.20021582,0.23692618,0.039167367,0.6341645
4,4,Apolo Anton Ohno,0.36117113,0.23519745,0.2109446,0.16288175,0.7048378
4,4,Heather Mills,0.006718166,0.0050161513,0.007421944,0.0015364535,0.011296552
4,4,Billy Ray Cyrus,0.038777057,0.021966526,0.04036578,0.006161644,0.10326002
4,4,Joey Fatone,0.1796968,0.11508565,0.1290896,0.06235702,0.35609668
4,4,Leeza Gibbons,0.0029242395,0.002229943,0.0023205501,0.0008714246,0.006053071
4,5,John Ratzenberger,0.013415187,0.013368739,0.007886028,0.004143669,0.018869692
4,5,Ian Ziering,0.04862839,0.042662747,0.03736979,0.017118793,0.06900994
4,5,Clyde Drexler,0.005721603,0.0044221263,0.005005334,0.001517227,0.009798095
4,5,Laila Ali,0.09923747,0.06835085,0.080590576,0.02387529,0.19264062
4,5,Apolo Anton Ohno,0.49327275,0.48218256,0.1289031,0.36778817,0.6098231
4,5,Heather Mills,0.0050309054,0.004142439,0.0034610652,0.0017392723,0.00809792
4,5,Billy Ray Cyrus,0.27230084,0.27519983,0.09365645,0.1722265,0.3656028
4,5,Joey Fatone,0.062392864,0.03700175,0.060130667,0.008163657,0.16538292
4,6,John Ratzenberger,0.06058775,0.05222966,0.024932407,0.030903973,0.08862909
4,6,Ian Ziering,0.24161331,0.19880836,0.13354404,0.08279427,0.4122653
4,6,Laila Ali,0.12924813,0.1315647,0.027702158,0.10317065,0.15818837
4,6,Apolo Anton Ohno,0.1482743,0.13474913,0.09544959,0.05780055,0.21634658
4,6,Heather Mills,0.009806645,0.010894731,0.0043187854,0.003675083,0.014046451
4,6,Billy Ray Cyrus,0.12199795,0.12202473,0.10596092,0.02058186,0.17785032
4,6,Joey Fatone,0.28847194,0.30190092,0.13020448,0.1297745,0.47792235
4,7,John Ratzenberger,0.03304735,0.029403113,0.021749182,0.01033958,0.05554572
4,7,Ian Ziering,0.046345115,0.038338028,0.019948067,0.02932059,0.07077589
4,7,Laila Ali,0.21750082,0.19289738,0.13323681,0.06792093,0.3794936
4,7,Apolo Anton Ohno,0.2873388,0.23994893,0.19069417,0.108322866,0.55981827
4,7,Billy Ray Cyrus,0.1882102,0.14342299,0.11969765,0.08190578,0.37482786
4,7,Joey Fatone,0.22755772,0.2304552,0.10135365,0.105799876,0.336707
4,8,Ian Ziering,0.14979245,0.15381324,0.058254473,0.08463632,0.20125732
4,8,Laila Ali,0.20510508,0.17364463,0.10554976,0.084994495,0.34186822
4,8,Apolo Anton Ohno,0.37896004,0.3671459,0.1375483,0.19974995,0.55626696
4,8,Billy Ray Cyrus,0.0694138,0.06895948,0.04675133,0.0087099,0.1195632
4,8,Joey Fatone,0.19672865,0.15901136,0.13367225,0.09194651,0.42740715
4,9,Ian Ziering,0.043678124,0.04108931,0.013917354,0.02621909,0.061915357
4,9,Laila Ali,0.1312792,0.12549514,0.08600813,0.042300742,0.21369262
4,9,Apolo Anton Ohno,0.5097758,0.5056619,0.18425436,0.21733053,0.75238115
4,9,Joey Fatone,0.31526685,0.27245915,0.21057054,0.11105313,0.6458828
4,10,Laila Ali,0.069881104,0.07145557,0.036356885,0.0204213,0.110006034
4,10,Apolo Anton Ohno,0.82453674,0.8182708,0.07536854,0.72557884,0.9303319
4,10,Joey Fatone,0.10558214,0.10425444,0.05825736,0.036884233,0.18425506
5,1,Cameron Mathison,0.31254125,0.2968707,0.09841452,0.20306227,0.45962968
5,1,Jane Seymour,0.038176265,0.01951053,0.04028213,0.0038756693,0.08484722
5,1,Sabrina Bryan,0.044596735,0.031383887,0.044825923,0.0105240885,0.06285774
5,1,Jennie Garth,0.081659585,0.07451436,0.02779999,0.048503906,0.116033204
5,1,Floyd Mayweather Jr. ,0.011146758,0.008641133,0.009775218,0.0030877567,0.021662856
5,1,Josie Maran,5.00936e-05,1.586528e-05,6.61713e-05,7.772395e-06,0.0001668083
5,1,Albert Reed,0.052957043,0.056243777,0.036686767,0.0150943445,0.08009876
5,1,Helio Castroneves,0.08031469,0.057427905,0.05204571,0.039134562,0.16760625
5,1,Mel B,0.29219377,0.3053807,0.10454289,0.13165712,0.38809016
5,1,Wayne Newton,0.04465939,0.021323763,0.046645995,0.010914128,0.08517715
5,1,Marie Osmond,0.0122372955,0.009531666,0.011150005,0.004192151,0.023977093
5,1,Mark Cuban,0.029467164,0.01772387,0.023691582,0.007700022,0.05323703
5,2,Cameron Mathison,0.11529023,0.09243648,0.06428786,0.039330624,0.19871198
5,2,Jane Seymour,0.036169134,0.028466739,0.018370615,0.018310392,0.06566467
5,2,Sabrina Bryan,0.022149058,0.01725008,0.014674851,0.0077747637,0.044366486
5,2,Jennie Garth,0.102095224,0.0855381,0.080534674,0.015368285,0.23272224
5,2,Floyd Mayweather Jr. ,0.028006658,0.012857214,0.025354307,0.00630559,0.07312815
5,2,Albert Reed,0.0056950324,0.0063612284,0.0036060119,0.0011050557,0.009081082
5,2,Helio Castroneves,0.46815202,0.43444446,0.19270796,0.23976378,0.7261282
5,2,Mel B,0.095343865,0.06462759,0.089613825,0.036961176,0.14627513
5,2,Wayne Newton,0.05388777,0.04818102,0.023642927,0.022787482,0.08160248
5,2,Marie Osmond,0.050726086,0.046403017,0.036589716,0.010424601,0.0963191
5,2,Mark Cuban,0.02248493,0.024118345,0.012602497,0.006884617,0.032917544
5,3,Cameron Mathison,0.025531007,0.0161026,0.021069745,0.009364488,0.05655678
5,3,Jane Seymour,0.13855237,0.102408014,0.1251601,0.019464148,0.331233
5,3,Sabrina Bryan,0.010494017,0.0044063507,0.017376516,0.0025577578,0.012951696
5,3,Jennie Garth,0.041375022,0.03609721,0.030252429,0.010167848,0.06611111
5,3,Floyd Mayweather Jr. ,0.011719198,0.009765094,0.010052815,0.0028633815,0.030144854
5,3,Helio Castroneves,0.19701082,0.17467552,0.10804649,0.06733844,0.33478728
5,3,Mel B,0.23365422,0.19747734,0.14607729,0.070972525,0.40355268
5,3,Wayne Newton,0.011108741,0.011085104,0.006833572,0.0020580739,0.019802906
5,3,Marie Osmond,0.28173384,0.22900239,0.23178333,0.053831313,0.6305156
5,3,Mark Cuban,0.04882079,0.03485782,0.030984985,0.021784406,0.10284074
5,4,Cameron Mathison,0.08644443,0.062187716,0.06079002,0.039578106,0.15279797
5,4,Jane Seymour,0.20993471,0.2103849,0.07339348,0.113805205,0.3159077
5,4,Sabrina Bryan,0.055465963,0.028617904,0.052978896,0.014223375,0.11607259
5,4,Jennie Garth,0.27512285,0.30100566,0.16194151,0.05993347,0.4475953
5,4,Floyd Mayweather Jr. ,0.011252783,0.011017676,0.0061744647,0.003404815,0.01905282
5,4,Helio Castroneves,0.12091348,0.08806757,0.10992886,0.046860192,0.18499637
5,4,Mel B,0.05189589,0.03978801,0.042706665,0.018610371,0.06882978
5,4,Marie Osmond,0.034225043,0.031827632,0.01613203,0.018810716,0.057888243
5,4,Mark Cuban,0.15474486,0.10504044,0.12888448,0.041716635,0.3662123
5,5,Cameron Mathison,0.100100756,0.06783773,0.083629645,0.02527245,0.20977557
5,5,Jane Seymour,0.28564182,0.25402123,0.18958372,0.092551075,0.48509276
5,5,Sabrina Bryan,0.006790248,0.0064480817,0.0035670258,0.0024526657,0.01127637
5,5,Jennie Garth,0.110329114,0.0775536,0.08408401,0.032779586,0.23809282
5,5,Helio Castroneves,0.262513,0.23404989,0.13430399,0.09195234,0.4532071
5,5,Mel B,0.10242056,0.077781335,0.072851874,0.037055314,0.18211642
5,5,Marie Osmond,0.125054,0.13342808,0.032251704,0.09207636,0.15860677
5,5,Mark Cuban,0.0071504842,0.003760154,0.009690123,0.001012245,0.010697832
5,6,Cameron Mathison,0.13519062,0.1295065,0.08159589,0.07203257,0.195655
5,6,Jane Seymour,0.05191863,0.053381704,0.024457294,0.021531617,0.07710896
5,6,Sabrina Bryan,0.014075328,0.008345185,0.01431362,0.0010515577,0.03656404
5,6,Jennie Garth,0.21433471,0.19315082,0.12464326,0.062486358,0.3556045
5,6,Helio Castroneves,0.16947685,0.17420855,0.06224622,0.09995787,0.22277604
5,6,Mel B,0.28506285,0.24217837,0.1817548,0.08732684,0.57749784
5,6,Marie Osmond,0.12994109,0.13119215,0.09399212,0.03162504,0.21250841
5,7,Cameron Mathison,0.21235865,0.2141871,0.093039244,0.07733041,0.32833946
5,7,Jane Seymour,0.012962554,0.009812412,0.009512102,0.0058556427,0.017647456
5,7,Jennie Garth,0.23936062,0.2322418,0.114221215,0.0938894,0.39488372
5,7,Helio Castroneves,0.21066606,0.19696942,0.06750751,0.14038365,0.30930257
5,7,Mel B,0.080725424,0.07842325,0.035762403,0.03865909,0.13014372
5,7,Marie Osmond,0.24392675,0.24386878,0.07146645,0.1936428,0.28825325
5,8,Cameron Mathison,0.031671442,0.027594931,0.021989344,0.009827439,0.04825862
5,8,Jennie Garth,0.13313319,0.09528442,0.13793534,0.029054832,0.2767188
5,8,Helio Castroneves,0.2174207,0.19532642,0.14630859,0.06851526,0.4345482
5,8,Mel B,0.3155624,0.28943384,0.090199955,0.22487512,0.45796105
5,8,Marie Osmond,0.30221224,0.30565912,0.15070377,0.11272828,0.5054676
5,9,Jennie Garth,0.0173275,0.014147179,0.012308243,0.0035995492,0.034118794
5,9,Helio Castroneves,0.6008286,0.6484128,0.2435423,0.30275798,0.9188792
5,9,Mel B,0.14726363,0.14225926,0.08287406,0.048784487,0.22710827
5,9,Marie Osmond,0.23458032,0.17172283,0.21175939,0.020409068,0.52595854
5,10,Helio Castroneves,0.47038808,0.44329506,0.16689305,0.31541032,0.6878305
5,10,Mel B,0.4191762,0.44581562,0.21277069,0.100197636,0.6494737
5,10,Marie Osmond,0.11043564,0.10378723,0.08003455,0.026187385,0.21396694
6,1,Cristian de la Fuente,0.11326351,0.09470012,0.059562497,0.053475536,0.17023379
6,1,Steve Guttenberg,0.0007645546,0.00043623062,0.0007129635,0.00022658307,0.0019166158
6,1,Priscilla Presley,0.021233864,0.017119557,0.016137099,0.0053259544,0.04638207
6,1,Marlee Matlin,0.0019697961,0.0013681262,0.0019397755,0.0003300358,0.003352997
6,1,Shannon Elizabeth,0.03660325,0.03300847,0.031288493,0.006185769,0.075646825
6,1,Marissa Jaret Winokur,0.033896785,0.022859173,0.03703553,0.0067527117,0.044181034
6,1,Jason Taylor,0.10195488,0.045328297,0.1408912,0.023618864,0.18110104
6,1,Kristi Yamaguchi,0.40627155,0.40924424,0.26612827,0.1034521,0.7309466
6,1,Monica Seles,0.008237147,0.0024441709,0.010103373,9.297461e-05,0.024627693
6,1,Penn Jillette,0.0018565133,0.0006257625,0.003185579,0.00034082547,0.0025244409
6,1,Adam Carolla,0.008385023,0.0064917533,0.007518919,0.00096965896,0.019984642
6,1,Mario,0.26556316,0.24978632,0.16084814,0.06833185,0.48088786
6,2,Cristian de la Fuente,0.015022881,0.010388447,0.014366944,0.004371777,0.028249545
6,2,Steve Guttenberg,0.012832916,0.009469537,0.009477973,0.00455073,0.027794722
6,2,Priscilla Presley,0.01115461,0.007938952,0.008668608,0.002708341,0.022246918
6,2,Marlee Matlin,0.0066812406,0.0032941625,0.0060469788,0.0011016888,0.015972894
6,2,Shannon Elizabeth,0.054408584,0.047381796,0.035418667,0.014590284,0.11415854
6,2,Marissa Jaret Winokur,0.08081629,0.04655794,0.086386256,0.01665879,0.19093165
6,2,Jason Taylor,0.6319042,0.69330347,0.23608981,0.26283363,0.86332256
6,2,Kristi Yamaguchi,0.14750737,0.052377343,0.19209906,0.017480956,0.5054238
6,2,Monica Seles,0.0010830879,0.00074131886,0.0011535629,0.00014955868,0.002608092
6,2,Penn Jillette,0.0017958339,0.0021595205,0.00079088856,0.00067512045,0.0025674123
6,2,Adam Carolla,0.00038565855,0.00023290527,0.0003311702,5.5765504e-05,0.0008389746
6,2,Mario,0.0364074,0.033515908,0.0174917,0.016016588,0.053869892
6,3,Cristian de la Fuente,0.18565798,0.12751226,0.14525585,0.055466264,0.33169025
6,3,Steve Guttenberg,0.0037511382,0.00161222,0.005891604,0.00056590454,0.009554376
6,3,Priscilla Presley,0.019767104,0.00452058,0.02512391,0.0018262167,0.060237467
6,3,Marlee Matlin,0.036891676,0.018428585,0.03703784,0.004756861,0.08931165
6,3,Shannon Elizabeth,0.24118239,0.23926982,0.16245884,0.06447452,0.50778633
6,3,Marissa Jaret Winokur,0.19447593,0.1397549,0.14094684,0.057813294,0.38888472
6,3,Jason Taylor,0.058736887,0.040963884,0.04754849,0.024532728,0.111904204
6,3,Kristi Yamaguchi,0.23288995,0.21295248,0.112483904,0.10590401,0.36608112
