season,week,celebrity_name,s_hat,p10,p50,p90,certainty_interval_width,q_iw,elim_week,placement
2,4,Stacy Keibler,0.11132340725948717,0.11132340725948717,0.11132340725948717,0.11221803106263745,0.0008946238031502796,0.10366400216772796,12,3
2,4,Jerry Rice,0.19698644588253925,0.19698644588253925,0.19698644588253925,0.19712273765313687,0.0001362917705976241,0.17949600325159196,12,2
2,4,Giselle Fernandez,0.0,0.0,0.0,0.0,0.0,0.02987400081289798,3,8
2,4,Master P,0.13904732420159918,0.13456756111998402,0.13904732420159918,0.13904732420159918,0.004479763081615157,0.1541417152147406,4,7
2,4,Drew Lachey,0.2860991415680512,0.28609858722834897,0.2860991415680512,0.2860991415680512,5.543397022522711e-07,0.2629920065031839,12,1
2,4,Kenny Mayne,0.0,0.0,0.0,0.0,0.0,0.023899200650318385,1,10
2,5,Tatum O'Neal,0.0,0.0,0.0,0.0,0.0,0.026554667389242653,2,9
2,5,Tia Carrere,0.0951705825159101,0.0951705825159101,0.0951705825159101,0.0951705825159101,0.0,0.08427644552830843,5,6
2,5,George Hamilton,0.14180899583621578,0.14180899583621578,0.14180899583621578,0.14180899583621578,0.0,0.12557617907841456,6,5
2,5,Lisa Rinna,0.1176610584855709,0.1176610584855709,0.1176610584855709,0.1176610584855709,0.0,0.10419244607024042,7,4
2,5,Stacy Keibler,0.1401515344552317,0.1401515344552317,0.1401515344552317,0.1401515344552317,0.0,0.12410844661217241,12,3
2,5,Jerry Rice,0.18513248639455332,0.18513248639455332,0.18513248639455332,0.18513248639455332,0.0,0.16394044769603638,12,2
2,5,Giselle Fernandez,0.0,0.0,0.0,0.0,0.0,0.029874000812897983,3,8
2,5,Master P,0.0,0.0,0.0,0.0,0.0,0.03414171521474055,4,7
2,5,Drew Lachey,0.3200753422125181,0.3200753422125181,0.3200753422125181,0.3200753422125181,0.0,0.2834364509476283,12,1
2,5,Kenny Mayne,0.0,0.0,0.0,0.0,0.0,0.02389920065031839,1,10
2,6,Tatum O'Neal,0.0,0.0,0.0,0.0,0.0,0.026554667389242646,2,9
2,6,Tia Carrere,0.0,0.0,0.0,0.0,0.0,0.03983200108386397,5,6
2,6,George Hamilton,0.12746671791871872,0.12746671791871872,0.12746671791871872,0.12746671791871872,0.0,0.10779840130063678,6,5
2,6,Lisa Rinna,0.14159657806052675,0.14159657806052675,0.14159657806052675,0.14159657806052675,0.0,0.11974800162579596,7,4
2,6,Stacy Keibler,0.16514634496354016,0.16514634496354016,0.16514634496354016,0.16514634496354016,0.0,0.13966400216772795,12,3
2,6,Jerry Rice,0.212245878769567,0.212245878769567,0.212245878769567,0.212245878769567,0.0,0.17949600325159193,12,2
2,6,Giselle Fernandez,0.0,0.0,0.0,0.0,0.0,0.029874000812897976,3,8
2,6,Master P,0.0,0.0,0.0,0.0,0.0,0.03414171521474054,4,7
2,6,Drew Lachey,0.3535444801876474,0.3535444801876474,0.3535444801876474,0.3535444801876474,0.0,0.2989920065031838,12,1
2,6,Kenny Mayne,0.0,0.0,0.0,0.0,0.0,0.02389920065031838,1,10
2,7,Tatum O'Neal,0.0,0.0,0.0,0.0,0.0,0.02655466738924265,2,9
2,7,Tia Carrere,0.0,0.0,0.0,0.0,0.0,0.03983200108386398,5,6
2,7,George Hamilton,0.0,0.0,0.0,0.0,0.0,0.04779840130063677,6,5
2,7,Lisa Rinna,0.16887830470523538,0.16887830470523538,0.16887830470523538,0.16887830470523538,0.0,0.134748001625796,7,4
2,7,Stacy Keibler,0.19383882632670146,0.19383882632670146,0.19383882632670146,0.19383882632670146,0.0,0.154664002167728,12,3
2,7,Jerry Rice,0.2437598695696335,0.2437598695696335,0.2437598695696335,0.2437598695696335,0.0,0.19449600325159194,12,2
2,7,Giselle Fernandez,0.0,0.0,0.0,0.0,0.0,0.02987400081289798,3,8
2,7,Master P,0.0,0.0,0.0,0.0,0.0,0.03414171521474055,4,7
2,7,Drew Lachey,0.3935229992984298,0.3935229992984298,0.3935229992984298,0.3935229992984298,0.0,0.3139920065031839,12,1
2,7,Kenny Mayne,0.0,0.0,0.0,0.0,0.0,0.023899200650318385,1,10
2,8,Tatum O'Neal,0.0,0.0,0.0,0.0,0.0,0.02655466738924265,2,9
2,8,Tia Carrere,0.0,0.0,0.0,0.0,0.0,0.03983200108386398,5,6
2,8,George Hamilton,0.0,0.0,0.0,0.0,0.0,0.04779840130063677,6,5
2,8,Lisa Rinna,0.0,0.0,0.0,0.0,0.0,0.05974800162579596,7,4
2,8,Stacy Keibler,0.24339702290024226,0.24339702290024226,0.24339702290024226,0.24339702290024226,0.0,0.17966400216772796,12,3
2,8,Jerry Rice,0.2973588091400969,0.2973588091400969,0.2973588091400969,0.2973588091400969,0.0,0.21949600325159194,12,2
2,8,Giselle Fernandez,0.0,0.0,0.0,0.0,0.0,0.02987400081289798,3,8
2,8,Master P,0.0,0.0,0.0,0.0,0.0,0.03414171521474055,4,7
2,8,Drew Lachey,0.4592441678596608,0.4592441678596608,0.4592441678596608,0.4592441678596608,0.0,0.3389920065031839,12,1
2,8,Kenny Mayne,0.0,0.0,0.0,0.0,0.0,0.023899200650318385,1,10
3,1,Harry Hamlin,0.053028004351678634,0.053028004351678634,0.053028004351678634,0.053028004351678634,0.0,0.053028004356981434,3,9
3,1,Vivica A. Fox,0.05624741398688846,0.05624741398688846,0.05624741398688846,0.05624741398688846,0.0,0.05624741399251321,4,8
3,1,Monique Coleman,0.08522210070377692,0.08522210070377692,0.08522210070377692,0.08522210070377692,0.0,0.08522210071229913,8,4
3,1,Joey Lawrence,0.10453855851503589,0.10453855851503589,0.10453855851503589,0.10453855851503589,0.0,0.10453855852548975,12,3
3,1,Mario Lopez,0.14317147413755382,0.14317147413755382,0.14317147413755382,0.14317147413755382,0.0,0.14317147415187098,12,2
3,1,Emmitt Smith,0.2590702210051077,0.2590702210051077,0.2590702210051077,0.2590702210051077,0.0,0.2590702210310147,12,1
3,1,Shanna Moakler,0.050452476643510775,0.050452476643510775,0.050452476643510775,0.050452476643510775,0.0,0.050452476648556024,2,10
3,1,Willa Ford,0.060386654946443956,0.060386654946443956,0.060386654946443956,0.060386654946443956,0.0,0.06038665495248262,5,7
3,1,Sara Evans,0.06590564289251795,0.06590564289251795,0.06590564289251795,0.06590564289251795,0.0,0.06590564289910851,6,6
3,1,Jerry Springer,0.07363222601702155,0.07363222601702155,0.07363222601702155,0.07363222601702155,0.0,0.07363222602438477,7,5
3,1,Tucker Carlson,0.048345226700464344,0.048345226700464344,0.048345226700464344,0.048345226700464344,0.0,0.048345226705298866,1,11
3,2,Harry Hamlin,0.06717073229586874,0.06717073229586874,0.06717073229586874,0.06717073229586874,0.0,0.06575527708425416,3,9
3,2,Vivica A. Fox,0.05002892112694825,0.05002892112694825,0.05002892112694825,0.05002892112694825,0.0,0.04897468671978593,4,8
3,2,Monique Coleman,0.07962732008917323,0.07962732008917323,0.07962732008917323,0.07962732008917323,0.0,0.07794937343957185,8,4
3,2,Joey Lawrence,0.09935958606398987,0.09935958606398987,0.09935958606398987,0.09935958606398987,0.0,0.09726583125276247,12,3
3,2,Mario Lopez,0.13882411801362315,0.13882411801362315,0.13882411801362315,0.13882411801362315,0.0,0.13589874687914372,12,2
3,2,Emmitt Smith,0.25721771386252307,0.25721771386252307,0.25721771386252307,0.25721771386252307,0.0,0.2517974937582874,12,1
3,2,Shanna Moakler,0.054324502416864894,0.054324502416864894,0.054324502416864894,0.054324502416864894,0.0,0.05317974937582875,2,10
3,2,Willa Ford,0.054257263835837524,0.054257263835837524,0.054257263835837524,0.054257263835837524,0.0,0.05311392767975535,5,7
3,2,Sara Evans,0.10075609844380312,0.10075609844380312,0.10075609844380312,0.10075609844380312,0.0,0.09863291562638124,6,6
3,2,Jerry Springer,0.09843374375136814,0.09843374375136814,0.09843374375136814,0.09843374375136814,0.0,0.09635949875165749,7,5
3,2,Tucker Carlson,0.0,0.0,0.0,0.0,0.0,0.021072499432571584,1,11
3,3,Harry Hamlin,0.06349387109413733,0.062028787555812204,0.06313618424299383,0.06337654904943063,0.0013477614936184268,0.06325527708425417,3,9
3,3,Vivica A. Fox,0.056473778418763575,0.056473778418689044,0.056473778418744625,0.05647377841878505,9.600653605446041e-14,0.05397468671978593,4,8
3,3,Monique Coleman,0.0867900273251969,0.08679002732512238,0.08679002732517796,0.08679002732521839,9.600653605446041e-14,0.08294937343957186,8,4
3,3,Joey Lawrence,0.10700085992948581,0.10700085992941129,0.10700085992946687,0.1070008599295073,9.600653605446041e-14,0.10226583125276249,12,3
3,3,Mario Lopez,0.1605012898886637,0.16050128988858914,0.16050128988864473,0.16050128988868517,9.603429163007604e-14,0.15339874687914373,12,2
3,3,Emmitt Smith,0.26868752076379704,0.2686875207637225,0.2686875207637781,0.2686875207638185,9.603429163007604e-14,0.2567974937582875,12,1
3,3,Shanna Moakler,0.0,0.0,0.0,0.0,0.0,0.023179749375828746,2,10
3,3,Willa Ford,0.06349487109413733,0.0636121931389337,0.06385255794535027,0.06495995463247634,0.0013477614935426402,0.05811392767975535,5,7
3,3,Sara Evans,0.0796579594714513,0.07965795947141087,0.07965795947146392,0.07965795947158014,1.6926737789191293e-13,0.07613291562638126,6,6
3,3,Jerry Springer,0.11389982201436703,0.11389982201432661,0.11389982201437966,0.11389982201449587,1.6926737789191293e-13,0.10885949875165751,7,5
3,3,Tucker Carlson,0.0,0.0,0.0,0.0,0.0,0.021072499432571588,1,11
3,4,Harry Hamlin,0.0,0.0,0.0,0.0,0.0,0.025755277084254156,3,9
3,4,Vivica A. Fox,0.05850528291568788,0.05898816196814283,0.05961403766836934,0.061175128247395544,0.0021869662792527167,0.05897468671978594,4,8
3,4,Monique Coleman,0.09456998404946557,0.09456998404939453,0.09456998404940872,0.09456998404940874,1.4210854715202004e-14,0.08794937343957186,8,4
3,4,Joey Lawrence,0.11534053687549775,0.11534053687542671,0.11534053687544091,0.11534053687544092,1.4210854715202004e-14,0.1072658312527625,12,3
3,4,Mario Lopez,0.1568816425275621,0.15688164252749107,0.15688164252750525,0.15688164252750528,1.4210854715202004e-14,0.14589874687914373,12,2
3,4,Emmitt Smith,0.3298924478219734,0.32989244782190236,0.32989244782191657,0.32989244782191657,1.4210854715202004e-14,0.30679749375828747,12,1
3,4,Shanna Moakler,0.0,0.0,0.0,0.0,0.0,0.023179749375828746,2,10
3,4,Willa Ford,0.06786498755885277,0.06786498755878173,0.06786498755879593,0.06786498755879594,1.4210854715202004e-14,0.06311392767975536,5,7
3,4,Sara Evans,0.07870830311770809,0.0760384577863415,0.07759954836545298,0.07822542406562831,0.0021869662792868144,0.06863291562638126,6,6
3,4,Jerry Springer,0.0982368151332524,0.09823681513318136,0.09823681513319556,0.09823681513319557,1.4210854715202004e-14,0.09135949875165751,7,5
3,4,Tucker Carlson,0.0,0.0,0.0,0.0,0.0,0.021072499432571588,1,11
3,5,Harry Hamlin,0.0,0.0,0.0,0.0,0.0,0.025755277084254152,3,9
3,5,Vivica A. Fox,0.0,0.0,0.0,0.0,0.0,0.028974686719785925,4,8
3,5,Monique Coleman,0.09761114004838928,0.09761114004838928,0.09761114004838928,0.09761114004838928,0.0,0.08794937343957185,8,4
3,5,Joey Lawrence,0.11904962670387004,0.11904962670387004,0.11904962670387004,0.11904962670387004,0.0,0.10726583125276248,12,3
3,5,Mario Lopez,0.16192660001483147,0.16192660001483147,0.16192660001483147,0.16192660001483147,0.0,0.1458987468791437,12,2
3,5,Emmitt Smith,0.2905575199477159,0.2905575199477159,0.2905575199477159,0.2905575199477159,0.0,0.2617974937582874,12,1
3,5,Shanna Moakler,0.0,0.0,0.0,0.0,0.0,0.023179749375828743,2,10
3,5,Willa Ford,0.07004737149134263,0.07004737149134263,0.07004737149134263,0.07004737149134263,0.0,0.06311392767975535,5,7
3,5,Sara Evans,0.1427640135568027,0.1427640135568027,0.1427640135568027,0.1427640135568027,0.0,0.12863291562638124,6,6
3,5,Jerry Springer,0.11804372813704794,0.11804372813704794,0.11804372813704794,0.11804372813704794,0.0,0.1063594987516575,7,5
3,5,Tucker Carlson,0.0,0.0,0.0,0.0,0.0,0.021072499432571584,1,11
3,6,Harry Hamlin,0.0,0.0,0.0,0.0,0.0,0.025755277084254156,3,9
3,6,Vivica A. Fox,0.0,0.0,0.0,0.0,0.0,0.02897468671978593,4,8
3,6,Monique Coleman,0.12437941394236922,0.12437941394236922,0.12437941394236922,0.12437941394236922,0.0,0.10794937343957187,8,4
3,6,Joey Lawrence,0.14663586273585913,0.14663586273585913,0.14663586273585913,0.14663586273585913,0.0,0.1272658312527625,12,3
3,6,Mario Lopez,0.19114876032283887,0.19114876032283887,0.19114876032283887,0.19114876032283887,0.0,0.16589874687914372,12,2
3,6,Emmitt Smith,0.32468745308377817,0.32468745308377817,0.32468745308377817,0.32468745308377817,0.0,0.28179749375828744,12,1
3,6,Shanna Moakler,0.0,0.0,0.0,0.0,0.0,0.023179749375828746,2,10
3,6,Willa Ford,0.0,0.0,0.0,0.0,0.0,0.03311392767975535,5,7
3,6,Sara Evans,0.10212296514887932,0.10212296514887932,0.10212296514887932,0.10212296514887932,0.0,0.08863291562638125,6,6
3,6,Jerry Springer,0.1110255446662753,0.1110255446662753,0.1110255446662753,0.1110255446662753,0.0,0.0963594987516575,7,5
3,6,Tucker Carlson,0.0,0.0,0.0,0.0,0.0,0.021072499432571588,1,11
3,7,Harry Hamlin,0.0,0.0,0.0,0.0,0.0,0.025755277084254152,3,9
3,7,Vivica A. Fox,0.0,0.0,0.0,0.0,0.0,0.028974686719785925,4,8
3,7,Monique Coleman,0.14223261320029554,0.14223261320029554,0.14223261320029554,0.14223261320029554,0.0,0.11794937343957186,8,4
3,7,Joey Lawrence,0.1655259143211441,0.1655259143211441,0.1655259143211441,0.1655259143211441,0.0,0.13726583125276248,12,3
3,7,Mario Lopez,0.21211251656284127,0.21211251656284127,0.21211251656284127,0.21211251656284127,0.0,0.1758987468791437,12,2
3,7,Emmitt Smith,0.3518723232879328,0.3518723232879328,0.3518723232879328,0.3518723232879328,0.0,0.2917974937582874,12,1
3,7,Shanna Moakler,0.0,0.0,0.0,0.0,0.0,0.023179749375828743,2,10
3,7,Willa Ford,0.0,0.0,0.0,0.0,0.0,0.033113927679755344,5,7
3,7,Sara Evans,0.0,0.0,0.0,0.0,0.0,0.038632915626381235,6,6
3,7,Jerry Springer,0.12825663252778638,0.12825663252778638,0.12825663252778638,0.12825663252778638,0.0,0.1063594987516575,7,5
3,7,Tucker Carlson,0.0,0.0,0.0,0.0,0.0,0.021072499432571584,1,11
3,8,Harry Hamlin,0.0,0.0,0.0,0.0,0.0,0.025755277084254152,3,9
3,8,Vivica A. Fox,0.0,0.0,0.0,0.0,0.0,0.028974686719785925,4,8
3,8,Monique Coleman,0.16981406290500467,0.16981406290500467,0.16981406290500467,0.16981406290500467,0.0,0.13294937343957186,8,4
3,8,Joey Lawrence,0.19448665892654174,0.19448665892654174,0.19448665892654174,0.19448665892654174,0.0,0.1522658312527625,12,3
3,8,Mario Lopez,0.24383185096961574,0.24383185096961574,0.24383185096961574,0.24383185096961574,0.0,0.1908987468791437,12,2
3,8,Emmitt Smith,0.3918674270988379,0.3918674270988379,0.3918674270988379,0.3918674270988379,0.0,0.3067974937582874,12,1
3,8,Shanna Moakler,0.0,0.0,0.0,0.0,0.0,0.023179749375828743,2,10
3,8,Willa Ford,0.0,0.0,0.0,0.0,0.0,0.033113927679755344,5,7
3,8,Sara Evans,0.0,0.0,0.0,0.0,0.0,0.038632915626381235,6,6
3,8,Jerry Springer,0.0,0.0,0.0,0.0,0.0,0.046359498751657485,7,5
3,8,Tucker Carlson,0.0,0.0,0.0,0.0,0.0,0.021072499432571584,1,11
3,9,Harry Hamlin,0.0,0.0,0.0,0.0,0.0,0.025755277084254156,3,9
3,9,Vivica A. Fox,0.0,0.0,0.0,0.0,0.0,0.02897468671978593,4,8
3,9,Monique Coleman,0.0,0.0,0.0,0.0,0.0,0.05794937343957186,8,4
3,9,Joey Lawrence,0.24451738664458775,0.24451738664458775,0.24451738664458775,0.24451738664458775,0.0,0.1772658312527625,12,3
3,9,Mario Lopez,0.29780695463783513,0.29780695463783513,0.29780695463783513,0.29780695463783513,0.0,0.21589874687914373,12,2
3,9,Emmitt Smith,0.45767565861757714,0.45767565861757714,0.45767565861757714,0.45767565861757714,0.0,0.33179749375828743,12,1
3,9,Shanna Moakler,0.0,0.0,0.0,0.0,0.0,0.023179749375828746,2,10
3,9,Willa Ford,0.0,0.0,0.0,0.0,0.0,0.03311392767975535,5,7
3,9,Sara Evans,0.0,0.0,0.0,0.0,0.0,0.03863291562638124,6,6
3,9,Jerry Springer,0.0,0.0,0.0,0.0,0.0,0.04635949875165749,7,5
3,9,Tucker Carlson,0.0,0.0,0.0,0.0,0.0,0.021072499432571588,1,11
3,10,Harry Hamlin,0.0,0.0,0.0,0.0,0.0,0.025755277084254156,3,9
3,10,Vivica A. Fox,0.0,0.0,0.0,0.0,0.0,0.02897468671978593,4,8
3,10,Monique Coleman,0.0,0.0,0.0,0.0,0.0,0.05794937343957186,8,4
3,10,Joey Lawrence,0.24451738664458775,0.24451738664458775,0.24451738664458775,0.24451738664458775,0.0,0.1772658312527625,12,3
3,10,Mario Lopez,0.29780695463783513,0.29780695463783513,0.29780695463783513,0.29780695463783513,0.0,0.21589874687914373,12,2
3,10,Emmitt Smith,0.45767565861757714,0.45767565861757714,0.45767565861757714,0.45767565861757714,0.0,0.33179749375828743,12,1
3,10,Shanna Moakler,0.0,0.0,0.0,0.0,0.0,0.023179749375828746,2,10
3,10,Willa Ford,0.0,0.0,0.0,0.0,0.0,0.03311392767975535,5,7
3,10,Sara Evans,0.0,0.0,0.0,0.0,0.0,0.03863291562638124,6,6
3,10,Jerry Springer,0.0,0.0,0.0,0.0,0.0,0.04635949875165749,7,5
3,10,Tucker Carlson,0.0,0.0,0.0,0.0,0.0,0.021072499432571588,1,11
4,1,John Ratzenberger,0.06590564289251796,0.06590564289251796,0.06590564289251796,0.06590564289251796,0.0,0.06590564289910852,7,6
4,1,Ian Ziering,0.08522210070377693,0.08522210070377693,0.08522210070377693,0.08522210070377693,0.0,0.08522210071229915,9,4
4,1,Clyde Drexler,0.05624741398688847,0.05624741398688847,0.05624741398688847,0.05624741398688847,0.0,0.056247413992513214,5,8
4,1,Laila Ali,0.1045385585150359,0.1045385585150359,0.1045385585150359,0.1045385585150359,0.0,0.10453855852548977,12,3
4,1,Apolo Anton Ohno,0.25907022100510774,0.25907022100510774,0.25907022100510774,0.25907022100510774,0.0,0.25907022103101474,12,1
4,1,Shandi Finnessey,0.05045247664351078,0.05045247664351078,0.05045247664351078,0.05045247664351078,0.0,0.05045247664855603,3,10
4,1,Paulina Porizkova,0.048345226700464344,0.048345226700464344,0.048345226700464344,0.048345226700464344,0.0,0.04834522670529887,2,11
