season,week,celebrity_name,s_share
34,6,Corey Feldman,0.0
34,6,Danielle Fishel,0.05301844202065932
34,6,Elaine Hendrix,0.1154923572065164
34,6,Baron Davis,0.0
34,6,Jordan Chiles,0.10749461128924903
34,6,Andy Richter,0.06001420983920154
34,6,Robert Irwin,0.18971343806167024
34,6,Hilaria Baldwin,0.0
34,6,Lauren Jauregui,0.0
34,6,Scott Hoying,0.03622972928460183
34,6,Alix Earle,0.11928535753964582
34,6,Jen Affleck,0.07161688477627594
34,6,Whitney Leavitt,0.12094074898543936
34,6,Dylan Efron,0.1261942209967404
34,7,Corey Feldman,0.0
34,7,Danielle Fishel,0.052400881837663435
34,7,Elaine Hendrix,0.11194220823852917
34,7,Baron Davis,0.0
34,7,Jordan Chiles,0.10833513711900002
34,7,Andy Richter,0.05704580422742012
34,7,Robert Irwin,0.1949627975603846
34,7,Hilaria Baldwin,0.0
34,7,Lauren Jauregui,0.0
34,7,Scott Hoying,0.028519918275657107
34,7,Alix Earle,0.12419042972970938
34,7,Jen Affleck,0.07032397164146945
34,7,Whitney Leavitt,0.12509788786567722
34,7,Dylan Efron,0.12718096350448949
34,8,Corey Feldman,0.0
34,8,Danielle Fishel,0.056102597252420894
34,8,Elaine Hendrix,0.11659066619464438
34,8,Baron Davis,0.0
34,8,Jordan Chiles,0.11403645624923602
34,8,Andy Richter,0.05962572809996108
34,8,Robert Irwin,0.20132732945144144
34,8,Hilaria Baldwin,0.0
34,8,Lauren Jauregui,0.0
34,8,Scott Hoying,0.0
34,8,Alix Earle,0.1298319870964195
34,8,Jen Affleck,0.05842885162886446
34,8,Whitney Leavitt,0.13160413713187316
34,8,Dylan Efron,0.13245224689513915
34,9,Corey Feldman,0.0
34,9,Danielle Fishel,0.05114502318097119
34,9,Elaine Hendrix,0.12292176689183956
34,9,Baron Davis,0.0
34,9,Jordan Chiles,0.12248247122703164
34,9,Andy Richter,0.0637840896013847
34,9,Robert Irwin,0.2142597494547277
34,9,Hilaria Baldwin,0.0
34,9,Lauren Jauregui,0.0
34,9,Scott Hoying,0.0
34,9,Alix Earle,0.13922502444767393
34,9,Jen Affleck,0.0
34,9,Whitney Leavitt,0.142655441815647
34,9,Dylan Efron,0.14352643338072427
34,10,Corey Feldman,0.0
34,10,Danielle Fishel,0.0
34,10,Elaine Hendrix,0.13184573481351666
34,10,Baron Davis,0.0
34,10,Jordan Chiles,0.13140098275311893
34,10,Andy Richter,0.057838629119047705
34,10,Robert Irwin,0.22604571041254623
34,10,Hilaria Baldwin,0.0
34,10,Lauren Jauregui,0.0
34,10,Scott Hoying,0.0
34,10,Alix Earle,0.14892163312810408
34,10,Jen Affleck,0.0
34,10,Whitney Leavitt,0.1524080064266586
34,10,Dylan Efron,0.15153930334700783
34,11,Corey Feldman,0.0
34,11,Danielle Fishel,0.0
34,11,Elaine Hendrix,0.14534004010075308
34,11,Baron Davis,0.0
34,11,Jordan Chiles,0.14556107929996326
34,11,Andy Richter,0.0
34,11,Robert Irwin,0.24323914957953008
34,11,Hilaria Baldwin,0.0
34,11,Lauren Jauregui,0.0
34,11,Scott Hoying,0.0
34,11,Alix Earle,0.16402565894946053
34,11,Jen Affleck,0.0
34,11,Whitney Leavitt,0.13587704647464954
34,11,Dylan Efron,0.16595702559564357
33,1,Tori Spelling,0.05811971534002776
33,1,Eric Roberts,0.05895133721403479
33,1,Reginald VelJohnson,0.06383450364314781
33,1,Chandler Kinney,0.05790015176092951
33,1,Dwight Howard ,0.06832511558908967
33,1,Danny Amendola,0.07973511272537641
33,1,Stephen Nedoroscik,0.040091813263261354
33,1,Ilona Maher,0.11985471853217228
33,1,Anna Delvey,0.04095183141186377
33,1,Brooks Nader,0.06413329934028107
33,1,Phaedra Parks,0.06333770196055062
33,1,Jenn Tran,0.06194769842677028
33,1,Joey Graziadei,0.22281700079249459
33,2,Tori Spelling,0.055829994240961495
33,2,Eric Roberts,0.05042163599197775
33,2,Reginald VelJohnson,0.054598254399852726
33,2,Chandler Kinney,0.06430575583989172
33,2,Dwight Howard ,0.07160446496431137
33,2,Danny Amendola,0.08117160500081208
33,2,Stephen Nedoroscik,0.04201606998266565
33,2,Ilona Maher,0.12201399781906526
33,2,Anna Delvey,0.03711991874820536
33,2,Brooks Nader,0.06342097223801287
33,2,Phaedra Parks,0.06447878167437188
33,2,Jenn Tran,0.05950716768265839
33,2,Joey Graziadei,0.23351138141721348
33,3,Tori Spelling,0.046093455058866
33,3,Eric Roberts,0.04883525191546355
33,3,Reginald VelJohnson,0.052151316125298004
33,3,Chandler Kinney,0.06745882254839226
33,3,Dwight Howard ,0.0708111389910899
33,3,Danny Amendola,0.08253260973176094
33,3,Stephen Nedoroscik,0.04301816337369327
33,3,Ilona Maher,0.12234919534540928
33,3,Anna Delvey,0.030646345747853243
33,3,Brooks Nader,0.064708575029215
33,3,Phaedra Parks,0.06465591813826331
33,3,Jenn Tran,0.06092642796754858
33,3,Joey Graziadei,0.2458127800271467
33,4,Tori Spelling,0.0
33,4,Eric Roberts,0.04658746512836098
33,4,Reginald VelJohnson,0.04935547451737523
33,4,Chandler Kinney,0.07541147506581297
33,4,Dwight Howard ,0.07738971422653372
33,4,Danny Amendola,0.0929052122578747
33,4,Stephen Nedoroscik,0.05095773915652966
33,4,Ilona Maher,0.13102180129351365
33,4,Anna Delvey,0.0
33,4,Brooks Nader,0.0726251547339408
33,4,Phaedra Parks,0.07257180718436615
33,4,Jenn Tran,0.06879340025272805
33,4,Joey Graziadei,0.2623807561829641
33,5,Tori Spelling,0.0
33,5,Eric Roberts,0.0
33,5,Reginald VelJohnson,0.0
33,5,Chandler Kinney,0.08894694227954139
33,5,Dwight Howard ,0.08839808114044018
33,5,Danny Amendola,0.10548895056462042
33,5,Stephen Nedoroscik,0.06186162693459898
33,5,Ilona Maher,0.14501054417007403
33,5,Anna Delvey,0.0
33,5,Brooks Nader,0.06634798719357396
33,5,Phaedra Parks,0.0835611300895303
33,5,Jenn Tran,0.08092933573507463
33,5,Joey Graziadei,0.2794554018925461
33,6,Tori Spelling,0.0
33,6,Eric Roberts,0.0
33,6,Reginald VelJohnson,0.0
33,6,Chandler Kinney,0.10087837737488999
33,6,Dwight Howard ,0.09954325539377748
33,6,Danny Amendola,0.11447601595070409
33,6,Stephen Nedoroscik,0.07058275964238675
33,6,Ilona Maher,0.14958253761304552
33,6,Anna Delvey,0.0
33,6,Brooks Nader,0.0
33,6,Phaedra Parks,0.0745687209037289
33,6,Jenn Tran,0.09185423805744744
33,6,Joey Graziadei,0.29851409506401994
33,7,Tori Spelling,0.0
33,7,Eric Roberts,0.0
33,7,Reginald VelJohnson,0.0
33,7,Chandler Kinney,0.11681039257862887
33,7,Dwight Howard ,0.1099219967775291
33,7,Danny Amendola,0.12634777895846822
33,7,Stephen Nedoroscik,0.08303245442443143
33,7,Ilona Maher,0.16245480382761557
33,7,Anna Delvey,0.0
33,7,Brooks Nader,0.0
33,7,Phaedra Parks,0.0
33,7,Jenn Tran,0.08414061573500835
33,7,Joey Graziadei,0.3172919576983185
33,8,Tori Spelling,0.0
33,8,Eric Roberts,0.0
33,8,Reginald VelJohnson,0.0
33,8,Chandler Kinney,0.13464114033534397
33,8,Dwight Howard ,0.10304843801532039
33,8,Danny Amendola,0.14234635543445084
33,8,Stephen Nedoroscik,0.09806021296858271
33,8,Ilona Maher,0.18094706162800914
33,8,Anna Delvey,0.0
33,8,Brooks Nader,0.0
33,8,Phaedra Parks,0.0
33,8,Jenn Tran,0.0
33,8,Joey Graziadei,0.34095679161829295
33,9,Tori Spelling,0.0
33,9,Eric Roberts,0.0
33,9,Reginald VelJohnson,0.0
33,9,Chandler Kinney,0.169621641577164
33,9,Dwight Howard ,0.0
33,9,Danny Amendola,0.14434618795599177
33,9,Stephen Nedoroscik,0.12302965139355039
33,9,Ilona Maher,0.18815263987127878
33,9,Anna Delvey,0.0
33,9,Brooks Nader,0.0
33,9,Phaedra Parks,0.0
33,9,Jenn Tran,0.0
33,9,Joey Graziadei,0.3748498792020151
32,1,Jamie Lynn Spears,0.03657966587765262
32,1,Mira Sorvino,0.04813513179974525
32,1,Barry Williams,0.05301643820334045
32,1,Alyson Hannigan,0.03979320931710431
32,1,Xochitl Gomez,0.12723481617640253
32,1,Adrian Peterson,0.051322913980346004
32,1,Matt Walsh,0.031851840334884314
32,1,Tyson Beckford,0.03161638896072147
32,1,Jason Mraz,0.11767460268315727
32,1,Lele Pons,0.08962901916201897
32,1,Harry Jowsey,0.037427779430128885
32,1,Mauricio Umansky,0.04240787841158863
32,1,Charity Lawson,0.12989637778081428
32,1,Ariana Madix,0.16341393788209507
32,2,Jamie Lynn Spears,0.027221722202359147
32,2,Mira Sorvino,0.04166774598248917
32,2,Barry Williams,0.03670182412889515
32,2,Alyson Hannigan,0.03707950671673379
32,2,Xochitl Gomez,0.17263471393998842
32,2,Adrian Peterson,0.0355227567769123
32,2,Matt Walsh,0.01
32,2,Tyson Beckford,0.027296603811563628
32,2,Jason Mraz,0.1596474977740349
32,2,Lele Pons,0.09722903389134338
32,2,Harry Jowsey,0.025848670467947962
32,2,Mauricio Umansky,0.023418642773762245
32,2,Charity Lawson,0.1410048779391171
32,2,Ariana Madix,0.16472640359485288
32,3,Jamie Lynn Spears,0.010000000000000002
32,3,Mira Sorvino,0.034004074780395806
32,3,Barry Williams,0.02847876602358584
32,3,Alyson Hannigan,0.027322332331914372
32,3,Xochitl Gomez,0.19019152815670334
32,3,Adrian Peterson,0.02361373544152551
32,3,Matt Walsh,0.0
32,3,Tyson Beckford,0.016390468207767517
32,3,Jason Mraz,0.19484712311508828
32,3,Lele Pons,0.08310766027509518
32,3,Harry Jowsey,0.019116440623710786
32,3,Mauricio Umansky,0.016462272975263988
32,3,Charity Lawson,0.15543896356541717
32,3,Ariana Madix,0.2010266345035322
32,4,Jamie Lynn Spears,0.0
32,4,Mira Sorvino,0.02823785563982205
32,4,Barry Williams,0.01934810272438406
32,4,Alyson Hannigan,0.018561852306791245
32,4,Xochitl Gomez,0.23335709181596173
32,4,Adrian Peterson,0.019642572955797594
32,4,Matt Walsh,0.0
32,4,Tyson Beckford,0.010000000000000002
32,4,Jason Mraz,0.1963745545232789
32,4,Lele Pons,0.07355027647017176
32,4,Harry Jowsey,0.01592224015320034
32,4,Mauricio Umansky,0.011972758375224664
32,4,Charity Lawson,0.1567096086783266
32,4,Ariana Madix,0.21632308635704117
32,5,Jamie Lynn Spears,0.0
32,5,Mira Sorvino,0.022804064068431138
32,5,Barry Williams,0.01767063818058652
32,5,Alyson Hannigan,0.014180324547157206
32,5,Xochitl Gomez,0.26474468180251765
32,5,Adrian Peterson,0.009999999999999998
32,5,Matt Walsh,0.0
32,5,Tyson Beckford,0.0
32,5,Jason Mraz,0.21033192969703093
32,5,Lele Pons,0.06639125659492671
32,5,Harry Jowsey,0.010161500981575118
32,5,Mauricio Umansky,0.011041174583885656
32,5,Charity Lawson,0.177949213077438
32,5,Ariana Madix,0.19472521646645088
32,6,Jamie Lynn Spears,0.0
32,6,Mira Sorvino,0.01
32,6,Barry Williams,0.013286206157230562
32,6,Alyson Hannigan,0.010180712874336228
32,6,Xochitl Gomez,0.29543523161238794
32,6,Adrian Peterson,0.0
32,6,Matt Walsh,0.0
32,6,Tyson Beckford,0.0
32,6,Jason Mraz,0.20967256168782988
32,6,Lele Pons,0.061306913515410774
32,6,Harry Jowsey,0.01
32,6,Mauricio Umansky,0.01
32,6,Charity Lawson,0.17082601962462546
32,6,Ariana Madix,0.20929235452817904
32,7,Jamie Lynn Spears,0.0
32,7,Mira Sorvino,0.0
32,7,Barry Williams,0.011300828103204912
32,7,Alyson Hannigan,0.01
32,7,Xochitl Gomez,0.3042724868208247
32,7,Adrian Peterson,0.0
32,7,Matt Walsh,0.0
32,7,Tyson Beckford,0.0
32,7,Jason Mraz,0.20774480418753175
32,7,Lele Pons,0.06189461546280583
32,7,Harry Jowsey,0.01
32,7,Mauricio Umansky,0.01
32,7,Charity Lawson,0.16924236988980682
32,7,Ariana Madix,0.21554489553582595
32,8,Jamie Lynn Spears,0.0
32,8,Mira Sorvino,0.0
32,8,Barry Williams,0.011359110892759056
32,8,Alyson Hannigan,0.01051656203552048
32,8,Xochitl Gomez,0.33511813715590516
32,8,Adrian Peterson,0.0
32,8,Matt Walsh,0.0
32,8,Tyson Beckford,0.0
32,8,Jason Mraz,0.18041511608166078
32,8,Lele Pons,0.017446824337696298
32,8,Harry Jowsey,0.01
32,8,Mauricio Umansky,0.0
32,8,Charity Lawson,0.1806159547535509
32,8,Ariana Madix,0.25452829474290745
32,9,Jamie Lynn Spears,0.0
32,9,Mira Sorvino,0.0
32,9,Barry Williams,0.010000000000000002
32,9,Alyson Hannigan,0.010000000000000002
32,9,Xochitl Gomez,0.35464704033114647
32,9,Adrian Peterson,0.0
32,9,Matt Walsh,0.0
32,9,Tyson Beckford,0.0
32,9,Jason Mraz,0.20406408764662418
32,9,Lele Pons,0.0
32,9,Harry Jowsey,0.010000000000000002
32,9,Mauricio Umansky,0.0
32,9,Charity Lawson,0.1740480738136101
32,9,Ariana Madix,0.23724079820861924
32,10,Jamie Lynn Spears,0.0
32,10,Mira Sorvino,0.0
32,10,Barry Williams,0.0
32,10,Alyson Hannigan,0.01
32,10,Xochitl Gomez,0.3676930848457607
32,10,Adrian Peterson,0.0
32,10,Matt Walsh,0.0
32,10,Tyson Beckford,0.0
32,10,Jason Mraz,0.1991495723314943
32,10,Lele Pons,0.0
32,10,Harry Jowsey,0.01
32,10,Mauricio Umansky,0.0
32,10,Charity Lawson,0.17690213992409612
32,10,Ariana Madix,0.23625520289864885
32,11,Jamie Lynn Spears,0.0
32,11,Mira Sorvino,0.0
32,11,Barry Williams,0.0
32,11,Alyson Hannigan,0.010000000000000002
32,11,Xochitl Gomez,0.3965132553425326
32,11,Adrian Peterson,0.0
32,11,Matt Walsh,0.0
32,11,Tyson Beckford,0.0
32,11,Jason Mraz,0.21507153562706227
32,11,Lele Pons,0.0
32,11,Harry Jowsey,0.0
32,11,Mauricio Umansky,0.0
32,11,Charity Lawson,0.162077819399199
32,11,Ariana Madix,0.2163373896312061
31,1,Jason Lewis,0.03578859260037003
31,1,Cheryl Ladd,0.0403724283303539
31,1,Selma Blair,0.05192631863090399
31,1,Joseph Baena,0.053650897437402686
31,1,Trevor Donovan,0.032485097561238636
31,1,Daniel Durant,0.12511179220671662
31,1,Wayne Brady,0.0677477911246217
31,1,Sam Champion,0.05077030972570215
31,1,Jessie James Decker,0.058658640415381554
31,1,Jordin Sparks,0.09771463548487147
31,1,Heidi D'Amelio,0.06223740125326019
31,1,Charli D'Amelio,0.09885416022122212
31,1,Teresa Giudice,0.0299791135386148
31,1,Vinny Guadagnino,0.07158498447767069
31,1,Shangela,0.036990825604240225
31,1,Gabby Windey,0.08612701138742931
31,2,Jason Lewis,0.018003066730311074
31,2,Cheryl Ladd,0.03432557136581056
31,2,Selma Blair,0.05258930691432823
31,2,Joseph Baena,0.04916674637313543
31,2,Trevor Donovan,0.03458611697113666
31,2,Daniel Durant,0.12991581353709236
31,2,Wayne Brady,0.07582640875658904
31,2,Sam Champion,0.04891161566392331
31,2,Jessie James Decker,0.05511633486247605
31,2,Jordin Sparks,0.09651963499501323
31,2,Heidi D'Amelio,0.06303204005896838
31,2,Charli D'Amelio,0.11064207165714567
31,2,Teresa Giudice,0.026795348322498174
31,2,Vinny Guadagnino,0.07070953638237942
31,2,Shangela,0.03746311951253984
31,2,Gabby Windey,0.09639726789665247
31,3,Jason Lewis,0.0
31,3,Cheryl Ladd,0.031561316893919895
31,3,Selma Blair,0.05246257221925016
31,3,Joseph Baena,0.050284339486247345
31,3,Trevor Donovan,0.03409839444285649
31,3,Daniel Durant,0.1371554467836544
31,3,Wayne Brady,0.08442446725171349
31,3,Sam Champion,0.04557081870825908
31,3,Jessie James Decker,0.05242249926185685
31,3,Jordin Sparks,0.0975595604052251
31,3,Heidi D'Amelio,0.06877736215474071
31,3,Charli D'Amelio,0.12258392500382186
31,3,Teresa Giudice,0.01420554747262947
31,3,Vinny Guadagnino,0.06241143374010136
31,3,Shangela,0.03951130622218301
31,3,Gabby Windey,0.10697100995354074
31,4,Jason Lewis,0.0
31,4,Cheryl Ladd,0.01681661268758539
31,4,Selma Blair,0.05389141901652463
31,4,Joseph Baena,0.047549492127245345
31,4,Trevor Donovan,0.03254660426155346
31,4,Daniel Durant,0.13077640464001244
31,4,Wayne Brady,0.09360976424283367
31,4,Sam Champion,0.04055573542725252
31,4,Jessie James Decker,0.05273702552889123
31,4,Jordin Sparks,0.10357878814719709
31,4,Heidi D'Amelio,0.07333533769407169
31,4,Charli D'Amelio,0.13541844184167462
31,4,Teresa Giudice,0.0
31,4,Vinny Guadagnino,0.06003207384350449
31,4,Shangela,0.04083984946000817
31,4,Gabby Windey,0.1183124510816453
31,5,Jason Lewis,0.0
31,5,Cheryl Ladd,0.0
31,5,Selma Blair,0.058463552044346855
31,5,Joseph Baena,0.04739461826499948
31,5,Trevor Donovan,0.03341845901545113
31,5,Daniel Durant,0.12482130565998623
31,5,Wayne Brady,0.10232300325308974
31,5,Sam Champion,0.021960775506986087
31,5,Jessie James Decker,0.0533572586664015
31,5,Jordin Sparks,0.10265991881578089
31,5,Heidi D'Amelio,0.07768616256514088
31,5,Charli D'Amelio,0.15001202781972459
31,5,Teresa Giudice,0.0
31,5,Vinny Guadagnino,0.055469946700208835
31,5,Shangela,0.043475997029316364
31,5,Gabby Windey,0.12895697465856756
31,6,Jason Lewis,0.0
31,6,Cheryl Ladd,0.0
31,6,Selma Blair,0.03849520921801207
31,6,Joseph Baena,0.031428110822025276
31,6,Trevor Donovan,0.0361559900407431
31,6,Daniel Durant,0.12991198523165262
31,6,Wayne Brady,0.10683446839601332
31,6,Sam Champion,0.0
31,6,Jessie James Decker,0.055051183270524856
31,6,Jordin Sparks,0.1071800577844736
31,6,Heidi D'Amelio,0.08387008652785394
31,6,Charli D'Amelio,0.1693430987194795
31,6,Teresa Giudice,0.0
31,6,Vinny Guadagnino,0.054057759059011716
31,6,Shangela,0.047786765613496575
31,6,Gabby Windey,0.13988528531671343
31,7,Jason Lewis,0.0
31,7,Cheryl Ladd,0.0
31,7,Selma Blair,0.0
31,7,Joseph Baena,0.0
31,7,Trevor Donovan,0.046328494486644556
31,7,Daniel Durant,0.14102753113137456
31,7,Wayne Brady,0.12020701077901659
31,7,Sam Champion,0.0
31,7,Jessie James Decker,0.03489951686986427
31,7,Jordin Sparks,0.11377578424838995
31,7,Heidi D'Amelio,0.09130037093247714
31,7,Charli D'Amelio,0.18933192863446652
31,7,Teresa Giudice,0.0
31,7,Vinny Guadagnino,0.057886600093422905
31,7,Shangela,0.056428906338306335
31,7,Gabby Windey,0.14881385648603715
31,8,Jason Lewis,0.0
31,8,Cheryl Ladd,0.0
31,8,Selma Blair,0.0
31,8,Joseph Baena,0.0
31,8,Trevor Donovan,0.051763740298721994
31,8,Daniel Durant,0.14940057648633864
31,8,Wayne Brady,0.13905684696650628
31,8,Sam Champion,0.0
31,8,Jessie James Decker,0.0
31,8,Jordin Sparks,0.07055613394350903
31,8,Heidi D'Amelio,0.0928256266248619
31,8,Charli D'Amelio,0.2165224041394257
31,8,Teresa Giudice,0.0
31,8,Vinny Guadagnino,0.055419511289031234
31,8,Shangela,0.06482404723154189
31,8,Gabby Windey,0.15963111302006336
31,9,Jason Lewis,0.0
31,9,Cheryl Ladd,0.0
31,9,Selma Blair,0.0
31,9,Joseph Baena,0.0
31,9,Trevor Donovan,0.06071734798374804
31,9,Daniel Durant,0.1622344033812286
31,9,Wayne Brady,0.1551319409691075
31,9,Sam Champion,0.0
31,9,Jessie James Decker,0.0
31,9,Jordin Sparks,0.0
31,9,Heidi D'Amelio,0.07027942899099679
31,9,Charli D'Amelio,0.2460404185163046
31,9,Teresa Giudice,0.0
31,9,Vinny Guadagnino,0.04441611334726744
31,9,Shangela,0.07725689713124938
31,9,Gabby Windey,0.1839234496800977
31,10,Jason Lewis,0.0
31,10,Cheryl Ladd,0.0
31,10,Selma Blair,0.0
31,10,Joseph Baena,0.0
31,10,Trevor Donovan,0.05897191762750039
31,10,Daniel Durant,0.13396139633349816
31,10,Wayne Brady,0.18794762902953968
31,10,Sam Champion,0.0
31,10,Jessie James Decker,0.0
31,10,Jordin Sparks,0.0
31,10,Heidi D'Amelio,0.0
31,10,Charli D'Amelio,0.2917591345704474
31,10,Teresa Giudice,0.0
31,10,Vinny Guadagnino,0.0
31,10,Shangela,0.10394987172126229
31,10,Gabby Windey,0.22341005071775222
30,1,Martin Kove,0.04798159635331534
30,1,Brian Austin Green,0.05230364025254182
30,1,Melora Hardin,0.05614240302621295
30,1,Matt James,0.04965269853395005
30,1,"Mike ""The Miz"" Mizanin",0.07138811103137413
30,1,Suni Lee,0.12086354019411794
30,1,Iman Shumpert,0.1510749910710644
30,1,Cody Rigsby,0.1325924344685468
30,1,Melanie C,0.033451385378241626
30,1,Jimmie Allen,0.031395719945815984
30,1,Olivia Jade,0.05946363234362803
30,1,JoJo Siwa,0.07424612742580132
30,1,Christine Chiu,0.026960600721093613
30,1,Kenya Moore,0.039032275719203834
30,1,Amanda Kloots,0.05345084353509216
30,2,Martin Kove,0.03196647604342194
30,2,Brian Austin Green,0.04680318028590083
30,2,Melora Hardin,0.058223208601127285
30,2,Matt James,0.04282238804329316
30,2,"Mike ""The Miz"" Mizanin",0.07135355338779374
30,2,Suni Lee,0.1300516512908065
30,2,Iman Shumpert,0.1455348056405732
30,2,Cody Rigsby,0.1231055450206821
30,2,Melanie C,0.03874944737726262
30,2,Jimmie Allen,0.03255933934167977
30,2,Olivia Jade,0.06166753262248689
30,2,JoJo Siwa,0.08923611064245202
30,2,Christine Chiu,0.025031589918069936
30,2,Kenya Moore,0.03623954560506975
30,2,Amanda Kloots,0.06665562617938033
30,3,Martin Kove,0.01859321332870417
30,3,Brian Austin Green,0.04488714473963444
30,3,Melora Hardin,0.0620392180295592
30,3,Matt James,0.04216463934341644
30,3,"Mike ""The Miz"" Mizanin",0.07405508672014458
30,3,Suni Lee,0.13146927533978828
30,3,Iman Shumpert,0.13957688015083225
30,3,Cody Rigsby,0.1149988085273917
30,3,Melanie C,0.040216549136454866
30,3,Jimmie Allen,0.03205923030761133
30,3,Olivia Jade,0.06746175625211485
30,3,JoJo Siwa,0.09762065205204376
30,3,Christine Chiu,0.025304445998710987
30,3,Kenya Moore,0.03663457366402951
30,3,Amanda Kloots,0.0729185264095637
30,4,Martin Kove,0.0
30,4,Brian Austin Green,0.04191981918057376
30,4,Melora Hardin,0.06867012653535451
30,4,Matt James,0.04115741807903261
30,4,"Mike ""The Miz"" Mizanin",0.07633812153032186
30,4,Suni Lee,0.13794146556904036
30,4,Iman Shumpert,0.14029250348841357
30,4,Cody Rigsby,0.11101740591775244
30,4,Melanie C,0.042428868896800115
30,4,Jimmie Allen,0.03381026489375234
30,4,Olivia Jade,0.07267559491870454
30,4,JoJo Siwa,0.10453808509693346
30,4,Christine Chiu,0.01554947031703459
30,4,Kenya Moore,0.03653818938390497
30,4,Amanda Kloots,0.07712266619238084
30,5,Martin Kove,0.0
30,5,Brian Austin Green,0.029874130875182738
30,5,Melora Hardin,0.07298299408325733
30,5,Matt James,0.029345879041546903
30,5,"Mike ""The Miz"" Mizanin",0.07738148405524549
30,5,Suni Lee,0.1453445488645981
30,5,Iman Shumpert,0.13491315362165265
30,5,Cody Rigsby,0.1119924466142086
30,5,Melanie C,0.045571105867553315
30,5,Jimmie Allen,0.035743420188756723
30,5,Olivia Jade,0.0771671476435886
30,5,JoJo Siwa,0.1156060439264905
30,5,Christine Chiu,0.0
30,5,Kenya Moore,0.03941764132914734
30,5,Amanda Kloots,0.08466000388877154
30,6,Martin Kove,0.0
30,6,Brian Austin Green,0.0
30,6,Melora Hardin,0.07686925157231073
30,6,Matt James,0.0
30,6,"Mike ""The Miz"" Mizanin",0.08118369799392387
30,6,Suni Lee,0.15198041463094045
30,6,Iman Shumpert,0.149480398078876
30,6,Cody Rigsby,0.11835122782135357
30,6,Melanie C,0.0312814993692829
30,6,Jimmie Allen,0.04262775570317601
30,6,Olivia Jade,0.08323660518106665
30,6,JoJo Siwa,0.12890947536038136
30,6,Christine Chiu,0.0
30,6,Kenya Moore,0.04275040214138507
30,6,Amanda Kloots,0.09332927214730347
30,7,Martin Kove,0.0
30,7,Brian Austin Green,0.0
30,7,Melora Hardin,0.0834915338326433
30,7,Matt James,0.0
30,7,"Mike ""The Miz"" Mizanin",0.08132566232461105
30,7,Suni Lee,0.15359743583797356
30,7,Iman Shumpert,0.15112177543186123
30,7,Cody Rigsby,0.12349800208412022
30,7,Melanie C,0.0
30,7,Jimmie Allen,0.04775443541566532
