param,value,season,alpha,mean_sq_rank_diff,weekly_elim_match_rate,elim_week_mae,objective
judge_scale,0.3,10,1.4291666666666667,0.0,1.0,0.0,-0.0476931182498339
judge_scale,0.3,9,0.012499999999999983,0.25,1.0,0.0,0.195137713744463
judge_scale,0.3,8,0.36666666666666664,0.0,1.0,0.0,-0.050973200383969026
judge_scale,0.3,7,0.5791666666666666,0.0,1.0,0.0,-0.050763356758376475
judge_scale,0.3,6,0.22499999999999998,0.0,1.0,0.0,-0.04951373384370737
judge_scale,0.3,5,0.7916666666666667,0.0,1.0,0.0,-0.04939397285798547
judge_scale,0.3,4,1.1458333333333333,0.0,1.0,0.0,-0.047624065542434445
judge_scale,0.3,3,0.08333333333333331,0.18181818181818182,1.0,0.0,0.13418927080808674
judge_scale,0.3,2,0.15416666666666662,0.0,1.0,0.0,-0.043571116824927925
judge_scale,0.3,1,0.15416666666666662,0.0,1.0,0.0,-0.03564124983154057
judge_scale,0.5,34,0.15416666666666662,0.0,1.0,0.0,-0.050779514129717616
judge_scale,0.5,33,0.15416666666666662,0.46153846153846156,1.0,0.0,0.41270746302406214
judge_scale,0.5,32,0.8625,0.0,1.0,0.0,-0.05210347235852167
judge_scale,0.5,31,0.36666666666666664,0.25,1.0,0.0,0.19578804148020582
judge_scale,0.5,30,0.29583333333333334,0.13333333333333333,1.0,0.0,0.08215546591422979
judge_scale,0.5,29,0.08333333333333331,0.26666666666666666,1.0,0.0,0.21481860296214622
judge_scale,0.5,28,0.29583333333333334,0.0,1.0,0.0,-0.048129005395892224
judge_scale,0.5,27,0.012499999999999983,0.15384615384615385,1.0,0.0,0.1033753716876441
judge_scale,0.5,26,0.36666666666666664,0.4,1.0,0.0,0.3542887847990073
judge_scale,0.5,25,1.3583333333333334,0.3076923076923077,1.0,0.0,0.25660919451936537
judge_scale,0.5,24,-0.2,0.16666666666666666,1.0,0.0,0.11767224269635779
judge_scale,0.5,23,1.3583333333333334,0.15384615384615385,1.0,0.0,0.10308460034872184
judge_scale,0.5,22,0.22499999999999998,0.16666666666666666,1.0,0.0,0.11764110224313332
judge_scale,0.5,21,-0.05833333333333335,0.6153846153846154,1.0,0.0,0.5653760716373164
judge_scale,0.5,20,0.5083333333333333,0.16666666666666666,1.0,0.0,0.11715874911067589
judge_scale,0.5,19,0.15416666666666662,0.0,1.0,0.0,-0.050504032541851006
judge_scale,0.5,18,0.22499999999999998,0.0,1.0,0.0,-0.048725176024614875
judge_scale,0.5,17,0.43749999999999994,0.0,1.0,0.0,-0.04927084529007538
judge_scale,0.5,16,0.36666666666666664,0.0,1.0,0.0,-0.049109081812987246
judge_scale,0.5,15,0.012499999999999983,0.0,1.0,0.0,-0.05055255749481969
judge_scale,0.5,14,-0.05833333333333335,0.16666666666666666,1.0,0.0,0.11767342582413867
judge_scale,0.5,13,0.012499999999999983,0.0,1.0,0.0,-0.048973853119547314
judge_scale,0.5,12,0.15416666666666662,0.0,1.0,0.0,-0.047411924080981147
judge_scale,0.5,11,1.4291666666666667,0.0,1.0,0.0,-0.04946650858275248
judge_scale,0.5,10,1.1458333333333333,0.0,1.0,0.0,-0.04748782745233238
judge_scale,0.5,9,0.012499999999999983,0.25,1.0,0.0,0.195137713744463
judge_scale,0.5,8,0.08333333333333331,0.0,1.0,0.0,-0.05061964353617339
judge_scale,0.5,7,-0.05833333333333335,0.0,1.0,0.0,-0.05074653828550362
judge_scale,0.5,6,0.36666666666666664,0.0,1.0,0.0,-0.049407217455533003
judge_scale,0.5,5,0.7916666666666667,0.0,1.0,0.0,-0.04939397285798547
judge_scale,0.5,4,0.36666666666666664,0.0,1.0,0.0,-0.04774025755256961
judge_scale,0.5,3,0.08333333333333331,0.18181818181818182,1.0,0.0,0.13418927080808674
judge_scale,0.5,2,-0.05833333333333335,0.0,1.0,0.0,-0.042994458568292857
judge_scale,0.5,1,0.08333333333333331,0.0,1.0,0.0,-0.03561394429815645
judge_scale,0.7,34,0.29583333333333334,0.14285714285714285,1.0,0.0,0.09093379918794525
judge_scale,0.7,33,0.08333333333333331,0.6153846153846154,1.0,0.0,0.5665494856407588
judge_scale,0.7,32,0.5791666666666666,0.0,1.0,0.0,-0.052063915499982766
judge_scale,0.7,31,0.36666666666666664,0.25,1.0,0.0,0.19578804148020582
judge_scale,0.7,30,0.08333333333333331,0.13333333333333333,1.0,0.0,0.08142430546977272
judge_scale,0.7,29,0.15416666666666662,0.13333333333333333,1.0,0.0,0.08197059944534597
judge_scale,0.7,28,0.29583333333333334,0.0,1.0,0.0,-0.048129005395892224
judge_scale,0.7,27,0.012499999999999983,0.15384615384615385,1.0,0.0,0.1033753716876441
judge_scale,0.7,26,1.2166666666666666,0.4,1.0,0.0,0.3543711582995099
judge_scale,0.7,25,1.3583333333333334,0.3076923076923077,1.0,0.0,0.25660919451936537
judge_scale,0.7,24,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11774924037532322
judge_scale,0.7,23,1.0041666666666667,0.15384615384615385,1.0,0.0,0.10307941849601546
judge_scale,0.7,22,0.22499999999999998,0.16666666666666666,1.0,0.0,0.11764110224313332
judge_scale,0.7,21,0.012499999999999983,0.6153846153846154,1.0,0.0,0.5653915528179185
judge_scale,0.7,20,0.5083333333333333,0.16666666666666666,1.0,0.0,0.11715874911067589
judge_scale,0.7,19,0.15416666666666662,0.0,1.0,0.0,-0.050504032541851006
judge_scale,0.7,18,0.012499999999999983,0.0,1.0,0.0,-0.04856056522013896
judge_scale,0.7,17,0.43749999999999994,0.0,1.0,0.0,-0.04927084529007538
judge_scale,0.7,16,0.36666666666666664,0.0,1.0,0.0,-0.049109081812987246
judge_scale,0.7,15,0.012499999999999983,0.0,1.0,0.0,-0.05055255749481969
judge_scale,0.7,14,0.08333333333333331,0.16666666666666666,1.0,0.0,0.1178635041032532
judge_scale,0.7,13,0.15416666666666662,0.0,1.0,0.0,-0.04893183673839012
judge_scale,0.7,12,0.15416666666666662,0.0,1.0,0.0,-0.047411924080981147
judge_scale,0.7,11,1.4291666666666667,0.0,1.0,0.0,-0.04946650858275248
judge_scale,0.7,10,1.1458333333333333,0.0,1.0,0.0,-0.04748782745233238
judge_scale,0.7,9,0.012499999999999983,0.25,1.0,0.0,0.195137713744463
judge_scale,0.7,8,0.08333333333333331,0.0,1.0,0.0,-0.05061964353617339
judge_scale,0.7,7,-0.05833333333333335,0.0,1.0,0.0,-0.05074653828550362
judge_scale,0.7,6,0.29583333333333334,0.0,1.0,0.0,-0.04937591900121418
judge_scale,0.7,5,0.8625,0.0,1.0,0.0,-0.04918176194529873
judge_scale,0.7,4,0.36666666666666664,0.0,1.0,0.0,-0.04774025755256961
judge_scale,0.7,3,0.08333333333333331,0.18181818181818182,1.0,0.0,0.13418927080808674
judge_scale,0.7,2,-0.05833333333333335,0.0,1.0,0.0,-0.042994458568292857
judge_scale,0.7,1,0.15416666666666662,0.0,1.0,0.0,-0.03523387593596027
alpha_penalty,0.0,34,0.15416666666666662,0.0,1.0,0.0,-0.050779514129717616
alpha_penalty,0.0,33,0.15416666666666662,0.46153846153846156,1.0,0.0,0.41270746302406214
alpha_penalty,0.0,32,0.8625,0.0,1.0,0.0,-0.05210347235852167
alpha_penalty,0.0,31,0.36666666666666664,0.25,1.0,0.0,0.19578804148020582
alpha_penalty,0.0,30,0.29583333333333334,0.13333333333333333,1.0,0.0,0.08215546591422979
alpha_penalty,0.0,29,0.08333333333333331,0.26666666666666666,1.0,0.0,0.21481860296214622
alpha_penalty,0.0,28,0.29583333333333334,0.0,1.0,0.0,-0.048129005395892224
alpha_penalty,0.0,27,0.012499999999999983,0.15384615384615385,1.0,0.0,0.1033753716876441
alpha_penalty,0.0,26,0.36666666666666664,0.4,1.0,0.0,0.3542887847990073
alpha_penalty,0.0,25,1.3583333333333334,0.3076923076923077,1.0,0.0,0.25660919451936537
alpha_penalty,0.0,24,-0.2,0.16666666666666666,1.0,0.0,0.11767224269635779
alpha_penalty,0.0,23,1.3583333333333334,0.15384615384615385,1.0,0.0,0.10308460034872184
alpha_penalty,0.0,22,0.22499999999999998,0.16666666666666666,1.0,0.0,0.11764110224313332
alpha_penalty,0.0,21,-0.05833333333333335,0.6153846153846154,1.0,0.0,0.5653760716373164
alpha_penalty,0.0,20,0.5083333333333333,0.16666666666666666,1.0,0.0,0.11715874911067589
alpha_penalty,0.0,19,0.15416666666666662,0.0,1.0,0.0,-0.050504032541851006
alpha_penalty,0.0,18,0.22499999999999998,0.0,1.0,0.0,-0.048725176024614875
alpha_penalty,0.0,17,0.43749999999999994,0.0,1.0,0.0,-0.04927084529007538
alpha_penalty,0.0,16,0.36666666666666664,0.0,1.0,0.0,-0.049109081812987246
alpha_penalty,0.0,15,0.012499999999999983,0.0,1.0,0.0,-0.05055255749481969
alpha_penalty,0.0,14,-0.05833333333333335,0.16666666666666666,1.0,0.0,0.11767342582413867
alpha_penalty,0.0,13,0.012499999999999983,0.0,1.0,0.0,-0.048973853119547314
alpha_penalty,0.0,12,0.15416666666666662,0.0,1.0,0.0,-0.047411924080981147
alpha_penalty,0.0,11,1.4291666666666667,0.0,1.0,0.0,-0.04946650858275248
alpha_penalty,0.0,10,1.1458333333333333,0.0,1.0,0.0,-0.04748782745233238
alpha_penalty,0.0,9,0.012499999999999983,0.25,1.0,0.0,0.195137713744463
alpha_penalty,0.0,8,0.08333333333333331,0.0,1.0,0.0,-0.05061964353617339
alpha_penalty,0.0,7,-0.05833333333333335,0.0,1.0,0.0,-0.05074653828550362
alpha_penalty,0.0,6,0.36666666666666664,0.0,1.0,0.0,-0.049407217455533003
alpha_penalty,0.0,5,0.7916666666666667,0.0,1.0,0.0,-0.04939397285798547
alpha_penalty,0.0,4,0.36666666666666664,0.0,1.0,0.0,-0.04774025755256961
alpha_penalty,0.0,3,0.08333333333333331,0.18181818181818182,1.0,0.0,0.13418927080808674
alpha_penalty,0.0,2,-0.05833333333333335,0.0,1.0,0.0,-0.042994458568292857
alpha_penalty,0.0,1,0.08333333333333331,0.0,1.0,0.0,-0.03561394429815645
alpha_penalty,0.2,34,0.15416666666666662,0.0,1.0,0.0,-0.046026041907495395
alpha_penalty,0.2,33,0.15416666666666662,0.46153846153846156,1.0,0.0,0.41746093524628436
alpha_penalty,0.2,32,0.08333333333333331,0.0,1.0,0.0,-0.05020337350518858
alpha_penalty,0.2,31,0.08333333333333331,0.375,1.0,0.0,0.3223476069316088
alpha_penalty,0.2,30,0.29583333333333334,0.13333333333333333,1.0,0.0,0.099658938136452
alpha_penalty,0.2,29,0.08333333333333331,0.26666666666666666,1.0,0.0,0.2162074918510351
alpha_penalty,0.2,28,0.15416666666666662,0.0,1.0,0.0,-0.04306576807596812
alpha_penalty,0.2,27,0.012499999999999983,0.15384615384615385,1.0,0.0,0.1034066216876441
alpha_penalty,0.2,26,0.012499999999999983,0.4,1.0,0.0,0.35501747841756337
alpha_penalty,0.2,25,-0.05833333333333335,0.3076923076923077,1.0,0.0,0.2578408471295744
alpha_penalty,0.2,24,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11778049037532322
alpha_penalty,0.2,23,0.012499999999999983,0.15384615384615385,1.0,0.0,0.10382799012979181
alpha_penalty,0.2,22,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11784329373567808
alpha_penalty,0.2,21,0.012499999999999983,0.6153846153846154,1.0,0.0,0.5654228028179186
alpha_penalty,0.2,20,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11795397193792696
alpha_penalty,0.2,19,0.012499999999999983,0.0,1.0,0.0,-0.050071490289415765
alpha_penalty,0.2,18,0.012499999999999983,0.0,1.0,0.0,-0.04826561320446281
alpha_penalty,0.2,17,0.012499999999999983,0.0,1.0,0.0,-0.048942697815702485
alpha_penalty,0.2,16,0.012499999999999983,0.0,1.0,0.0,-0.04863969846284717
alpha_penalty,0.2,15,0.012499999999999983,0.0,1.0,0.0,-0.050521307494819694
alpha_penalty,0.2,14,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11813614281185107
alpha_penalty,0.2,13,0.012499999999999983,0.0,1.0,0.0,-0.04842724847043495
alpha_penalty,0.2,12,0.012499999999999983,0.0,1.0,0.0,-0.04669675986622521
alpha_penalty,0.2,11,0.012499999999999983,0.0,1.0,0.0,-0.04886538659510732
alpha_penalty,0.2,10,0.012499999999999983,0.0,1.0,0.0,-0.0472330302212993
alpha_penalty,0.2,9,0.012499999999999983,0.25,1.0,0.0,0.19516896374446302
alpha_penalty,0.2,8,0.012499999999999983,0.0,1.0,0.0,-0.050386652344149345
alpha_penalty,0.2,7,0.012499999999999983,0.0,1.0,0.0,-0.050493640046098485
alpha_penalty,0.2,6,0.012499999999999983,0.0,1.0,0.0,-0.04887190587241496
alpha_penalty,0.2,5,0.012499999999999983,0.0,1.0,0.0,-0.04893366830077395
alpha_penalty,0.2,4,0.012499999999999983,0.0,1.0,0.0,-0.047128481185438276
alpha_penalty,0.2,3,0.012499999999999983,0.18181818181818182,1.0,0.0,0.1348420561490005
alpha_penalty,0.2,2,-0.05833333333333335,0.0,1.0,0.0,-0.0423139030127373
alpha_penalty,0.2,1,0.012499999999999983,0.0,1.0,0.0,-0.034655128617958386
alpha_penalty,0.5,34,0.15416666666666662,0.0,1.0,0.0,-0.03889583357416207
alpha_penalty,0.5,33,0.15416666666666662,0.46153846153846156,1.0,0.0,0.4245911435796177
alpha_penalty,0.5,32,0.08333333333333331,0.0,1.0,0.0,-0.04812004017185525
alpha_penalty,0.5,31,0.08333333333333331,0.375,1.0,0.0,0.3244309402649421
alpha_penalty,0.5,30,0.29583333333333334,0.13333333333333333,1.0,0.0,0.12591414646978533
alpha_penalty,0.5,29,0.08333333333333331,0.26666666666666666,1.0,0.0,0.21829082518436843
alpha_penalty,0.5,28,0.15416666666666662,0.0,1.0,0.0,-0.03593555974263479
alpha_penalty,0.5,27,0.012499999999999983,0.15384615384615385,1.0,0.0,0.1034534966876441
alpha_penalty,0.5,26,0.012499999999999983,0.4,1.0,0.0,0.35506435341756337
alpha_penalty,0.5,25,0.012499999999999983,0.3076923076923077,1.0,0.0,0.2582722920847234
alpha_penalty,0.5,24,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11782736537532322
alpha_penalty,0.5,23,0.012499999999999983,0.15384615384615385,1.0,0.0,0.10387486512979181
alpha_penalty,0.5,22,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11789016873567808
alpha_penalty,0.5,21,0.012499999999999983,0.6153846153846154,1.0,0.0,0.5654696778179186
alpha_penalty,0.5,20,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11800084693792696
alpha_penalty,0.5,19,0.012499999999999983,0.0,1.0,0.0,-0.050024615289415764
alpha_penalty,0.5,18,0.012499999999999983,0.0,1.0,0.0,-0.048218738204462805
alpha_penalty,0.5,17,0.012499999999999983,0.0,1.0,0.0,-0.04889582281570248
alpha_penalty,0.5,16,0.012499999999999983,0.0,1.0,0.0,-0.04859282346284717
alpha_penalty,0.5,15,0.012499999999999983,0.0,1.0,0.0,-0.05047443249481969
alpha_penalty,0.5,14,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11818301781185107
alpha_penalty,0.5,13,0.012499999999999983,0.0,1.0,0.0,-0.048380373470434945
alpha_penalty,0.5,12,0.012499999999999983,0.0,1.0,0.0,-0.046649884866225205
alpha_penalty,0.5,11,0.012499999999999983,0.0,1.0,0.0,-0.04881851159510732
alpha_penalty,0.5,10,0.012499999999999983,0.0,1.0,0.0,-0.0471861552212993
alpha_penalty,0.5,9,0.012499999999999983,0.25,1.0,0.0,0.19521583874446302
alpha_penalty,0.5,8,0.012499999999999983,0.0,1.0,0.0,-0.05033977734414934
alpha_penalty,0.5,7,0.012499999999999983,0.0,1.0,0.0,-0.050446765046098484
alpha_penalty,0.5,6,0.012499999999999983,0.0,1.0,0.0,-0.04882503087241496
alpha_penalty,0.5,5,0.012499999999999983,0.0,1.0,0.0,-0.048886793300773945
alpha_penalty,0.5,4,0.012499999999999983,0.0,1.0,0.0,-0.047081606185438274
alpha_penalty,0.5,3,0.012499999999999983,0.18181818181818182,1.0,0.0,0.1348889311490005
alpha_penalty,0.5,2,-0.05833333333333335,0.0,1.0,0.0,-0.041293069679403965
alpha_penalty,0.5,1,0.012499999999999983,0.0,1.0,0.0,-0.034608253617958384
entropy_weight,0.0,34,0.15416666666666662,0.0,1.0,0.0,0.0
entropy_weight,0.0,33,0.15416666666666662,0.46153846153846156,1.0,0.0,0.46153846153846156
entropy_weight,0.0,32,0.08333333333333331,0.0,1.0,0.0,0.0
entropy_weight,0.0,31,0.08333333333333331,0.375,1.0,0.0,0.375
entropy_weight,0.0,30,0.29583333333333334,0.13333333333333333,1.0,0.0,0.13333333333333333
entropy_weight,0.0,29,0.08333333333333331,0.26666666666666666,1.0,0.0,0.26666666666666666
entropy_weight,0.0,28,0.15416666666666662,0.0,1.0,0.0,0.0
entropy_weight,0.0,27,-0.2,0.15384615384615385,1.0,0.0,0.15384615384615385
entropy_weight,0.0,26,-0.2,0.4,1.0,0.0,0.4
entropy_weight,0.0,25,-0.12916666666666668,0.3076923076923077,1.0,0.0,0.3076923076923077
entropy_weight,0.0,24,-0.2,0.16666666666666666,1.0,0.0,0.16666666666666666
entropy_weight,0.0,23,-0.2,0.15384615384615385,1.0,0.0,0.15384615384615385
entropy_weight,0.0,22,-0.2,0.16666666666666666,1.0,0.0,0.16666666666666666
entropy_weight,0.0,21,-0.12916666666666668,0.6153846153846154,1.0,0.0,0.6153846153846154
entropy_weight,0.0,20,-0.12916666666666668,0.16666666666666666,1.0,0.0,0.16666666666666666
entropy_weight,0.0,19,-0.12916666666666668,0.0,1.0,0.0,0.0
entropy_weight,0.0,18,-0.12916666666666668,0.0,1.0,0.0,0.0
entropy_weight,0.0,17,-0.12916666666666668,0.0,1.0,0.0,0.0
entropy_weight,0.0,16,-0.2,0.0,1.0,0.0,0.0
entropy_weight,0.0,15,-0.2,0.0,1.0,0.0,0.0
entropy_weight,0.0,14,-0.2,0.16666666666666666,1.0,0.0,0.16666666666666666
entropy_weight,0.0,13,-0.2,0.0,1.0,0.0,0.0
entropy_weight,0.0,12,-0.2,0.0,1.0,0.0,0.0
entropy_weight,0.0,11,-0.2,0.0,1.0,0.0,0.0
entropy_weight,0.0,10,-0.2,0.0,1.0,0.0,0.0
entropy_weight,0.0,9,-0.2,0.25,1.0,0.0,0.25
entropy_weight,0.0,8,-0.2,0.0,1.0,0.0,0.0
entropy_weight,0.0,7,-0.2,0.0,1.0,0.0,0.0
entropy_weight,0.0,6,-0.2,0.0,1.0,0.0,0.0
entropy_weight,0.0,5,-0.2,0.0,1.0,0.0,0.0
entropy_weight,0.0,4,-0.2,0.0,1.0,0.0,0.0
entropy_weight,0.0,3,-0.2,0.18181818181818182,1.0,0.0,0.18181818181818182
entropy_weight,0.0,2,-0.05833333333333335,0.0,1.0,0.0,0.0
entropy_weight,0.0,1,-0.2,0.0,1.0,0.0,0.0
entropy_weight,0.02,34,0.15416666666666662,0.0,1.0,0.0,-0.050779514129717616
entropy_weight,0.02,33,0.15416666666666662,0.46153846153846156,1.0,0.0,0.41270746302406214
entropy_weight,0.02,32,0.8625,0.0,1.0,0.0,-0.05210347235852167
entropy_weight,0.02,31,0.36666666666666664,0.25,1.0,0.0,0.19578804148020582
entropy_weight,0.02,30,0.29583333333333334,0.13333333333333333,1.0,0.0,0.08215546591422979
entropy_weight,0.02,29,0.08333333333333331,0.26666666666666666,1.0,0.0,0.21481860296214622
entropy_weight,0.02,28,0.29583333333333334,0.0,1.0,0.0,-0.048129005395892224
entropy_weight,0.02,27,0.012499999999999983,0.15384615384615385,1.0,0.0,0.1033753716876441
entropy_weight,0.02,26,0.36666666666666664,0.4,1.0,0.0,0.3542887847990073
entropy_weight,0.02,25,1.3583333333333334,0.3076923076923077,1.0,0.0,0.25660919451936537
entropy_weight,0.02,24,-0.2,0.16666666666666666,1.0,0.0,0.11767224269635779
entropy_weight,0.02,23,1.3583333333333334,0.15384615384615385,1.0,0.0,0.10308460034872184
entropy_weight,0.02,22,0.22499999999999998,0.16666666666666666,1.0,0.0,0.11764110224313332
entropy_weight,0.02,21,-0.05833333333333335,0.6153846153846154,1.0,0.0,0.5653760716373164
entropy_weight,0.02,20,0.5083333333333333,0.16666666666666666,1.0,0.0,0.11715874911067589
entropy_weight,0.02,19,0.15416666666666662,0.0,1.0,0.0,-0.050504032541851006
entropy_weight,0.02,18,0.22499999999999998,0.0,1.0,0.0,-0.048725176024614875
entropy_weight,0.02,17,0.43749999999999994,0.0,1.0,0.0,-0.04927084529007538
entropy_weight,0.02,16,0.36666666666666664,0.0,1.0,0.0,-0.049109081812987246
entropy_weight,0.02,15,0.012499999999999983,0.0,1.0,0.0,-0.05055255749481969
entropy_weight,0.02,14,-0.05833333333333335,0.16666666666666666,1.0,0.0,0.11767342582413867
entropy_weight,0.02,13,0.012499999999999983,0.0,1.0,0.0,-0.048973853119547314
entropy_weight,0.02,12,0.15416666666666662,0.0,1.0,0.0,-0.047411924080981147
entropy_weight,0.02,11,1.4291666666666667,0.0,1.0,0.0,-0.04946650858275248
entropy_weight,0.02,10,1.1458333333333333,0.0,1.0,0.0,-0.04748782745233238
entropy_weight,0.02,9,0.012499999999999983,0.25,1.0,0.0,0.195137713744463
entropy_weight,0.02,8,0.08333333333333331,0.0,1.0,0.0,-0.05061964353617339
entropy_weight,0.02,7,-0.05833333333333335,0.0,1.0,0.0,-0.05074653828550362
entropy_weight,0.02,6,0.36666666666666664,0.0,1.0,0.0,-0.049407217455533003
entropy_weight,0.02,5,0.7916666666666667,0.0,1.0,0.0,-0.04939397285798547
entropy_weight,0.02,4,0.36666666666666664,0.0,1.0,0.0,-0.04774025755256961
entropy_weight,0.02,3,0.08333333333333331,0.18181818181818182,1.0,0.0,0.13418927080808674
entropy_weight,0.02,2,-0.05833333333333335,0.0,1.0,0.0,-0.042994458568292857
entropy_weight,0.02,1,0.08333333333333331,0.0,1.0,0.0,-0.03561394429815645
entropy_weight,0.05,34,0.15416666666666662,0.0,1.0,0.0,-0.12694878532429404
entropy_weight,0.05,33,0.15416666666666662,0.46153846153846156,1.0,0.0,0.339460965252463
entropy_weight,0.05,32,0.8625,0.0,1.0,0.0,-0.13025868089630419
entropy_weight,0.05,31,0.36666666666666664,0.25,1.0,0.0,0.11447010370051455
entropy_weight,0.05,30,0.29583333333333334,0.13333333333333333,1.0,0.0,0.005388664785574454
entropy_weight,0.05,29,0.08333333333333331,0.26666666666666666,1.0,0.0,0.13704650740536556
entropy_weight,0.05,28,0.29583333333333334,0.0,1.0,0.0,-0.12032251348973055
entropy_weight,0.05,27,0.012499999999999983,0.15384615384615385,1.0,0.0,0.027669198449879445
entropy_weight,0.05,26,0.36666666666666664,0.4,1.0,0.0,0.2857219619975182
entropy_weight,0.05,25,1.3583333333333334,0.3076923076923077,1.0,0.0,0.17998452475995189
entropy_weight,0.05,24,-0.2,0.16666666666666666,1.0,0.0,0.044180606740894454
entropy_weight,0.05,23,1.3583333333333334,0.15384615384615385,1.0,0.0,0.0269422701025738
entropy_weight,0.05,22,0.22499999999999998,0.16666666666666666,1.0,0.0,0.044102755607833305
entropy_weight,0.05,21,-0.05833333333333335,0.6153846153846154,1.0,0.0,0.490363256016368
entropy_weight,0.05,20,0.5083333333333333,0.16666666666666666,1.0,0.0,0.042896872776689715
entropy_weight,0.05,19,0.15416666666666662,0.0,1.0,0.0,-0.12626008135462752
entropy_weight,0.05,18,0.22499999999999998,0.0,1.0,0.0,-0.12181294006153719
entropy_weight,0.05,17,0.43749999999999994,0.0,1.0,0.0,-0.12317711322518846
entropy_weight,0.05,16,0.36666666666666664,0.0,1.0,0.0,-0.12277270453246812
entropy_weight,0.05,15,0.012499999999999983,0.0,1.0,0.0,-0.12638139373704924
entropy_weight,0.05,14,-0.05833333333333335,0.16666666666666666,1.0,0.0,0.04418356456034671
entropy_weight,0.05,13,0.012499999999999983,0.0,1.0,0.0,-0.12243463279886829
entropy_weight,0.05,12,0.15416666666666662,0.0,1.0,0.0,-0.11852981020245286
entropy_weight,0.05,11,1.4291666666666667,0.0,1.0,0.0,-0.1236662714568812
entropy_weight,0.05,10,1.1458333333333333,0.0,1.0,0.0,-0.11871956863083095
entropy_weight,0.05,9,0.012499999999999983,0.25,1.0,0.0,0.11284428436115754
entropy_weight,0.05,8,0.08333333333333331,0.0,1.0,0.0,-0.12654910884043347
entropy_weight,0.05,7,-0.05833333333333335,0.0,1.0,0.0,-0.12686634571375907
entropy_weight,0.05,6,0.36666666666666664,0.0,1.0,0.0,-0.12351804363883251
entropy_weight,0.05,5,0.7916666666666667,0.0,1.0,0.0,-0.12348493214496369
entropy_weight,0.05,4,0.36666666666666664,0.0,1.0,0.0,-0.11935064388142402
entropy_weight,0.05,3,0.08333333333333331,0.18181818181818182,1.0,0.0,0.06274590429294412
entropy_weight,0.05,2,-0.05833333333333335,0.0,1.0,0.0,-0.10748614642073213
entropy_weight,0.05,1,0.08333333333333331,0.0,1.0,0.0,-0.08903486074539113
s0_prior_scale,0.0,34,0.22499999999999998,0.0,1.0,0.0,-0.05190104628006544
s0_prior_scale,0.0,33,0.5083333333333333,0.7692307692307693,1.0,0.0,0.7188106943395605
s0_prior_scale,0.0,32,0.29583333333333334,0.0,1.0,0.0,-0.05214589188473089
s0_prior_scale,0.0,31,0.29583333333333334,0.25,1.0,0.0,0.19572743731826003
s0_prior_scale,0.0,30,0.29583333333333334,0.13333333333333333,1.0,0.0,0.0850891782264046
