feature,feature_clean,signed_Success_Placement,abs_Success_Placement,signed_Judge_Appeal_Avg_Score,abs_Judge_Appeal_Avg_Score,signed_Fan_Appeal_Avg_Share,abs_Fan_Appeal_Avg_Share
partner_clean_Karina Smirnoff,Partner: Karina Smirnoff,0.0001524827368594595,0.0015887264160205307,0.0009074079164255131,0.0031903626130813357,-1.4778205452466383e-05,6.893981066217969e-05
partner_clean_Kym Johnson,Partner: Kym Johnson,-8.181778527686863e-05,0.00024154729750941565,5.04332423521025e-05,0.0003198409333399454,-1.7752774773833796e-05,0.0001535580604447033
partner_clean_Maksim Chmerkoskiy,Partner: Maksim Chmerkoskiy,0.0001437917755727773,0.0012654427171284663,0.0005232205628336614,0.002198344404914788,-2.1246478736535674e-05,0.00017664332771247828
partner_clean_Mark Ballas,Partner: Mark Ballas,0.00014610558953137882,0.0011081584137514256,1.0607660854765722e-05,0.0007840335506694964,1.3924314680004655e-05,5.711830391133997e-05
partner_clean_Other_Partner,Partner: Other_Partner,1.9543880147343204e-05,0.0068623316108980485,-0.0016994464498048774,0.049902778978251676,7.208985901518955e-05,0.0008298829367137218
partner_clean_Peta Murgatroyd,Partner: Peta Murgatroyd,3.206719290916166e-05,0.00020599124721088104,0.0002807768509544201,0.0005898151907520299,-1.2822774251615476e-05,0.00010833320419954236
partner_clean_Sasha Farber,Partner: Sasha Farber,-4.7977576418954904e-05,0.0003400823986278427,-0.0012432731948251669,0.0038399377424989767,-6.172190358684525e-08,1.076211314968812e-05
partner_clean_Sharna Burgess,Partner: Sharna Burgess,-0.0001571513578699439,0.000695194765457417,4.361707380717552e-05,0.00017987591608642617,-8.621720661671154e-05,0.0005884443116303645
partner_clean_Tony Dovolani,Partner: Tony Dovolani,0.00010056409507355285,0.0003832624959364833,0.00045918456942681973,0.0014755423370079377,1.684604515185173e-05,5.295758000586842e-05
partner_clean_Valentin Chmerkovskiy,Partner: Valentin Chmerkovskiy,2.8248659578153645e-05,0.00043476091395453826,-0.0006272508880811845,0.0033157535955585077,1.4900203110934037e-05,0.00036329280177161024
partner_clean_Witney Carson,Partner: Witney Carson,-0.00011777081306888917,0.0007765553394944428,-0.0005234451357306384,0.001744519580232417,2.579050685458339e-05,9.711212441358866e-05
