season,week,celebrity_name,s_share
34,11,Jen Affleck,0.0
34,11,Whitney Leavitt,0.10099291399508795
34,11,Dylan Efron,0.18578182502080529
33,1,Tori Spelling,0.042496646740752646
33,1,Eric Roberts,0.05915267208393881
33,1,Reginald VelJohnson,0.08264116393404451
33,1,Chandler Kinney,0.07333946363265154
33,1,Dwight Howard ,0.07222393120299943
33,1,Danny Amendola,0.09938720099864949
33,1,Stephen Nedoroscik,0.04293269956099909
33,1,Ilona Maher,0.10550358565933472
33,1,Anna Delvey,0.053314490769463464
33,1,Brooks Nader,0.06249993506299764
33,1,Phaedra Parks,0.08159482497155694
33,1,Jenn Tran,0.08757346308184491
33,1,Joey Graziadei,0.13733992230076683
33,2,Tori Spelling,0.04174517584375966
33,2,Eric Roberts,0.05457220420839584
33,2,Reginald VelJohnson,0.07624187235072902
33,2,Chandler Kinney,0.07792153361299758
33,2,Dwight Howard ,0.07436586498135363
33,2,Danny Amendola,0.1007417159418736
33,2,Stephen Nedoroscik,0.04420594788539683
33,2,Ilona Maher,0.10694145876475838
33,2,Anna Delvey,0.05075392638105619
33,2,Brooks Nader,0.062365559680792514
33,2,Phaedra Parks,0.08270685356883307
33,2,Jenn Tran,0.0860248959853312
33,2,Joey Graziadei,0.14141299079472242
33,3,Tori Spelling,0.0377424210282329
33,3,Eric Roberts,0.05378716349730623
33,3,Reginald VelJohnson,0.07458324049690068
33,3,Chandler Kinney,0.08018746444130558
33,3,Dwight Howard ,0.07412589613051908
33,3,Danny Amendola,0.10193529142411638
33,3,Stephen Nedoroscik,0.04489786169129128
33,3,Ilona Maher,0.10739940561835021
33,3,Anna Delvey,0.04588736349989797
33,3,Brooks Nader,0.06322297263998705
33,3,Phaedra Parks,0.08306102251135368
33,3,Jenn Tran,0.08737136215176641
33,3,Joey Graziadei,0.14579853486897248
33,4,Tori Spelling,0.0
33,4,Eric Roberts,0.05344915160728104
33,4,Reginald VelJohnson,0.07411454089563199
33,4,Chandler Kinney,0.0884781483685679
33,4,Dwight Howard ,0.08099103239542423
33,4,Danny Amendola,0.11395608863414348
33,4,Stephen Nedoroscik,0.04970225088891236
33,4,Ilona Maher,0.11850356675078426
33,4,Anna Delvey,0.0
33,4,Brooks Nader,0.06975967618526194
33,4,Phaedra Parks,0.09164880726193535
33,4,Jenn Tran,0.0964047983994592
33,4,Joey Graziadei,0.16299193861259823
33,5,Tori Spelling,0.0
33,5,Eric Roberts,0.0
33,5,Reginald VelJohnson,0.0
33,5,Chandler Kinney,0.10327366973906445
33,5,Dwight Howard ,0.09306856787137535
33,5,Danny Amendola,0.13197673331654913
33,5,Stephen Nedoroscik,0.05711394426521974
33,5,Ilona Maher,0.1376012915383627
33,5,Anna Delvey,0.0
33,5,Brooks Nader,0.07074091081577853
33,5,Phaedra Parks,0.10531565022339348
33,5,Jenn Tran,0.11164993921166394
33,5,Joey Graziadei,0.18925929301859276
33,6,Tori Spelling,0.0
33,6,Eric Roberts,0.0
33,6,Reginald VelJohnson,0.0
33,6,Chandler Kinney,0.11376923804365856
33,6,Dwight Howard ,0.10210320157477631
33,6,Danny Amendola,0.14300030741577408
33,6,Stephen Nedoroscik,0.06188448056267865
33,6,Ilona Maher,0.14664473109222478
33,6,Anna Delvey,0.0
33,6,Brooks Nader,0.0
33,6,Phaedra Parks,0.10161621325490948
33,6,Jenn Tran,0.12248836003251996
33,6,Joey Graziadei,0.20849346802345814
33,7,Tori Spelling,0.0
33,7,Eric Roberts,0.0
33,7,Reginald VelJohnson,0.0
33,7,Chandler Kinney,0.13044312255844406
33,7,Dwight Howard ,0.11402347571538984
33,7,Danny Amendola,0.16075046639661522
33,7,Stephen Nedoroscik,0.07002568663844476
33,7,Ilona Maher,0.16520956431110123
33,7,Anna Delvey,0.0
33,7,Brooks Nader,0.0
33,7,Phaedra Parks,0.0
33,7,Jenn Tran,0.12310736833611234
33,7,Joey Graziadei,0.23644031604389254
33,8,Tori Spelling,0.0
33,8,Eric Roberts,0.0
33,8,Reginald VelJohnson,0.0
33,8,Chandler Kinney,0.15129453225133888
33,8,Dwight Howard ,0.1178465697312691
33,8,Danny Amendola,0.18496967698108302
33,8,Stephen Nedoroscik,0.08041595705258835
33,8,Ilona Maher,0.1912378246627093
33,8,Anna Delvey,0.0
33,8,Brooks Nader,0.0
33,8,Phaedra Parks,0.0
33,8,Jenn Tran,0.0
33,8,Joey Graziadei,0.2742354393210115
33,9,Tori Spelling,0.0
33,9,Eric Roberts,0.0
33,9,Reginald VelJohnson,0.0
33,9,Chandler Kinney,0.180797612402017
33,9,Dwight Howard ,0.0
33,9,Danny Amendola,0.19734221674991814
33,9,Stephen Nedoroscik,0.09341125231107449
33,9,Ilona Maher,0.2098967710036192
33,9,Anna Delvey,0.0
33,9,Brooks Nader,0.0
33,9,Phaedra Parks,0.0
33,9,Jenn Tran,0.0
33,9,Joey Graziadei,0.31855214753337124
32,1,Jamie Lynn Spears,0.076151588387672
32,1,Mira Sorvino,0.0848848595585711
32,1,Barry Williams,0.0855899513784446
32,1,Alyson Hannigan,0.051853950246196406
32,1,Xochitl Gomez,0.08520827679340807
32,1,Adrian Peterson,0.08176212992487723
32,1,Matt Walsh,0.05620046260598758
32,1,Tyson Beckford,0.043944258415410706
32,1,Jason Mraz,0.07758587650898358
32,1,Lele Pons,0.04809169091476395
32,1,Harry Jowsey,0.057242393723537975
32,1,Mauricio Umansky,0.07319400185735045
32,1,Charity Lawson,0.07638913079970341
32,1,Ariana Madix,0.10190142888509295
32,2,Jamie Lynn Spears,0.07294638335230548
32,2,Mira Sorvino,0.08556223679915802
32,2,Barry Williams,0.07992525480959888
32,2,Alyson Hannigan,0.05361635550784496
32,2,Xochitl Gomez,0.10007255036272962
32,2,Adrian Peterson,0.07635077439320889
32,2,Matt Walsh,0.03581359467792802
32,2,Tyson Beckford,0.04429493155853502
32,2,Jason Mraz,0.0911204501084622
32,2,Lele Pons,0.05232540368212655
32,2,Harry Jowsey,0.053453855628867376
32,2,Mauricio Umansky,0.06332075687298556
32,2,Charity Lawson,0.08311398559692058
32,2,Ariana Madix,0.10808346664932897
32,3,Jamie Lynn Spears,0.047685251524724935
32,3,Mira Sorvino,0.08813874581636628
32,3,Barry Williams,0.08090445605821704
32,3,Alyson Hannigan,0.053332185250797005
32,3,Xochitl Gomez,0.11449266087604408
32,3,Adrian Peterson,0.07333526862755961
32,3,Matt Walsh,0.0
32,3,Tyson Beckford,0.04108287497505289
32,3,Jason Mraz,0.1079620655852143
32,3,Lele Pons,0.054852149164058554
32,3,Harry Jowsey,0.05317054663200657
32,3,Mauricio Umansky,0.061893046804362126
32,3,Charity Lawson,0.09509042522162697
32,3,Ariana Madix,0.12806032346396964
32,4,Jamie Lynn Spears,0.0
32,4,Mira Sorvino,0.09092837761280019
32,4,Barry Williams,0.07803423260076793
32,4,Alyson Hannigan,0.05144013508938551
32,4,Xochitl Gomez,0.13512942648629525
32,4,Adrian Peterson,0.07565636357018216
32,4,Matt Walsh,0.0
32,4,Tyson Beckford,0.02646393509070329
32,4,Jason Mraz,0.1191306785492485
32,4,Lele Pons,0.057871691425215914
32,4,Harry Jowsey,0.05485341885970367
32,4,Mauricio Umansky,0.06105124645308452
32,4,Charity Lawson,0.10492747446785068
32,4,Ariana Madix,0.1445130197947625
32,5,Jamie Lynn Spears,0.0
32,5,Mira Sorvino,0.09110013316398581
32,5,Barry Williams,0.08134043055546533
32,5,Alyson Hannigan,0.05052668472030658
32,5,Xochitl Gomez,0.15246659581880487
32,5,Adrian Peterson,0.04902820162693628
32,5,Matt Walsh,0.0
32,5,Tyson Beckford,0.0
32,5,Jason Mraz,0.13177939788729476
32,5,Lele Pons,0.0603236315731228
32,5,Harry Jowsey,0.0507714776797648
32,5,Mauricio Umansky,0.06363789976442788
32,5,Charity Lawson,0.11838971907129538
32,5,Ariana Madix,0.1506358281385955
32,6,Jamie Lynn Spears,0.0
32,6,Mira Sorvino,0.06138730967159585
32,6,Barry Williams,0.08268181691866197
32,6,Alyson Hannigan,0.050704306753146106
32,6,Xochitl Gomez,0.17622731917587686
32,6,Adrian Peterson,0.0
32,6,Matt Walsh,0.0
32,6,Tyson Beckford,0.0
32,6,Jason Mraz,0.1465573332279944
32,6,Lele Pons,0.06538656406340872
32,6,Harry Jowsey,0.04965750012455412
32,6,Mauricio Umansky,0.06552377065681539
32,6,Charity Lawson,0.1299853854800061
32,6,Ariana Madix,0.1718886939279405
32,7,Jamie Lynn Spears,0.0
32,7,Mira Sorvino,0.0
32,7,Barry Williams,0.08657398602022236
32,7,Alyson Hannigan,0.05487130612082566
32,7,Xochitl Gomez,0.19580876158958838
32,7,Adrian Peterson,0.0
32,7,Matt Walsh,0.0
32,7,Tyson Beckford,0.0
32,7,Jason Mraz,0.16070789821703965
32,7,Lele Pons,0.07217433537738706
32,7,Harry Jowsey,0.05165324913865942
32,7,Mauricio Umansky,0.04468653463118192
32,7,Charity Lawson,0.14253587752532385
32,7,Ariana Madix,0.19098805137977184
32,8,Jamie Lynn Spears,0.0
32,8,Mira Sorvino,0.0
32,8,Barry Williams,0.09028867809680682
32,8,Alyson Hannigan,0.05789938752492045
32,8,Xochitl Gomez,0.21651697720998403
32,8,Adrian Peterson,0.0
32,8,Matt Walsh,0.0
32,8,Tyson Beckford,0.0
32,8,Jason Mraz,0.16372595066461637
32,8,Lele Pons,0.0499724910488118
32,8,Harry Jowsey,0.049632253116087925
32,8,Mauricio Umansky,0.0
32,8,Charity Lawson,0.15577624742585575
32,8,Ariana Madix,0.2161880149129169
32,9,Jamie Lynn Spears,0.0
32,9,Mira Sorvino,0.0
32,9,Barry Williams,0.06446992878154215
32,9,Alyson Hannigan,0.058592552954697105
32,9,Xochitl Gomez,0.2416874992714383
32,9,Adrian Peterson,0.0
32,9,Matt Walsh,0.0
32,9,Tyson Beckford,0.0
32,9,Jason Mraz,0.18678630817368705
32,9,Lele Pons,0.0
32,9,Harry Jowsey,0.04914362153887589
32,9,Mauricio Umansky,0.0
32,9,Charity Lawson,0.16829280282050255
32,9,Ariana Madix,0.23102728645925702
32,10,Jamie Lynn Spears,0.0
32,10,Mira Sorvino,0.0
32,10,Barry Williams,0.0
32,10,Alyson Hannigan,0.0606979299071542
32,10,Xochitl Gomez,0.26641241382981357
32,10,Adrian Peterson,0.0
32,10,Matt Walsh,0.0
32,10,Tyson Beckford,0.0
32,10,Jason Mraz,0.20167668964541607
32,10,Lele Pons,0.0
32,10,Harry Jowsey,0.03580761168839931
32,10,Mauricio Umansky,0.0
32,10,Charity Lawson,0.1842337865598507
32,10,Ariana Madix,0.25117156836936627
32,11,Jamie Lynn Spears,0.0
32,11,Mira Sorvino,0.0
32,11,Barry Williams,0.0
32,11,Alyson Hannigan,0.044522928778534726
32,11,Xochitl Gomez,0.28934331487765846
32,11,Adrian Peterson,0.0
32,11,Matt Walsh,0.0
32,11,Tyson Beckford,0.0
32,11,Jason Mraz,0.2190355962647984
32,11,Lele Pons,0.0
32,11,Harry Jowsey,0.0
32,11,Mauricio Umansky,0.0
32,11,Charity Lawson,0.1891813825043305
32,11,Ariana Madix,0.25791677757467785
31,1,Jason Lewis,0.03951241471882241
31,1,Cheryl Ladd,0.05673246248429059
31,1,Selma Blair,0.020237993153583492
31,1,Joseph Baena,0.05927631143619669
31,1,Trevor Donovan,0.0671253490602048
31,1,Daniel Durant,0.09528228165325694
31,1,Wayne Brady,0.06618270106922522
31,1,Sam Champion,0.034407355590243285
31,1,Jessie James Decker,0.04472132860844465
31,1,Jordin Sparks,0.06806043339606718
31,1,Heidi D'Amelio,0.056662613744945675
31,1,Charli D'Amelio,0.11539931389301487
31,1,Teresa Giudice,0.035514586797284545
31,1,Vinny Guadagnino,0.0838706535188456
31,1,Shangela,0.06563332603981113
31,1,Gabby Windey,0.091380874835763
31,2,Jason Lewis,0.029675353761792405
31,2,Cheryl Ladd,0.05312862866975538
31,2,Selma Blair,0.02039901962162704
31,2,Joseph Baena,0.05728867863947154
31,2,Trevor Donovan,0.06909641524462563
31,2,Daniel Durant,0.09705491946905807
31,2,Wayne Brady,0.06957297196337935
31,2,Sam Champion,0.03395987151416604
31,2,Jessie James Decker,0.043678315983052815
31,2,Jordin Sparks,0.06788487257304474
31,2,Heidi D'Amelio,0.057113457882119856
31,2,Charli D'Amelio,0.12131075190893423
31,2,Teresa Giudice,0.03396493956570092
31,2,Vinny Guadagnino,0.08365431048039455
31,2,Shangela,0.06615554692396386
31,2,Gabby Windey,0.09606194579891364
31,3,Jason Lewis,0.0
31,3,Cheryl Ladd,0.052352483457033305
31,3,Selma Blair,0.020905636188108406
31,3,Joseph Baena,0.059290382295033056
31,3,Trevor Donovan,0.07012102510918652
31,3,Daniel Durant,0.10243672945787834
31,3,Wayne Brady,0.07488613412878223
31,3,Sam Champion,0.033793725578101744
31,3,Jessie James Decker,0.04389320294860749
31,3,Jordin Sparks,0.07025681412962947
31,3,Heidi D'Amelio,0.06087485757163648
31,3,Charli D'Amelio,0.13057503484970595
31,3,Teresa Giudice,0.02644643058167789
31,3,Vinny Guadagnino,0.08162734167209414
31,3,Shangela,0.06914217899628392
31,3,Gabby Windey,0.10339802303624111
31,4,Jason Lewis,0.0
31,4,Cheryl Ladd,0.04106008776156845
31,4,Selma Blair,0.0217216150727808
31,4,Joseph Baena,0.059476404736089984
31,4,Trevor Donovan,0.07034102848503451
31,4,Daniel Durant,0.10366525695880952
31,4,Wayne Brady,0.08059320073296002
31,4,Sam Champion,0.033017586933435115
31,4,Jessie James Decker,0.04520733764218186
31,4,Jordin Sparks,0.07429358425194231
31,4,Heidi D'Amelio,0.06437256536396288
31,4,Charli D'Amelio,0.1405261483555598
31,4,Teresa Giudice,0.0
31,4,Vinny Guadagnino,0.08260630141244107
31,4,Shangela,0.07184090376091457
31,4,Gabby Windey,0.11127797853231919
31,5,Jason Lewis,0.0
31,5,Cheryl Ladd,0.0
31,5,Selma Blair,0.023240965863012577
31,5,Joseph Baena,0.061329782856531505
31,5,Trevor Donovan,0.07307057098663661
31,5,Daniel Durant,0.10571809902022478
31,5,Wayne Brady,0.08686954195089706
31,5,Sam Champion,0.026292063030985188
31,5,Jessie James Decker,0.0469615819592786
31,5,Jordin Sparks,0.07689207202500983
31,5,Heidi D'Amelio,0.06836846168692211
31,5,Charli D'Amelio,0.15259255281074285
31,5,Teresa Giudice,0.0
31,5,Vinny Guadagnino,0.08270116435239563
31,5,Shangela,0.07601919115853166
31,5,Gabby Windey,0.11994395229883172
31,6,Jason Lewis,0.0
31,6,Cheryl Ladd,0.0
31,6,Selma Blair,0.01974527923463432
31,6,Joseph Baena,0.05210513603606026
31,6,Trevor Donovan,0.07577481267482403
31,6,Daniel Durant,0.109630580977136
31,6,Wayne Brady,0.09008446464282902
31,6,Sam Champion,0.0
31,6,Jessie James Decker,0.048131848797426324
31,6,Jordin Sparks,0.07973774222921788
31,6,Heidi D'Amelio,0.07173493738086927
31,6,Charli D'Amelio,0.1639054308537869
31,6,Teresa Giudice,0.0
31,6,Vinny Guadagnino,0.0827973352607971
31,6,Shangela,0.07976239018618614
31,6,Gabby Windey,0.126590041726233
31,7,Jason Lewis,0.0
31,7,Cheryl Ladd,0.0
31,7,Selma Blair,0.0
31,7,Joseph Baena,0.0
31,7,Trevor Donovan,0.08409189997661129
31,7,Daniel Durant,0.11956219284119621
31,7,Wayne Brady,0.09927784479156618
31,7,Sam Champion,0.0
31,7,Jessie James Decker,0.0407018819738499
31,7,Jordin Sparks,0.08575755300422895
31,7,Heidi D'Amelio,0.07741989839277162
31,7,Charli D'Amelio,0.18189578582171045
31,7,Teresa Giudice,0.0
31,7,Vinny Guadagnino,0.08720557309954738
31,7,Shangela,0.08698819427860571
31,7,Gabby Windey,0.13709917581991243
31,8,Jason Lewis,0.0
31,8,Cheryl Ladd,0.0
31,8,Selma Blair,0.0
31,8,Joseph Baena,0.0
31,8,Trevor Donovan,0.08875507016974607
31,8,Daniel Durant,0.1261923064911193
31,8,Wayne Brady,0.10852112205314222
31,8,Sam Champion,0.0
31,8,Jessie James Decker,0.0
31,8,Jordin Sparks,0.07207129953323066
31,8,Heidi D'Amelio,0.07982574579546028
31,8,Charli D'Amelio,0.1988312177359733
31,8,Teresa Giudice,0.0
31,8,Vinny Guadagnino,0.08681838443253742
31,8,Shangela,0.09343525743978427
31,8,Gabby Windey,0.1455495963490065
31,9,Jason Lewis,0.0
31,9,Cheryl Ladd,0.0
31,9,Selma Blair,0.0
31,9,Joseph Baena,0.0
31,9,Trevor Donovan,0.09630414207007389
31,9,Daniel Durant,0.13824711060219516
31,9,Wayne Brady,0.1200352635611342
31,9,Sam Champion,0.0
31,9,Jessie James Decker,0.0
31,9,Jordin Sparks,0.0
31,9,Heidi D'Amelio,0.07409854716875086
31,9,Charli D'Amelio,0.22365524101754083
31,9,Teresa Giudice,0.0
31,9,Vinny Guadagnino,0.08058949014360443
31,9,Shangela,0.10334878169795136
31,9,Gabby Windey,0.16372142373874937
31,10,Jason Lewis,0.0
31,10,Cheryl Ladd,0.0
31,10,Selma Blair,0.0
31,10,Joseph Baena,0.0
31,10,Trevor Donovan,0.1008936822713408
31,10,Daniel Durant,0.14483551540160758
31,10,Wayne Brady,0.1474531226688301
31,10,Sam Champion,0.0
31,10,Jessie James Decker,0.0
31,10,Jordin Sparks,0.0
31,10,Heidi D'Amelio,0.0
31,10,Charli D'Amelio,0.27705272123944247
31,10,Teresa Giudice,0.0
31,10,Vinny Guadagnino,0.0
31,10,Shangela,0.12695519744179892
31,10,Gabby Windey,0.20280976097698028
30,1,Martin Kove,0.04285286741410329
30,1,Brian Austin Green,0.04972721532724659
30,1,Melora Hardin,0.03842910399298051
30,1,Matt James,0.04316216674086127
30,1,"Mike ""The Miz"" Mizanin",0.08138121113787226
30,1,Suni Lee,0.0824117349190213
30,1,Iman Shumpert,0.1117088305381471
30,1,Cody Rigsby,0.06977322175959864
30,1,Melanie C,0.05266028621832634
30,1,Jimmie Allen,0.06594520725041274
30,1,Olivia Jade,0.06448619105697168
30,1,JoJo Siwa,0.08517679048225962
30,1,Christine Chiu,0.06413141205148239
30,1,Kenya Moore,0.09515661717324458
30,1,Amanda Kloots,0.05299714393747167
30,2,Martin Kove,0.03822934555493497
30,2,Brian Austin Green,0.048206123457906286
30,2,Melora Hardin,0.03883415625440473
30,2,Matt James,0.041409493682505356
30,2,"Mike ""The Miz"" Mizanin",0.08138912460402334
30,2,Suni Lee,0.08414998804040512
30,2,Iman Shumpert,0.11056517234569074
30,2,Cody Rigsby,0.068345233600951
30,2,Melanie C,0.05489982878643927
30,2,Jimmie Allen,0.06664028604620637
30,2,Olivia Jade,0.0651658914612026
30,2,JoJo Siwa,0.08972643916231463
30,2,Christine Chiu,0.06281888993056899
30,2,Kenya Moore,0.0932091290235854
30,2,Amanda Kloots,0.056410898048861395
30,3,Martin Kove,0.03284222124419503
30,3,Brian Austin Green,0.0476779181464886
30,3,Melora Hardin,0.0395647864348376
30,3,Matt James,0.04126054542850518
30,3,"Mike ""The Miz"" Mizanin",0.082307869474241
30,3,Suni Lee,0.08447127941929272
30,3,Iman Shumpert,0.10935368494322824
30,3,Cody Rigsby,0.06709703635543458
30,3,Melanie C,0.05551955453381357
30,3,Jimmie Allen,0.06640058366470035
30,3,Olivia Jade,0.06688600578636693
30,3,JoJo Siwa,0.09209485199130157
30,3,Christine Chiu,0.06305873747227381
30,3,Kenya Moore,0.09356500892667606
30,3,Amanda Kloots,0.05789991617864484
30,4,Martin Kove,0.0
30,4,Brian Austin Green,0.04831216941550152
30,4,Melora Hardin,0.0421515755428677
30,4,Matt James,0.04231131639201598
30,4,"Mike ""The Miz"" Mizanin",0.08603093437995253
30,4,Suni Lee,0.08892661104220269
30,4,Iman Shumpert,0.11375585922321946
30,4,Cody Rigsby,0.06897018232158528
30,4,Melanie C,0.058169551569195066
30,4,Jimmie Allen,0.06940410792477339
30,4,Olivia Jade,0.0707507191299131
30,4,JoJo Siwa,0.09741614751759592
30,4,Christine Chiu,0.05644018544902007
30,4,Kenya Moore,0.09640686549810866
30,4,Amanda Kloots,0.06095377459404887
30,5,Martin Kove,0.0
30,5,Brian Austin Green,0.04626517296745814
30,5,Melora Hardin,0.04531436684061059
30,5,Matt James,0.04051857730755032
30,5,"Mike ""The Miz"" Mizanin",0.09130535488049504
30,5,Suni Lee,0.09559910923283402
30,5,Iman Shumpert,0.11918864687063373
30,5,Cody Rigsby,0.07319863510063465
30,5,Melanie C,0.06253423187182224
30,5,Jimmie Allen,0.07413393157808733
30,5,Olivia Jade,0.07605941176811752
30,5,JoJo Siwa,0.10608000933889779
30,5,Christine Chiu,0.0
30,5,Kenya Moore,0.10364063532315332
30,5,Amanda Kloots,0.06616191691970515
30,6,Martin Kove,0.0
30,6,Brian Austin Green,0.0
30,6,Melora Hardin,0.049572920930768635
30,6,Matt James,0.0
30,6,"Mike ""The Miz"" Mizanin",0.09988605057568892
30,6,Suni Lee,0.10539857575926692
30,6,Iman Shumpert,0.13346284962959803
30,6,Cody Rigsby,0.08070192231957961
30,6,Melanie C,0.059951112886338476
30,6,Jimmie Allen,0.08237022139172245
30,6,Olivia Jade,0.08385594528838859
30,6,JoJo Siwa,0.11878430292501223
30,6,Christine Chiu,0.0
30,6,Kenya Moore,0.1125035834658416
30,6,Amanda Kloots,0.07351251482779467
30,7,Martin Kove,0.0
30,7,Brian Austin Green,0.0
30,7,Melora Hardin,0.05390671983200633
30,7,Matt James,0.0
30,7,"Mike ""The Miz"" Mizanin",0.10623354477299765
30,7,Suni Lee,0.11292898609935106
30,7,Iman Shumpert,0.14299836769165739
