season,celebrity_name,n_contestants,placement,mean_judge_score,judge_rank_in_season,judge_percentile,placement_percentile,controversy_score,weeks_lowest_judge_score,low_judge_high_place,high_judge_low_place,controversy_posterior,controversial
8,Chuck Wicks,13,6,22.9375,5,0.6666666666666666,0.5833333333333333,0.08333333333333337,0,False,False,2.6069956255591026e-06,False
8,Lil' Kim,13,5,25.555555555555557,4,0.75,0.6666666666666667,0.08333333333333326,0,False,False,2.60699562555908e-06,False
8,Steve-O,13,8,15.833333333333334,12,0.08333333333333333,0.41666666666666663,0.3333333333333333,3,False,False,0.7804501448401123,False
8,Holly Madison,13,11,17.25,11,0.16666666666666666,0.16666666666666663,2.7755575615628914e-17,0,False,False,1.2051179483543545e-08,False
8,Melissa Rycroft,13,3,26.681818181818183,2,0.9166666666666666,0.8333333333333334,0.08333333333333326,2,False,False,2.60699562555908e-06,False
9,Ashley Hamiliton,16,16,18.9999,13,0.2,0.0,0.2,1,False,False,0.0027562155838648556,False
9,Debi Mazar,16,12,20.0,10,0.4,0.2666666666666667,0.1333333333333333,0,False,False,5.5915353030664715e-05,False
9,Melissa Joan Hart,16,9,22.833316666666665,8,0.5333333333333333,0.4666666666666667,0.06666666666666665,0,False,True,9.135399206084004e-07,False
9,Mark Dacascos,16,6,24.214257142857143,6,0.6666666666666666,0.6666666666666667,1.1102230246251565e-16,1,False,False,1.2051179483543613e-08,False
9,Chuck Liddell,16,11,18.75,15,0.06666666666666667,0.33333333333333337,0.2666666666666667,0,False,False,0.09934702889210774,False
9,Natalie Coughlin,16,10,23.999959999999998,7,0.6,0.4,0.19999999999999996,0,False,True,0.002756215583864846,False
9,Louie Vito,16,8,21.333299999999998,9,0.4666666666666667,0.5333333333333333,0.06666666666666665,1,True,False,9.135399206084004e-07,False
9,Michael Irvin,16,7,19.357114285714285,11,0.3333333333333333,0.6,0.26666666666666666,3,True,False,0.09934702889210745,False
9,Joanna Krupa,16,4,27.055533333333333,2,0.9333333333333333,0.8,0.1333333333333333,0,False,False,5.5915353030664715e-05,False
9,Kathy Ireland,16,14,18.99995,12,0.26666666666666666,0.1333333333333333,0.13333333333333336,1,False,False,5.591535303066493e-05,False
9,Tom DeLay,16,13,17.666633333333333,16,0.0,0.19999999999999996,0.19999999999999996,0,False,False,0.002756215583864846,False
9,Macy Gray,16,15,18.9999,14,0.13333333333333333,0.06666666666666665,0.06666666666666668,0,False,False,9.135399206084049e-07,False
9,Aaron Carter,16,5,25.8124625,4,0.8,0.7333333333333334,0.06666666666666665,1,False,False,9.135399206084004e-07,False
9,Mya,16,2,28.433299999999996,1,1.0,0.9333333333333333,0.06666666666666665,0,False,False,9.135399206084004e-07,False
9,Donny Osmond,16,1,26.46662,3,0.8666666666666667,1.0,0.1333333333333333,1,False,False,5.5915353030664715e-05,False
9,Kelly Osbourne,16,3,24.472159999999995,5,0.7333333333333333,0.8666666666666667,0.13333333333333341,1,False,False,5.5915353030665054e-05,False
10,Aiden Turner,11,9,17.625,9,0.2,0.19999999999999996,5.551115123125783e-17,0,False,False,1.205117948354354e-08,False
10,Shannen Doherty,11,11,19.0,8,0.3,0.0,0.3,0,False,False,0.39141354670700745,False
10,Niecy Nash,11,5,20.999975,7,0.4,0.6,0.19999999999999996,2,True,False,0.002756215583864846,False
10,Buzz Aldrin,11,10,13.0,11,0.0,0.09999999999999998,0.09999999999999998,3,False,False,7.340866405335574e-06,False
10,Chad Ochocinco,11,4,22.166655555555554,5,0.6,0.7,0.09999999999999998,1,False,False,7.340866405335574e-06,False
10,Evan Lysacek,11,2,26.288869999999996,2,0.9,0.9,0.0,1,False,False,1.2051179483543547e-08,False
10,Pamela Anderson,11,6,23.428542857142855,4,0.7,0.5,0.19999999999999996,0,False,False,0.002756215583864846,False
10,Nicole Scherzinger,11,1,28.07776,1,1.0,1.0,0.0,0,False,False,1.2051179483543547e-08,False
10,Erin Andrews,11,3,24.94998,3,0.8,0.8,0.0,0,False,False,1.2051179483543547e-08,False
10,Kate Gosselin,11,8,15.4,10,0.1,0.30000000000000004,0.20000000000000004,2,False,False,0.0027562155838648573,False
10,Jake Pavelka,11,7,21.333316666666665,6,0.5,0.4,0.09999999999999998,1,False,True,7.340866405335574e-06,False
11,David Hasselhoff,12,12,15.0,11,0.09090909090909091,0.0,0.09090909090909091,1,False,False,4.1804875835302956e-06,False
11,Florence Henderson,12,8,19.1,8,0.36363636363636365,0.36363636363636365,0.0,0,False,False,1.2051179483543547e-08,False
11,Kyle Massey,12,2,25.58331,3,0.8181818181818182,0.9090909090909091,0.09090909090909083,0,False,False,4.180487583530281e-06,False
11,Jennifer Grey,12,1,27.9,1,1.0,1.0,0.0,0,False,False,1.2051179483543547e-08,False
11,Rick Fox,12,6,25.0,4,0.7272727272727273,0.5454545454545454,0.18181818181818188,0,False,False,0.0009734442535994157,False
11,Kurt Warner,12,5,23.1249875,6,0.5454545454545454,0.6363636363636364,0.09090909090909094,1,False,False,4.18048758353031e-06,False
11,Margaret Cho,12,10,17.0,9,0.2727272727272727,0.18181818181818177,0.09090909090909094,1,False,False,4.18048758353031e-06,False
11,Michael Bolton,12,11,14.0,12,0.0,0.09090909090909094,0.09090909090909094,1,False,False,4.18048758353031e-06,False
11,Brandy,12,4,27.6111,2,0.9090909090909091,0.7272727272727273,0.18181818181818177,0,False,False,0.0009734442535994089,False
11,The Situation,12,9,16.75,10,0.18181818181818182,0.2727272727272727,0.09090909090909088,1,False,False,4.1804875835302956e-06,False
11,Audrina Patridge,12,7,24.333299999999998,5,0.6363636363636364,0.4545454545454546,0.18181818181818177,0,False,True,0.0009734442535994089,False
11,Bristol Palin,12,3,22.91664,7,0.45454545454545453,0.8181818181818181,0.3636363636363636,5,True,False,0.9413728607697187,True
12,Ralph Macchio,11,4,24.11111111111111,5,0.6,0.7,0.09999999999999998,3,False,False,7.340866405335574e-06,False
12,Chelsea Kane,11,3,26.76666,1,1.0,0.8,0.19999999999999996,0,False,False,0.002756215583864846,False
12,Kirstie Alley,11,2,24.64999,3,0.8,0.9,0.09999999999999998,2,False,False,7.340866405335574e-06,False
12,Hines Ward,11,1,26.76666,2,0.9,1.0,0.09999999999999998,0,False,False,7.340866405335574e-06,False
12,Sugar Ray Leonard,11,9,18.75,9,0.2,0.19999999999999996,5.551115123125783e-17,1,False,False,1.205117948354354e-08,False
12,Chris Jericho,11,7,22.333333333333332,6,0.5,0.4,0.09999999999999998,1,False,True,7.340866405335574e-06,False
12,Petra Nemcova,11,8,21.2,8,0.3,0.30000000000000004,5.551115123125783e-17,0,False,False,1.205117948354354e-08,False
12,Mike Catherwood,11,11,15.0,11,0.0,0.0,0.0,1,False,False,1.2051179483543547e-08,False
12,Romeo,11,5,24.375,4,0.7,0.6,0.09999999999999998,0,False,False,7.340866405335574e-06,False
12,Wendy Williams,11,10,15.333333333333334,10,0.1,0.09999999999999998,2.7755575615628914e-17,1,False,False,1.2051179483543545e-08,False
12,Kendra Wilkinson,11,6,22.214285714285715,7,0.4,0.5,0.09999999999999998,1,True,False,7.340866405335574e-06,False
13,Elisabetta Canalis,12,11,18.0,11,0.09090909090909091,0.09090909090909094,2.7755575615628914e-17,0,False,False,1.2051179483543545e-08,False
13,David Arquette,12,6,22.071428571428573,6,0.5454545454545454,0.5454545454545454,0.0,0,False,False,1.2051179483543547e-08,False
13,Ricki Lake,12,3,26.59998,1,1.0,0.8181818181818181,0.18181818181818188,1,False,False,0.0009734442535994157,False
13,J.R. Martinez,12,1,26.31665,2,0.9090909090909091,1.0,0.09090909090909094,0,False,False,4.18048758353031e-06,False
13,Metta World Peace (Ron),12,12,14.0,12,0.0,0.0,0.0,1,False,False,1.2051179483543547e-08,False
13,Hope Solo,12,4,23.055533333333333,4,0.7272727272727273,0.7272727272727273,0.0,1,False,False,1.2051179483543547e-08,False
13,Chynna Phillips,12,9,22.5,5,0.6363636363636364,0.2727272727272727,0.36363636363636365,0,False,True,0.9413728607697189,True
13,Kristin Cavallari,12,10,21.666666666666668,7,0.45454545454545453,0.18181818181818177,0.27272727272727276,0,False,False,0.13239392118977458,False
13,Carson Kressley,12,8,19.4,9,0.2727272727272727,0.36363636363636365,0.09090909090909094,2,False,False,4.18048758353031e-06,False
13,Chaz Bono,12,7,18.833333333333332,10,0.18181818181818182,0.4545454545454546,0.27272727272727276,3,False,False,0.13239392118977458,False
13,Nancy Grace,12,5,21.125,8,0.36363636363636365,0.6363636363636364,0.2727272727272727,2,True,False,0.13239392118977436,False
13,Rob Kardashian,12,2,24.3833,3,0.8181818181818182,0.9090909090909091,0.09090909090909083,0,False,False,4.180487583530281e-06,False
14,William Levy,12,3,27.76666,2,0.9090909090909091,0.8181818181818181,0.09090909090909094,1,False,False,4.18048758353031e-06,False
14,Jack Wagner,12,11,22.666666666666668,9,0.2727272727272727,0.09090909090909094,0.18181818181818177,1,False,False,0.0009734442535994089,False
14,Sherri Sheperd,12,10,22.75,8,0.36363636363636365,0.18181818181818177,0.18181818181818188,0,False,False,0.0009734442535994157,False
14,Jaleel White,12,7,25.928542857142855,6,0.5454545454545454,0.4545454545454546,0.09090909090909083,0,False,True,4.180487583530281e-06,False
14,Roshon Fegan,12,6,25.999975,5,0.6363636363636364,0.5454545454545454,0.09090909090909094,0,False,False,4.18048758353031e-06,False
14,Melissa Gilbert,12,5,23.25,7,0.45454545454545453,0.6363636363636364,0.18181818181818182,3,True,False,0.0009734442535994126,False
14,Martina Navratilova,12,12,18.5,12,0.0,0.0,0.0,1,False,False,1.2051179483543547e-08,False
14,Donald Driver,12,1,27.11665,3,0.8181818181818182,1.0,0.18181818181818177,0,False,False,0.0009734442535994089,False
14,Gavin DeGraw,12,9,21.4,11,0.09090909090909091,0.2727272727272727,0.1818181818181818,1,False,False,0.0009734442535994104,False
14,Gladys Knight,12,8,22.0,10,0.18181818181818182,0.36363636363636365,0.18181818181818182,2,False,False,0.0009734442535994126,False
14,Katherine Jenkins,12,2,28.54999,1,1.0,0.9090909090909091,0.09090909090909094,1,False,False,4.18048758353031e-06,False
14,Maria Menounos,12,4,26.72221111111111,4,0.7272727272727273,0.7272727272727273,0.0,0,False,False,1.2051179483543547e-08,False
15,Gilles Marini,13,6,29.1284375,3,0.8333333333333334,0.5833333333333333,0.2500000000000001,0,False,False,0.0428558401804638,False
15,Sabrina Bryan,13,8,28.125,6,0.5833333333333334,0.41666666666666663,0.16666666666666674,0,False,True,0.0004036148577112447,False
15,Kirstie Alley,13,7,25.1562375,8,0.4166666666666667,0.5,0.08333333333333331,3,True,False,2.606995625559094e-06,False
15,Kelly Monaco,13,3,28.13052,5,0.6666666666666666,0.8333333333333334,0.16666666666666674,1,False,False,0.0004036148577112447,False
15,Apolo Anton Ohno,13,5,28.404299999999996,4,0.75,0.6666666666666667,0.08333333333333326,0,False,False,2.60699562555908e-06,False
15,Emmitt Smith,13,4,28.117255555555555,7,0.5,0.75,0.25,2,False,False,0.04285584018046352,False
15,Shawn Johnson,13,2,29.35274,1,1.0,0.9166666666666666,0.08333333333333337,1,False,False,2.6069956255591026e-06,False
15,Pamela Anderson,13,13,17.0,13,0.0,0.0,0.0,1,False,False,1.2051179483543547e-08,False
15,Helio Castroneves,13,10,23.333333333333332,9,0.3333333333333333,0.25,0.08333333333333331,0,False,False,2.606995625559094e-06,False
15,Joey Fatone,13,12,21.5,12,0.08333333333333333,0.08333333333333337,4.163336342344337e-17,0,False,False,1.2051179483543542e-08,False
15,Drew Lachey,13,11,22.666666666666668,11,0.16666666666666666,0.16666666666666663,2.7755575615628914e-17,0,False,False,1.2051179483543545e-08,False
15,Bristol Palin,13,9,23.0,10,0.25,0.33333333333333337,0.08333333333333337,2,False,False,2.6069956255591026e-06,False
15,Melissa Rycroft,13,1,29.33607,2,0.9166666666666666,1.0,0.08333333333333337,0,False,False,2.6069956255591026e-06,False
16,Ingo Rademacher,12,5,22.5,5,0.6363636363636364,0.6363636363636364,0.0,1,False,False,1.2051179483543547e-08,False
16,Zendaya,12,2,27.299979999999998,1,1.0,0.9090909090909091,0.09090909090909094,0,False,False,4.18048758353031e-06,False
16,Dorothy Hamill,12,12,18.0,10,0.18181818181818182,0.0,0.18181818181818182,1,False,False,0.0009734442535994126,False
16,Victor Ortiz,12,8,19.666666666666668,7,0.45454545454545453,0.36363636363636365,0.09090909090909088,2,False,False,4.1804875835302956e-06,False
16,Alexandra Raisman,12,4,26.45,3,0.8181818181818182,0.7272727272727273,0.09090909090909094,0,False,False,4.18048758353031e-06,False
16,Jacoby Jones,12,3,25.19997,4,0.7272727272727273,0.8181818181818181,0.09090909090909083,1,False,False,4.180487583530281e-06,False
16,D. L. Hughley,12,9,16.6,12,0.0,0.2727272727272727,0.2727272727272727,2,False,False,0.13239392118977436,False
16,Andy Dick,12,7,18.928571428571427,8,0.36363636363636365,0.4545454545454546,0.09090909090909094,1,False,False,4.18048758353031e-06,False
16,Wynonna Judd,12,11,17.0,11,0.09090909090909091,0.09090909090909094,2.7755575615628914e-17,1,False,False,1.2051179483543545e-08,False
16,Kellie Pickler,12,1,26.75,2,0.9090909090909091,1.0,0.09090909090909094,0,False,False,4.18048758353031e-06,False
16,Lisa Vanderpump,12,10,18.75,9,0.2727272727272727,0.18181818181818177,0.09090909090909094,0,False,False,4.18048758353031e-06,False
16,Sean Lowe,12,6,21.5,6,0.5454545454545454,0.5454545454545454,0.0,1,False,False,1.2051179483543547e-08,False
17,Valerie Harper,12,10,18.5,10,0.18181818181818182,0.18181818181818177,5.551115123125783e-17,2,False,False,1.205117948354354e-08,False
17,Brant Daugherty,12,7,25.8125,5,0.6363636363636364,0.4545454545454546,0.18181818181818177,0,False,True,0.0009734442535994089,False
17,Elizabeth Berkley Lauren,12,6,26.555533333333333,4,0.7272727272727273,0.5454545454545454,0.18181818181818188,0,False,False,0.0009734442535994157,False
17,Leah Remini,12,5,25.699990000000003,6,0.5454545454545454,0.6363636363636364,0.09090909090909094,1,False,False,4.18048758353031e-06,False
17,Corbin Bleu,12,2,28.515118181818185,2,0.9090909090909091,0.9090909090909091,0.0,0,False,False,1.2051179483543547e-08,False
17,Amber Riley,12,1,28.53028181818182,1,1.0,1.0,0.0,0,False,False,1.2051179483543547e-08,False
17,Keyshawn Johnson,12,12,17.5,11,0.09090909090909091,0.0,0.09090909090909091,0,False,False,4.1804875835302956e-06,False
17,Bill Engvall,12,4,23.409072727272726,9,0.2727272727272727,0.7272727272727273,0.4545454545454546,6,True,False,0.999119902026159,True
17,Christina Milian,12,9,25.0,8,0.36363636363636365,0.2727272727272727,0.09090909090909094,0,False,False,4.18048758353031e-06,False
17,"Nicole ""Snooki"" Polizzi",12,8,25.142857142857142,7,0.45454545454545453,0.36363636363636365,0.09090909090909088,0,False,False,4.1804875835302956e-06,False
17,Jack Osbourne,12,3,26.909063636363634,3,0.8181818181818182,0.8181818181818181,1.1102230246251565e-16,0,False,False,1.2051179483543613e-08,False
17,Bill Nye,12,11,15.666666666666666,12,0.0,0.09090909090909094,0.09090909090909094,2,False,False,4.18048758353031e-06,False
18,Billy Dee Williams,12,10,15.0,12,0.0,0.18181818181818177,0.18181818181818177,2,False,False,0.0009734442535994089,False
18,Danica McKellar,12,6,33.125,4,0.7272727272727273,0.5454545454545454,0.18181818181818188,0,False,False,0.0009734442535994157,False
18,James Maslow,12,4,33.0,5,0.6363636363636364,0.7272727272727273,0.09090909090909094,1,False,False,4.18048758353031e-06,False
18,Candace Cameron Bure,12,3,30.799979999999998,6,0.5454545454545454,0.8181818181818181,0.2727272727272727,4,False,False,0.13239392118977436,False
18,Sean Avery,12,11,20.5,10,0.18181818181818182,0.09090909090909094,0.09090909090909088,0,False,False,4.1804875835302956e-06,False
18,Diana Nyad,12,12,18.0,11,0.09090909090909091,0.0,0.09090909090909091,0,False,False,4.1804875835302956e-06,False
18,Charlie White,12,5,34.166666666666664,2,0.9090909090909091,0.6363636363636364,0.2727272727272727,0,False,False,0.13239392118977436,False
18,Amy Purdy,12,2,33.91666,3,0.8181818181818182,0.9090909090909091,0.09090909090909083,0,False,False,4.180487583530281e-06,False
18,Meryl Davis,12,1,34.8,1,1.0,1.0,0.0,0,False,False,1.2051179483543547e-08,False
18,Drew Carey,12,8,27.5,9,0.2727272727272727,0.36363636363636365,0.09090909090909094,2,False,False,4.18048758353031e-06,False
18,Cody Simpson,12,9,28.8,8,0.36363636363636365,0.2727272727272727,0.09090909090909094,0,False,False,4.18048758353031e-06,False
18,NeNe Leakes,12,7,29.571428571428573,7,0.45454545454545453,0.4545454545454546,5.551115123125783e-17,1,False,False,1.205117948354354e-08,False
19,Antonio Sabato Jr.,13,8,28.5,8,0.4166666666666667,0.41666666666666663,5.551115123125783e-17,1,False,False,1.205117948354354e-08,False
19,Jonathan Bennett,13,9,28.666666666666668,6,0.5833333333333334,0.33333333333333337,0.25,1,False,True,0.04285584018046352,False
19,Lea Thompson,13,6,33.888888888888886,5,0.6666666666666666,0.5833333333333333,0.08333333333333337,0,False,False,2.6069956255591026e-06,False
19,Janel Parrish,13,3,36.1818,2,0.9166666666666666,0.8333333333333334,0.08333333333333326,0,False,False,2.60699562555908e-06,False
19,Alfonso Ribeiro,13,1,36.72727272727273,1,1.0,1.0,0.0,0,False,False,1.2051179483543547e-08,False
19,Lolo Jones,13,13,22.0,13,0.0,0.0,0.0,0,False,False,1.2051179483543547e-08,False
19,Randy Couture,13,11,28.333333333333332,10,0.25,0.16666666666666663,0.08333333333333337,1,False,False,2.6069956255591026e-06,False
