season,week,celebrity_name,s_share
34,9,Danielle Fishel,0.1017962161242885
34,9,Elaine Hendrix,0.09220891317601111
34,9,Baron Davis,0.0
34,9,Jordan Chiles,0.12001337552416566
34,9,Andy Richter,0.11100614610767734
34,9,Robert Irwin,0.1790668968693199
34,9,Hilaria Baldwin,0.0
34,9,Lauren Jauregui,0.0
34,9,Scott Hoying,0.0
34,9,Alix Earle,0.13703476268196926
34,9,Jen Affleck,0.0
34,9,Whitney Leavitt,0.11651629153097998
34,9,Dylan Efron,0.14235739798558833
34,10,Corey Feldman,0.0
34,10,Danielle Fishel,0.0
34,10,Elaine Hendrix,0.1081849791112375
34,10,Baron Davis,0.0
34,10,Jordan Chiles,0.1363628763115845
34,10,Andy Richter,0.11305208608526401
34,10,Robert Irwin,0.19702486708663752
34,10,Hilaria Baldwin,0.0
34,10,Lauren Jauregui,0.0
34,10,Scott Hoying,0.0
34,10,Alix Earle,0.15393170688073168
34,10,Jen Affleck,0.0
34,10,Whitney Leavitt,0.13309449783803234
34,10,Dylan Efron,0.15834898668651246
34,11,Corey Feldman,0.0
34,11,Danielle Fishel,0.0
34,11,Elaine Hendrix,0.12882733991744835
34,11,Baron Davis,0.0
34,11,Jordan Chiles,0.15780227959494408
34,11,Andy Richter,0.0
34,11,Robert Irwin,0.21947946250082834
34,11,Hilaria Baldwin,0.0
34,11,Lauren Jauregui,0.0
34,11,Scott Hoying,0.0
34,11,Alix Earle,0.17588689527116202
34,11,Jen Affleck,0.0
34,11,Whitney Leavitt,0.13807484008723273
34,11,Dylan Efron,0.17992918262838456
33,1,Tori Spelling,0.02878823475771628
33,1,Eric Roberts,0.04669507244604869
33,1,Reginald VelJohnson,0.04860563267055996
33,1,Chandler Kinney,0.05724078161053058
33,1,Dwight Howard ,0.11404695544078368
33,1,Danny Amendola,0.022317924040815146
33,1,Stephen Nedoroscik,0.11326101472036984
33,1,Ilona Maher,0.14356080810148905
33,1,Anna Delvey,0.03938293427589006
33,1,Brooks Nader,0.10175663930488055
33,1,Phaedra Parks,0.05297842213126153
33,1,Jenn Tran,0.08381128383295354
33,1,Joey Graziadei,0.14755429666670114
33,2,Tori Spelling,0.028105051376380582
33,2,Eric Roberts,0.04281400914039366
33,2,Reginald VelJohnson,0.044565773055312265
33,2,Chandler Kinney,0.060442585484648724
33,2,Dwight Howard ,0.11670619826127215
33,2,Danny Amendola,0.022482799896033488
33,2,Stephen Nedoroscik,0.11590193169243902
33,2,Ilona Maher,0.14462137766738067
33,2,Anna Delvey,0.03726062768156233
33,2,Brooks Nader,0.10091267745189861
33,2,Phaedra Parks,0.053369805426635934
33,2,Jenn Tran,0.08182232977707013
33,2,Joey Graziadei,0.1509948330889723
33,3,Tori Spelling,0.025313814025914143
33,3,Eric Roberts,0.04203807157561497
33,3,Reginald VelJohnson,0.04343090520894323
33,3,Chandler Kinney,0.0619643308844352
33,3,Dwight Howard ,0.11588840519623081
33,3,Danny Amendola,0.02266289368335448
33,3,Stephen Nedoroscik,0.11726957899462113
33,3,Ilona Maher,0.1446898310801799
33,3,Anna Delvey,0.03356010942618549
33,3,Brooks Nader,0.10191205481799807
33,3,Phaedra Parks,0.05339506687401535
33,3,Jenn Tran,0.0827878364510643
33,3,Joey Graziadei,0.15508710178144303
33,4,Tori Spelling,0.0
33,4,Eric Roberts,0.043017816811795326
33,4,Reginald VelJohnson,0.044282141574700576
33,4,Chandler Kinney,0.06784976276583925
33,4,Dwight Howard ,0.12100747768458649
33,4,Danny Amendola,0.028608947420695127
33,4,Stephen Nedoroscik,0.1239981334529587
33,4,Ilona Maher,0.1512305844670689
33,4,Anna Delvey,0.0
33,4,Brooks Nader,0.10811393812643365
33,4,Phaedra Parks,0.059212616143904
33,4,Jenn Tran,0.0888382246154175
33,4,Joey Graziadei,0.16384035693660054
33,5,Tori Spelling,0.0
33,5,Eric Roberts,0.0
33,5,Reginald VelJohnson,0.0
33,5,Chandler Kinney,0.07941041380549446
33,5,Dwight Howard ,0.13176799628230568
33,5,Danny Amendola,0.03892274261561986
33,5,Stephen Nedoroscik,0.13478291738008424
33,5,Ilona Maher,0.1639355308989469
33,5,Anna Delvey,0.0
33,5,Brooks Nader,0.10481085761609327
33,5,Phaedra Parks,0.06947174882928778
33,5,Jenn Tran,0.10011703520153455
33,5,Joey Graziadei,0.1767807573706333
33,6,Tori Spelling,0.0
33,6,Eric Roberts,0.0
33,6,Reginald VelJohnson,0.0
33,6,Chandler Kinney,0.09443568076750213
33,6,Dwight Howard ,0.14727082901892238
33,6,Danny Amendola,0.05223337057230055
33,6,Stephen Nedoroscik,0.14847914991591166
33,6,Ilona Maher,0.1748282461749448
33,6,Anna Delvey,0.0
33,6,Brooks Nader,0.0
33,6,Phaedra Parks,0.07382655360369639
33,6,Jenn Tran,0.11509519514260073
33,6,Joey Graziadei,0.19383097480412137
33,7,Tori Spelling,0.0
33,7,Eric Roberts,0.0
33,7,Reginald VelJohnson,0.0
33,7,Chandler Kinney,0.10804848873757184
33,7,Dwight Howard ,0.1582035284179964
33,7,Danny Amendola,0.06334945383481473
33,7,Stephen Nedoroscik,0.16152857561889805
33,7,Ilona Maher,0.18746741528243738
33,7,Anna Delvey,0.0
33,7,Brooks Nader,0.0
33,7,Phaedra Parks,0.0
33,7,Jenn Tran,0.11335212916327943
33,7,Joey Graziadei,0.2080504089450022
33,8,Tori Spelling,0.0
33,8,Eric Roberts,0.0
33,8,Reginald VelJohnson,0.0
33,8,Chandler Kinney,0.12981377464767516
33,8,Dwight Howard ,0.16137966542678003
33,8,Danny Amendola,0.08343680800099545
33,8,Stephen Nedoroscik,0.1826793538581638
33,8,Ilona Maher,0.21061118658484396
33,8,Anna Delvey,0.0
33,8,Brooks Nader,0.0
33,8,Phaedra Parks,0.0
33,8,Jenn Tran,0.0
33,8,Joey Graziadei,0.23207921148154165
33,9,Tori Spelling,0.0
33,9,Eric Roberts,0.0
33,9,Reginald VelJohnson,0.0
33,9,Chandler Kinney,0.16983541974132518
33,9,Dwight Howard ,0.0
33,9,Danny Amendola,0.10824404610891411
33,9,Stephen Nedoroscik,0.21893160585287932
33,9,Ilona Maher,0.23374364878576148
33,9,Anna Delvey,0.0
33,9,Brooks Nader,0.0
33,9,Phaedra Parks,0.0
33,9,Jenn Tran,0.0
33,9,Joey Graziadei,0.26924527951112
32,1,Jamie Lynn Spears,0.06425335863178469
32,1,Mira Sorvino,0.10614612378866875
32,1,Barry Williams,0.07737119465098495
32,1,Alyson Hannigan,0.06567347368229139
32,1,Xochitl Gomez,0.07656524378020213
32,1,Adrian Peterson,0.07945677499645247
32,1,Matt Walsh,0.04173147464442946
32,1,Tyson Beckford,0.03200831553337749
32,1,Jason Mraz,0.0826353829536981
32,1,Lele Pons,0.06518293799865739
32,1,Harry Jowsey,0.04746342447311241
32,1,Mauricio Umansky,0.08425284061989956
32,1,Charity Lawson,0.07666946106606592
32,1,Ariana Madix,0.10058999318037541
32,2,Jamie Lynn Spears,0.06026490191488293
32,2,Mira Sorvino,0.10604687948912772
32,2,Barry Williams,0.07031295590651784
32,2,Alyson Hannigan,0.06771678165461661
32,2,Xochitl Gomez,0.09244870373709098
32,2,Adrian Peterson,0.07220827779642601
32,2,Matt Walsh,0.023617356156701047
32,2,Tyson Beckford,0.031978388459818756
32,2,Jason Mraz,0.09977809329280667
32,2,Lele Pons,0.07159214702022054
32,2,Harry Jowsey,0.04313354197520858
32,2,Mauricio Umansky,0.06964707857942562
32,2,Charity Lawson,0.08420809949861306
32,2,Ariana Madix,0.10704679451854364
32,3,Jamie Lynn Spears,0.03468735943896173
32,3,Mira Sorvino,0.10589545267069261
32,3,Barry Williams,0.06929489169930039
32,3,Alyson Hannigan,0.06536814758350462
32,3,Xochitl Gomez,0.1054012591080431
32,3,Adrian Peterson,0.06663772414165298
32,3,Matt Walsh,0.0
32,3,Tyson Beckford,0.02913166260604782
32,3,Jason Mraz,0.11863019266354076
32,3,Lele Pons,0.07364886954091249
32,3,Harry Jowsey,0.04225754897941579
32,3,Mauricio Umansky,0.065742015159761
32,3,Charity Lawson,0.09618716945738652
32,3,Ariana Madix,0.12711770695078026
32,4,Jamie Lynn Spears,0.0
32,4,Mira Sorvino,0.105907688021387
32,4,Barry Williams,0.06465290704479003
32,4,Alyson Hannigan,0.06113592088036715
32,4,Xochitl Gomez,0.12456108826649878
32,4,Adrian Peterson,0.06768868240797667
32,4,Matt Walsh,0.0
32,4,Tyson Beckford,0.017389748754857912
32,4,Jason Mraz,0.1285940915265678
32,4,Lele Pons,0.07661464468070309
32,4,Harry Jowsey,0.0439535839625276
32,4,Mauricio Umansky,0.06320344375907873
32,4,Charity Lawson,0.10484474130015736
32,4,Ariana Madix,0.14145345939508802
32,5,Jamie Lynn Spears,0.0
32,5,Mira Sorvino,0.10365915691284405
32,5,Barry Williams,0.06708809448445502
32,5,Alyson Hannigan,0.059015906338950534
32,5,Xochitl Gomez,0.1409504186356185
32,5,Adrian Peterson,0.03892806436881195
32,5,Matt Walsh,0.0
32,5,Tyson Beckford,0.0
32,5,Jason Mraz,0.1419299429776529
32,5,Lele Pons,0.07920411781320147
32,5,Harry Jowsey,0.03980565190536601
32,5,Mauricio Umansky,0.06561993563342709
32,5,Charity Lawson,0.11891947001987668
32,5,Ariana Madix,0.14487924090979587
32,6,Jamie Lynn Spears,0.0
32,6,Mira Sorvino,0.062160563807876976
32,6,Barry Williams,0.06828605548092641
32,6,Alyson Hannigan,0.05956427817696449
32,6,Xochitl Gomez,0.163396614761556
32,6,Adrian Peterson,0.0
32,6,Matt Walsh,0.0
32,6,Tyson Beckford,0.0
32,6,Jason Mraz,0.15682808739416995
32,6,Lele Pons,0.08656705496067969
32,6,Harry Jowsey,0.04007839581991257
32,6,Mauricio Umansky,0.0679470137926469
32,6,Charity Lawson,0.12999447975591957
32,6,Ariana Madix,0.16517745604934742
32,7,Jamie Lynn Spears,0.0
32,7,Mira Sorvino,0.0
32,7,Barry Williams,0.0735956677678184
32,7,Alyson Hannigan,0.06777364612671624
32,7,Xochitl Gomez,0.17941294374979191
32,7,Adrian Peterson,0.0
32,7,Matt Walsh,0.0
32,7,Tyson Beckford,0.0
32,7,Jason Mraz,0.169695619144336
32,7,Lele Pons,0.09767196382258901
32,7,Harry Jowsey,0.04561271956552401
32,7,Mauricio Umansky,0.04306326876470243
32,7,Charity Lawson,0.14188512804871875
32,7,Ariana Madix,0.18128904300980322
32,8,Jamie Lynn Spears,0.0
32,8,Mira Sorvino,0.0
32,8,Barry Williams,0.07955459354668341
32,8,Alyson Hannigan,0.07476683583344358
32,8,Xochitl Gomez,0.20014611495667964
32,8,Adrian Peterson,0.0
32,8,Matt Walsh,0.0
32,8,Tyson Beckford,0.0
32,8,Jason Mraz,0.1713125786109742
32,8,Lele Pons,0.062478644195130925
32,8,Harry Jowsey,0.04640773015990155
32,8,Mauricio Umansky,0.0
32,8,Charity Lawson,0.1572040190379115
32,8,Ariana Madix,0.20812948365927522
32,9,Jamie Lynn Spears,0.0
32,9,Mira Sorvino,0.0
32,9,Barry Williams,0.054562483999447735
32,9,Alyson Hannigan,0.07951337424147592
32,9,Xochitl Gomez,0.22430646789351943
32,9,Adrian Peterson,0.0
32,9,Matt Walsh,0.0
32,9,Tyson Beckford,0.0
32,9,Jason Mraz,0.19866661823549175
32,9,Lele Pons,0.0
32,9,Harry Jowsey,0.05116923832442962
32,9,Mauricio Umansky,0.0
32,9,Charity Lawson,0.17115756952893815
32,9,Ariana Madix,0.22062424777669737
32,10,Jamie Lynn Spears,0.0
32,10,Mira Sorvino,0.0
32,10,Barry Williams,0.0
32,10,Alyson Hannigan,0.08559044050644926
32,10,Xochitl Gomez,0.2434916186917285
32,10,Adrian Peterson,0.0
32,10,Matt Walsh,0.0
32,10,Tyson Beckford,0.0
32,10,Jason Mraz,0.21125326094276484
32,10,Lele Pons,0.0
32,10,Harry Jowsey,0.03763505293436358
32,10,Mauricio Umansky,0.0
32,10,Charity Lawson,0.18644347815394904
32,10,Ariana Madix,0.23558614877074474
32,11,Jamie Lynn Spears,0.0
32,11,Mira Sorvino,0.0
32,11,Barry Williams,0.0
32,11,Alyson Hannigan,0.061243000011941946
32,11,Xochitl Gomez,0.26852965199816
32,11,Adrian Peterson,0.0
32,11,Matt Walsh,0.0
32,11,Tyson Beckford,0.0
32,11,Jason Mraz,0.2340423511464244
32,11,Lele Pons,0.0
32,11,Harry Jowsey,0.0
32,11,Mauricio Umansky,0.0
32,11,Charity Lawson,0.193571682187679
32,11,Ariana Madix,0.24261331465579478
31,1,Jason Lewis,0.028898007518776563
31,1,Cheryl Ladd,0.05785237032445393
31,1,Selma Blair,0.03564565953186442
31,1,Joseph Baena,0.05898705294131645
31,1,Trevor Donovan,0.06109038647823734
31,1,Daniel Durant,0.11435532586629847
31,1,Wayne Brady,0.06082428335122639
31,1,Sam Champion,0.046391678818570904
31,1,Jessie James Decker,0.033072392751078594
31,1,Jordin Sparks,0.05918092723097889
31,1,Heidi D'Amelio,0.06896737856314061
31,1,Charli D'Amelio,0.14469412097869924
31,1,Teresa Giudice,0.06774882705478519
31,1,Vinny Guadagnino,0.043274270791317966
31,1,Shangela,0.045637133722906044
31,1,Gabby Windey,0.07338018407634894
31,2,Jason Lewis,0.01895401994829212
31,2,Cheryl Ladd,0.052362619015258745
31,2,Selma Blair,0.03591940334393971
31,2,Joseph Baena,0.055903354525462905
31,2,Trevor Donovan,0.06347693911142502
31,2,Daniel Durant,0.11701436428002747
31,2,Wayne Brady,0.06516895385664782
31,2,Sam Champion,0.04533586471706861
31,2,Jessie James Decker,0.03182783581733093
31,2,Jordin Sparks,0.058727823022560674
31,2,Heidi D'Amelio,0.06949701929260553
31,2,Charli D'Amelio,0.1550296028798002
31,2,Teresa Giudice,0.06322991940398702
31,2,Vinny Guadagnino,0.042942951984242715
31,2,Shangela,0.04598760789343811
31,2,Gabby Windey,0.07862172090791247
31,3,Jason Lewis,0.0
31,3,Cheryl Ladd,0.05045256519705368
31,3,Selma Blair,0.03704483211365091
31,3,Joseph Baena,0.05777600221901283
31,3,Trevor Donovan,0.06358288047937502
31,3,Daniel Durant,0.12301124387084279
31,3,Wayne Brady,0.07109850418533935
31,3,Sam Champion,0.044474008610690695
31,3,Jessie James Decker,0.032037619243456335
31,3,Jordin Sparks,0.06063056209043169
31,3,Heidi D'Amelio,0.07465379138320437
31,3,Charli D'Amelio,0.1672705950033208
31,3,Teresa Giudice,0.043028839719832866
31,3,Vinny Guadagnino,0.04099901734581597
31,3,Shangela,0.04844340036410036
31,3,Gabby Windey,0.08549613817387233
31,4,Jason Lewis,0.0
31,4,Cheryl Ladd,0.03601494351868177
31,4,Selma Blair,0.04069373915554386
31,4,Joseph Baena,0.05863519614519594
31,4,Trevor Donovan,0.06423076385622557
31,4,Daniel Durant,0.12306506619761755
31,4,Wayne Brady,0.0791969061606689
31,4,Sam Champion,0.04408760756632438
31,4,Jessie James Decker,0.03516078231453418
31,4,Jordin Sparks,0.06629695903531602
31,4,Heidi D'Amelio,0.08089096755751601
31,4,Charli D'Amelio,0.1818843461330431
31,4,Teresa Giudice,0.0
31,4,Vinny Guadagnino,0.04301699144328982
31,4,Shangela,0.05225579747306325
31,4,Gabby Windey,0.09456993344297966
31,5,Jason Lewis,0.0
31,5,Cheryl Ladd,0.0
31,5,Selma Blair,0.045082002148490376
31,5,Joseph Baena,0.06034998868149107
31,5,Trevor Donovan,0.06656289239007726
31,5,Daniel Durant,0.1216890486965469
31,5,Wayne Brady,0.08593962488533687
31,5,Sam Champion,0.031581482244072576
31,5,Jessie James Decker,0.03768305640583682
31,5,Jordin Sparks,0.0682468167654458
31,5,Heidi D'Amelio,0.0858453115565686
31,5,Charli D'Amelio,0.19570138991195815
31,5,Teresa Giudice,0.0
31,5,Vinny Guadagnino,0.04310153644746623
31,5,Shangela,0.05615918258282913
31,5,Gabby Windey,0.10205766728388024
31,6,Jason Lewis,0.0
31,6,Cheryl Ladd,0.0
31,6,Selma Blair,0.03621989589165453
31,6,Joseph Baena,0.047809938427197524
31,6,Trevor Donovan,0.07026291301062491
31,6,Daniel Durant,0.1262401092475855
31,6,Wayne Brady,0.08993878432093685
31,6,Sam Champion,0.0
31,6,Jessie James Decker,0.04024260431192559
31,6,Jordin Sparks,0.07197283388165694
31,6,Heidi D'Amelio,0.09139378854766651
31,6,Charli D'Amelio,0.21200489753025703
31,6,Teresa Giudice,0.0
31,6,Vinny Guadagnino,0.04411528957258253
31,6,Shangela,0.06072904319820966
31,6,Gabby Windey,0.10906990205970243
31,7,Jason Lewis,0.0
31,7,Cheryl Ladd,0.0
31,7,Selma Blair,0.0
31,7,Joseph Baena,0.0
31,7,Trevor Donovan,0.08173783719926495
31,7,Daniel Durant,0.13638819880649217
31,7,Wayne Brady,0.10114794982382823
31,7,Sam Champion,0.0
31,7,Jessie James Decker,0.03399341403896651
31,7,Jordin Sparks,0.07977796850020324
31,7,Heidi D'Amelio,0.09955953301513377
31,7,Charli D'Amelio,0.22901491378394936
31,7,Teresa Giudice,0.0
31,7,Vinny Guadagnino,0.05056095759858207
31,7,Shangela,0.07002804528834711
31,7,Gabby Windey,0.11779118194523264
31,8,Jason Lewis,0.0
31,8,Cheryl Ladd,0.0
31,8,Selma Blair,0.0
31,8,Joseph Baena,0.0
31,8,Trevor Donovan,0.08645404140780279
31,8,Daniel Durant,0.14170459485934533
31,8,Wayne Brady,0.11164513423050294
31,8,Sam Champion,0.0
31,8,Jessie James Decker,0.0
31,8,Jordin Sparks,0.06057647643528714
31,8,Heidi D'Amelio,0.10096856293103065
31,8,Charli D'Amelio,0.24770160239901107
31,8,Teresa Giudice,0.0
31,8,Vinny Guadagnino,0.05044504648170278
31,8,Shangela,0.076548826618475
31,8,Gabby Windey,0.12395571463684232
31,9,Jason Lewis,0.0
31,9,Cheryl Ladd,0.0
31,9,Selma Blair,0.0
31,9,Joseph Baena,0.0
31,9,Trevor Donovan,0.09451414493961714
31,9,Daniel Durant,0.15216972297335693
31,9,Wayne Brady,0.12324327380535889
31,9,Sam Champion,0.0
31,9,Jessie James Decker,0.0
31,9,Jordin Sparks,0.0
31,9,Heidi D'Amelio,0.08687825798452424
31,9,Charli D'Amelio,0.2704483245460654
31,9,Teresa Giudice,0.0
31,9,Vinny Guadagnino,0.046438144450452634
31,9,Shangela,0.08696172991673222
31,9,Gabby Windey,0.13934640138389265
31,10,Jason Lewis,0.0
31,10,Cheryl Ladd,0.0
31,10,Selma Blair,0.0
31,10,Joseph Baena,0.0
31,10,Trevor Donovan,0.09789639101729074
31,10,Daniel Durant,0.1462481565257909
31,10,Wayne Brady,0.15388962452529012
31,10,Sam Champion,0.0
31,10,Jessie James Decker,0.0
31,10,Jordin Sparks,0.0
31,10,Heidi D'Amelio,0.0
31,10,Charli D'Amelio,0.31343135051891186
31,10,Teresa Giudice,0.0
31,10,Vinny Guadagnino,0.0
31,10,Shangela,0.11550621657204115
31,10,Gabby Windey,0.17302826084067516
30,1,Martin Kove,0.07717654618941347
30,1,Brian Austin Green,0.04834042257728833
30,1,Melora Hardin,0.038944670314141096
30,1,Matt James,0.045684312417596275
30,1,"Mike ""The Miz"" Mizanin",0.07140397952998355
30,1,Suni Lee,0.06253522000861075
30,1,Iman Shumpert,0.17172373970740437
30,1,Cody Rigsby,0.09813592126029157
30,1,Melanie C,0.0721719651746292
30,1,Jimmie Allen,0.03223819044776898
30,1,Olivia Jade,0.06278426413053806
30,1,JoJo Siwa,0.07634837519665352
30,1,Christine Chiu,0.03661263902406777
30,1,Kenya Moore,0.06361325684624687
30,1,Amanda Kloots,0.04228649717536621
30,2,Martin Kove,0.06918661703853507
30,2,Brian Austin Green,0.047091041074829774
30,2,Melora Hardin,0.039547717862710066
30,2,Matt James,0.04404367563081296
30,2,"Mike ""The Miz"" Mizanin",0.07176032976241649
30,2,Suni Lee,0.0641666644602509
30,2,Iman Shumpert,0.1707972839298826
30,2,Cody Rigsby,0.09659780090834352
30,2,Melanie C,0.07560945125344153
30,2,Jimmie Allen,0.03273738999325255
30,2,Olivia Jade,0.0637564612570568
30,2,JoJo Siwa,0.08081998041755387
30,2,Christine Chiu,0.03603879568007878
30,2,Kenya Moore,0.06261622289830654
30,2,Amanda Kloots,0.045230567832528545
30,3,Martin Kove,0.05980419150829193
30,3,Brian Austin Green,0.04686269230454743
30,3,Melora Hardin,0.040540607103010017
30,3,Matt James,0.04415627898181061
30,3,"Mike ""The Miz"" Mizanin",0.0730185622497248
30,3,Suni Lee,0.06480945158871038
30,3,Iman Shumpert,0.16996907226025787
30,3,Cody Rigsby,0.09541929734485508
30,3,Melanie C,0.07693517353244447
30,3,Jimmie Allen,0.032821087363269004
30,3,Olivia Jade,0.06584351299819388
30,3,JoJo Siwa,0.08346560217138749
30,3,Christine Chiu,0.03639981294945369
30,3,Kenya Moore,0.06324347853720162
30,3,Amanda Kloots,0.046711179106841534
30,4,Martin Kove,0.0
30,4,Brian Austin Green,0.04996947720961801
30,4,Melora Hardin,0.04604206297515591
30,4,Matt James,0.04789281695815533
30,4,"Mike ""The Miz"" Mizanin",0.07790950248279258
30,4,Suni Lee,0.0701349719440045
30,4,Iman Shumpert,0.17480040045972878
30,4,Cody Rigsby,0.09882488374623374
30,4,Melanie C,0.08205308164775972
30,4,Jimmie Allen,0.03738998494995994
30,4,Olivia Jade,0.07152539102409741
30,4,JoJo Siwa,0.08950189372823879
30,4,Christine Chiu,0.03510637607995527
30,4,Kenya Moore,0.06708853573650422
30,4,Amanda Kloots,0.051760621057795775
30,5,Martin Kove,0.0
30,5,Brian Austin Green,0.04771198276186091
30,5,Melora Hardin,0.049567514549937255
30,5,Matt James,0.04583080488214259
30,5,"Mike ""The Miz"" Mizanin",0.08092771059421636
30,5,Suni Lee,0.07406819273586897
30,5,Iman Shumpert,0.17592534600499068
30,5,Cody Rigsby,0.10192552810916443
30,5,Melanie C,0.0861880148301576
30,5,Jimmie Allen,0.040507908957899436
30,5,Olivia Jade,0.07548214447033913
30,5,JoJo Siwa,0.09497548332226674
30,5,Christine Chiu,0.0
30,5,Kenya Moore,0.07097019600868082
30,5,Amanda Kloots,0.055919172772475
30,6,Martin Kove,0.0
30,6,Brian Austin Green,0.0
30,6,Melora Hardin,0.0581647306155191
30,6,Matt James,0.0
30,6,"Mike ""The Miz"" Mizanin",0.08957532548281513
30,6,Suni Lee,0.08334948754512299
30,6,Iman Shumpert,0.18907933674979874
30,6,Cody Rigsby,0.11146909597484815
30,6,Melanie C,0.08311531997465553
30,6,Jimmie Allen,0.04985889409430145
30,6,Olivia Jade,0.08477675144452475
30,6,JoJo Siwa,0.10608844715245931
30,6,Christine Chiu,0.0
30,6,Kenya Moore,0.07898609250189376
30,6,Amanda Kloots,0.065536518464061
30,7,Martin Kove,0.0
30,7,Brian Austin Green,0.0
30,7,Melora Hardin,0.06769492332654323
30,7,Matt James,0.0
30,7,"Mike ""The Miz"" Mizanin",0.09749275125502174
30,7,Suni Lee,0.09197006192756645
30,7,Iman Shumpert,0.1980563876903759
30,7,Cody Rigsby,0.12107716297628911
