season,judge_scale,alpha_penalty,alpha,mean_sq_rank_diff,weekly_elim_match_rate,elim_week_mae,objective
30,0.5,0.0,0.29583333333333334,0.13333333333333333,1.0,0.0,0.08215546591422979
30,0.5,0.2,0.29583333333333334,0.13333333333333333,1.0,0.0,0.099658938136452
30,0.5,0.5,0.29583333333333334,0.13333333333333333,1.0,0.0,0.12591414646978533
30,0.7,0.0,0.08333333333333331,0.13333333333333333,1.0,0.0,0.08142430546977272
30,0.7,0.2,0.08333333333333331,0.13333333333333333,1.0,0.0,0.08281319435866161
30,0.7,0.5,0.08333333333333331,0.13333333333333333,1.0,0.0,0.08489652769199495
29,0.3,0.0,0.29583333333333334,0.13333333333333333,1.0,0.0,0.08110862064131766
29,0.3,0.2,0.15416666666666662,0.4,1.0,0.0,0.35276700008334966
29,0.3,0.5,0.15416666666666662,0.4,1.0,0.0,0.359897208416683
29,0.5,0.0,0.08333333333333331,0.26666666666666666,1.0,0.0,0.21481860296214622
29,0.5,0.2,0.08333333333333331,0.26666666666666666,1.0,0.0,0.2162074918510351
29,0.5,0.5,0.08333333333333331,0.26666666666666666,1.0,0.0,0.21829082518436843
29,0.7,0.0,0.15416666666666662,0.13333333333333333,1.0,0.0,0.08197059944534597
29,0.7,0.2,0.15416666666666662,0.13333333333333333,1.0,0.0,0.0867240716675682
29,0.7,0.5,0.15416666666666662,0.13333333333333333,1.0,0.0,0.09385428000090153
28,0.3,0.0,1.0041666666666667,0.0,1.0,0.0,-0.04875938016416192
28,0.3,0.2,0.22499999999999998,0.0,1.0,0.0,-0.03683132113246017
28,0.3,0.5,0.22499999999999998,0.0,1.0,0.0,-0.021643821132460175
28,0.5,0.0,0.29583333333333334,0.0,1.0,0.0,-0.048129005395892224
28,0.5,0.2,0.15416666666666662,0.0,1.0,0.0,-0.04306576807596812
28,0.5,0.5,0.15416666666666662,0.0,1.0,0.0,-0.03593555974263479
28,0.7,0.0,0.29583333333333334,0.0,1.0,0.0,-0.048129005395892224
28,0.7,0.2,0.15416666666666662,0.0,1.0,0.0,-0.04306576807596812
28,0.7,0.5,0.15416666666666662,0.0,1.0,0.0,-0.03593555974263479
27,0.3,0.0,0.012499999999999983,0.15384615384615385,1.0,0.0,0.1033753716876441
27,0.3,0.2,0.012499999999999983,0.15384615384615385,1.0,0.0,0.1034066216876441
27,0.3,0.5,0.012499999999999983,0.15384615384615385,1.0,0.0,0.1034534966876441
27,0.5,0.0,0.012499999999999983,0.15384615384615385,1.0,0.0,0.1033753716876441
27,0.5,0.2,0.012499999999999983,0.15384615384615385,1.0,0.0,0.1034066216876441
27,0.5,0.5,0.012499999999999983,0.15384615384615385,1.0,0.0,0.1034534966876441
27,0.7,0.0,0.012499999999999983,0.15384615384615385,1.0,0.0,0.1033753716876441
27,0.7,0.2,0.012499999999999983,0.15384615384615385,1.0,0.0,0.1034066216876441
27,0.7,0.5,0.012499999999999983,0.15384615384615385,1.0,0.0,0.1034534966876441
26,0.3,0.0,0.36666666666666664,0.4,1.0,0.0,0.3542887847990073
26,0.3,0.2,0.012499999999999983,0.4,1.0,0.0,0.35501747841756337
26,0.3,0.5,0.012499999999999983,0.4,1.0,0.0,0.35506435341756337
26,0.5,0.0,0.36666666666666664,0.4,1.0,0.0,0.3542887847990073
26,0.5,0.2,0.012499999999999983,0.4,1.0,0.0,0.35501747841756337
26,0.5,0.5,0.012499999999999983,0.4,1.0,0.0,0.35506435341756337
26,0.7,0.0,1.2166666666666666,0.4,1.0,0.0,0.3543711582995099
26,0.7,0.2,0.012499999999999983,0.4,1.0,0.0,0.35501747841756337
26,0.7,0.5,0.012499999999999983,0.4,1.0,0.0,0.35506435341756337
25,0.3,0.0,1.3583333333333334,0.3076923076923077,1.0,0.0,0.25660919451936537
25,0.3,0.2,-0.05833333333333335,0.3076923076923077,1.0,0.0,0.2578408471295744
25,0.3,0.5,0.012499999999999983,0.3076923076923077,1.0,0.0,0.2582722920847234
25,0.5,0.0,1.3583333333333334,0.3076923076923077,1.0,0.0,0.25660919451936537
25,0.5,0.2,-0.05833333333333335,0.3076923076923077,1.0,0.0,0.2578408471295744
25,0.5,0.5,0.012499999999999983,0.3076923076923077,1.0,0.0,0.2582722920847234
25,0.7,0.0,1.3583333333333334,0.3076923076923077,1.0,0.0,0.25660919451936537
25,0.7,0.2,-0.05833333333333335,0.3076923076923077,1.0,0.0,0.2578408471295744
25,0.7,0.5,0.012499999999999983,0.3076923076923077,1.0,0.0,0.2579898919326329
24,0.3,0.0,-0.2,0.16666666666666666,1.0,0.0,0.11767224269635779
24,0.3,0.2,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11778049037532322
24,0.3,0.5,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11782736537532322
24,0.5,0.0,-0.2,0.16666666666666666,1.0,0.0,0.11767224269635779
24,0.5,0.2,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11778049037532322
24,0.5,0.5,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11782736537532322
24,0.7,0.0,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11774924037532322
24,0.7,0.2,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11778049037532322
24,0.7,0.5,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11782736537532322
23,0.3,0.0,1.3583333333333334,0.15384615384615385,1.0,0.0,0.10309695053169377
23,0.3,0.2,0.012499999999999983,0.15384615384615385,1.0,0.0,0.10382799012979181
23,0.3,0.5,0.012499999999999983,0.15384615384615385,1.0,0.0,0.10387486512979181
23,0.5,0.0,1.3583333333333334,0.15384615384615385,1.0,0.0,0.10308460034872184
23,0.5,0.2,0.012499999999999983,0.15384615384615385,1.0,0.0,0.10382799012979181
23,0.5,0.5,0.012499999999999983,0.15384615384615385,1.0,0.0,0.10387486512979181
23,0.7,0.0,1.0041666666666667,0.15384615384615385,1.0,0.0,0.10307941849601546
23,0.7,0.2,0.012499999999999983,0.15384615384615385,1.0,0.0,0.10382799012979181
23,0.7,0.5,0.012499999999999983,0.15384615384615385,1.0,0.0,0.10387486512979181
22,0.3,0.0,1.075,0.16666666666666666,1.0,0.0,0.11740847535197976
22,0.3,0.2,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11831962358068498
22,0.3,0.5,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11836649858068499
22,0.5,0.0,0.22499999999999998,0.16666666666666666,1.0,0.0,0.11764110224313332
22,0.5,0.2,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11784329373567808
22,0.5,0.5,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11789016873567808
22,0.7,0.0,0.22499999999999998,0.16666666666666666,1.0,0.0,0.11764110224313332
22,0.7,0.2,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11784329373567808
22,0.7,0.5,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11789016873567808
21,0.3,0.0,-0.05833333333333335,0.6153846153846154,1.0,0.0,0.5653760716373164
21,0.3,0.2,0.012499999999999983,0.6153846153846154,1.0,0.0,0.5654228028179186
21,0.3,0.5,0.012499999999999983,0.6153846153846154,1.0,0.0,0.5654696778179186
21,0.5,0.0,-0.05833333333333335,0.6153846153846154,1.0,0.0,0.5653760716373164
21,0.5,0.2,0.012499999999999983,0.6153846153846154,1.0,0.0,0.5654228028179186
21,0.5,0.5,0.012499999999999983,0.6153846153846154,1.0,0.0,0.5654696778179186
21,0.7,0.0,0.012499999999999983,0.6153846153846154,1.0,0.0,0.5653915528179185
21,0.7,0.2,0.012499999999999983,0.6153846153846154,1.0,0.0,0.5654228028179186
21,0.7,0.5,0.012499999999999983,0.6153846153846154,1.0,0.0,0.5654696778179186
20,0.3,0.0,0.5083333333333333,0.16666666666666666,1.0,0.0,0.11715874911067589
20,0.3,0.2,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11795397193792696
20,0.3,0.5,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11800084693792696
20,0.5,0.0,0.5083333333333333,0.16666666666666666,1.0,0.0,0.11715874911067589
20,0.5,0.2,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11795397193792696
20,0.5,0.5,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11800084693792696
20,0.7,0.0,0.5083333333333333,0.16666666666666666,1.0,0.0,0.11715874911067589
20,0.7,0.2,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11795397193792696
20,0.7,0.5,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11800084693792696
19,0.3,0.0,0.15416666666666662,0.0,1.0,0.0,-0.050504032541851006
19,0.3,0.2,0.012499999999999983,0.0,1.0,0.0,-0.050071490289415765
19,0.3,0.5,0.012499999999999983,0.0,1.0,0.0,-0.050024615289415764
19,0.5,0.0,0.15416666666666662,0.0,1.0,0.0,-0.050504032541851006
19,0.5,0.2,0.012499999999999983,0.0,1.0,0.0,-0.050071490289415765
19,0.5,0.5,0.012499999999999983,0.0,1.0,0.0,-0.050024615289415764
19,0.7,0.0,0.15416666666666662,0.0,1.0,0.0,-0.050504032541851006
19,0.7,0.2,0.012499999999999983,0.0,1.0,0.0,-0.050071490289415765
19,0.7,0.5,0.012499999999999983,0.0,1.0,0.0,-0.050024615289415764
18,0.3,0.0,0.08333333333333331,0.0,1.0,0.0,-0.04882368274751004
18,0.3,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04807834029034241
18,0.3,0.5,0.012499999999999983,0.0,1.0,0.0,-0.048218738204462805
18,0.5,0.0,0.22499999999999998,0.0,1.0,0.0,-0.048725176024614875
18,0.5,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04826561320446281
18,0.5,0.5,0.012499999999999983,0.0,1.0,0.0,-0.048218738204462805
18,0.7,0.0,0.012499999999999983,0.0,1.0,0.0,-0.04856056522013896
18,0.7,0.2,0.012499999999999983,0.0,1.0,0.0,-0.048529315220138966
18,0.7,0.5,0.012499999999999983,0.0,1.0,0.0,-0.048482440220138964
17,0.3,0.0,0.43749999999999994,0.0,1.0,0.0,-0.04927084529007538
17,0.3,0.2,0.012499999999999983,0.0,1.0,0.0,-0.048942697815702485
17,0.3,0.5,0.012499999999999983,0.0,1.0,0.0,-0.04889582281570248
17,0.5,0.0,0.43749999999999994,0.0,1.0,0.0,-0.04927084529007538
17,0.5,0.2,0.012499999999999983,0.0,1.0,0.0,-0.048942697815702485
17,0.5,0.5,0.012499999999999983,0.0,1.0,0.0,-0.04889582281570248
17,0.7,0.0,0.43749999999999994,0.0,1.0,0.0,-0.04927084529007538
17,0.7,0.2,0.012499999999999983,0.0,1.0,0.0,-0.048942697815702485
17,0.7,0.5,0.012499999999999983,0.0,1.0,0.0,-0.04889582281570248
16,0.3,0.0,0.36666666666666664,0.0,1.0,0.0,-0.049109081812987246
16,0.3,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04863969846284717
16,0.3,0.5,0.012499999999999983,0.0,1.0,0.0,-0.04859282346284717
16,0.5,0.0,0.36666666666666664,0.0,1.0,0.0,-0.049109081812987246
16,0.5,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04863969846284717
16,0.5,0.5,0.012499999999999983,0.0,1.0,0.0,-0.04859282346284717
16,0.7,0.0,0.36666666666666664,0.0,1.0,0.0,-0.049109081812987246
16,0.7,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04863969846284717
16,0.7,0.5,0.012499999999999983,0.0,1.0,0.0,-0.04859282346284717
15,0.3,0.0,0.012499999999999983,0.0,1.0,0.0,-0.05055255749481969
15,0.3,0.2,0.012499999999999983,0.0,1.0,0.0,-0.050521307494819694
15,0.3,0.5,0.012499999999999983,0.0,1.0,0.0,-0.05047443249481969
15,0.5,0.0,0.012499999999999983,0.0,1.0,0.0,-0.05055255749481969
15,0.5,0.2,0.012499999999999983,0.0,1.0,0.0,-0.050521307494819694
15,0.5,0.5,0.012499999999999983,0.0,1.0,0.0,-0.05047443249481969
15,0.7,0.0,0.012499999999999983,0.0,1.0,0.0,-0.05055255749481969
15,0.7,0.2,0.012499999999999983,0.0,1.0,0.0,-0.050521307494819694
15,0.7,0.5,0.012499999999999983,0.0,1.0,0.0,-0.05047443249481969
14,0.3,0.0,-0.05833333333333335,0.16666666666666666,1.0,0.0,0.11767342582413867
14,0.3,0.2,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11813614281185107
14,0.3,0.5,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11818301781185107
14,0.5,0.0,-0.05833333333333335,0.16666666666666666,1.0,0.0,0.11767342582413867
14,0.5,0.2,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11813614281185107
14,0.5,0.5,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11818301781185107
14,0.7,0.0,0.08333333333333331,0.16666666666666666,1.0,0.0,0.1178635041032532
14,0.7,0.2,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11813614281185107
14,0.7,0.5,0.012499999999999983,0.16666666666666666,1.0,0.0,0.11818301781185107
13,0.3,0.0,0.29583333333333334,0.0,1.0,0.0,-0.04928010962250934
13,0.3,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04842724847043495
13,0.3,0.5,0.012499999999999983,0.0,1.0,0.0,-0.048380373470434945
13,0.5,0.0,0.012499999999999983,0.0,1.0,0.0,-0.048973853119547314
13,0.5,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04842724847043495
13,0.5,0.5,0.012499999999999983,0.0,1.0,0.0,-0.048380373470434945
13,0.7,0.0,0.15416666666666662,0.0,1.0,0.0,-0.04893183673839012
13,0.7,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04842724847043495
13,0.7,0.5,0.012499999999999983,0.0,1.0,0.0,-0.048380373470434945
12,0.3,0.0,0.15416666666666662,0.0,1.0,0.0,-0.047411924080981147
12,0.3,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04669675986622521
12,0.3,0.5,0.012499999999999983,0.0,1.0,0.0,-0.046649884866225205
12,0.5,0.0,0.15416666666666662,0.0,1.0,0.0,-0.047411924080981147
12,0.5,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04669675986622521
12,0.5,0.5,0.012499999999999983,0.0,1.0,0.0,-0.046649884866225205
12,0.7,0.0,0.15416666666666662,0.0,1.0,0.0,-0.047411924080981147
12,0.7,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04669675986622521
12,0.7,0.5,0.012499999999999983,0.0,1.0,0.0,-0.046649884866225205
11,0.3,0.0,0.7916666666666667,0.0,1.0,0.0,-0.049496129107548414
11,0.3,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04886538659510732
11,0.3,0.5,0.012499999999999983,0.0,1.0,0.0,-0.04881851159510732
11,0.5,0.0,1.4291666666666667,0.0,1.0,0.0,-0.04946650858275248
11,0.5,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04886538659510732
11,0.5,0.5,0.012499999999999983,0.0,1.0,0.0,-0.04881851159510732
11,0.7,0.0,1.4291666666666667,0.0,1.0,0.0,-0.04946650858275248
11,0.7,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04886538659510732
11,0.7,0.5,0.012499999999999983,0.0,1.0,0.0,-0.04881851159510732
10,0.3,0.0,1.4291666666666667,0.0,1.0,0.0,-0.0476931182498339
10,0.3,0.2,0.012499999999999983,0.0,1.0,0.0,-0.0472330302212993
10,0.3,0.5,0.012499999999999983,0.0,1.0,0.0,-0.0471861552212993
10,0.5,0.0,1.1458333333333333,0.0,1.0,0.0,-0.04748782745233238
10,0.5,0.2,0.012499999999999983,0.0,1.0,0.0,-0.0472330302212993
10,0.5,0.5,0.012499999999999983,0.0,1.0,0.0,-0.0471861552212993
10,0.7,0.0,1.1458333333333333,0.0,1.0,0.0,-0.04748782745233238
10,0.7,0.2,0.012499999999999983,0.0,1.0,0.0,-0.0472330302212993
10,0.7,0.5,0.012499999999999983,0.0,1.0,0.0,-0.0471861552212993
9,0.3,0.0,0.012499999999999983,0.25,1.0,0.0,0.195137713744463
9,0.3,0.2,0.012499999999999983,0.25,1.0,0.0,0.19516896374446302
9,0.3,0.5,0.012499999999999983,0.25,1.0,0.0,0.19521583874446302
9,0.5,0.0,0.012499999999999983,0.25,1.0,0.0,0.195137713744463
9,0.5,0.2,0.012499999999999983,0.25,1.0,0.0,0.19516896374446302
9,0.5,0.5,0.012499999999999983,0.25,1.0,0.0,0.19521583874446302
9,0.7,0.0,0.012499999999999983,0.25,1.0,0.0,0.195137713744463
9,0.7,0.2,0.012499999999999983,0.25,1.0,0.0,0.19516896374446302
9,0.7,0.5,0.012499999999999983,0.25,1.0,0.0,0.19521583874446302
8,0.3,0.0,0.36666666666666664,0.0,1.0,0.0,-0.050973200383969026
8,0.3,0.2,0.012499999999999983,0.0,1.0,0.0,-0.050386652344149345
8,0.3,0.5,0.012499999999999983,0.0,1.0,0.0,-0.05033977734414934
8,0.5,0.0,0.08333333333333331,0.0,1.0,0.0,-0.05061964353617339
8,0.5,0.2,0.012499999999999983,0.0,1.0,0.0,-0.050386652344149345
8,0.5,0.5,0.012499999999999983,0.0,1.0,0.0,-0.05033977734414934
8,0.7,0.0,0.08333333333333331,0.0,1.0,0.0,-0.05061964353617339
8,0.7,0.2,0.012499999999999983,0.0,1.0,0.0,-0.050386652344149345
8,0.7,0.5,0.012499999999999983,0.0,1.0,0.0,-0.05033977734414934
7,0.3,0.0,0.5791666666666666,0.0,1.0,0.0,-0.050763356758376475
7,0.3,0.2,0.012499999999999983,0.0,1.0,0.0,-0.050493640046098485
7,0.3,0.5,0.012499999999999983,0.0,1.0,0.0,-0.050446765046098484
7,0.5,0.0,-0.05833333333333335,0.0,1.0,0.0,-0.05074653828550362
7,0.5,0.2,0.012499999999999983,0.0,1.0,0.0,-0.050493640046098485
7,0.5,0.5,0.012499999999999983,0.0,1.0,0.0,-0.050446765046098484
7,0.7,0.0,-0.05833333333333335,0.0,1.0,0.0,-0.05074653828550362
7,0.7,0.2,0.012499999999999983,0.0,1.0,0.0,-0.050493640046098485
7,0.7,0.5,0.012499999999999983,0.0,1.0,0.0,-0.050446765046098484
6,0.3,0.0,0.22499999999999998,0.0,1.0,0.0,-0.04951373384370737
6,0.3,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04887190587241496
6,0.3,0.5,0.012499999999999983,0.0,1.0,0.0,-0.04882503087241496
6,0.5,0.0,0.36666666666666664,0.0,1.0,0.0,-0.049407217455533003
6,0.5,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04887190587241496
6,0.5,0.5,0.012499999999999983,0.0,1.0,0.0,-0.04882503087241496
6,0.7,0.0,0.29583333333333334,0.0,1.0,0.0,-0.04937591900121418
6,0.7,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04887190587241496
6,0.7,0.5,0.012499999999999983,0.0,1.0,0.0,-0.04882503087241496
5,0.3,0.0,0.7916666666666667,0.0,1.0,0.0,-0.04939397285798547
5,0.3,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04893366830077395
5,0.3,0.5,0.012499999999999983,0.0,1.0,0.0,-0.048886793300773945
5,0.5,0.0,0.7916666666666667,0.0,1.0,0.0,-0.04939397285798547
5,0.5,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04893366830077395
5,0.5,0.5,0.012499999999999983,0.0,1.0,0.0,-0.048886793300773945
5,0.7,0.0,0.8625,0.0,1.0,0.0,-0.04918176194529873
5,0.7,0.2,0.012499999999999983,0.0,1.0,0.0,-0.04893366830077395
5,0.7,0.5,0.012499999999999983,0.0,1.0,0.0,-0.048886793300773945
4,0.3,0.0,1.1458333333333333,0.0,1.0,0.0,-0.047624065542434445
4,0.3,0.2,0.012499999999999983,0.0,1.0,0.0,-0.047128481185438276
4,0.3,0.5,0.012499999999999983,0.0,1.0,0.0,-0.047081606185438274
4,0.5,0.0,0.36666666666666664,0.0,1.0,0.0,-0.04774025755256961
4,0.5,0.2,0.012499999999999983,0.0,1.0,0.0,-0.047128481185438276
4,0.5,0.5,0.012499999999999983,0.0,1.0,0.0,-0.047081606185438274
4,0.7,0.0,0.36666666666666664,0.0,1.0,0.0,-0.04774025755256961
4,0.7,0.2,0.012499999999999983,0.0,1.0,0.0,-0.047128481185438276
4,0.7,0.5,0.012499999999999983,0.0,1.0,0.0,-0.047081606185438274
3,0.3,0.0,0.08333333333333331,0.18181818181818182,1.0,0.0,0.13418927080808674
3,0.3,0.2,0.012499999999999983,0.18181818181818182,1.0,0.0,0.1348420561490005
3,0.3,0.5,0.012499999999999983,0.18181818181818182,1.0,0.0,0.1348889311490005
3,0.5,0.0,0.08333333333333331,0.18181818181818182,1.0,0.0,0.13418927080808674
3,0.5,0.2,0.012499999999999983,0.18181818181818182,1.0,0.0,0.1348420561490005
3,0.5,0.5,0.012499999999999983,0.18181818181818182,1.0,0.0,0.1348889311490005
3,0.7,0.0,0.08333333333333331,0.18181818181818182,1.0,0.0,0.13418927080808674
3,0.7,0.2,0.012499999999999983,0.18181818181818182,1.0,0.0,0.1348420561490005
3,0.7,0.5,0.012499999999999983,0.18181818181818182,1.0,0.0,0.1348889311490005
2,0.3,0.0,0.15416666666666662,0.0,1.0,0.0,-0.043571116824927925
2,0.3,0.2,-0.05833333333333335,0.0,1.0,0.0,-0.0423139030127373
2,0.3,0.5,-0.05833333333333335,0.0,1.0,0.0,-0.041293069679403965
2,0.5,0.0,-0.05833333333333335,0.0,1.0,0.0,-0.042994458568292857
2,0.5,0.2,-0.05833333333333335,0.0,1.0,0.0,-0.0423139030127373
2,0.5,0.5,-0.05833333333333335,0.0,1.0,0.0,-0.041293069679403965
2,0.7,0.0,-0.05833333333333335,0.0,1.0,0.0,-0.042994458568292857
2,0.7,0.2,-0.05833333333333335,0.0,1.0,0.0,-0.0423139030127373
2,0.7,0.5,-0.05833333333333335,0.0,1.0,0.0,-0.041293069679403965
1,0.3,0.0,0.15416666666666662,0.0,1.0,0.0,-0.03564124983154057
1,0.3,0.2,0.012499999999999983,0.0,1.0,0.0,-0.034655128617958386
1,0.3,0.5,0.012499999999999983,0.0,1.0,0.0,-0.034608253617958384
1,0.5,0.0,0.08333333333333331,0.0,1.0,0.0,-0.03561394429815645
1,0.5,0.2,0.012499999999999983,0.0,1.0,0.0,-0.034655128617958386
1,0.5,0.5,0.012499999999999983,0.0,1.0,0.0,-0.034608253617958384
1,0.7,0.0,0.15416666666666662,0.0,1.0,0.0,-0.03523387593596027
1,0.7,0.2,0.012499999999999983,0.0,1.0,0.0,-0.034655128617958386
1,0.7,0.5,0.012499999999999983,0.0,1.0,0.0,-0.034608253617958384
