season,week,celebrity_name,s_mean,s_p50,s_std,s_p10,s_p90
2,2,Tia Carrere,0.53904647,0.5621222,0.27948698,0.17650217,0.9140471
2,2,George Hamilton,0.0011695932,0.00083527726,0.0010264773,0.00036696877,0.0018284018
2,2,Lisa Rinna,0.45743775,0.43580225,0.28166485,0.08148346,0.82215816
2,2,Stacy Keibler,5.51424e-05,4.7789952e-05,5.094387e-05,3.533417e-06,0.00010269072
2,2,Jerry Rice,2.1927153e-05,2.0269823e-05,1.0722848e-05,9.238999e-06,3.7950977e-05
2,2,Giselle Fernandez,0.0005485048,1.0322241e-07,0.0017352393,1.0457318e-10,0.000206433
2,2,Master P,0.0015396625,0.00047704316,0.0017953822,6.831768e-05,0.0039199158
2,2,Drew Lachey,0.00018088579,0.00012610787,0.00015606046,4.55897e-05,0.00031930755
2,3,Tia Carrere,1.0,1.0,0.0,1.0,1.0
2,3,George Hamilton,1.0580332e-12,6.8700096e-17,3.0144797e-12,2.049865e-22,1.4953407e-12
2,3,Lisa Rinna,2.8590037e-13,8.8493496e-17,6.8898614e-13,2.2677211e-21,8.698248e-13
2,3,Stacy Keibler,2.699823e-13,3.4363875e-16,7.2498013e-13,8.517448e-21,4.7836924e-13
2,3,Jerry Rice,8.930345e-16,3.1595342e-19,2.0219983e-15,2.5923914e-24,2.5482105e-15
2,3,Giselle Fernandez,2.862421e-39,6e-45,0.0,0.0,2.091718e-39
2,3,Master P,1.168868e-17,2.7255922e-19,2.6421601e-17,1.2329491e-22,2.9584154e-17
2,3,Drew Lachey,2.0493302e-10,3.2682665e-14,5.659413e-10,2.5303545e-20,3.370271e-10
2,4,Tia Carrere,0.0015192243,2.368119e-05,0.0034078923,8.373096e-09,0.0030909157
2,4,George Hamilton,0.00016239467,2.0146825e-05,0.00024575312,4.4575046e-08,0.0004600826
2,4,Lisa Rinna,8.6865395e-05,1.3857036e-05,0.00015598212,4.7017327e-08,0.00016953802
2,4,Stacy Keibler,3.6821195e-06,2.0947577e-07,7.033527e-06,6.182969e-10,9.369387e-06
2,4,Jerry Rice,1.6787838e-09,1.9261488e-10,3.0272589e-09,1.3027851e-12,5.6508616e-09
2,4,Master P,4.639639e-18,8.841831e-21,1.0024032e-17,2.2737e-25,1.6032003e-17
2,4,Drew Lachey,0.99822783,0.99986637,0.0037916156,0.9962793,1.0
2,5,Tia Carrere,2.1102085e-07,5.0320097e-08,3.2750913e-07,1.8594121e-09,7.678214e-07
2,5,George Hamilton,0.00078636274,0.00047389147,0.0007445459,5.3205677e-05,0.0018981548
2,5,Lisa Rinna,0.13041604,0.14072593,0.07889078,0.014435815,0.23351508
2,5,Stacy Keibler,0.03837067,0.0010378142,0.11268858,0.00019531848,0.025571514
2,5,Jerry Rice,0.0007442978,0.0003164023,0.00090085133,1.5626432e-05,0.0022784634
2,5,Drew Lachey,0.8296824,0.8459736,0.10893291,0.7520317,0.95923096
2,6,George Hamilton,0.00077768695,2.5534482e-06,0.002553287,1.6113423e-08,3.068887e-05
2,6,Lisa Rinna,0.18350057,0.018035164,0.32886022,0.0032718251,0.77141774
2,6,Stacy Keibler,0.3741142,0.43166167,0.18695322,0.0965371,0.52063334
2,6,Jerry Rice,0.36061004,0.41013166,0.16055925,0.104065396,0.49852437
2,6,Drew Lachey,0.08099748,0.0778508,0.06664297,0.0052723764,0.19102672
2,7,Lisa Rinna,3.6397239e-09,1.7824158e-12,8.086692e-09,4.577746e-18,9.592961e-09
2,7,Stacy Keibler,0.7982326,0.9931439,0.31808174,0.36097753,0.9999381
2,7,Jerry Rice,0.19957988,0.006450438,0.3154553,5.8536323e-05,0.63004714
2,7,Drew Lachey,0.0021874947,0.0005011309,0.0029699106,3.4264126e-06,0.006127992
2,8,Stacy Keibler,0.20130217,0.1190458,0.17655025,0.022862636,0.44088924
2,8,Jerry Rice,0.62179536,0.57094413,0.2489873,0.27341154,0.94530064
2,8,Drew Lachey,0.17690252,0.042567134,0.20969428,0.011995957,0.41618514
3,1,Harry Hamlin,0.012325539,0.0077601373,0.012647417,0.0031897754,0.02680284
3,1,Vivica A. Fox,5.2654872e-05,3.0725867e-05,4.7542355e-05,9.331842e-06,0.00011825694
3,1,Monique Coleman,5.55093e-05,1.1321163e-05,9.40309e-05,1.9442452e-06,0.00011896919
3,1,Joey Lawrence,0.004242336,0.0010144383,0.007639633,0.00023023866,0.0074879047
3,1,Mario Lopez,0.00040800136,0.00026664083,0.00034800658,0.00010928741,0.0009408111
3,1,Emmitt Smith,0.011477041,0.002956725,0.017168501,0.00039193264,0.03495974
3,1,Shanna Moakler,3.2256296e-05,7.2995645e-06,4.684449e-05,1.5935894e-06,0.00010443746
3,1,Willa Ford,0.00017338038,0.0001287134,0.00014155115,3.744172e-05,0.00040544537
3,1,Sara Evans,0.0010634605,0.00037006952,0.0014621565,4.4164153e-05,0.002251189
3,1,Jerry Springer,0.9701698,0.984821,0.037038002,0.94702005,0.99449015
3,1,Tucker Carlson,1.7943222e-15,6.669977e-16,2.2979877e-15,2.0311981e-16,4.315196e-15
3,2,Harry Hamlin,0.00058674696,0.00011149379,0.0010779892,2.6169639e-05,0.0016917244
3,2,Vivica A. Fox,0.01947392,0.011145866,0.017332429,0.0029749977,0.045466196
3,2,Monique Coleman,0.04981262,0.019691477,0.06790291,0.006015036,0.12976918
3,2,Joey Lawrence,0.05253542,0.011718663,0.08141043,0.0039876103,0.16706412
3,2,Mario Lopez,0.0016599343,0.0016910814,0.0010062204,0.00043630073,0.0029366713
3,2,Emmitt Smith,0.5896086,0.6719033,0.2598174,0.16212705,0.86053735
3,2,Shanna Moakler,4.0628165e-05,3.4820991e-06,8.229613e-05,1.1093155e-06,8.9680405e-05
3,2,Willa Ford,0.07448662,0.05710373,0.06977982,0.012489986,0.18800192
3,2,Sara Evans,0.026058085,0.023146093,0.012933267,0.011442551,0.044922467
3,2,Jerry Springer,0.18573745,0.0738163,0.23816511,0.022341982,0.46512416
3,3,Harry Hamlin,6.130218e-13,1.6939071e-15,1.2378052e-12,1.0582589e-17,3.000497e-12
3,3,Vivica A. Fox,0.0006789528,0.0005038815,0.0005060877,0.00022113422,0.0014872522
3,3,Monique Coleman,0.72427815,0.8983133,0.27324402,0.28707108,0.9430823
3,3,Joey Lawrence,0.0008274499,0.0004905091,0.0009748493,0.00010035651,0.0020772717
3,3,Mario Lopez,0.016491085,0.0005255685,0.025890347,5.996085e-05,0.058060676
3,3,Emmitt Smith,0.03134794,0.0045860675,0.046575785,0.0015678323,0.07020384
3,3,Willa Ford,0.086881645,0.04873149,0.08947638,0.0019150459,0.22665343
3,3,Sara Evans,0.090562336,0.018908378,0.12892878,0.0008268448,0.27134302
3,3,Jerry Springer,0.048932437,0.047391184,0.035464305,0.010315314,0.09043894
3,4,Vivica A. Fox,4.007874e-05,1.9709492e-05,6.493478e-05,2.7387619e-06,6.089363e-05
3,4,Monique Coleman,0.09009919,0.07393422,0.059287034,0.026845412,0.18027993
3,4,Joey Lawrence,0.02900026,0.02100228,0.019393304,0.015380747,0.043197114
3,4,Mario Lopez,0.07652425,0.07539797,0.05143557,0.015660036,0.11265928
3,4,Emmitt Smith,0.17776535,0.15290047,0.0707998,0.101994455,0.2662441
3,4,Willa Ford,0.006622651,0.0011341509,0.010310001,0.0006760468,0.020511417
3,4,Sara Evans,0.08806968,0.08059703,0.048435528,0.040296085,0.14089327
3,4,Jerry Springer,0.5318785,0.50977814,0.14010593,0.37140107,0.7175461
3,5,Monique Coleman,0.03882887,0.03389706,0.035554897,0.0006396612,0.07836143
3,5,Joey Lawrence,0.00039279592,0.000340077,0.00030026038,4.9181854e-05,0.00085376715
3,5,Mario Lopez,0.9084216,0.9395303,0.10126569,0.80268157,0.997898
3,5,Emmitt Smith,0.05181456,0.022457607,0.07323837,0.0012667673,0.114253104
3,5,Willa Ford,7.3319384e-08,9.4623935e-09,1.3423428e-07,1.4651197e-11,1.4495885e-07
3,5,Sara Evans,3.7727714e-06,3.4673835e-06,2.4606463e-06,4.0763766e-07,6.89903e-06
3,5,Jerry Springer,0.0005383242,0.00031845173,0.0006560112,7.0405677e-06,0.0013127892
3,6,Monique Coleman,0.04706267,0.047184132,0.027955642,0.016665792,0.077955894
3,6,Joey Lawrence,0.20093156,0.14880759,0.18014044,0.011613025,0.5156049
3,6,Mario Lopez,0.21008885,0.20078048,0.12578562,0.091116,0.36577386
3,6,Emmitt Smith,0.54189867,0.5758871,0.19272387,0.3425646,0.7292194
3,6,Jerry Springer,1.8296067e-05,2.931226e-06,3.4835666e-05,6.504053e-07,4.0048835e-05
3,7,Monique Coleman,0.0023380087,0.0009046438,0.0025995017,0.00028226103,0.0065914798
3,7,Joey Lawrence,0.07459133,0.044489197,0.068469755,0.019477267,0.1948818
3,7,Mario Lopez,0.6413131,0.6987473,0.1279139,0.47164235,0.7792081
3,7,Emmitt Smith,0.2817575,0.25077266,0.09272225,0.19932151,0.44646335
3,7,Jerry Springer,3.4852135e-10,8.407533e-11,4.2063195e-10,4.0086667e-12,7.216678e-10
3,8,Monique Coleman,0.009984341,0.009516519,0.007311502,0.0021913585,0.021352345
3,8,Joey Lawrence,0.3144498,0.24995005,0.21229346,0.08792787,0.61176676
3,8,Mario Lopez,0.5897938,0.60535765,0.2041643,0.30136546,0.79247004
3,8,Emmitt Smith,0.085772045,0.06477897,0.073310204,0.032340102,0.12697364
3,9,Joey Lawrence,0.5526779,0.62879,0.26137817,0.21134835,0.8419882
3,9,Mario Lopez,0.23370755,0.15583214,0.20004909,0.06788772,0.593594
3,9,Emmitt Smith,0.21361452,0.13752039,0.16193855,0.067741096,0.48420623
3,10,Mario Lopez,0.3169835,0.265479,0.19480145,0.10509574,0.57479346
3,10,Emmitt Smith,0.68301654,0.73452103,0.19480143,0.42520648,0.89490426
4,1,John Ratzenberger,0.106223404,0.10183298,0.06118186,0.032049336,0.15237056
4,1,Ian Ziering,0.0011597035,0.0009228871,0.0009990919,0.0002309187,0.002411803
4,1,Clyde Drexler,0.058303554,0.025824284,0.06677529,0.007874078,0.15566242
4,1,Laila Ali,0.00015222818,0.000107965396,0.0001348279,2.393732e-05,0.00034043452
4,1,Apolo Anton Ohno,0.49589333,0.5871177,0.27828437,0.11980142,0.8256345
4,1,Shandi Finnessey,0.00015430273,8.435267e-05,0.00020146725,4.3011947e-05,0.00026620997
4,1,Paulina Porizkova,2.720715e-09,9.475716e-10,5.030658e-09,9.8771956e-11,3.3163912e-09
4,1,Heather Mills,1.2604706e-06,8.9380467e-07,1.1118244e-06,4.813856e-07,3.1061313e-06
4,1,Billy Ray Cyrus,0.14280559,0.0906809,0.13246733,0.017016768,0.34990048
4,1,Joey Fatone,0.11546302,0.06481601,0.115862794,0.036002167,0.22998509
4,1,Leeza Gibbons,0.07984357,0.06892714,0.05938988,0.01645677,0.14815137
4,2,John Ratzenberger,9.4632014e-05,1.9333613e-05,0.00021075898,3.2767087e-09,0.00016177572
4,2,Ian Ziering,0.07802398,0.064072035,0.10485505,2.3407458e-06,0.11480052
4,2,Clyde Drexler,0.005839488,0.0005745017,0.01116598,1.6021595e-07,0.024597848
4,2,Laila Ali,0.00023347116,8.39943e-05,0.00041972028,1.0392444e-07,0.00044346048
4,2,Apolo Anton Ohno,0.07439337,0.014548061,0.10685054,6.461943e-07,0.22889164
4,2,Shandi Finnessey,1.5104271e-07,1.1167736e-07,1.7975589e-07,3.9780738e-11,3.7267017e-07
4,2,Paulina Porizkova,4.4391904e-16,4.200329e-17,9.442856e-16,4.752195e-21,1.0584779e-15
4,2,Heather Mills,0.8262818,0.8986827,0.21444002,0.5342754,0.9999961
4,2,Billy Ray Cyrus,0.0010010614,0.0004157112,0.0015764503,2.8502352e-09,0.0018930573
4,2,Joey Fatone,0.014043529,0.0031835,0.017999195,5.8806324e-07,0.039430935
4,2,Leeza Gibbons,8.8602734e-05,3.102641e-05,0.00010311042,3.3152023e-09,0.0002459075
4,3,John Ratzenberger,9.006958e-06,1.2899356e-08,1.4619068e-05,4.9359934e-14,3.2500986e-05
4,3,Ian Ziering,0.9976084,0.99996173,0.0037616703,0.99135476,1.0
4,3,Clyde Drexler,1.7478878e-06,5.303086e-09,3.0980393e-06,4.5269395e-14,6.3209045e-06
4,3,Laila Ali,5.483945e-08,6.237862e-10,8.471763e-08,8.453748e-15,1.7549549e-07
4,3,Apolo Anton Ohno,0.00025082202,3.8397534e-06,0.00035062694,3.8366944e-12,0.0008744789
4,3,Shandi Finnessey,3.6836834e-19,8.736112e-23,6.3316664e-19,7.13808e-28,1.4926995e-18
4,3,Heather Mills,0.0021071378,3.442178e-05,0.0033743016,6.440358e-12,0.007851272
4,3,Billy Ray Cyrus,1.8339639e-05,8.185043e-09,4.026353e-05,1.7602245e-13,3.2464e-05
4,3,Joey Fatone,4.30091e-06,1.9410313e-08,6.9834073e-06,1.518376e-14,1.0033905e-05
4,3,Leeza Gibbons,1.5267499e-07,1.1925608e-10,2.6655445e-07,1.1994158e-15,6.0673636e-07
4,4,John Ratzenberger,0.27730954,0.3164459,0.16312687,0.07214713,0.46926174
4,4,Ian Ziering,0.07278837,0.055855967,0.07104043,0.0065352344,0.14667474
4,4,Clyde Drexler,0.001405619,0.00014119557,0.0028600309,5.2941614e-06,0.0032277796
4,4,Laila Ali,0.0015475765,0.0010718085,0.0014967247,8.523126e-05,0.0037552828
4,4,Apolo Anton Ohno,0.31701055,0.20800069,0.23973571,0.08771209,0.6953332
4,4,Heather Mills,0.012299069,0.010209771,0.0075004827,0.0041308133,0.02069031
4,4,Billy Ray Cyrus,0.29106796,0.26842424,0.120932564,0.17647825,0.49949953
4,4,Joey Fatone,0.026571294,0.008773389,0.03151703,0.001617688,0.05646337
4,4,Leeza Gibbons,1.6175945e-10,1.129519e-10,1.6727003e-10,1.1964286e-11,3.3570843e-10
4,5,John Ratzenberger,0.00024260889,0.00017526401,0.00022345742,3.0175022e-05,0.00044745667
4,5,Ian Ziering,3.8413677e-05,3.261186e-05,2.2555192e-05,1.592426e-05,7.3081676e-05
4,5,Clyde Drexler,2.8572782e-15,2.9278803e-16,5.089675e-15,1.269616e-18,8.8205225e-15
4,5,Laila Ali,0.00067977625,2.6748288e-05,0.0015082874,4.9322225e-06,0.0020067007
4,5,Apolo Anton Ohno,0.96855384,0.9706699,0.02375417,0.94271654,0.9974002
4,5,Heather Mills,3.6542708e-06,3.022086e-06,2.7051565e-06,6.609563e-07,6.9935727e-06
4,5,Billy Ray Cyrus,0.0061387313,0.004750066,0.0067703966,0.0005939845,0.012072311
4,5,Joey Fatone,0.024342945,0.0232759,0.019868223,0.0019473463,0.04945183
4,6,John Ratzenberger,0.0023402693,0.0012902385,0.0034713713,0.00019907972,0.0042070323
4,6,Ian Ziering,0.018264148,0.019781318,0.008627966,0.008071035,0.023795238
4,6,Laila Ali,0.010202725,0.0040177684,0.0107274605,0.0018165822,0.0252072
4,6,Apolo Anton Ohno,0.46269178,0.46270138,0.14965609,0.30909213,0.65554935
4,6,Heather Mills,1.6391459e-07,8.694501e-08,2.3684865e-07,3.472905e-08,1.6842341e-07
4,6,Billy Ray Cyrus,0.28212997,0.28121293,0.12589768,0.16835758,0.44350195
4,6,Joey Fatone,0.22437096,0.13305666,0.20991015,0.026323607,0.51526177
4,7,John Ratzenberger,7.4939877e-10,5.606309e-10,5.797317e-10,2.0154307e-10,1.8039573e-09
4,7,Ian Ziering,0.03545211,0.02662972,0.028907953,0.017418345,0.051641937
4,7,Laila Ali,0.86069673,0.9123744,0.11826334,0.68438673,0.95825744
4,7,Apolo Anton Ohno,0.028025085,0.024748888,0.026120871,0.008996402,0.029191889
4,7,Billy Ray Cyrus,2.202881e-06,6.403427e-08,5.8633063e-06,1.1852671e-09,2.3352186e-06
4,7,Joey Fatone,0.075823866,0.029121337,0.0905847,0.014675048,0.2452081
4,8,Ian Ziering,0.00020519506,5.1364094e-11,0.00040353095,1.1162417e-16,0.0005940162
4,8,Laila Ali,0.99788874,1.0,0.0057171723,0.9969239,1.0
4,8,Apolo Anton Ohno,0.00066259614,2.782758e-13,0.001910343,6.1495927e-21,0.00081617804
4,8,Billy Ray Cyrus,9.7966444e-20,5.649111e-28,2.9886178e-19,6.143554e-35,6.5786256e-20
4,8,Joey Fatone,0.0012434978,2.8865766e-11,0.0034355302,3.8703496e-17,0.0016659275
4,9,Ian Ziering,1.9580968e-06,1.2732442e-06,1.9393103e-06,3.02506e-07,4.101868e-06
4,9,Laila Ali,0.94326717,0.9839275,0.11328345,0.8997064,0.99574596
4,9,Apolo Anton Ohno,0.00015720574,0.000111744055,0.00016921044,2.8959574e-05,0.00026144873
4,9,Joey Fatone,0.05657364,0.015947668,0.11312209,0.004224532,0.10003904
4,10,Laila Ali,0.02540986,0.007589996,0.035295118,0.0023525506,0.06056734
4,10,Apolo Anton Ohno,0.029689498,0.00638906,0.04444503,0.0026486828,0.07809716
4,10,Joey Fatone,0.9449007,0.9604919,0.048754346,0.8737151,0.99066037
5,1,Cameron Mathison,4.782377e-15,2.81972e-15,4.1853423e-15,9.281014e-16,1.03825055e-14
5,1,Jane Seymour,0.21403144,0.22504431,0.13775149,0.056576617,0.3524909
5,1,Sabrina Bryan,2.8873922e-13,2.5162018e-13,2.3551178e-13,7.338117e-14,5.6848845e-13
5,1,Jennie Garth,0.4290589,0.43435162,0.20306699,0.12711035,0.67147756
5,1,Floyd Mayweather Jr. ,1.5553234e-14,4.6143653e-15,2.304345e-14,1.4783201e-15,5.87024e-14
5,1,Josie Maran,0.0,0.0,0.0,0.0,0.0
5,1,Albert Reed,1.8794617e-16,2.958238e-17,3.1089016e-16,8.992715e-19,7.1909566e-16
5,1,Helio Castroneves,3.4338938e-11,1.8248184e-11,3.559777e-11,2.818714e-12,9.707554e-11
5,1,Mel B,1.3425987e-12,1.277891e-12,6.4140365e-13,6.016292e-13,1.7049076e-12
5,1,Wayne Newton,1.1328003e-14,1.0036835e-14,7.777778e-15,1.3678269e-15,2.2906898e-14
5,1,Marie Osmond,9.445814e-13,7.160638e-13,8.447682e-13,2.2028012e-13,1.9590174e-12
5,1,Mark Cuban,0.3569096,0.24620706,0.28280866,0.10115204,0.8194738
5,2,Cameron Mathison,0.020746091,0.022844754,0.009758715,0.0068310546,0.029693807
5,2,Jane Seymour,0.020157894,0.018674575,0.014542279,0.0015180523,0.038734872
5,2,Sabrina Bryan,4.0652503e-06,2.2244622e-06,4.2975566e-06,1.1820267e-06,6.6077646e-06
5,2,Jennie Garth,0.6343636,0.6186775,0.1419903,0.524708,0.7564371
5,2,Floyd Mayweather Jr. ,0.044653136,0.047020935,0.027515503,0.013913889,0.079196215
5,2,Albert Reed,2.4562787e-15,1.8130022e-15,2.6448708e-15,1.0852254e-17,4.757021e-15
5,2,Helio Castroneves,0.113531075,0.08151372,0.07722495,0.043286942,0.20398131
5,2,Mel B,0.0002934645,0.00027436225,0.00022963346,3.1728436e-05,0.00050550944
5,2,Wayne Newton,5.114478e-12,7.880358e-17,1.5564133e-11,9.2318155e-21,4.236888e-12
5,2,Marie Osmond,0.026351832,0.013489183,0.028904198,0.0031293137,0.074323684
5,2,Mark Cuban,0.13989885,0.07248038,0.13459146,0.017530425,0.31074467
5,3,Cameron Mathison,0.31445852,0.3268205,0.10479177,0.1793318,0.43148816
5,3,Jane Seymour,0.04100529,0.026937053,0.034427054,0.010064859,0.09650327
5,3,Sabrina Bryan,0.0025668687,0.0006606238,0.0034971978,4.474324e-05,0.008301682
5,3,Jennie Garth,0.30624422,0.3192865,0.115293875,0.1984183,0.41596428
5,3,Floyd Mayweather Jr. ,1.636574e-06,1.3537872e-06,1.4040336e-06,4.8127544e-07,2.6865266e-06
5,3,Helio Castroneves,0.2984828,0.31256658,0.10603402,0.15903986,0.40765518
5,3,Mel B,7.24441e-05,7.105406e-05,6.0793624e-05,5.86524e-06,0.00013667562
5,3,Wayne Newton,0.0,0.0,0.0,0.0,0.0
5,3,Marie Osmond,0.037167776,0.027643919,0.028216194,0.019353282,0.06396866
5,3,Mark Cuban,4.0221525e-07,3.2147682e-07,2.68607e-07,2.457421e-07,5.3515237e-07
5,4,Cameron Mathison,0.977046,0.99963737,0.07445142,0.9978656,0.9998966
5,4,Jane Seymour,2.4705585e-07,2.5105118e-12,8.1844377e-07,4.41627e-15,2.643986e-09
5,4,Sabrina Bryan,0.010534913,8.7489134e-05,0.034352392,3.404282e-05,0.0009441064
5,4,Jennie Garth,0.012417967,0.00018090934,0.040095713,7.466185e-05,0.0012005498
5,4,Floyd Mayweather Jr. ,7.2237856e-34,7.3439e-41,0.0,0.0,1.03091005e-35
5,4,Helio Castroneves,1.341592e-07,1.9574169e-12,4.44693e-07,3.5793554e-15,7.3359363e-10
5,4,Mel B,1.3908328e-07,1.9371348e-13,4.6112424e-07,1.9427027e-15,4.247605e-10
5,4,Marie Osmond,5.4619505e-07,9.22198e-13,1.8104259e-06,2.672384e-16,3.2068497e-09
5,4,Mark Cuban,6.8423847e-12,2.362864e-15,2.254759e-11,1.7619085e-16,3.4697185e-13
5,5,Cameron Mathison,0.10993317,0.018204799,0.15717597,4.6328558e-05,0.28260162
5,5,Jane Seymour,0.00019184242,2.8711525e-05,0.0002943467,3.2714962e-07,0.0004500671
5,5,Sabrina Bryan,0.8602614,0.9671905,0.19380657,0.6272921,0.9999323
5,5,Jennie Garth,0.026650904,0.011271322,0.03465864,2.0065752e-05,0.0806041
5,5,Helio Castroneves,0.00021015469,5.4281794e-05,0.0003416044,1.0783193e-07,0.00071175594
5,5,Mel B,0.00038905186,4.248066e-05,0.00061586034,3.15888e-07,0.00097093097
5,5,Marie Osmond,0.0023636075,0.001813248,0.0027122987,5.7992025e-07,0.0072108377
5,5,Mark Cuban,4.613967e-13,2.3558153e-14,7.399654e-13,8.991629e-18,1.5590285e-12
5,6,Cameron Mathison,0.0047640298,0.002403354,0.004177883,0.0012977949,0.011293929
5,6,Jane Seymour,0.0002437842,0.00013139952,0.0003617604,4.4613094e-05,0.00032383867
5,6,Sabrina Bryan,2.078092e-05,1.4398771e-05,2.0892581e-05,2.0469124e-06,4.9594273e-05
5,6,Jennie Garth,0.014049417,0.012506593,0.006271489,0.008091774,0.022018358
5,6,Helio Castroneves,0.25116077,0.24958864,0.14790522,0.060229145,0.37685078
5,6,Mel B,0.29316685,0.24569511,0.2575622,0.01439555,0.68370545
5,6,Marie Osmond,0.4365944,0.4651773,0.3413649,0.048685506,0.8956002
5,7,Cameron Mathison,1.6199449e-07,1.9023473e-08,3.1357172e-07,7.119444e-14,3.1681927e-07
5,7,Jane Seymour,1.8258037e-11,8.102999e-13,5.561579e-11,6.037433e-21,4.9952932e-12
5,7,Jennie Garth,8.065273e-06,7.487536e-07,1.6098918e-05,2.1428376e-13,2.0087911e-05
5,7,Helio Castroneves,0.0012982893,0.00044162775,0.0024692724,1.3754698e-11,0.0018406523
5,7,Mel B,0.9985204,0.99945456,0.002621297,0.99712193,1.0
5,7,Marie Osmond,0.0001730566,4.6071542e-05,0.00030738645,3.9908714e-12,0.00036774323
5,8,Cameron Mathison,1.1680198e-13,3.181339e-16,3.4865773e-13,1.8841764e-19,9.717819e-14
5,8,Jennie Garth,5.167651e-10,1.350887e-10,8.9790647e-10,2.0403807e-13,1.5157439e-09
5,8,Helio Castroneves,0.048971295,0.0027363892,0.12801023,1.0769274e-06,0.07306933
5,8,Mel B,0.948231,0.9971969,0.13548516,0.92158204,0.9999988
5,8,Marie Osmond,0.002797717,5.3078173e-05,0.0074912114,1.1334229e-07,0.005348573
5,9,Jennie Garth,1.5120263e-11,4.970784e-13,3.063746e-11,1.1034259e-14,3.7341463e-11
5,9,Helio Castroneves,0.48024735,0.5568398,0.28117916,0.052620284,0.83049417
5,9,Mel B,0.120718695,0.067135155,0.12011684,0.018002376,0.31704178
5,9,Marie Osmond,0.39903393,0.28218418,0.2984957,0.11009508,0.9064552
5,10,Helio Castroneves,0.67014885,0.7467365,0.29655266,0.32990822,0.9691887
5,10,Mel B,0.020400358,0.014472304,0.016769432,0.0036285191,0.03286394
5,10,Marie Osmond,0.30945075,0.2272591,0.2848535,0.024366485,0.6372278
