season,week,regime,celebrity_name,s_min,s_p10,s_p50,s_p90,s_max
27,4,percent,DeMarcus Ware,0.0002259801553156591,0.010964580527609074,0.07829779718181953,0.21597179311641374,0.5789631785729028
27,4,percent,Bobby Bones,3.574590221762945e-05,0.011070223146493207,0.06991848448709728,0.217132144598867,0.46940155299032843
27,4,percent,Tinashe,0.001250691976949682,0.014716823400040773,0.07817861735352444,0.2030174120346036,0.4345656917288109
27,4,percent,Alexis Ren,0.00020691222396553496,0.01035049996648236,0.07002217417639764,0.2445417415212974,0.5273291037021636
27,4,percent,Joe Amabile,0.00020886431274826878,0.010480343799121005,0.06805762463039673,0.22662129687616173,0.44163470204606947
27,5,percent,Juan Pablo Di Pace,0.00022821932967101105,0.01122149704255299,0.08008766063279449,0.250074627494934,0.6743018319402346
27,5,percent,Evanna Lynch,5.9872766434731164e-05,0.012605478295614312,0.07880117854329236,0.24397380545002345,0.5250794607119379
27,5,percent,John Schneider,0.0004227023372372091,0.01709395250116627,0.08761886353974493,0.2706559306586277,0.5316978719309133
27,5,percent,Milo Manheim,0.00014707944201403054,0.015526032157481941,0.08771132969679761,0.26592834387714964,0.5556634219695692
27,5,percent,Mary Lou Retton,0.0001922316014763903,0.016454430289467293,0.08986761345003699,0.2582665885335979,0.5880859808751318
27,5,percent,DeMarcus Ware,8.551708097396453e-05,0.01296793061575159,0.07546165874350746,0.22585273991311905,0.5576657996902328
27,5,percent,Bobby Bones,0.00019060028665627632,0.016819148737040754,0.0851429440557302,0.255560227180854,0.48955390798091103
27,5,percent,Alexis Ren,0.001195819324467527,0.013058768946814256,0.08385971760770568,0.23984627709011863,0.49045802174943
27,5,percent,Joe Amabile,0.00019885478880518566,0.012618592271002423,0.08590922519032707,0.2725433809161306,0.5272892641517355
27,7,percent,Juan Pablo Di Pace,1.1840226597729235e-05,0.015234569396062362,0.0892363625317324,0.25457739460661505,0.5999398513533984
27,7,percent,Evanna Lynch,0.0003119325329008328,0.01468294349857172,0.1037596039461952,0.2901424358950307,0.5093635053770149
27,7,percent,John Schneider,0.00033806034443546626,0.014261344997530685,0.09497769728097527,0.26079412124519685,0.49982470250801764
27,7,percent,Milo Manheim,0.00046295666947885467,0.01397593512903269,0.09265406919883873,0.284648080611498,0.5299810596260732
27,7,percent,DeMarcus Ware,9.842497113655071e-05,0.01781816816425601,0.07931451848652132,0.2550244885078325,0.5722701501024016
27,7,percent,Bobby Bones,0.0013893367369635138,0.015719324426270467,0.0903386224851284,0.2747603355794086,0.5641359888664703
27,7,percent,Alexis Ren,0.0004638935402176554,0.014872569743581204,0.10270481926346237,0.29145167536210825,0.5809798654198434
27,7,percent,Joe Amabile,0.001892830396794798,0.02133514261491773,0.10192956055539609,0.2829645193306088,0.4926805183598319
27,8,percent,Juan Pablo Di Pace,0.002055142706972968,0.026850621729417268,0.1420290329107593,0.3891171030635504,0.8625223144943599
27,8,percent,Evanna Lynch,0.0005422488331611725,0.017710819679683784,0.12451587105925051,0.3862847058447429,0.7246299687300685
27,8,percent,Milo Manheim,0.00034031607882253597,0.01897536518013391,0.11825986063034785,0.3639788803177977,0.7005595791406224
27,8,percent,Bobby Bones,0.0008705550585179105,0.0205690511447953,0.12292847627462446,0.3769212328824257,0.6416191450442259
27,8,percent,Alexis Ren,0.0006297854791631038,0.01948557480701624,0.13730072727600245,0.39391078982702366,0.7599653429827404
27,8,percent,Joe Amabile,0.0004848396339657091,0.022484499379113884,0.1338304028406304,0.33779803318049184,0.7040826648922549
27,9,percent,Evanna Lynch,1.7434678903550347e-05,0.042222053203436895,0.2087868188860531,0.5207412155765718,0.8714730829719864
27,9,percent,Milo Manheim,0.0011370516271310602,0.028248274745186604,0.20072879458534876,0.5067363277352166,0.9307723095890779
27,9,percent,Bobby Bones,0.0001308267284505999,0.034615563938039565,0.2239162623660545,0.5375067117374477,0.8684571932278078
27,9,percent,Alexis Ren,0.0002947803255288555,0.050402137474852574,0.20890581166477257,0.50916035321262,0.880797740963968
26,2,percent,Kareem Abdul-Jabbar,0.00017023077612001426,0.017097215198068744,0.09549030503260414,0.28815119860018445,0.7186466616675515
26,2,percent,Arike Ogunbowale,0.0009769491869364383,0.016517009286525584,0.10085354601053055,0.25479930207720547,0.53847766051273
26,2,percent,Jennie Finch Daigle,0.00048122752586849776,0.010667109957648368,0.09671013769511276,0.28950649312931986,0.5677287836639371
26,2,percent,Chris Mazdzer,0.00034247320255055455,0.012787852363586079,0.09326234839013403,0.28574010768508656,0.572255320026777
26,2,percent,Mirai Nagasu,0.000906558920333746,0.014774735990683468,0.08502866155743187,0.2512572363237095,0.7208454720713975
26,2,percent,Tonya Harding,0.0006230716819377868,0.013682551781959837,0.10394279567038085,0.2835065774726216,0.5883981675682773
26,2,percent,Josh Norman,0.0005954573850411435,0.01470341933582391,0.09552727938730289,0.26035986463144073,0.6346518048959767
26,2,percent,Adam Rippon,0.0005034372042845162,0.017127517966402103,0.09571508463185871,0.2839607285020813,0.5264428999511072
26,3,percent,Jennie Finch Daigle,0.00012932027745953683,0.024187411125351575,0.12153917780457282,0.3551374803592766,0.6658015502954486
26,3,percent,Chris Mazdzer,0.0008030158589732133,0.024531605243002748,0.1378477243146896,0.3838662231426778,0.7256642665845726
26,3,percent,Mirai Nagasu,0.0006393435829053562,0.0317867320812955,0.14111103955480042,0.39007603764966947,0.6640241411136254
26,3,percent,Tonya Harding,1.71601933514704e-05,0.020402042260719358,0.13046444734419615,0.37343181960093447,0.6864943994071099
26,3,percent,Josh Norman,0.00045472338567930515,0.01831025899693277,0.12309914162133911,0.395383049692928,0.7542833419028924
26,3,percent,Adam Rippon,0.00019849810389347018,0.018871689820394104,0.1222016518242934,0.33233871319606567,0.6871269597539056
26,4,percent,Tonya Harding,0.0018965382712267382,0.03657410429178671,0.2743389964953572,0.6492563523885468,0.9418046709558527
26,4,percent,Josh Norman,0.003473284201196608,0.06305704670261608,0.2743741017577852,0.7270154183455134,0.9536973432925157
26,4,percent,Adam Rippon,0.002810651172034245,0.061309324368790656,0.32145609360586075,0.6954821141728058,0.98770085815866
25,3,percent,Sasha Pieterse,0.00023238521282399954,0.012339915739474362,0.06605826872575413,0.19396477262215917,0.5508167683288376
25,3,percent,Frankie Muniz,0.0003300161002697379,0.006439907487840622,0.0689624639970519,0.22070104472112131,0.4795760421439467
25,3,percent,Jordan Fisher,0.00029428187356013967,0.008677901862753456,0.06670287239503572,0.19317607405346804,0.4630933577444149
25,3,percent,Derek Fisher,5.8814975033848314e-05,0.012256124090076764,0.07296511869524884,0.2049147298457855,0.5869722497454721
25,3,percent,Nikki Bella,4.539272291543967e-05,0.010055522495165852,0.07196939546544767,0.18919913920768067,0.41798621715914214
25,3,percent,Terrell Owens,0.0006070713802492209,0.015179421158327579,0.08178536318333438,0.224741395055264,0.5223493051372711
25,3,percent,Victoria Arlen,3.1144909079009104e-05,0.01240910710157795,0.0604607576492361,0.19845128074330778,0.4423381404102227
25,3,percent,Lindsey Stirling,5.191980792323424e-05,0.009490744769074844,0.07294359427127167,0.2029786894655492,0.44177068814941756
25,3,percent,Nick Lachey,3.824044835722792e-05,0.01088320899269563,0.0671283456447835,0.18334774915334875,0.49497805994102545
25,3,percent,Drew Scott,0.00023781315678056883,0.009023697753314432,0.07013189222283323,0.21787658366205093,0.3992771283145519
25,3,percent,Vanessa Lachey,0.0011987877565179785,0.009317782280377147,0.06412956233461839,0.19453447617835343,0.4584164334275411
25,5,percent,Sasha Pieterse,0.00015963203314265493,0.011559077834086332,0.08294081945062957,0.22229416388234194,0.5064257810660975
25,5,percent,Frankie Muniz,1.2103741830710412e-05,0.015892951817012616,0.08286218457062117,0.2186038200008316,0.5526351310566266
25,5,percent,Jordan Fisher,0.00017392974861073064,0.010753823757841322,0.06728113441258218,0.24072371009477614,0.48244730547010295
25,5,percent,Nikki Bella,0.00012384999995720977,0.01140256671550108,0.07063052323121644,0.2400295041750865,0.6552922605177298
25,5,percent,Terrell Owens,0.0003107453235985755,0.00968172872840197,0.0721724553819311,0.20231266340301252,0.4867242398765293
25,5,percent,Victoria Arlen,0.00012703771167535695,0.0070903107596881456,0.06256935706999792,0.20697133216311583,0.4379831510361608
25,5,percent,Lindsey Stirling,0.0008022595242250643,0.013582637130947732,0.07853074870278642,0.22916319823693987,0.47678957184539894
25,5,percent,Nick Lachey,0.0005100488986100876,0.008152211842245807,0.07047512584238873,0.2157623152426786,0.5177771912377027
25,5,percent,Drew Scott,0.00012524840530266134,0.012111623767856284,0.08548975636027323,0.24511263065380204,0.4242699136489759
25,5,percent,Vanessa Lachey,1.4853394692922549e-05,0.01121120825194755,0.07293415656843887,0.23668542619875432,0.47744346296490286
25,6,percent,Frankie Muniz,0.0005170433455611755,0.008175145724735397,0.07083243517270724,0.2457922037520896,0.5629882308633724
25,6,percent,Jordan Fisher,0.00034033776471921034,0.010189602403006627,0.07339600453306915,0.27740026404141105,0.6239573418578164
25,6,percent,Nikki Bella,6.076237997907811e-06,0.010973950557240495,0.07439257609289412,0.24631638616346588,0.471345427539885
25,6,percent,Terrell Owens,9.185802589792432e-05,0.013828032392419153,0.08060556817708812,0.23817523603334373,0.6199242049158163
25,6,percent,Victoria Arlen,0.0011747988202781801,0.017532609781434776,0.09804214987695047,0.27646656818257886,0.5716766780892177
25,6,percent,Lindsey Stirling,0.0004127613658555112,0.009256367990251554,0.06960950296102446,0.2197163912553929,0.48243608161839086
25,6,percent,Nick Lachey,0.00012639137446525931,0.013120993088207992,0.0876771998412316,0.25566401861027077,0.6670332759046347
25,6,percent,Drew Scott,0.0002587642229843542,0.017481515301943397,0.08224606609025314,0.2688378607427647,0.5392127540699478
25,6,percent,Vanessa Lachey,6.414556775972547e-05,0.011745091570803293,0.08338142280414043,0.21583037324581356,0.5505924838092207
25,7,percent,Frankie Muniz,0.002580069144078118,0.018117361824009293,0.09028438407246064,0.24238947699397018,0.6194220909095293
25,7,percent,Jordan Fisher,0.00044009428192173675,0.013461492920738819,0.09832867249090439,0.3119827286842661,0.566044554730114
25,7,percent,Nikki Bella,6.979794999966679e-05,0.009272238213191045,0.08606853782475651,0.2821080165619222,0.5150077893358348
25,7,percent,Terrell Owens,9.872319282239975e-05,0.015187235865370635,0.09248918453558991,0.29078412147513644,0.7819637656243749
25,7,percent,Victoria Arlen,0.0001780522380772556,0.01716150078724058,0.11290419326002296,0.2924926877409498,0.5756405646170081
25,7,percent,Lindsey Stirling,4.669417644466096e-05,0.01406231061074604,0.10324137074357795,0.29827988499863783,0.5451141484089554
25,7,percent,Drew Scott,0.0005620161826400617,0.014557742030686596,0.09174057421053233,0.2840184513239453,0.5471449353341729
25,7,percent,Vanessa Lachey,0.0002588075815623289,0.016744959184213384,0.08781912803541356,0.2630537487107197,0.5588713819201193
25,8,percent,Frankie Muniz,0.00023547402904558799,0.014913174083124389,0.12593115330174579,0.3839236698548511,0.7287644394674183
25,8,percent,Jordan Fisher,0.00031935399944345565,0.016961108548696275,0.12854809374869902,0.35950067836415717,0.6909622504044108
25,8,percent,Terrell Owens,0.0008961031655315041,0.01640525967966405,0.12644498374111512,0.367286098208454,0.6416753883555144
25,8,percent,Victoria Arlen,0.0015973593728943194,0.019262142209654626,0.11779629948497937,0.3994780845459554,0.6826213919227411
25,8,percent,Lindsey Stirling,0.0017202863327971717,0.01747318328525496,0.11991446248146712,0.3837118238776098,0.8378733069942091
25,8,percent,Drew Scott,0.0003893066636725433,0.02237573686406043,0.12692182023824944,0.3739666923974159,0.6607723771823871
25,9,percent,Frankie Muniz,0.00042553684813110356,0.030585352023873136,0.15773138662072178,0.402789918693335,0.7144526344382826
25,9,percent,Jordan Fisher,0.001172076311011926,0.02353123673386271,0.1519259344850588,0.4053574995059687,0.7642787234601213
25,9,percent,Victoria Arlen,0.001809316004193245,0.03137068844600498,0.1713633928974481,0.4246329403585174,0.7473865123954534
25,9,percent,Lindsey Stirling,0.0012293431518203713,0.030442330854446073,0.1619274889491954,0.44063248821130946,0.8038268614446059
25,9,percent,Drew Scott,0.00036063976166372927,0.022864449689207266,0.1582435494138527,0.44101682229717254,0.7564055144359111
25,10,percent,Frankie Muniz,0.0014760052498165395,0.04238102888830774,0.1997445339083695,0.5564192515863462,0.8744028675051909
25,10,percent,Jordan Fisher,0.00021889822481705075,0.037989376101324794,0.192554678316378,0.5232196419654898,0.980731239833429
25,10,percent,Lindsey Stirling,0.0008173317325296661,0.026871692690485113,0.2031546193826856,0.5351644612102072,0.829691970799881
25,10,percent,Drew Scott,0.0017107400187783756,0.027282888685918168,0.19926959795637011,0.5225606177338586,0.8379283856359911
24,3,percent,Charo,0.0002411093953586195,0.012061638786218309,0.07130203736344076,0.20174374738245904,0.3923966467036149
24,3,percent,Mr. T,0.0004641423857019154,0.009574255908679868,0.05506909219580451,0.18630731193098762,0.3772730903745656
24,3,percent,Heather Morris,0.0001977413142452275,0.008755161803025732,0.07266183785104616,0.19910247803138714,0.47578143962920383
24,3,percent,Nancy Kerrigan,6.579570815356911e-06,0.012282146113406785,0.07547320612532778,0.22777110086154498,0.43382960535997445
24,3,percent,Bonner Bolton,6.657064895930775e-05,0.010603658508625486,0.06573155297763653,0.18538062794811383,0.39604044487767576
24,3,percent,Simone Biles,3.879719990878691e-05,0.010284715103276542,0.07077397345011008,0.1959701275745588,0.5634582208936132
24,3,percent,David Ross,8.95686716245157e-05,0.012742793642450706,0.06774561425124248,0.22365845550112978,0.5016086441949685
24,3,percent,Rashad Jennings,0.00023441432276737257,0.01106202314861642,0.06772205367082429,0.19030820061439774,0.39573961384056244
24,3,percent,Erika Jayne,0.0007871560217479318,0.009670124463576138,0.06448506653969811,0.20448294355038324,0.48023920282830895
24,3,percent,Normani,4.627485701955889e-05,0.011768581687694145,0.067641478323195,0.22628611571322935,0.5790749787436535
24,3,percent,Nick Viall,0.0007958846071091122,0.008956272898532194,0.06678245463534768,0.18136897683678666,0.3639255506781894
24,4,percent,Mr. T,0.0005266059105582696,0.011116735961988887,0.06780238340254133,0.22346565753425376,0.5427038054408616
24,4,percent,Heather Morris,0.00011540508794825664,0.010290855700689305,0.06750581753418525,0.20472373472872055,0.3866919423692998
24,4,percent,Nancy Kerrigan,0.0003871185385748809,0.012544401306004371,0.08786475968206707,0.23387388121029856,0.5648286571628338
24,4,percent,Bonner Bolton,0.0015597251481591409,0.014134803187991637,0.08010526622739413,0.23770139722304737,0.49255992487285405
24,4,percent,Simone Biles,0.0013241039310068002,0.012874087884128284,0.07833123919130133,0.232222533273945,0.5213651335536688
24,4,percent,David Ross,0.00028723280988392176,0.007832092928737006,0.06373141480594745,0.21029072830171153,0.4541750623239396
24,4,percent,Rashad Jennings,0.0003210619853706493,0.01195623762994567,0.07376262859026006,0.22775586665074488,0.4663655839093183
24,4,percent,Erika Jayne,0.0004743011391911319,0.013016152518248128,0.08428437698156993,0.23735768193593262,0.4911855278349014
24,4,percent,Normani,0.00011083409040130423,0.009495912043418691,0.07294303658924162,0.20856058515109807,0.48472952615963216
24,4,percent,Nick Viall,0.0011342540074126633,0.013185068450274682,0.07493790110983255,0.19305328186170512,0.5509229186893229
24,5,percent,Heather Morris,5.06130967501729e-05,0.011984835414030956,0.07711607278181737,0.2414389052668503,0.47581683793454627
24,5,percent,Nancy Kerrigan,2.99563753500028e-05,0.016327253066055016,0.07442597819202562,0.24192968680178653,0.4775220050764877
24,5,percent,Bonner Bolton,0.0002322884150847887,0.017183045289213016,0.09167219167266072,0.2567728044167422,0.5401049580946509
24,5,percent,Simone Biles,6.21849511392076e-05,0.014923139235316407,0.10015752298220612,0.2662087985213281,0.6112440454557525
24,5,percent,David Ross,6.220760890792466e-05,0.017012738564098833,0.09254052798866483,0.2740494372069593,0.5777500832003515
24,5,percent,Rashad Jennings,9.803634421167624e-06,0.014603622744286518,0.06881950148920102,0.2627843391850347,0.6587346361306275
24,5,percent,Erika Jayne,0.0001351650896419187,0.009162098244874885,0.07517188414745953,0.24850299595452632,0.4250739569103929
24,5,percent,Normani,0.00016193414123343114,0.01288393531662861,0.08409668768241224,0.2337768778187794,0.516017517030215
24,5,percent,Nick Viall,0.00027229357863820273,0.014236729928975476,0.08460654926882999,0.23511599024858656,0.7351535306785527
24,6,percent,Heather Morris,0.00089527639574158,0.014105356015735827,0.09374830008688748,0.30212943669831577,0.6109915326973557
24,6,percent,Nancy Kerrigan,3.488772920206141e-05,0.013168038407789049,0.08387132128285735,0.25525290376942983,0.5752656413798177
24,6,percent,Bonner Bolton,0.0010683830331480433,0.016229647647966725,0.09953327709685943,0.28034577712299086,0.5970183893070675
24,6,percent,Simone Biles,0.00010903858228400585,0.016090372874270474,0.09679052735118482,0.30006363252700685,0.5425635630597244
24,6,percent,David Ross,0.00017496586147383247,0.017418255720748423,0.08586138204542687,0.27924159652966324,0.6405070986575329
24,6,percent,Rashad Jennings,1.1871568634045788e-05,0.015079505426827716,0.09264445228905815,0.2593326652894295,0.5638742365385828
24,6,percent,Normani,0.0003795417869155208,0.012917089532292132,0.09572683591376274,0.26687062058380184,0.5739395447213473
24,6,percent,Nick Viall,9.559692074363789e-05,0.012343804277605713,0.09502513360232165,0.28529288317658447,0.5860698897175983
24,7,percent,Nancy Kerrigan,0.0001278118587503514,0.023786750132762047,0.10533735194262225,0.32714453052630676,0.5718004740427718
24,7,percent,Bonner Bolton,0.00025677756281049366,0.014272859450102895,0.1028671415628727,0.3205081877182051,0.7580635444148744
24,7,percent,Simone Biles,9.090521331242053e-05,0.022117850855382756,0.12175077658826447,0.3179868151519119,0.5630798906312955
24,7,percent,David Ross,0.00025219465588469705,0.0203790449634569,0.11056539387972039,0.33695355527267795,0.7641922072302144
24,7,percent,Rashad Jennings,9.226185966632393e-05,0.017575512997830833,0.10887995977915219,0.30062886855701587,0.5421791547674959
24,7,percent,Normani,0.00013271911533144727,0.017646672535741287,0.10622049923230287,0.3281661611887185,0.6667214652940079
24,7,percent,Nick Viall,0.00011582952559904299,0.01426293401365223,0.1036258848900023,0.3040042689895548,0.6677997116790041
24,8,percent,Bonner Bolton,0.001407107756664747,0.026988273518161313,0.15185970015076444,0.41699465889700543,0.8632307289950116
24,8,percent,Simone Biles,0.0008864871847047511,0.030246588697936738,0.1549331379964033,0.41770916627582066,0.6939502774386107
24,8,percent,David Ross,0.00042094441795143797,0.026858839496027315,0.167192935373559,0.44626457215262894,0.7081437851338488
24,8,percent,Rashad Jennings,0.0004803018110749622,0.021811515933395264,0.14892789127617218,0.4111398474745921,0.8270318977194261
24,8,percent,Normani,0.0006660574921964625,0.026797013398105585,0.16024206329726412,0.45737974321927877,0.7554410671696703
24,9,percent,Simone Biles,0.003099805618674723,0.043808712330977044,0.22526406429462947,0.5396558215396848,0.871220615399248
24,9,percent,David Ross,0.00015952150527707152,0.029044196413562737,0.20324220296248116,0.5108280070162543,0.8570826689952189
24,9,percent,Rashad Jennings,0.00023785309688837729,0.029223631558100146,0.19607892779598018,0.5487864585059973,0.9424069063518508
24,9,percent,Normani,7.109133042937825e-05,0.0336982880532076,0.21797781988007342,0.5315652223622437,0.8544207523257626
24,10,percent,David Ross,0.0023139163955954415,0.06280673880264018,0.3191514951662734,0.6636532795551314,0.9593285134503349
24,10,percent,Rashad Jennings,0.0009223021732493097,0.05422652138413606,0.27256096326414525,0.6557415095180703,0.8660315764320996
24,10,percent,Normani,0.0006810621264898708,0.05311575511707577,0.31119223748037095,0.6627799657101288,0.9331550720862065
23,3,percent,Maureen McCormick,0.0006727001252730291,0.008260838070391853,0.059012965244511606,0.18940529126390745,0.4418086337044838
23,3,percent,Marilu Henner,9.786740589619662e-05,0.011787953303923925,0.06931566411611828,0.19911569566937518,0.47072471486250345
23,3,percent,Ryan Lochte,0.00018863634680846622,0.010336354191088165,0.06199543572213423,0.2104701543420997,0.4011127886973622
23,3,percent,Calvin Johnson Jr.,0.0002379717432903089,0.008036986489381639,0.05821748270742644,0.1862365705163771,0.33042511772456906
23,3,percent,Laurie Hernandez,0.0001981873211681447,0.010792941814762308,0.05960304468623172,0.17980618403853132,0.49182932736380147
23,3,percent,Amber Rose,0.00032762089615714565,0.010795997688744396,0.07181801530131282,0.19441998704710936,0.47028161092078774
23,3,percent,Rick Perry,0.00021129489497259617,0.007114777035199827,0.05776090152111045,0.16967963749589096,0.3058258718178431
23,3,percent,James Hinchcliffe,0.0013901426958991424,0.012894878573328203,0.060905942952027115,0.2020978306738442,0.3845516639750684
23,3,percent,Babyface,0.000559832692648378,0.009537835526342638,0.05198238339923678,0.1902390033653514,0.4219615327282939
23,3,percent,Vanilla Ice,5.8711456723928555e-05,0.00874485747777121,0.06458952037773483,0.18800969381447852,0.5346407850356958
23,3,percent,Jana Kramer,0.0003215262433126371,0.010358417814144164,0.06501208360566527,0.1865391228626218,0.40960708079782515
23,3,percent,Terra Jole,5.666551698678452e-05,0.007101958363048012,0.059319915754914535,0.17607519197661603,0.37718634947589824
23,4,percent,Maureen McCormick,0.0010325920359790534,0.012054800437259145,0.07493456278598817,0.20406459449295433,0.4807844155253375
23,4,percent,Marilu Henner,0.00022619566280123206,0.009982064817567075,0.07094434289875182,0.19350431333624193,0.4732539070341959
23,4,percent,Ryan Lochte,0.00025047071519208766,0.009563853334134466,0.08303910326106619,0.22972393424218504,0.5192544594907631
23,4,percent,Calvin Johnson Jr.,0.0010894852793809353,0.009092560113606988,0.054710682157025195,0.20861167753553342,0.4730648653581748
23,4,percent,Laurie Hernandez,3.2318270024501814e-05,0.010217770799046505,0.061316733820863216,0.1965246978207263,0.39365365896924204
23,4,percent,Amber Rose,0.00024368473805743568,0.011915762322542938,0.07433771515745394,0.21845840123254415,0.4338064983868889
23,4,percent,James Hinchcliffe,0.00010185482260230785,0.01104669371070102,0.060742979819249504,0.19119943537186393,0.3917970577220964
23,4,percent,Babyface,6.032373741642088e-06,0.008738741975458797,0.06758456957642198,0.20362250996494594,0.400720195398372
23,4,percent,Vanilla Ice,0.00020209093062480967,0.010301934943674429,0.07563482001072533,0.21528141554837904,0.485821571352521
23,4,percent,Jana Kramer,0.0009630146266811804,0.011582244154100951,0.06606434342628077,0.19520134206786952,0.4788974966781409
23,4,percent,Terra Jole,0.0003280908542587679,0.008341203733504445,0.057742789052208726,0.19084392563272629,0.38704785708902567
23,5,percent,Maureen McCormick,0.0004797998081965744,0.012734555630502707,0.08797382661447344,0.24665083307711122,0.5393247714471766
23,5,percent,Marilu Henner,0.00012643975460447981,0.012730080357985292,0.09084742966243935,0.26110569968956293,0.4277395072588215
23,5,percent,Ryan Lochte,0.00032231791435727845,0.01246872349146139,0.07766403279034653,0.2504430390335333,0.46378955329121213
23,5,percent,Calvin Johnson Jr.,3.1286321281539674e-05,0.015216351757778246,0.09219481589072029,0.2622523807852547,0.49295436726158254
23,5,percent,Laurie Hernandez,0.0004204721107302175,0.013514414964701448,0.08896314360837076,0.25736258045422294,0.5943865537741261
23,5,percent,Amber Rose,0.0005492981587986053,0.012738619901173724,0.08124577068988129,0.2500945183514549,0.4743565586673859
23,5,percent,James Hinchcliffe,0.00011652666792758706,0.01702624877270842,0.07129792058801908,0.23752127423575242,0.6278121795116351
23,5,percent,Jana Kramer,8.061597353795106e-05,0.012831713024801319,0.07850112795294782,0.23873051053600347,0.5420126945624745
23,5,percent,Terra Jole,0.0003323460929871475,0.01361593586131363,0.08155782293924746,0.2716097659524731,0.44629575635831603
23,7,percent,Maureen McCormick,7.834191796681087e-05,0.01478001595072444,0.08588219989476471,0.28516340724593686,0.509764888096602
23,7,percent,Marilu Henner,0.00016596465123444926,0.018161673524019713,0.1000261863103392,0.27007650906627323,0.539562392381266
23,7,percent,Ryan Lochte,5.4826749137707664e-05,0.011344884008491662,0.08693181631397552,0.24827661598687534,0.5219894957655066
23,7,percent,Calvin Johnson Jr.,0.00016377368409975626,0.015999290398394348,0.10018445394809092,0.2835363926536176,0.5678204616678584
23,7,percent,Laurie Hernandez,0.00019070705253529274,0.012327298259943314,0.09717923598139067,0.3154315676319605,0.6868281222907183
23,7,percent,James Hinchcliffe,0.000397434944365532,0.015126313527358874,0.1057385025223703,0.2921698757810095,0.6252782737787913
23,7,percent,Jana Kramer,0.0003398599062190634,0.014406370320172479,0.09366294621769528,0.26310065426051876,0.5722265202828777
