season,celebrity_name,timeframe,anchor_term,mean_interest,mean_anchor,fame_ratio,status,notes,log_fame_ratio
6,Shannon Elizabeth,2008-02-16 2008-03-16,Barack Obama,2.4,56.13333333333333,0.04275534441805225,ok,,0.04186657939278993
6,Steve Guttenberg,2008-02-16 2008-03-16,Barack Obama,0.43333333333333335,56.13333333333333,0.007719714964370547,ok,,0.00769007043195428
7,Brooke Burke,2008-08-23 2008-09-21,Barack Obama,1.2333333333333334,28.733333333333334,0.042923433874709975,ok,,0.04202776380792717
7,Cloris Leachman,2008-08-23 2008-09-21,Barack Obama,0.43333333333333335,28.733333333333334,0.015081206496519721,ok,,0.014968615693921331
7,Cody Linley,2008-08-23 2008-09-21,Barack Obama,1.3,28.733333333333334,0.04524361948955916,ok,,0.04424998694464482
7,Jeffrey Ross,2008-08-23 2008-09-21,Barack Obama,0.1,28.733333333333334,0.003480278422273782,ok,,0.003474236268186225
7,Kim Kardashian,2008-08-23 2008-09-21,Barack Obama,14.0,28.733333333333334,0.4872389791183295,ok,,0.39692136681692225
7,Lance Bass,2008-08-23 2008-09-21,Barack Obama,0.06666666666666667,28.733333333333334,0.002320185614849188,ok,,0.002317498140362524
7,Maurice Greene,2008-08-23 2008-09-21,Barack Obama,0.03333333333333333,28.733333333333334,0.001160092807424594,ok,,0.0011594204197348482
7,Misty May-Treanor,2008-08-23 2008-09-21,Barack Obama,0.2,28.733333333333334,0.006960556844547564,ok,,0.006936443996657073
7,Rocco DiSpirito,2008-08-23 2008-09-21,Barack Obama,0.1,28.733333333333334,0.003480278422273782,ok,,0.003474236268186225
7,Susan Lucci,2008-08-23 2008-09-21,Barack Obama,0.16666666666666666,28.733333333333334,0.00580046403712297,ok,,0.005783706116848754
7,Ted McGinley,2008-08-23 2008-09-21,Barack Obama,0.16666666666666666,28.733333333333334,0.00580046403712297,ok,,0.005783706116848754
7,Toni Braxton,2008-08-23 2008-09-21,Barack Obama,0.9333333333333333,28.733333333333334,0.03248259860788863,ok,,0.031966192062492425
7,Warren Sapp,2008-08-23 2008-09-21,Barack Obama,0.1,28.733333333333334,0.003480278422273782,ok,,0.003474236268186225
8,Belinda Carlisle,2009-02-07 2009-03-08,Barack Obama,3.066666666666667,69.46666666666667,0.04414587332053743,ok,,0.043199205102575716
8,Chuck Wicks,2009-02-07 2009-03-08,Barack Obama,2.533333333333333,69.46666666666667,0.036468330134357005,ok,,0.03581909780495315
8,David Alan Grier,2009-02-07 2009-03-08,Barack Obama,0.36666666666666664,69.46666666666667,0.005278310940499039,ok,,0.005264429482980568
8,Denise Richards,2009-02-07 2009-03-08,Barack Obama,7.966666666666667,69.46666666666667,0.11468330134357006,ok,,0.10857032989715161
8,Gilles Marini,2009-02-07 2009-03-08,Barack Obama,1.4666666666666666,69.46666666666667,0.021113243761996157,ok,,0.02089344758827746
8,Holly Madison,2009-02-07 2009-03-08,Barack Obama,13.9,69.46666666666667,0.20009596928982726,ok,,0.18240152800436152
8,Lawrence Taylor,2009-02-07 2009-03-08,Barack Obama,0.8333333333333334,69.46666666666667,0.01199616122840691,ok,,0.01192477760551706
8,Lil' Kim,2009-02-07 2009-03-08,Barack Obama,0.0,69.46666666666667,0.0,ok,,0.0
8,Melissa Rycroft,2009-02-07 2009-03-08,Barack Obama,10.166666666666666,68.7,0.1479864143619602,ok,,0.13800946364787303
8,Shawn Johnson,2009-02-07 2009-03-08,Barack Obama,6.4,68.7,0.09315866084425037,ok,,0.08907135954178541
8,Steve Wozniak,2009-02-07 2009-03-08,Barack Obama,1.8,68.7,0.026200873362445413,ok,,0.02586351058991931
8,Steve-O,2009-02-07 2009-03-08,Barack Obama,1.6666666666666667,68.7,0.024260067928190198,ok,,0.023970466957861578
8,Ty Murray,2009-02-07 2009-03-08,Barack Obama,0.5666666666666667,69.46666666666667,0.008157389635316698,ok,,0.00812429797174288
9,Aaron Carter,2009-08-22 2009-09-20,Barack Obama,6.966666666666667,57.43333333333333,0.12130005803830529,ok,,0.1144887782445337
9,Ashley Hamiliton,2009-08-22 2009-09-20,Barack Obama,0.0,57.43333333333333,0.0,ok,,0.0
9,Chuck Liddell,2009-08-22 2009-09-20,Barack Obama,6.6,57.43333333333333,0.11491584445734185,ok,,0.10877892624062703
9,Debi Mazar,2009-08-22 2009-09-20,Barack Obama,0.9666666666666667,57.43333333333333,0.01683110853163088,ok,,0.01669103496840713
9,Donny Osmond,2009-08-22 2009-09-20,Barack Obama,1.9,57.43333333333333,0.0330818340104469,ok,,0.03254640675820121
9,Joanna Krupa,2009-08-22 2009-09-20,Barack Obama,8.366666666666667,57.43333333333333,0.14567614625652933,ok,,0.1359949834654973
9,Kathy Ireland,2009-08-22 2009-09-20,Barack Obama,3.6,57.43333333333333,0.06268136970400465,ok,,0.060795308146581094
9,Kelly Osbourne,2009-08-22 2009-09-20,Barack Obama,4.433333333333334,57.43333333333333,0.0771909460243761,ok,,0.07435667681821627
9,Louie Vito,2009-08-22 2009-09-20,Barack Obama,0.5333333333333333,57.43333333333333,0.009286128845037725,ok,,0.00924327782635341
9,Macy Gray,2009-08-22 2009-09-20,Barack Obama,5.2,57.43333333333333,0.09053975623911782,ok,,0.0866727628855357
9,Mark Dacascos,2009-08-22 2009-09-20,Barack Obama,1.7666666666666666,57.43333333333333,0.030760301799187463,ok,,0.03029668702418575
9,Melissa Joan Hart,2009-08-22 2009-09-20,Barack Obama,4.4,57.43333333333333,0.07661056297156124,ok,,0.0738177385136059
9,Michael Irvin,2009-08-22 2009-09-20,Barack Obama,1.3333333333333333,57.43333333333333,0.023215322112594312,ok,,0.022949945869940605
9,Mya,2009-08-22 2009-09-20,Barack Obama,20.833333333333332,57.43333333333333,0.3627394080092861,ok,,0.30949694442005743
9,Natalie Coughlin,2009-08-22 2009-09-20,Barack Obama,0.7666666666666667,57.43333333333333,0.01334881021474173,ok,,0.013260499871617894
9,Tom DeLay,2009-08-22 2009-09-20,Barack Obama,1.7666666666666666,57.43333333333333,0.030760301799187463,ok,,0.03029668702418575
10,Aiden Turner,2010-02-20 2010-03-21,Barack Obama,0.5333333333333333,8.766666666666667,0.06083650190114068,ok,,0.05905774964360107
10,Buzz Aldrin,2010-02-20 2010-03-21,Barack Obama,0.8,8.766666666666667,0.09125475285171103,ok,,0.08732818358185657
10,Chad Ochocinco,2010-02-20 2010-03-21,Barack Obama,0.8666666666666667,8.766666666666667,0.09885931558935361,ok,,0.0942726559346676
10,Erin Andrews,2010-02-20 2010-03-21,Barack Obama,9.766666666666667,8.766666666666667,1.1140684410646389,ok,,0.7486142620728179
10,Evan Lysacek,2010-02-20 2010-03-21,Barack Obama,11.833333333333334,20.8,0.5689102564102564,ok,,0.4503812741610827
10,Jake Pavelka,2010-02-20 2010-03-21,Barack Obama,8.3,20.8,0.39903846153846156,ok,,0.33578518747017455
10,Kate Gosselin,2010-02-20 2010-03-21,Barack Obama,15.3,20.8,0.7355769230769231,ok,,0.551339878631563
10,Nicole Scherzinger,2010-02-20 2010-03-21,Barack Obama,13.2,20.8,0.6346153846153846,ok,,0.4914075379088891
10,Niecy Nash,2010-02-20 2010-03-21,Barack Obama,3.2333333333333334,56.13333333333333,0.05760095011876485,ok,,0.05600308848738962
10,Pamela Anderson,2010-02-20 2010-03-21,Barack Obama,65.3,56.13333333333333,1.1633016627078385,ok,,0.7716356022062918
10,Shannen Doherty,2010-02-20 2010-03-21,Barack Obama,6.733333333333333,56.13333333333333,0.11995249406175772,ok,,0.11328626839113076
11,Audrina Patridge,2010-08-21 2010-09-19,Barack Obama,25.266666666666666,59.233333333333334,0.4265616207090602,ok,,0.35526708787063216
11,Brandy,2010-08-21 2010-09-19,Barack Obama,84.36666666666666,59.233333333333334,1.4243106359032076,ok,,0.8855472101216278
11,Bristol Palin,2010-08-21 2010-09-19,Barack Obama,18.366666666666667,59.233333333333334,0.3100731570061902,ok,,0.2700829806966771
11,David Hasselhoff,2010-08-21 2010-09-19,Barack Obama,22.833333333333332,59.233333333333334,0.385481148002251,ok,,0.3260474785897475
11,Florence Henderson,2010-08-21 2010-09-19,Barack Obama,2.7333333333333334,37.666666666666664,0.07256637168141594,ok,,0.07005425492287352
11,Jennifer Grey,2010-08-21 2010-09-19,Barack Obama,17.3,37.666666666666664,0.45929203539823016,ok,,0.3779514108532127
11,Kurt Warner,2010-08-21 2010-09-19,Barack Obama,6.166666666666667,37.666666666666664,0.16371681415929204,ok,,0.15161903290547868
11,Kyle Massey,2010-08-21 2010-09-19,Barack Obama,6.666666666666667,37.666666666666664,0.1769911504424779,ok,,0.1629613095094132
11,Margaret Cho,2010-08-21 2010-09-19,Barack Obama,9.066666666666666,61.93333333333333,0.14639397201291712,ok,,0.13662133932968698
11,Michael Bolton,2010-08-21 2010-09-19,Barack Obama,15.133333333333333,61.93333333333333,0.24434876210979548,ok,,0.21861231041848425
11,Rick Fox,2010-08-21 2010-09-19,Barack Obama,8.7,61.93333333333333,0.14047362755651238,ok,,0.13144363889451524
11,The Situation,2010-08-21 2010-09-19,Barack Obama,56.86666666666667,61.93333333333333,0.9181916038751347,ok,,0.6513828692169161
12,Chelsea Kane,2011-02-19 2011-03-20,Barack Obama,9.966666666666667,40.56666666666667,0.24568611339359078,ok,,0.2196864732147898
12,Chris Jericho,2011-02-19 2011-03-20,Barack Obama,9.7,40.56666666666667,0.23911257189811008,ok,,0.21439545558037418
12,Hines Ward,2011-02-19 2011-03-20,Barack Obama,3.4,40.56666666666667,0.0838126540673788,ok,,0.08048505972978742
12,Kendra Wilkinson,2011-02-19 2011-03-20,Barack Obama,26.266666666666666,40.56666666666667,0.6474938373048479,ok,,0.4992552467531423
12,Kirstie Alley,2011-02-19 2011-03-20,Barack Obama,11.433333333333334,59.6,0.191834451901566,ok,,0.1754936763651577
12,Mike Catherwood,2011-02-19 2011-03-20,Barack Obama,3.3333333333333335,59.6,0.05592841163310962,ok,,0.054420390971986546
12,Petra Nemcova,2011-02-19 2011-03-20,Barack Obama,10.2,59.6,0.1711409395973154,ok,,0.1579784356970227
12,Ralph Macchio,2011-02-19 2011-03-20,Barack Obama,13.866666666666667,59.6,0.23266219239373603,ok,,0.20917621453934568
12,Romeo,2011-02-19 2011-03-20,Barack Obama,81.2,12.633333333333333,6.427440633245383,ok,,2.0051813354913643
12,Sugar Ray Leonard,2011-02-19 2011-03-20,Barack Obama,1.2,12.633333333333333,0.09498680738786279,ok,,0.09074231514827194
12,Wendy Williams,2011-02-19 2011-03-20,Barack Obama,4.5,12.633333333333333,0.3562005277044855,ok,,0.3046870603727388
13,Carson Kressley,2011-08-20 2011-09-18,Barack Obama,1.7,24.233333333333334,0.07015130674002751,ok,,0.06780004664487223
13,Chaz Bono,2011-08-20 2011-09-18,Barack Obama,28.5,24.233333333333334,1.1760660247592847,ok,,0.7775186707940798
13,Chynna Phillips,2011-08-20 2011-09-18,Barack Obama,2.1333333333333333,24.233333333333334,0.08803301237964237,ok,,0.08437149023413451
13,David Arquette,2011-08-20 2011-09-18,Barack Obama,3.2333333333333334,24.233333333333334,0.13342503438789546,ok,,0.12524405237595235
13,Elisabetta Canalis,2011-08-20 2011-09-18,Barack Obama,15.533333333333333,35.266666666666666,0.44045368620037806,ok,,0.36495812382834686
13,Hope Solo,2011-08-20 2011-09-18,Barack Obama,28.466666666666665,35.266666666666666,0.8071833648393194,ok,,0.5917694811931019
13,J.R. Martinez,2011-08-20 2011-09-18,Barack Obama,4.233333333333333,35.266666666666666,0.12003780718336485,ok,,0.11336244115098687
13,Kristin Cavallari,2011-08-20 2011-09-18,Barack Obama,10.6,35.266666666666666,0.3005671077504726,ok,,0.2628004060750443
13,Metta World Peace (Ron),2011-08-20 2011-09-18,Barack Obama,0.43333333333333335,62.86666666666667,0.006892895015906681,ok,,0.006869247618883074
13,Nancy Grace,2011-08-20 2011-09-18,Barack Obama,26.1,62.86666666666667,0.4151643690349947,ok,,0.34724568621112134
13,Ricki Lake,2011-08-20 2011-09-18,Barack Obama,6.066666666666666,62.86666666666667,0.09650053022269353,ok,,0.09212377243491694
13,Rob Kardashian,2011-08-20 2011-09-18,Barack Obama,22.5,62.86666666666667,0.3579003181336161,ok,,0.30593962300612243
14,Donald Driver,2012-02-18 2012-03-18,Barack Obama,3.5,73.83333333333333,0.04740406320541761,ok,,0.04631478218111963
14,Gavin DeGraw,2012-02-18 2012-03-18,Barack Obama,22.6,73.83333333333333,0.3060948081264109,ok,,0.2670416224968991
14,Gladys Knight,2012-02-18 2012-03-18,Barack Obama,8.466666666666667,73.83333333333333,0.11467268623024832,ok,,0.1085608068659435
14,Jack Wagner,2012-02-18 2012-03-18,Barack Obama,5.5,73.83333333333333,0.0744920993227991,ok,,0.07184808418628437
14,Jaleel White,2012-02-18 2012-03-18,Barack Obama,8.066666666666666,73.83333333333333,0.10925507900677202,ok,,0.10368869004194312
14,Katherine Jenkins,2012-02-18 2012-03-18,Barack Obama,11.1,73.83333333333333,0.15033860045146727,ok,,0.14005633421281796
14,Maria Menounos,2012-02-18 2012-03-18,Barack Obama,17.7,73.83333333333333,0.2397291196388262,ok,,0.21489290384868037
14,Martina Navratilova,2012-02-18 2012-03-18,Barack Obama,2.933333333333333,73.83333333333333,0.03972911963882619,ok,,0.03896021734144919
14,Melissa Gilbert,2012-02-18 2012-03-18,Barack Obama,7.533333333333333,52.63333333333333,0.14312856238125396,ok,,0.1337688565113392
14,Roshon Fegan,2012-02-18 2012-03-18,Barack Obama,4.966666666666667,52.63333333333333,0.09436352121595946,ok,,0.09017293510835883
14,Sherri Sheperd,2012-02-18 2012-03-18,Barack Obama,0.0,52.63333333333333,0.0,ok,,0.0
14,William Levy,2012-02-18 2012-03-18,Barack Obama,26.3,52.63333333333333,0.4996833438885371,ok,,0.4052539817482542
15,Apolo Anton Ohno,2012-08-25 2012-09-23,Barack Obama,0.0,26.5,0.0,ok,,0.0
15,Bristol Palin,2012-08-25 2012-09-23,Barack Obama,1.0333333333333334,26.5,0.038993710691823905,ok,,0.03825265886664617
15,Drew Lachey,2012-08-25 2012-09-23,Barack Obama,0.0,26.5,0.0,ok,,0.0
15,Emmitt Smith,2012-08-25 2012-09-23,Barack Obama,0.9,26.5,0.033962264150943396,ok,,0.033398280401848016
15,Gilles Marini,2012-08-25 2012-09-23,Barack Obama,0.03333333333333333,26.5,0.0012578616352201257,ok,,0.001257071190051114
15,Helio Castroneves,2012-08-25 2012-09-23,Barack Obama,0.0,26.5,0.0,ok,,0.0
15,Joey Fatone,2012-08-25 2012-09-23,Barack Obama,0.06666666666666667,26.5,0.0025157232704402514,ok,,0.002512564135883139
15,Kelly Monaco,2012-08-25 2012-09-23,Barack Obama,1.0,26.5,0.03773584905660377,ok,,0.03704127168034908
15,Kirstie Alley,2012-08-25 2012-09-23,Barack Obama,1.4,26.5,0.05283018867924528,ok,,0.051481955835143416
15,Melissa Rycroft,2012-08-25 2012-09-23,Barack Obama,0.06666666666666667,26.5,0.0025157232704402514,ok,,0.002512564135883139
15,Pamela Anderson,2012-08-25 2012-09-23,Barack Obama,11.633333333333333,26.5,0.43899371069182386,ok,,0.3639440572854113
15,Sabrina Bryan,2012-08-25 2012-09-23,Barack Obama,0.2,26.5,0.007547169811320755,ok,,0.007518832414027321
15,Shawn Johnson,2012-08-25 2012-09-23,Barack Obama,,,,pytrends_error,"build_payload/interest_over_time failed: HTTPSConnectionPool(host='trends.google.com', port=443): Max retries exceeded with url: /trends/api/widgetdata/multiline?req=%7B%22time%22%3A+%222012-08-25+2012-09-23%22%2C+%22resolution%22%3A+%22DAY%22%2C+%22locale%22%3A+%22en-US%22%2C+%22comparisonItem%22%3A+%5B%7B%22geo%22%3A+%7B%7D%2C+%22complexKeywordsRestriction%22%3A+%7B%22keyword%22%3A+%5B%7B%22type%22%3A+%22BROAD%22%2C+%22value%22%3A+%22Shawn+Johnson%22%7D%5D%7D%7D%2C+%7B%22geo%22%3A+%7B%7D%2C+%22complexKeywordsRestriction%22%3A+%7B%22keyword%22%3A+%5B%7B%22type%22%3A+%22BROAD%22%2C+%22value%22%3A+%22Barack+Obama%22%7D%5D%7D%7D%5D%2C+%22requestOptions%22%3A+%7B%22property%22%3A+%22%22%2C+%22backend%22%3A+%22IZG%22%2C+%22category%22%3A+0%7D%2C+%22userConfig%22%3A+%7B%22userType%22%3A+%22USER_TYPE_SCRAPER%22%7D%7D&token=AEEsg78AAAAAaX6OF0hcq1_hXjxfkP8OI6mW-_7bgXG_&tz=360 (Caused by ConnectTimeoutError(<HTTPSConnection(host='trends.google.com', port=443) at 0x10e375bd0>, 'Connection to trends.google.com timed out. (connect timeout=2)'))",
16,Alexandra Raisman,2013-02-16 2013-03-17,Barack Obama,0.5,74.0,0.006756756756756757,ok,,0.006734032181344078
16,Andy Dick,2013-02-16 2013-03-17,Barack Obama,8.666666666666666,74.0,0.11711711711711711,ok,,0.11075136429270273
16,D. L. Hughley,2013-02-16 2013-03-17,Barack Obama,0.0,74.0,0.0,ok,,0.0
16,Dorothy Hamill,2013-02-16 2013-03-17,Barack Obama,6.566666666666666,74.0,0.08873873873873873,ok,,0.08501990583715788
16,Ingo Rademacher,2013-02-16 2013-03-17,Barack Obama,2.7,54.166666666666664,0.04984615384615385,ok,,0.04864363328778657
16,Jacoby Jones,2013-02-16 2013-03-17,Barack Obama,4.5,54.166666666666664,0.08307692307692308,ok,,0.0798059932683596
16,Kellie Pickler,2013-02-16 2013-03-17,Barack Obama,8.066666666666666,54.166666666666664,0.14892307692307694,ok,,0.13882504877788476
16,Lisa Vanderpump,2013-02-16 2013-03-17,Barack Obama,19.9,54.166666666666664,0.36738461538461537,ok,,0.31289987543573744
16,Sean Lowe,2013-02-16 2013-03-17,Barack Obama,16.966666666666665,15.966666666666667,1.0626304801670146,ok,,0.7239821003369525
16,Victor Ortiz,2013-02-16 2013-03-17,Barack Obama,1.0,15.966666666666667,0.06263048016701461,ok,,0.06074741913960751
16,Wynonna Judd,2013-02-16 2013-03-17,Barack Obama,0.9333333333333333,15.966666666666667,0.05845511482254697,ok,,0.056810406180267926
16,Zendaya,2013-02-16 2013-03-17,Barack Obama,10.133333333333333,15.966666666666667,0.6346555323590813,ok,,0.49143209857988784
17,Amber Riley,2013-08-17 2013-09-15,Barack Obama,7.5,54.233333333333334,0.13829133374308544,ok,,0.1295283079870869
17,Bill Engvall,2013-08-17 2013-09-15,Barack Obama,2.1,54.233333333333334,0.03872157344806392,ok,,0.03799070069808136
17,Bill Nye,2013-08-17 2013-09-15,Barack Obama,20.133333333333333,54.233333333333334,0.3712354025814382,ok,,0.3157120872134947
17,Brant Daugherty,2013-08-17 2013-09-15,Barack Obama,6.866666666666666,54.233333333333334,0.12661339889366932,ok,,0.11921614062066721
17,Christina Milian,2013-08-17 2013-09-15,Barack Obama,13.566666666666666,63.233333333333334,0.21454928835002635,ok,,0.19437305188076764
17,Corbin Bleu,2013-08-17 2013-09-15,Barack Obama,6.9,63.233333333333334,0.10911966262519769,ok,,0.10356660392258628
17,Elizabeth Berkley Lauren,2013-08-17 2013-09-15,Barack Obama,0.4666666666666667,63.233333333333334,0.007380073800738007,ok,,0.007352974305258832
17,Jack Osbourne,2013-08-17 2013-09-15,Barack Obama,6.8,63.233333333333334,0.10753821823932525,ok,,0.10213973090998621
17,Keyshawn Johnson,2013-08-17 2013-09-15,Barack Obama,2.8333333333333335,63.233333333333334,0.04480759093305219,ok,,0.0438327449549191
17,Leah Remini,2013-08-17 2013-09-15,Barack Obama,16.066666666666666,63.233333333333334,0.2540853979968371,ok,,0.22640654036794347
